table_id,row_id,time_period,major_occupationsal_code_and_label_n2ocprmg_n2ocmlst_level_1,major_occupationsal_code_and_label_n2ocprmg_n2ocmlst_level_2,major_occupationsal_code_and_label_n2ocprmg_n2ocmlst_hierarchy_depth,value
8141,r001_1,Science occupations,"Major occupationsal code and label (N2OCPRMG, N2OCMLST)",Code,2,1
8141,r001_2,Science occupations,"Major occupationsal code and label (N2OCPRMG, N2OCMLST)",Label,2,Computer and mathematical scientists
8141,r001_3,Science occupations,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,11
8141,r001_4,Science occupations,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Computer and information scientists
8141,r001_5,Science occupations,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,110510
8141,r001_6,Science occupations,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Computer and information scientists, research"
8141,r002_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,110520
8141,r002_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Computer network architect
8141,r003_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,110540
8141,r003_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Computer support specialists
8141,r004_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,110550
8141,r004_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Computer system analysts
8141,r005_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,110560
8141,r005_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Database administrators
8141,r006_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,110570
8141,r006_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Information security analysts
8141,r007_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,110580
8141,r007_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Network and computer systems administrators
8141,r008_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,110590
8141,r008_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Software developers -- applications and systems software
8141,r009_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,110600
8141,r009_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Web developers
8141,r010_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,110610
8141,r010_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Other computer and information science occupations
8141,r011_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,110880
8141,r011_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Computer engineers, software"
8141,r012_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,12
8141,r012_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Mathematical scientists
8141,r012_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,121720
8141,r012_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Mathematicians
8141,r013_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,121730
8141,r013_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Operations research analysts, including modeling"
8141,r014_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,121740
8141,r014_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Statisticians
8141,r015_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,121760
8141,r015_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Other mathematical scientists
8141,r016_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,18
8141,r016_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Postsecondary teachers - computer and math sciences
8141,r016_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,182760
8141,r016_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Computer sciences
8141,r017_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,182860
8141,r017_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Mathematics and statistics
8141,r018_1,,"Major occupationsal code and label (N2OCPRMG, N2OCMLST)",Code,2,2
8141,r018_2,,"Major occupationsal code and label (N2OCPRMG, N2OCMLST)",Label,2,"Biological, agricultural and other life scientists"
8141,r018_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,21
8141,r018_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Agricultural and food scientists
8141,r018_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,210210
8141,r018_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Agricultural and food scientists
8141,r019_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,22
8141,r019_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Biological and medical scientists
8141,r019_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,220220
8141,r019_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Biochemists and biophysicists
8141,r020_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,220230
8141,r020_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Biological scientists
8141,r021_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,220250
8141,r021_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Medical scientists (excluding practitioners)
8141,r022_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,220270
8141,r022_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Other biological and life scientists
8141,r023_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,23
8141,r023_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Environmental life scientists
8141,r023_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,230240
8141,r023_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Forestry and conservation scientists
8141,r024_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,28
8141,r024_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Postsecondary teachers - life and related sciences
8141,r024_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,282710
8141,r024_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Agriculture
8141,r025_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,282730
8141,r025_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Biological sciences
8141,r026_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,282970
8141,r026_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Other natural sciences
8141,r027_1,,"Major occupationsal code and label (N2OCPRMG, N2OCMLST)",Code,2,3
8141,r027_2,,"Major occupationsal code and label (N2OCPRMG, N2OCMLST)",Label,2,Physical and related scientists
8141,r027_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,31
8141,r027_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,"Chemists, except biochemists"
8141,r027_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,311930
8141,r027_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Chemists, except biochemists"
8141,r028_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,32
8141,r028_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,"Earth scientists, geologists and oceanographers"
8141,r028_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,321920
8141,r028_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Atmospheric and space scientists
8141,r029_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,321940
8141,r029_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Geologists, including earth scientists"
8141,r030_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,321950
8141,r030_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Oceanographers
8141,r031_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,33
8141,r031_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Physicists and astronomers
8141,r031_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,331910
8141,r031_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Astronomers
8141,r032_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,331960
8141,r032_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Physicists, except biophysicists"
8141,r033_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,34
8141,r033_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Other physical and related scientists
8141,r033_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,341980
8141,r033_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Other physical scientists
8141,r034_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,38
8141,r034_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Postsecondary teachers - physical and related sciences
8141,r034_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,382750
8141,r034_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Chemistry
8141,r035_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,38
8141,r035_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,382770
8141,r035_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Postsecondary teachers: Earth, environmental, and marine sciences"
8141,r036_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,38
8141,r036_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,382890
8141,r036_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Physics
8141,r037_1,,"Major occupationsal code and label (N2OCPRMG, N2OCMLST)",Code,2,4
8141,r037_2,,"Major occupationsal code and label (N2OCPRMG, N2OCMLST)",Label,2,Social and related scientists
8141,r037_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,41
8141,r037_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Economists
8141,r037_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,412320
8141,r037_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Economists
8141,r038_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,42
8141,r038_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Political scientists
8141,r038_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,422350
8141,r038_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Political scientists
8141,r039_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,43
8141,r039_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Psychologists
8141,r039_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,432360
8141,r039_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Psychologists, including clinical"
8141,r040_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,44
8141,r040_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Sociologists and anthropologists
8141,r040_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,442310
8141,r040_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Anthropologists
8141,r041_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,442370
8141,r041_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Sociologists
8141,r042_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,45
8141,r042_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Other social and related scientists
8141,r042_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,452380
8141,r042_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Other social scientists
8141,r043_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,48
8141,r043_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Postsecondary teachers - social and related sciences
8141,r043_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,482780
8141,r043_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Economics
8141,r044_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,482900
8141,r044_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Political science
8141,r045_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,482910
8141,r045_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Psychology
8141,r046_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,482930
8141,r046_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Sociology
8141,r047_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,482980
8141,r047_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Postsecondary teachers: Other social sciences
8141,r048_1,Engineering occupations,"Major occupationsal code and label (N2OCPRMG, N2OCMLST)",Code,2,5
8141,r048_2,Engineering occupations,"Major occupationsal code and label (N2OCPRMG, N2OCMLST)",Label,2,Engineers
8141,r048_3,Engineering occupations,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,51
8141,r048_4,Engineering occupations,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,"Aerospace, aeronautical or astronautical engineers"
8141,r048_5,Engineering occupations,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,510820
8141,r048_6,Engineering occupations,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Aeronautical, aerospace and astronautical engineers"
8141,r049_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,52
8141,r049_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Chemical engineers
8141,r049_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,520850
8141,r049_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Chemical engineers
8141,r050_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,53
8141,r050_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,"Civil, architectural or sanitary engineers"
8141,r050_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,530860
8141,r050_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Civil engineers, including architectural and sanitary"
8141,r051_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,54
8141,r051_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Electrical or computer hardware engineers
8141,r051_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,540870
8141,r051_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,"Computer engineers, hardware"
8141,r052_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,540890
8141,r052_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Electrical and electronics engineers
8141,r053_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,55
8141,r053_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Industrial engineers
8141,r053_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,550910
8141,r053_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Industrial engineers
8141,r054_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,56
8141,r054_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Mechanical engineers
8141,r054_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,560940
8141,r054_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Mechanical engineers
8141,r055_3,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Code,2,57
8141,r055_4,,"Minor occupationsal code and label (N2OCPRNG, N2OCNLST)",Label,2,Other engineers
8141,r055_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,570830
8141,r055_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Agricultural engineers
8141,r056_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,570840
8141,r056_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Bioengineers or biomedical engineers
8141,r057_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,570900
8141,r057_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Environmental engineers
8141,r058_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,570920
8141,r058_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Marine engineers and naval architects
8141,r059_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,570930
8141,r059_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Materials and metallurgical engineers
8141,r060_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,570950
8141,r060_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Mining and geological engineers
8141,r061_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,570960
8141,r061_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Nuclear engineers
8141,r062_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,570970
8141,r062_6,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Label,2,Petroleum engineers
8141,r063_5,,"Detailed occupationsal code and label (N2OCPR, N2OCLST)",Code,2,570980
