table_id,row_id,it_function,companies_number_,in_use_primarily_cloud_based,in_use_but_not_cloud_based,not_in_use,don_t_know,did_not_answer
9017,r001,Security or firewall,"['4,865,616', '&nbsp;']","['25.6', '&nbsp;']","['24.2', '&nbsp;']","['30.9', '&nbsp;']","['19.2', '&nbsp;']","['0.2', '&nbsp;']"
9017,r002,Servers,"['4,865,616', '&nbsp;']","['21.2', '&nbsp;']","['20.9', '&nbsp;']","['39.2', '&nbsp;']","['18.4', '&nbsp;']","['0.3', '&nbsp;']"
9017,r003,"Data storage and management (examples: Amazon Web Services, IBM Bluemix, Microsoft Azure)","['4,865,616', '&nbsp;']","['23.1', '&nbsp;']","['12.7', '&nbsp;']","['44.6', '&nbsp;']","['19.3', '&nbsp;']","['0.2', '&nbsp;']"
9017,r004,"Collaboration and file synchronization (examples: Dropbox, OneDrive, Google Drive)","['4,865,616', '&nbsp;']","['32.0', '&nbsp;']","['9.5', '&nbsp;']","['40.0', '&nbsp;']","['18.2', '&nbsp;']","['0.2', '&nbsp;']"
9017,r005,Data analysis,"['4,865,616', '&nbsp;']","['13.9', '&nbsp;']","['14.1', '&nbsp;']","['50.2', '&nbsp;']","['21.5', '&nbsp;']","['0.3', '&nbsp;']"
9017,r006,Billing and account management,"['4,865,616', '&nbsp;']","['23.1', '&nbsp;']","['30.0', '&nbsp;']","['31.0', '&nbsp;']","['15.7', '&nbsp;']","['0.3', '&nbsp;']"
9017,r007,Customer relationship management,"['4,865,616', '&nbsp;']","['15.9', '&nbsp;']","['16.9', '&nbsp;']","['47.5', '&nbsp;']","['19.5', '&nbsp;']","['0.3', '&nbsp;']"
9017,r008,Other,"['4,865,616', '&nbsp;']","['2.8', '&nbsp;']","['2.5', '&nbsp;']","['47.0', '&nbsp;']","['46.6', '&nbsp;']","['1.1', '&nbsp;']"
