table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_economies_by_income_status,field_2000_fractional_count,field_2000_whole_count,field_2001_fractional_count,field_2001_whole_count,field_2002_fractional_count,field_2002_whole_count,field_2003_fractional_count,field_2003_whole_count,field_2004_fractional_count,field_2004_whole_count,field_2005_fractional_count,field_2005_whole_count,field_2006_fractional_count,field_2006_whole_count,field_2007_fractional_count,field_2007_whole_count,field_2008_fractional_count,field_2008_whole_count,field_2009_fractional_count,field_2009_whole_count,field_2010_fractional_count,field_2010_whole_count,field_2011_fractional_count,field_2011_whole_count,field_2012_fractional_count,field_2012_whole_count,field_2013_fractional_count,field_2013_whole_count,field_2014_fractional_count,field_2014_whole_count,field_2015_fractional_count,field_2015_whole_count,field_2016_fractional_count,field_2016_whole_count,field_2017_fractional_count,field_2017_whole_count,field_2018_fractional_count,field_2018_whole_count
1821,r001,World,World,,,,1,,8937.0,8937,9895.0,9895,10243.0,10243,10978.0,10978,11611.0,11611,13053.0,13053,15108.0,15108,12800.0,12800,12235.0,12235,12953.0,12953,12455.0,12455,13638.0,13638,14640.0,14640,13663.0,13663,14170.0,14170,13992.0,13992,14161.0,14161,13023.0,13023,13924.0,13924
1821,r002,World -> North America,World,North America,,,2,,3246.07,4414,3514.52,4648,3377.33,4615,3863.19,5409,3854.71,5553,4291.08,6114,4770.15,6921,4286.58,6346,3990.89,5866,4324.39,6445,4182.16,6429,4389.73,6741,4498.01,7042,4236.11,6784,4152.08,6731,4241.89,6861,3992.61,6893,3858.48,6567,3993.54,6899
1821,r003,World -> North America -> Canada,World,North America,Canada,,3,High,215.09,421,179.18,372,188.4,388,236.35,492,236.89,514,316.59,638,320.6,738,288.76,722,304.43,723,299.01,792,312.04,947,305.66,940,351.38,1006,343.22,994,328.9,984,277.0,868,267.95,944,266.28,863,275.04,930
1821,r004,World -> North America -> Greenland,World,North America,Greenland,,3,High,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.11,1,0.0,0,0.0,0
1821,r005,World -> North America -> Mexico,World,North America,Mexico,,3,Upper-middle,103.89,212,132.93,235,135.02,243,181.68,312,109.41,234,142.33,275,143.92,284,165.79,324,144.3,284,141.04,296,130.58,284,231.45,425,119.51,269,123.47,301,156.74,359,136.64,380,127.72,410,120.45,368,133.83,388
1821,r006,World -> North America -> United States,World,North America,United States,,3,High,2927.09,4073,3202.42,4317,3053.92,4264,3445.16,4956,3508.41,5189,3832.15,5616,4305.62,6396,3832.04,5852,3542.15,5363,3884.35,5956,3739.54,5943,3852.62,6159,4027.11,6565,3769.43,6276,3666.44,6180,3828.25,6386,3596.83,6391,3471.76,6120,3584.67,6405
1821,r007,World -> Central America and Caribbean,World,Central America and Caribbean,,,2,,7.75,22,10.02,19,5.84,19,5.86,22,5.41,21,6.52,27,10.49,39,10.21,43,6.23,33,9.26,44,8.5,50,6.1,39,6.43,27,13.51,50,10.04,29,14.12,40,6.45,35,12.33,35,11.4,37
1821,r008,World -> Central America and Caribbean -> Antigua and Barbuda,World,Central America and Caribbean,Antigua and Barbuda,,3,High,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1821,r009,"World -> Central America and Caribbean -> Bahamas, The",World,Central America and Caribbean,"Bahamas, The",,3,High,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1821,r010,World -> Central America and Caribbean -> Barbados,World,Central America and Caribbean,Barbados,,3,High,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.02,1,0.0,1,0.01,3,0.02,5,0.17,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1821,r011,World -> Central America and Caribbean -> Belize,World,Central America and Caribbean,Belize,,3,Upper-middle,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1821,r012,World -> Central America and Caribbean -> Costa Rica,World,Central America and Caribbean,Costa Rica,,3,Upper-middle,1.0,2,0.5,1,0.0,0,0.0,0,1.0,1,0.0,0,0.0,0,0.25,1,0.0,0,0.89,3,0.87,2,0.0,0,2.07,3,3.33,5,1.93,2,1.93,4,1.17,3,1.67,3,3.21,6
1821,r013,World -> Central America and Caribbean -> Cuba,World,Central America and Caribbean,Cuba,,3,Upper-middle,0.0,0,1.0,1,0.0,0,0.0,0,1.0,1,0.78,3,1.41,5,1.15,3,0.72,2,2.67,5,0.69,2,0.26,2,0.33,1,5.5,7,3.67,6,7.57,13,0.0,0,5.54,9,0.76,4
1821,r014,World -> Central America and Caribbean -> Dominica,World,Central America and Caribbean,Dominica,,3,Upper-middle,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1821,r015,World -> Central America and Caribbean -> Dominican Republic,World,Central America and Caribbean,Dominican Republic,,3,Upper-middle,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1821,r016,World -> Central America and Caribbean -> El Salvador,World,Central America and Caribbean,El Salvador,,3,Lower-middle,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1821,r017,World -> Central America and Caribbean -> Grenada,World,Central America and Caribbean,Grenada,,3,Upper-middle,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.25,1,0.0,0,0.17,1,0.0,0,0.25,1
1821,r018,World -> Central America and Caribbean -> Guatemala,World,Central America and Caribbean,Guatemala,,3,Upper-middle,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.35,3,0.11,1,0.25,1
1821,r019,World -> Central America and Caribbean -> Haiti,World,Central America and Caribbean,Haiti,,3,Low,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1821,r020,World -> Central America and Caribbean -> Honduras,World,Central America and Caribbean,Honduras,,3,Lower-middle,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.14,1,0.09,1,0.14,1,0.01,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1821,r021,World -> Central America and Caribbean -> Jamaica,World,Central America and Caribbean,Jamaica,,3,Upper-middle,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.5,1
1821,r022,World -> Central America and Caribbean -> Nicaragua,World,Central America and Caribbean,Nicaragua,,3,Lower-middle,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.17,1,0.11,2,0.14,1,0.1,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1821,r023,World -> Central America and Caribbean -> Panama,World,Central America and Caribbean,Panama,,3,High,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.04,2,0.01,2,0.17,2,0.15,2,0.0,0,0.0,0,0.5,1,0.0,0,0.13,1,0.0,0,0.0,0
1821,r024,World -> Central America and Caribbean -> Puerto Rico,World,Central America and Caribbean,Puerto Rico,,3,High,6.75,20,8.52,17,5.74,18,5.86,22,3.21,17,5.53,22,7.6,31,8.23,37,5.21,27,5.28,31,6.26,37,5.19,30,3.91,17,4.51,36,3.69,19,4.63,23,4.64,27,4.21,18,6.4,23
1821,r025,World -> Central America and Caribbean -> Saint Kitts and Nevis,World,Central America and Caribbean,Saint Kitts and Nevis,,3,High,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1821,r026,World -> Central America and Caribbean -> Saint Lucia,World,Central America and Caribbean,Saint Lucia,,3,Upper-middle,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1821,r027,World -> Central America and Caribbean -> Saint Vincent and the Grenadines,World,Central America and Caribbean,Saint Vincent and the Grenadines,,3,Upper-middle,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1821,r028,World -> Central America and Caribbean -> Trinidad and Tobago,World,Central America and Caribbean,Trinidad and Tobago,,3,High,0.0,0,0.0,0,0.1,1,0.0,0,0.19,2,0.21,2,1.48,3,0.58,2,0.13,1,0.13,2,0.26,3,0.33,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.81,4,0.03,1
1821,r029,World -> South America,World,South America,,,2,,217.32,428,259.66,514,294.43,561,270.13,616,275.07,637,308.74,746,471.57,1017,343.61,816,387.9,844,431.88,958,334.22,892,480.21,1182,361.83,1042,403.58,1166,523.46,1432,475.83,1389,481.11,1515,428.87,1406,538.21,1593
