table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2020,field_2021_preliminary_
6364,r001,All fields,All fields,,,1,41546622.0,41231293.0
6364,r002,All fields -> Computer sciences and mathematics,All fields,Computer sciences and mathematics,,2,2524467.8,2591082.9
6364,r003,All fields -> Computer sciences and mathematics -> Computer sciences,All fields,Computer sciences and mathematics,Computer sciences,3,1230121.3,NA
6364,r004,All fields -> Computer sciences and mathematics -> Mathematics,All fields,Computer sciences and mathematics,Mathematics,3,503789.4,NA
6364,r005,All fields -> Computer sciences and mathematics -> Other computer sciences and mathematics,All fields,Computer sciences and mathematics,Other computer sciences and mathematics,3,790557.2,NA
6364,r006,All fields -> Engineering,All fields,Engineering,,2,2897912.5,2871339.3
6364,r007,All fields -> Engineering -> Aeronautical engineering,All fields,Engineering,Aeronautical engineering,3,70357.1,NA
6364,r008,All fields -> Engineering -> Astronautical engineering,All fields,Engineering,Astronautical engineering,3,14899.7,NA
6364,r009,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,94067.1,NA
6364,r010,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,16302.7,NA
6364,r011,All fields -> Engineering -> Electrical engineering,All fields,Engineering,Electrical engineering,3,205349.7,NA
6364,r012,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,115557.7,NA
6364,r013,All fields -> Engineering -> Metallurgy and materials engineering,All fields,Engineering,Metallurgy and materials engineering,3,281055.0,NA
6364,r014,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,2100323.6,NA
6364,r015,All fields -> Environmental sciences,All fields,Environmental sciences,,2,3166938.1,2743587.2
6364,r016,All fields -> Environmental sciences -> Atmospheric sciences,All fields,Environmental sciences,Atmospheric sciences,3,562676.7,NA
6364,r017,All fields -> Environmental sciences -> Geological sciences,All fields,Environmental sciences,Geological sciences,3,261839.1,NA
6364,r018,All fields -> Environmental sciences -> Oceanography,All fields,Environmental sciences,Oceanography,3,470224.2,NA
6364,r019,All fields -> Environmental sciences -> Other environmental sciences,All fields,Environmental sciences,Other environmental sciences,3,1872198.1,NA
6364,r020,All fields -> Life sciences,All fields,Life sciences,,2,20804842.8,20887076.7
6364,r021,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,681834.3,NA
6364,r022,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,10325956.0,NA
6364,r023,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,471077.3,NA
6364,r024,All fields -> Life sciences -> Medical sciences,All fields,Life sciences,Medical sciences,3,7460040.1,NA
6364,r025,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,1865935.1,NA
6364,r026,All fields -> Physical sciences,All fields,Physical sciences,,2,6512990.9,7444390.0
6364,r027,All fields -> Physical sciences -> Astronomy,All fields,Physical sciences,Astronomy,3,870437.6,NA
6364,r028,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,754054.9,NA
6364,r029,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,2515870.5,NA
6364,r030,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,2372627.9,NA
6364,r031,All fields -> Psychology,All fields,Psychology,,2,1611672.7,1637872.4
6364,r032,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,12932.4,NA
6364,r033,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,11799.8,NA
6364,r034,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,1586940.5,NA
6364,r035,All fields -> Social sciences,All fields,Social sciences,,2,439515.0,439176.5
6364,r036,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,18269.4,NA
6364,r037,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,38879.2,NA
6364,r038,All fields -> Social sciences -> Political science,All fields,Social sciences,Political science,3,4554.1,NA
6364,r039,All fields -> Social sciences -> Sociology,All fields,Social sciences,Sociology,3,19923.6,NA
6364,r040,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,357888.8,NA
6364,r041,All fields -> Other sciences nec,All fields,Other sciences nec,,2,3588282.2,2616767.9
