table_id,row_id,time_period,value
5902,r001,World,na
5902,r002,World,7582
5902,r003,World,7347
5902,r004,World,6344
5902,r005,World,5901
5902,r006,World,9859
5902,r007,World,10790
5902,r008,World,10390
5902,r009,World,12093
5902,r010,World,15864
5902,r011,World,17517
5902,r012,World,19620
5902,r013,World,17728
5902,r014,World,16801
5902,r015,World,18937
5902,r016,World,19568
5902,r017,World,21069
5902,r018,World,23716
5902,r019,World,25022
5902,r020,World,26591
5902,r021,World,28297
5902,r022,World,28474
5902,r023,World,31403
5902,r024,World,26994
5902,r025,World -> North America,na
5902,r026,World -> North America,6451
5902,r027,World -> North America,6130
5902,r028,World -> North America,5251
5902,r029,World -> North America,4940
5902,r030,World -> North America,7841
5902,r031,World -> North America,8441
5902,r032,World -> North America,8336
5902,r033,World -> North America,9778
5902,r034,World -> North America,12561
5902,r035,World -> North America,13802
5902,r036,World -> North America,15604
5902,r037,World -> North America,14161
5902,r038,World -> North America,13469
5902,r039,World -> North America,15489
5902,r040,World -> North America,15999
5902,r041,World -> North America,17079
5902,r042,World -> North America,19552
5902,r043,World -> North America,20730
5902,r044,World -> North America,21655
5902,r045,World -> North America,23007
5902,r046,World -> North America,22951
5902,r047,World -> North America,25376
5902,r048,World -> North America,21584
5902,r049,World -> North America -> Canada,High
5902,r050,World -> North America -> Canada,196
5902,r051,World -> North America -> Canada,212
5902,r052,World -> North America -> Canada,174
5902,r053,World -> North America -> Canada,184
5902,r054,World -> North America -> Canada,248
5902,r055,World -> North America -> Canada,244
5902,r056,World -> North America -> Canada,251
5902,r057,World -> North America -> Canada,232
5902,r058,World -> North America -> Canada,321
5902,r059,World -> North America -> Canada,308
5902,r060,World -> North America -> Canada,347
5902,r061,World -> North America -> Canada,379
5902,r062,World -> North America -> Canada,302
5902,r063,World -> North America -> Canada,368
5902,r064,World -> North America -> Canada,307
5902,r065,World -> North America -> Canada,362
5902,r066,World -> North America -> Canada,379
5902,r067,World -> North America -> Canada,417
5902,r068,World -> North America -> Canada,457
5902,r069,World -> North America -> Canada,421
5902,r070,World -> North America -> Canada,451
5902,r071,World -> North America -> Canada,479
5902,r072,World -> North America -> Canada,525
5902,r073,World -> North America -> Mexico,Upper middle
5902,r074,World -> North America -> Mexico,95
5902,r075,World -> North America -> Mexico,101
5902,r076,World -> North America -> Mexico,79
5902,r077,World -> North America -> Mexico,70
5902,r078,World -> North America -> Mexico,143
5902,r079,World -> North America -> Mexico,159
5902,r080,World -> North America -> Mexico,141
5902,r081,World -> North America -> Mexico,158
5902,r082,World -> North America -> Mexico,197
5902,r083,World -> North America -> Mexico,287
5902,r084,World -> North America -> Mexico,309
5902,r085,World -> North America -> Mexico,286
5902,r086,World -> North America -> Mexico,288
5902,r087,World -> North America -> Mexico,359
5902,r088,World -> North America -> Mexico,313
5902,r089,World -> North America -> Mexico,354
5902,r090,World -> North America -> Mexico,385
5902,r091,World -> North America -> Mexico,353
5902,r092,World -> North America -> Mexico,416
5902,r093,World -> North America -> Mexico,417
5902,r094,World -> North America -> Mexico,390
5902,r095,World -> North America -> Mexico,470
5902,r096,World -> North America -> Mexico,433
5902,r097,World -> North America -> United States,High
5902,r098,World -> North America -> United States,6160
5902,r099,World -> North America -> United States,5817
5902,r100,World -> North America -> United States,4998
5902,r101,World -> North America -> United States,4687
5902,r102,World -> North America -> United States,7449
5902,r103,World -> North America -> United States,8037
5902,r104,World -> North America -> United States,7944
5902,r105,World -> North America -> United States,9388
5902,r106,World -> North America -> United States,12043
5902,r107,World -> North America -> United States,13206
5902,r108,World -> North America -> United States,14948
5902,r109,World -> North America -> United States,13496
5902,r110,World -> North America -> United States,12880
5902,r111,World -> North America -> United States,14762
5902,r112,World -> North America -> United States,15379
5902,r113,World -> North America -> United States,16363
5902,r114,World -> North America -> United States,18788
5902,r115,World -> North America -> United States,19960
5902,r116,World -> North America -> United States,20782
5902,r117,World -> North America -> United States,22169
5902,r118,World -> North America -> United States,22109
5902,r119,World -> North America -> United States,24427
5902,r120,World -> North America -> United States,20625
5902,r121,World -> Central America and Caribbean,na
5902,r122,World -> Central America and Caribbean,39
5902,r123,World -> Central America and Caribbean,44
5902,r124,World -> Central America and Caribbean,39
5902,r125,World -> Central America and Caribbean,35
5902,r126,World -> Central America and Caribbean,70
5902,r127,World -> Central America and Caribbean,83
5902,r128,World -> Central America and Caribbean,68
5902,r129,World -> Central America and Caribbean,88
5902,r130,World -> Central America and Caribbean,92
5902,r131,World -> Central America and Caribbean,141
5902,r132,World -> Central America and Caribbean,155
