table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_companies_u_s_totala_number_,field_united_states,field_alabama,field_alaska,field_arizona,field_arkansas,field_california,field_colorado,field_connecticut,field_delaware,field_district_of_columbia,field_florida,field_georgia,field_hawaii,field_idaho,field_illinois,field_indiana,field_iowa,field_kansas,field_kentucky,field_louisiana,field_maine,field_maryland,field_massachusetts,field_michigan,field_minnesota,field_mississippi,field_missouri,field_montana
8820,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['28,720', '&nbsp;']","['466,162', '&nbsp;']","['1,329', '&nbsp;']","['43', 'e']","['4,899', '&nbsp;']","['360', '&nbsp;']","['175,459', '&nbsp;']","['6,042', '&nbsp;']","['6,487', '&nbsp;']","['1,688', '&nbsp;']","['509', '&nbsp;']","['5,762', '&nbsp;']","['4,426', '&nbsp;']","['216', '&nbsp;']","['2,139', 'i']","['13,415', '&nbsp;']","['7,202', 'i']","['2,664', '&nbsp;']","['1,956', '&nbsp;']","['852', '&nbsp;']","['475', '&nbsp;']","['385', '&nbsp;']","['3,964', '&nbsp;']","['27,704', '&nbsp;']","['18,507', '&nbsp;']","['7,421', '&nbsp;']","['244', '&nbsp;']","['4,581', '&nbsp;']","['224', '&nbsp;']"
8820,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['15,420', '']","['264,596', '']","['859', '']","['10', '']","['3,975', '']","['244', '']","['82,147', '']","['3,552', '']","['5,692', '']","['1,441', '']","['61', '']","['2,995', '']","['2,273', '']","['145', '']","['1,853', 'i']","['10,257', '']","['6,780', 'i']","['2,278', '']","['1,339', '']","['649', '']","['271', '']","['265', '']","['2,515', '']","['21,060', '']","['17,191', '']","['5,671', '']","['188', '']","['3,558', '']","['95', 'i']"
8820,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['970', '']","['4,985', '']","['25', '']","['1', 'e']","['4', '']","['45', 'i']","['218', '']","['45', '']","['28', '']","['439', 'i']","['*', 'e']","['32', '']","['24', '']","['105', '']","['69', '']","['804', 'i']","['259', '']","['839', 'i']","['86', '']","['24', '']","['4', 'e']","['1', 'e']","['71', '']","['21', '']","['166', '']","['396', '']","['5', '']","['64', '']","['3', '']"
8820,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['240', '']","['1,056', '']","['*', 'e']","['*', 'e']","['1', 'i']","['*', 'e']","['51', '']","['7', '']","['10', '']","['*', 'e']","['*', 'e']","['16', '']","['90', '']","['*', 'e']","['*', 'e']","['88', '']","['*', 'e']","['*', 'e']","['*', 'e']","['47', '']","['*', 'e']","['1', 'i']","['1', '']","['5', '']","['3', '']","['1', 'e']","['*', 'e']","['*', 'e']","['*', 'e']"
8820,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['230', '']","['812', '']","['6', '']","['*', 'e']","['1', '']","['2', '']","['331', '']","['*', '']","['*', 'e']","['*', '']","['*', 'e']","['24', '']","['99', 'i']","['*', '']","['*', 'e']","['6', '']","['*', 'e']","['1', 'i']","['1', '']","['*', '']","['*', 'e']","['1', 'i']","['*', 'e']","['8', '']","['13', '']","['5', '']","['*', 'e']","['3', 'i']","['*', 'e']"
8820,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['130', '']","['183', '']","['1', '']","['*', 'e']","['*', '']","['1', '']","['21', '']","['*', '']","['*', 'e']","['*', 'e']","['0', '']","['2', '']","['6', '']","['*', 'e']","['3', '']","['1', 'i']","['2', '']","['22', '']","['*', 'i']","['*', 'e']","['1', '']","['*', '']","['*', 'e']","['*', 'e']","['1', 'i']","['41', '']","['1', 'i']","['*', 'e']","['*', 'e']"
8820,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['100', '']","['927', '']","['16', '']","['0', '']","['1', '']","['19', '']","['10', '']","['1', '']","['4', '']","['*', 'e']","['0', '']","['24', '']","['35', '']","['0', '']","['*', '']","['36', '']","['1', 'i']","['1', '']","['10', '']","['16', '']","['5', '']","['12', '']","['*', '']","['21', '']","['10', '']","['8', '']","['1', '']","['1', '']","['*', 'e']"
8820,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['210', '']","['282', '']","['*', 'e']","['*', 'e']","['2', 'i']","['*', '']","['65', 'i']","['11', '']","['*', 'e']","['*', 'e']","['*', 'e']","['1', 'e']","['*', 'e']","['*', 'e']","['*', 'e']","['5', 'i']","['*', 'e']","['1', 'i']","['*', 'e']","['1', 'i']","['*', 'e']","['*', 'e']","['*', 'e']","['36', 'i']","['6', '']","['29', '']","['*', 'e']","['6', '']","['*', 'e']"
8820,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['100', '']","['1,222', '']","['2', 'e']","['*', 'e']","['1', 'e']","['2', 'e']","['19', '']","['8', '']","['1', 'e']","['*', 'e']","['0', '']","['7', 'e']","['5', 'e']","['0', '']","['*', 'e']","['33', '']","['13', '']","['*', 'e']","['9', '']","['12', '']","['3', 'e']","['1', 'e']","['11', '']","['5', '']","['2', 'e']","['6', '']","['3', '']","['7', 'e']","['0', '']"
8820,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['2,450', '']","['89,403', '']","['148', '']","['3', '']","['287', '']","['35', 'i']","['21,072', '']","['350', '']","['4,808', '']","['808', '']","['29', '']","['551', '']","['392', '']","['7', '']","['11', '']","['4,231', '']","['4,174', 'i']","['232', '']","['212', '']","['202', '']","['72', '']","['16', '']","['1,298', '']","['13,856', '']","['926', '']","['398', '']","['13', '']","['2,152', '']","['5', 'e']"
8820,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['300', '']","['2,523', '']","['26', '']","['0', '']","['4', 'e']","['7', '']","['111', '']","['10', '']","['69', '']","['108', '']","['0', '']","['7', '']","['96', '']","['*', 'e']","['1', 'e']","['46', '']","['20', '']","['118', '']","['45', '']","['17', '']","['54', '']","['*', 'e']","['78', '']","['67', '']","['22', '']","['5', 'e']","['6', '']","['21', '']","['*', 'e']"
8820,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['150', '']","['1,161', '']","['1', 'e']","['0', '']","['2', '']","['*', '']","['40', '']","['*', 'e']","['1', 'e']","['16', '']","['0', '']","['4', '']","['36', '']","['0', '']","['*', 'e']","['18', '']","['7', '']","['4', '']","['*', 'e']","['17', '']","['8', '']","['3', '']","['*', 'e']","['7', '']","['233', '']","['5', '']","['*', 'e']","['1', '']","['*', 'e']"
8820,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['130', '']","['775', '']","['2', '']","['0', '']","['9', '']","['1', '']","['40', '']","['6', '']","['*', 'e']","['146', '']","['0', '']","['9', '']","['5', '']","['4', '']","['2', '']","['6', '']","['2', '']","['5', '']","['1', '']","['1', '']","['1', '']","['*', 'e']","['1', 'e']","['*', 'e']","['18', '']","['3', '']","['2', '']","['13', '']","['1', '']"
8820,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['1,190', '']","['80,858', '']","['111', '']","['3', '']","['256', '']","['25', 'i']","['20,529', '']","['314', '']","['4,602', '']","['538', '']","['29', '']","['512', '']","['222', '']","['2', 'e']","['5', '']","['3,958', '']","['4,120', 'i']","['86', '']","['97', '']","['34', '']","['4', '']","['11', '']","['1,217', '']","['13,670', '']","['598', '']","['184', '']","['4', '']","['2,074', '']","['3', 'e']"
8820,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['340', '']","['2,476', '']","['1', 'e']","['0', '']","['1', 'e']","['1', 'e']","['197', '']","['2', 'e']","['34', '']","['*', 'e']","['0', '']","['12', '']","['13', '']","['*', 'e']","['3', '']","['146', '']","['3', 'e']","['3', '']","['65', 'i']","['*', 'e']","['*', 'e']","['*', 'e']","['1', 'e']","['67', '']","['2', 'e']","['131', '']","['*', 'e']","['11', '']","['*', 'e']"
8820,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['370', '']","['1,610', '']","['7', '']","['*', 'e']","['17', '']","['1', '']","['155', '']","['18', '']","['103', '']","['*', 'e']","['0', '']","['7', '']","['19', '']","['1', '']","['*', '']","['57', '']","['22', '']","['16', '']","['3', '']","['133', '']","['5', '']","['1', '']","['2', '']","['45', '']","['54', '']","['70', '']","['1', '']","['33', '']","['1', 'i']"
8820,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['1,020', '']","['2,607', '']","['16', '']","['*', 'e']","['59', '']","['7', '']","['161', '']","['91', '']","['70', 'i']","['1', 'i']","['0', '']","['62', '']","['78', '']","['*', 'e']","['3', 'i']","['93', '']","['117', '']","['16', '']","['10', '']","['57', '']","['53', '']","['1', 'e']","['4', '']","['28', '']","['167', '']","['80', '']","['8', '']","['13', '']","['*', 'e']"
8820,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['240', '']","['1,619', 'i']","['3', 'i']","['*', 'e']","['0 - 80', '']","['*', 'e']","['104', '']","['32', '']","['1', 'i']","['*', 'e']","['*', 'e']","['45', '']","['5', '']","['*', 'e']","['*', 'e']","['28', '']","['5', '']","['1', 'e']","['1', 'e']","['16', '']","['1', 'e']","['*', 'e']","['6', '']","['47', '']","['20', '']","['20', '']","['20', '']","['3', '']","['*', 'e']"
8820,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['270', '']","['795', '']","['10', '']","['0', '']","['4', '']","['6', '']","['19', '']","['3', '']","['4', '']","['*', 'e']","['0', '']","['2', 'e']","['10', '']","['0', '']","['*', 'e']","['19', '']","['66', '']","['11', '']","['1', 'e']","['12', '']","['1', 'e']","['*', 'e']","['5', '']","['25', '']","['61', '']","['27', '']","['13', '']","['4', 'e']","['1', 'e']"
8820,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,250', '']","['3,336', '']","['20', 'e']","['1', 'e']","['60', '']","['8', 'e']","['424', '']","['37', '']","['106', 'i']","['4', 'e']","['*', 'e']","['73', '']","['132', '']","['*', 'e']","['6', 'e']","['203', '']","['111', '']","['21', 'e']","['44', '']","['36', '']","['30', 'e']","['4', 'e']","['31', '']","['73', '']","['145', 'e']","['88', '']","['9', 'e']","['84', '']","['2', 'e']"
