table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_us_millions_,field_percent_of_domestic_sales_of_r_d_performers_or_fundersa,field_percent_of_domestic_sales_of_r_d_performersb
2711,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['441,036', '&#160;']","['4.1', '&#160;']","['4.3', '&#160;']"
2711,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['274,075', '&#160;']","['4.6', '&#160;']","['4.7', '&#160;']"
2711,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['4,654', '&#160;']","['0.9', '&#160;']","['0.9', '&#160;']"
2711,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['1,113', '&#160;']","['0.7', '&#160;']","['0.7', '&#160;']"
2711,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['989', '&#160;']","['1.4', '&#160;']","['1.4', '&#160;']"
2711,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['203', '&#160;']","['0.7', '&#160;']","['0.7', '&#160;']"
2711,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['934', '&#160;']","['1.0', '&#160;']","['1.0', '&#160;']"
2711,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['242', '&#160;']","['0.8', '&#160;']","['0.8', '&#160;']"
2711,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['1,269', '&#160;']","['0.3', '&#160;']","['0.3', '&#160;']"
2711,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['84,137', '&#160;']","['7.2', '&#160;']","['7.3', '&#160;']"
2711,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,443', '&#160;']","['1.4', '&#160;']","['1.4', '&#160;']"
2711,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,653', '&#160;']","['2.6', '&#160;']","['2.6', '&#160;']"
2711,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['1,460', '&#160;']","['1.5', '&#160;']","['1.5', '&#160;']"
2711,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['74,592', '&#160;']","['11.4', '&#160;']","['11.6', '&#160;']"
2711,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['2,710', '&#160;']","['2.4', '&#160;']","['2.4', '&#160;']"
2711,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,278', '&#160;']","['2.0', '&#160;']","['2.0', '&#160;']"
2711,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['2,751', '&#160;']","['1.6', '&#160;']","['1.6', '&#160;']"
2711,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,385', '&#160;']","['2.4', '&#160;']","['3.4', '&#160;']"
2711,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['839', '&#160;']","['0.6', '&#160;']","['0.6', '&#160;']"
2711,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,327', '&#160;']","['1.8', '&#160;']","['1.8', '&#160;']"
2711,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['14,799', '&#160;']","['4.0', '&#160;']","['4.0', '&#160;']"
2711,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,872', '&#160;']","['4.2', '&#160;']","['4.2', '&#160;']"
2711,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['4,166', '&#160;']","['19.2', '&#160;']","['19.2', '&#160;']"
