table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materials_and_supplies,field_lease_and_rental_payments,field_depreciation,field_royalties_and_licensing_fees,field_other_purchased_services_except_r_d_,field_other
12293,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['83,489', '  ']","['46,597', '  ']","['1,255', '  ']","['2,923', '  ']","['613', 'i ']","['8,694', '  ']","['1,179', '  ']","['2,325', '  ']","['280', '  ']","['4,366', 'i ']","['15,257', '  ']"
12293,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['45,461', '  ']","['26,837', '  ']","['726', '  ']","['1,496', '  ']","['236', '  ']","['4,596', '  ']","['350', '  ']","['1,079', '  ']","['220', '  ']","['1,662', '  ']","['8,260', '  ']"
12293,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['D', '  ']","['212', '  ']","['2', '  ']","['13', '  ']","['1', '  ']","['40', '  ']","['19', '  ']","['D', '  ']","['0', '  ']","['*', '  ']","['50', '  ']"
12293,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['107', '  ']","['68', '  ']","['0', '  ']","['6', '  ']","['5', '  ']","['9', '  ']","['4', '  ']","['7', '  ']","['0', '  ']","['0', '  ']","['9', '  ']"
12293,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['D', '  ']","['9', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['D', '&nbsp;']","['0', '  ']","['0', '  ']","['3', '  ']"
12293,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['5', '  ']","['3', '  ']","['*', 'i ']","['*', 'i ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', 'i ']","['1', '  ']","['1', '  ']"
12293,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['*', '  ']","['*', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']"
12293,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['1', '  ']","['1', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'r ']","['*', 'i ']","['*', 'i ']","['*', 'i ']"
12293,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['4', '  ']","['3', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', '  ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['*', '  ']","['*', '  ']"
12293,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['12,210', '  ']","['6,723', '  ']","['498', '  ']","['1,000', '  ']","['59', '  ']","['725', '  ']","['141', '  ']","['513', '  ']","['55', '  ']","['979', '  ']","['1,518', '  ']"
12293,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['D', '  ']","['132', '  ']","['0', '  ']","['D', '  ']","['3', '  ']","['20', '  ']","['2', '  ']","['D', '  ']","['0', '  ']","['1', '  ']","['D', '  ']"
12293,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['80', 'i ']","['60', 'i ']","['0', '  ']","['*', '  ']","['*', '  ']","['D', '  ']","['1', '  ']","['D', '&nbsp;']","['0', '  ']","['*', '  ']","['D', '  ']"
12293,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['D', '  ']","['D', '&nbsp;']","['*', 'i ']","['D', '&nbsp;']","['*', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['*', 'i ']","['*', '  ']","['*', 'i ']"
12293,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['11,353', '  ']","['6,230', '  ']","['498', '  ']","['953', '  ']","['50', '  ']","['622', '  ']","['98', '  ']","['456', '  ']","['51', '  ']","['965', '  ']","['1,430', '  ']"
12293,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['D', '  ']","['126', '  ']","['0', '  ']","['5', '  ']","['3', '  ']","['6', '  ']","['D', '  ']","['D', '  ']","['4', '  ']","['11', '  ']","['D', '  ']"
12293,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['29', '  ']","['D', '  ']","['0', '  ']","['*', '  ']","['2', '  ']","['D', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['2', '  ']","['D', '  ']"
12293,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['219', '  ']","['116', '  ']","['0', '  ']","['1', '  ']","['1', '  ']","['54', '  ']","['*', '  ']","['6', '  ']","['0', '  ']","['4', '  ']","['38', '  ']"
12293,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['29', '  ']","['20', '  ']","['0', '  ']","['*', '  ']","['1', '  ']","['3', '  ']","['*', '  ']","['1', '  ']","['0', '  ']","['1', '  ']","['3', '  ']"
12293,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['20', 'r ']","['13', 'r ']","['0', '  ']","['0', '  ']","['0', '  ']","['2', 'i ']","['*', 'i ']","['*', '  ']","['0', '  ']","['6', 'i ']","['0', '  ']"
12293,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['222', 'i ']","['129', 'i ']","['*', 'i ']","['12', 'i ']","['11', 'i ']","['21', 'i ']","['2', 'i ']","['10', 'i ']","['*', 'i ']","['1', 'i ']","['35', 'i ']"
12293,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['1,218', '  ']","['638', '  ']","['1', 'i ']","['106', '  ']","['7', '  ']","['231', '  ']","['8', '  ']","['70', 'r ']","['*', '  ']","['39', '  ']","['116', '  ']"
12293,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['D', '  ']","['88', '  ']","['0', '  ']","['2', '  ']","['*', 'r ']","['11', '  ']","['1', '  ']","['D', '  ']","['0', '  ']","['22', '  ']","['4', '  ']"
12293,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['48', '  ']","['27', '  ']","['0', '  ']","['1', '  ']","['*', '  ']","['8', '  ']","['2', '  ']","['2', '  ']","['0', '  ']","['2', '  ']","['5', '  ']"
12293,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['D', '  ']","['200', '  ']","['1', 'i ']","['4', '  ']","['5', 'i ']","['81', '  ']","['1', '  ']","['D', '&nbsp;']","['0', '  ']","['3', '  ']","['3', 'i ']"
12293,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['725', '  ']","['322', '  ']","['1', '  ']","['99', '  ']","['2', '  ']","['132', '  ']","['4', '  ']","['51', 'r ']","['*', '  ']","['11', '  ']","['104', '  ']"
12293,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['5,483', '  ']","['3,196', '  ']","['205', '  ']","['152', '  ']","['63', '  ']","['743', '  ']","['67', '  ']","['162', '  ']","['24', '  ']","['156', '  ']","['715', '  ']"
12293,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['795', 'i ']","['560', 'i ']","['0', '  ']","['2', 'i ']","['10', 'i ']","['34', 'i ']","['8', '  ']","['11', 'i ']","['*', '  ']","['19', 'i ']","['151', 'i ']"
12293,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['1,950', '  ']","['1,216', '  ']","['204', '  ']","['63', '  ']","['5', '  ']","['24', '  ']","['31', '  ']","['84', '  ']","['23', '  ']","['31', '  ']","['266', '  ']"
12293,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['2,671', '  ']","['1,373', '  ']","['1', '  ']","['86', 'i ']","['47', '  ']","['678', '  ']","['28', '  ']","['62', '  ']","['*', '  ']","['104', '  ']","['293', '  ']"
12293,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['619', 'i ']","['363', 'i ']","['0', '  ']","['61', 'i ']","['*', 'i ']","['38', 'i ']","['8', 'i ']","['8', 'i ']","['*', 'i ']","['71', 'i ']","['70', 'i ']"
12293,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['1,976', '  ']","['957', '  ']","['1', '  ']","['16', '  ']","['47', '  ']","['632', '  ']","['18', '  ']","['53', '  ']","['*', '  ']","['32', '  ']","['219', '  ']"
12293,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['77', '  ']","['53', '  ']","['0', '  ']","['9', '  ']","['*', '  ']","['8', '  ']","['2', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['4', '  ']"
12293,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['67', '  ']","['46', '  ']","['*', 'i ']","['1', '  ']","['1', '  ']","['7', '  ']","['*', '  ']","['5', '  ']","['*', 'i ']","['1', 'r ']","['7', '  ']"
12293,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['429', 'i ']","['296', 'i ']","['0', '  ']","['1', 'i ']","['2', 'i ']","['51', 'i ']","['2', 'i ']","['13', 'i ']","['5', 'i ']","['22', 'i ']","['37', 'i ']"
12293,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['24,790', '  ']","['15,187', 'i ']","['18', '  ']","['195', '  ']","['72', '  ']","['2,678', '  ']","['103', '  ']","['276', '  ']","['136', '  ']","['426', '  ']","['5,698', '  ']"
12293,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['2,159', '  ']","['1,065', '  ']","['D', '  ']","['70', '  ']","['16', '  ']","['206', '  ']","['53', '  ']","['60', '  ']","['117', '  ']","['98', '  ']","['D', '&nbsp;']"
12293,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['21,570', '  ']","['13,457', 'i ']","['D', '&nbsp;']","['111', '  ']","['50', '  ']","['2,353', '  ']","['41', '  ']","['192', '  ']","['9', '  ']","['288', '  ']","['D', '  ']"
12293,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['15,268', 'i ']","['9,284', 'i ']","['0', '  ']","['35', '  ']","['26', '  ']","['1,568', 'i ']","['3', 'i ']","['48', '  ']","['0', '  ']","['246', '  ']","['4,059', '  ']"
