table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
2072,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['24,277', 'i ']","['1,783', 'i ']","['5,037', 'i ']","['17,457', 'i ']"
2072,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['18,889', 'i ']","['1,404', 'i ']","['2,675', 'i ']","['14,810', 'i ']"
2072,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['1', '  ']","['*', 'i ']","['*', '  ']","['1', '  ']"
2072,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2072,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['*', 'i ']","['0', '  ']","['*', 'i ']","['*', 'i ']"
2072,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['*', 'i ']","['0', '  ']","['*', 'i ']","['0', '  ']"
2072,r007,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['0 - 2', 'i ']","['0 - 2', 'i ']","['0 - 1', 'i ']","['*', 'i ']"
2072,r008,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['205', '  ']","['15', '  ']","['28', '  ']","['162', '  ']"
2072,r009,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['186', '  ']","['10', '  ']","['22', '  ']","['154', '  ']"
2072,r010,All industries -> Manufacturing industries -> Chemicals -> Other chemicals,All industries,Manufacturing industries,Chemicals,Other chemicals,,4,other 325,"['19', '  ']","['5', 'i ']","['6', '  ']","['8', '  ']"
2072,r011,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['1', '  ']","['*', '  ']","['*', '  ']","['1', '  ']"
2072,r012,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['2', 'i ']","['*', 'i ']","['1', 'i ']","['2', '  ']"
2072,r013,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['5', 'i ']","['*', 'i ']","['*', 'i ']","['5', 'i ']"
2072,r014,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['59', 'i ']","['*', 'i ']","['10', 'i ']","['49', 'i ']"
2072,r015,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['170', '  ']","['5', '  ']","['11', 'i ']","['154', '  ']"
2072,r016,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['3,937', '  ']","['255', 'i ']","['599', '  ']","['3,084', '  ']"
2072,r017,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['80', '  ']","['1', 'i ']","['23', '  ']","['56', 'i ']"
2072,r018,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['2,963', '  ']","['75', '  ']","['393', '  ']","['2,495', '  ']"
2072,r019,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['894', 'i ']","['179', 'i ']","['182', 'i ']","['532', 'i ']"
2072,r020,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['38', '  ']","['*', 'i ']","['1', 'i ']","['37', '  ']"
