table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_total,field_paid_for_by_the_company,field_foreign_owner,field_another_u_s_company,field_other_businesses_outside_the_united_states,field_u_s_university_or_college,field_u_s_nonprofit_organization,field_u_s_federal_government,field_u_s_state_or_local_government,field_all_other_organizations_outside_the_united_states
2576,r011,All states -> Florida,All states,Florida,2,"['    289,938 ', '&nbsp;']","['    259,190 ', '&nbsp;']","['    4,226 ', '&nbsp;']","['    4,478 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    17,888 ', '&nbsp;']","['    0 ', '&nbsp;']","['    2,499 ', 'r']"
2576,r012,All states -> Georgia,All states,Georgia,2,"['    119,150 ', '&nbsp;']","['    99,582 ', '&nbsp;']","['S', '&nbsp;']","['    4,101 ', 'r']","['    2,511 ', 'r']","['    701 ', 'r']","['S', '&nbsp;']","['    11,546 ', '&nbsp;']","['S', '&nbsp;']","['    586 ', 'r']"
2576,r013,All states -> Hawaii,All states,Hawaii,2,"['    7,096 ', '&nbsp;']","['    4,390 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r014,All states -> Idaho,All states,Idaho,2,"['    8,927 ', '&nbsp;']","['    6,425 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r015,All states -> Illinois,All states,Illinois,2,"['    154,752 ', '&nbsp;']","['    129,157 ', '&nbsp;']","['S', '&nbsp;']","['    3,064 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    18,694 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r016,All states -> Indiana,All states,Indiana,2,"['    40,120 ', '&nbsp;']","['    25,176 ', '&nbsp;']","['S', '&nbsp;']","['    1,833 ', 'r']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    9,738 ', 'r']","['    1,747 ', 'r']","['    0 ', '&nbsp;']"
2576,r017,All states -> Iowa,All states,Iowa,2,"['    28,418 ', '&nbsp;']","['    25,060 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    2,988 ', 'r']","['S', '&nbsp;']","['S', '&nbsp;']"
2576,r018,All states -> Kansas,All states,Kansas,2,"['    30,652 ', '&nbsp;']","['    22,723 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    2,399 ', 'r']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r019,All states -> Kentucky,All states,Kentucky,2,"['    24,491 ', '&nbsp;']","['    14,695 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    6,229 ', '&nbsp;']","['    1,415 ', 'r']","['    0 ', '&nbsp;']"
2576,r020,All states -> Louisiana,All states,Louisiana,2,"['    30,128 ', '&nbsp;']","['    19,988 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    5,404 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r021,All states -> Maine,All states,Maine,2,"['    20,348 ', '&nbsp;']","['    11,282 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r022,All states -> Maryland,All states,Maryland,2,"['    203,806 ', '&nbsp;']","['    146,939 ', '&nbsp;']","['S', '&nbsp;']","['    7,739 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    34,947 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']"
2576,r023,All states -> Massachusetts,All states,Massachusetts,2,"['    383,529 ', '&nbsp;']","['    317,512 ', '&nbsp;']","['S', '&nbsp;']","['    17,910 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    40,405 ', '&nbsp;']","['    626 ', '&nbsp;']","['S', '&nbsp;']"
2576,r024,All states -> Michigan,All states,Michigan,2,"['    80,825 ', '&nbsp;']","['    53,880 ', '&nbsp;']","['S', '&nbsp;']","['    5,074 ', '&nbsp;']","['    1,806 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    16,339 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']"
2576,r025,All states -> Minnesota,All states,Minnesota,2,"['    110,546 ', '&nbsp;']","['    98,102 ', '&nbsp;']","['S', '&nbsp;']","['    1,593 ', 'r']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    2,764 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']"
2576,r026,All states -> Mississippi,All states,Mississippi,2,"['    4,856 ', '&nbsp;']","['    4,280 ', '&nbsp;']","['    0 ', '&nbsp;']","['    400 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r027,All states -> Missouri,All states,Missouri,2,"['    56,914 ', '&nbsp;']","['    49,934 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    3,021 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r028,All states -> Montana,All states,Montana,2,"['    17,957 ', '&nbsp;']","['    9,508 ', '&nbsp;']","['    0 ', '&nbsp;']","['    1,823 ', '&nbsp;']","['S', '&nbsp;']","['    920 ', 'r']","['    0 ', '&nbsp;']","['    4,287 ', '&nbsp;']","['    1,059 ', 'r']","['    0 ', '&nbsp;']"
2576,r029,All states -> Nebraska,All states,Nebraska,2,"['    8,451 ', '&nbsp;']","['    8,060 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r030,All states -> Nevada,All states,Nevada,2,"['    40,025 ', '&nbsp;']","['    36,965 ', '&nbsp;']","['    0 ', '&nbsp;']","['    1,614 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r031,All states -> New Hampshire,All states,New Hampshire,2,"['    36,500 ', '&nbsp;']","['    28,549 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r032,All states -> New Jersey,All states,New Jersey,2,"['    257,043 ', '&nbsp;']","['    206,689 ', '&nbsp;']","['    18,045 ', '&nbsp;']","['    16,055 ', 'r']","['    1,589 ', 'r']","['S', '&nbsp;']","['S', '&nbsp;']","['    13,579 ', '&nbsp;']","['S', '&nbsp;']","['    436 ', 'r']"
2576,r033,All states -> New Mexico,All states,New Mexico,2,"['    37,502 ', '&nbsp;']","['    19,644 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    16,910 ', 'r']","['S', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r034,All states -> New York,All states,New York,2,"['    409,416 ', '&nbsp;']","['    319,535 ', '&nbsp;']","['    4,767 ', '&nbsp;']","['    17,156 ', '&nbsp;']","['    12,524 ', '&nbsp;']","['    1,790 ', 'r']","['    163 ', 'r']","['    48,565 ', '&nbsp;']","['    1,510 ', 'r']","['    3,406 ', 'r']"
2576,r035,All states -> North Carolina,All states,North Carolina,2,"['    193,409 ', '&nbsp;']","['    118,190 ', '&nbsp;']","['    8,710 ', '&nbsp;']","['    9,654 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    54,218 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r036,All states -> North Dakota,All states,North Dakota,2,"['    10,060 ', '&nbsp;']","['    6,652 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r037,All states -> Ohio,All states,Ohio,2,"['    149,355 ', '&nbsp;']","['    130,218 ', '&nbsp;']","['S', '&nbsp;']","['    2,849 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    9,376 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']"
2576,r038,All states -> Oklahoma,All states,Oklahoma,2,"['    14,671 ', '&nbsp;']","['    12,186 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r039,All states -> Oregon,All states,Oregon,2,"['    198,541 ', '&nbsp;']","['    146,717 ', '&nbsp;']","['S', '&nbsp;']","['    8,184 ', '&nbsp;']","['    1,412 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    32,293 ', '&nbsp;']","['    193 ', 'r']","['    0 ', '&nbsp;']"
2576,r040,All states -> Pennsylvania,All states,Pennsylvania,2,"['    242,738 ', '&nbsp;']","['    197,260 ', '&nbsp;']","['    4,777 ', 'r']","['    8,842 ', '&nbsp;']","['S', '&nbsp;']","['    682 ', '&nbsp;']","['S', '&nbsp;']","['    28,308 ', '&nbsp;']","['    995 ', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r041,All states -> Rhode Island,All states,Rhode Island,2,"['    23,157 ', '&nbsp;']","['    23,026 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r042,All states -> South Carolina,All states,South Carolina,2,"['    58,175 ', '&nbsp;']","['    52,919 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r043,All states -> South Dakota,All states,South Dakota,2,"['    5,057 ', '&nbsp;']","['    4,541 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r044,All states -> Tennessee,All states,Tennessee,2,"['    49,173 ', '&nbsp;']","['    36,493 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r045,All states -> Texas,All states,Texas,2,"['    329,140 ', '&nbsp;']","['    276,430 ', '&nbsp;']","['    13,857 ', '&nbsp;']","['    4,011 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    402 ', 'r']","['    16,235 ', '&nbsp;']","['    2,224 ', '&nbsp;']","['    13,924 ', 'r']"
2576,r046,All states -> Utah,All states,Utah,2,"['    79,606 ', '&nbsp;']","['    66,048 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    8,053 ', '&nbsp;']","['S', '&nbsp;']","['    3,700 ', 'r']"
2576,r047,All states -> Vermont,All states,Vermont,2,"['    7,375 ', '&nbsp;']","['    5,087 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    2,151 ', 'r']","['S', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r048,All states -> Virginia,All states,Virginia,2,"['    161,665 ', '&nbsp;']","['    118,605 ', '&nbsp;']","['    1,643 ', 'r']","['    7,463 ', 'r']","['    1,398 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    31,997 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']"
2576,r049,All states -> Washington,All states,Washington,2,"['    216,907 ', '&nbsp;']","['    157,371 ', '&nbsp;']","['    21,407 ', '&nbsp;']","['    6,165 ', '&nbsp;']","['    1,290 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    28,365 ', '&nbsp;']","['    1,805 ', 'r']","['S', '&nbsp;']"
2576,r050,All states -> West Virginia,All states,West Virginia,2,"['    1,355 ', '&nbsp;']","['    1,173 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r051,All states -> Wisconsin,All states,Wisconsin,2,"['    62,366 ', '&nbsp;']","['    43,579 ', '&nbsp;']","['S', '&nbsp;']","['    2,319 ', 'r']","['    0 ', '&nbsp;']","['    1,639 ', 'r']","['S', '&nbsp;']","['    12,675 ', '&nbsp;']","['    652 ', 'r']","['    0 ', '&nbsp;']"
2576,r052,All states -> Wyoming,All states,Wyoming,2,"['    12,602 ', '&nbsp;']","['    9,435 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']"
2576,r053,All states -> Undistributed,All states,Undistributed,2,"['    10,717 ', 'r']","['    7,299 ', 'r']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
