table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_total,field_paid_for_by_the_company,field_foreign_owner,field_another_u_s_company,field_other_businesses_outside_the_united_states,field_u_s_university_or_college,field_u_s_nonprofit_organization,field_u_s_federal_government,field_u_s_state_or_local_government,field_all_other_organizations_outside_the_united_states
2576,r001,All states,All states,,1,"['    6,655,717 ', '&nbsp;']","['    5,345,991 ', '&nbsp;']","['    195,846 ', '&nbsp;']","['    235,492 ', '&nbsp;']","['    73,188 ', '&nbsp;']","['    17,742 ', '&nbsp;']","['    15,548 ', '&nbsp;']","['    697,014 ', '&nbsp;']","['    21,483 ', '&nbsp;']","['    53,412 ', '&nbsp;']"
2576,r002,All states -> Alabama,All states,Alabama,2,"['    41,998 ', '&nbsp;']","['    28,046 ', '&nbsp;']","['S', '&nbsp;']","['    1,643 ', 'r']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    11,619 ', 'r']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r003,All states -> Alaska,All states,Alaska,2,"['    1,762 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r004,All states -> Arizona,All states,Arizona,2,"['    93,726 ', '&nbsp;']","['    81,966 ', '&nbsp;']","['    0 ', '&nbsp;']","['    1,455 ', 'r']","['    605 ', 'r']","['    596 ', '&nbsp;']","['S', '&nbsp;']","['    8,574 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r005,All states -> Arkansas,All states,Arkansas,2,"['    41,854 ', '&nbsp;']","['    30,699 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r006,All states -> California,All states,California,2,"['    1,883,619 ', '&nbsp;']","['    1,553,847 ', '&nbsp;']","['    71,553 ', '&nbsp;']","['    62,240 ', '&nbsp;']","['    37,153 ', '&nbsp;']","['    1,899 ', '&nbsp;']","['    2,190 ', '&nbsp;']","['    131,544 ', '&nbsp;']","['    1,458 ', '&nbsp;']","['    21,734 ', '&nbsp;']"
2576,r007,All states -> Colorado,All states,Colorado,2,"['    212,766 ', '&nbsp;']","['    191,880 ', '&nbsp;']","['    2,773 ', 'r']","['    1,419 ', '&nbsp;']","['    404 ', 'r']","['    0 ', '&nbsp;']","['    1,723 ', 'r']","['    14,485 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r008,All states -> Connecticut,All states,Connecticut,2,"['    76,256 ', '&nbsp;']","['    62,655 ', '&nbsp;']","['S', '&nbsp;']","['    1,498 ', 'r']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    10,646 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r009,All states -> Delaware,All states,Delaware,2,"['    44,481 ', '&nbsp;']","['    40,604 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    811 ', 'r']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']"
2576,r010,All states -> District of Columbia,All states,District of Columbia,2,"['    31,798 ', '&nbsp;']","['    24,850 ', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
