table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_10_19a,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_999,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
2057,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['339,036', '  ']","['2,402', '  ']","['7,593', '  ']","['8,070', '  ']","['13,514', '  ']","['11,773', '  ']","['16,295', '  ']","['52,341', '  ']","['32,701', '  ']","['63,415', '  ']","['130,931', '  ']"
2057,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['216,155', '  ']","['991', '  ']","['4,138', '  ']","['4,866', '  ']","['8,920', '  ']","['7,485', '  ']","['9,797', '  ']","['34,226', '  ']","['20,619', '  ']","['46,603', '  ']","['78,510', '  ']"
2057,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['4,453', 'i ']","['0', '  ']","['0 - 53', '  ']","['31', '  ']","['139', '  ']","['176', '  ']","['143', '  ']","['477', '  ']","['0 - 436', '  ']","['2,325', 'i ']","['880', 'i ']"
2057,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['968', '  ']","['0', '  ']","['5', '  ']","['14', '  ']","['10', '  ']","['13', '  ']","['17', '  ']","['41', '  ']","['177', '  ']","['140', '  ']","['553', '  ']"
2057,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['919', '  ']","['0 - 53', '  ']","['10', '  ']","['28', '  ']","['37', '  ']","['46', '  ']","['22', '  ']","['222', '  ']","['284', '  ']","['89', '  ']","['82 - 208', '  ']"
2057,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['170', '  ']","['2', '  ']","['4', '  ']","['4', '  ']","['8', '  ']","['7', '  ']","['28', '  ']","['57', '  ']","['22', '  ']","['38', '  ']","['0', '  ']"
2057,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['1,292', '  ']","['0', '  ']","['2', '  ']","['10', '  ']","['0 - 41', '  ']","['19', '  ']","['22', '  ']","['88', '  ']","['255', '  ']","['326', '  ']","['457 - 617', '  ']"
2057,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['218', '  ']","['0', '  ']","['9', '  ']","['13', '  ']","['20', '  ']","['26', '  ']","['42', '  ']","['51', 'i ']","['31', '  ']","['26', '  ']","['0', '  ']"
2057,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['301', '  ']","['2', '  ']","['8', '  ']","['23', '  ']","['0 - 22', '  ']","['84', 'i ']","['46', '  ']","['0 - 175', '  ']","['0', '  ']","['30 - 190', '  ']","['0', '  ']"
2057,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['63,285', '  ']","['35 - 759', '  ']","['1,730', '  ']","['2,338', '  ']","['4,012', '  ']","['3,181', '  ']","['2,749', '  ']","['11,099', '  ']","['2,142 - 7,670', '  ']","['19,571', '  ']","['12,969 - 13,901', '  ']"
2057,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,393', '  ']","['0 - 105', '  ']","['111 - 129', '  ']","['99', '  ']","['0 - 150', '  ']","['254', '  ']","['105', '  ']","['469 - 1,004', '  ']","['284', '  ']","['522', '  ']","['0', '  ']"
2057,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['612', '  ']","['9', '  ']","['15', '  ']","['22', '  ']","['39', '  ']","['73', '  ']","['54', '  ']","['112', '  ']","['0', '  ']","['287', '  ']","['0', '  ']"
2057,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['1,092', '  ']","['1', '  ']","['1 - 19', '  ']","['0 - 60', '  ']","['53', '  ']","['15', '  ']","['0', '  ']","['0 - 535', '  ']","['0 - 709', '  ']","['0 - 1,141', '  ']","['0', '  ']"
2057,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['55,229', '  ']","['0 - 724', '  ']","['1,488', '  ']","['2,126', '  ']","['3,686', '  ']","['2,637', '  ']","['2,461', '  ']","['9,106', '  ']","['382 - 6,970', '  ']","['16,496', '  ']","['10,947 - 13,901', '  ']"
2057,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['2,488', '  ']","['4', '  ']","['28', '  ']","['34', '  ']","['62', '  ']","['63', '  ']","['76', '  ']","['315', '  ']","['417', 'i ']","['430 - 1,758', '  ']","['0 - 1,328', 'i ']"
2057,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,471', '  ']","['23', '  ']","['50 - 68', '  ']","['0 - 60', '  ']","['19 - 175', '  ']","['138', '  ']","['52', '  ']","['565', '  ']","['0 - 350', '  ']","['0 - 694', '  ']","['0 - 694', '  ']"
