table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_employment,field_total_r_d_employment,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
6661,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['181', '']","['24', 'i']","['17', 'i']","['2', 'i']","['6', 'i']","['2', 'i']"
6661,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['307', '']","['40', 'i']","['32', 'i']","['2', '']","['5', 'i']","['3', 'i']"
6661,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['381', '']","['46', '']","['34', '']","['4', '']","['8', 'i']","['4', 'i']"
6661,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['500', '']","['84', '']","['66', '']","['5', 'i']","['9', 'i']","['10', '']"
6661,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['776', '']","['48', '']","['36', 'i']","['4', 'i']","['9', '']","['3', '']"
6661,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['3,115', '']","['254', '']","['186', '']","['10', '']","['44', '']","['24', '']"
6661,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['2,120', '']","['169', '']","['128', '']","['6', '']","['25', '']","['15', '']"
6661,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['742', '']","['70', '']","['49', '']","['3', 'i']","['14', '']","['6', '']"
6661,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['717', '']","['62', '']","['44', '']","['3', 'i']","['13', '']","['5', '']"
6661,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['25', '']","['7', '']","['5', '']","['*', '']","['2', '']","['1', '']"
6661,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['3', '']","['1', '']","['*', '']","['*', '']","['1', '']","['0', '']"
6661,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['250', '']","['15', '']","['8', '']","['*', '']","['4', '']","['3', '']"
6661,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['164', '']","['4', '']","['2', '']","['*', '']","['2', '']","['1', '']"
6661,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['1,466', '']","['104', '']","['66', '']","['6', '']","['29', '']","['10', '']"
6661,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['1,079', '']","['82', '']","['54', '']","['5', '']","['22', '']","['6', '']"
6661,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['388', '']","['22', '']","['12', '']","['*', 'i']","['7', '']","['4', '']"
6661,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['14,766', '']","['1,267', '']","['813', '']","['61', 'i']","['349', '']","['105', '']"
6661,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['392', '']","['22', 'i']","['10', 'i']","['1', '']","['9', 'i']","['4', 'i']"
6661,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['359', '']","['0 - 35', '']","['1', '']","['*', '']","['0 - 33', '']","['*', '']"
6661,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['303', 'i']","['16', '']","['7', '']","['1', '']","['6', '']","['3', '']"
6661,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['1,008', '']","['42 - 114', '']","['22 - 91', '']","['5', 'i']","['0 - 54', '']","['3 - 13', '']"
6661,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['1,357', '']","['19', 'i']","['13', 'i']","['1', 'i']","['3', 'i']","['2', 'i']"
6661,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['3,043', '']","['533', '']","['388', '']","['26', '']","['109', '']","['36', '']"
6661,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['599', '']","['181', '']","['139', '']","['9', 'i']","['30', '']","['12', '']"
6661,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['4', '']","['1', '']","['*', '']","['*', '']","['*', '']","['*', 'i']"
6661,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['596', '']","['180', '']","['139', '']","['9', 'i']","['30', '']","['12', '']"
6661,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['682', '']","['20', '']","['9', 'i']","['1', 'i']","['10', 'i']","['*', '']"
6661,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['1,239', '']","['201', '']","['134', '']","['4', 'i']","['48', '']","['20', '']"
6661,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['522', '']","['130', '']","['106', '']","['12', '']","['21', '']","['4', '']"
6661,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['2,159', '']","['71', '']","['35', '']","['1', 'i']","['26', '']","['9', '']"
6661,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['30', '']","['4', '']","['3', '']","['*', '']","['*', 'i']","['*', '']"
6661,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['1', '']","['*', '']","['*', '']","['*', '']","['*', 'i']","['*', '']"
6661,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['28', '']","['4', '']","['3', '']","['*', '']","['*', 'i']","['*', '']"
6661,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['2,595', '']","['441', '']","['256', '']","['24', 'i']","['144', '']","['40', '']"
6661,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['464', '']","['59', '']","['41', '']","['3', '']","['14', '']","['5', '']"
6661,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['1,068', '']","['154', '']","['122', '']","['7', 'i']","['24', '']","['8', '']"
6661,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['418', '']","['178', '']","['69', '']","['11', '']","['87', 'i']","['22', '']"
6661,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['172', '']","['59', '']","['26', '']","['4', '']","['32', '']","['1', '']"
6661,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['232', '']","['110', 'i']","['40', '']","['7', '']","['54', 'i']","['15', 'i']"
6661,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['13', '']","['9', '']","['2', '']","['*', '']","['1', '']","['6', '']"
6661,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['646', '']","['50', '']","['25', 'i']","['3', 'i']","['20', '']","['5', 'i']"
6661,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['510', '']","['12', '']","['9', '']","['2', '']","['2', '']","['1', '']"
6661,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['3,010', '']","['38 - 88', '']","['3 - 67', '']","['*', 'i']","['0 - 54', '']","['0 - 9', '']"
6661,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['32,296', '']","['2,676', '']","['1,815', '']","['165', '']","['614', '']","['246', '']"
6661,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6661,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['83', '']","['37', '']","['26', '']","['4', '']","['8', '']","['3', '']"
6661,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['325', '']","['92', '']","['55', '']","['8', '']","['29', '']","['8', '']"
6661,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6661,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['423', '']","['95', '']","['53', '']","['7', '']","['33', '']","['9', '']"
6661,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['975', '']","['150', '']","['91', '']","['9', '']","['42', '']","['17', '']"
6661,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6661,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['991', '']","['130', '']","['82', '']","['8', '']","['35', '']","['13', '']"
6661,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['1,202', '']","['134', '']","['79', '']","['7', '']","['43', '']","['12', '']"
6661,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['4,575', '']","['454', '']","['325', '']","['26', '']","['89', '']","['40', '']"
6661,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['2,971', '']","['280', '']","['186', '']","['19', '']","['55', '']","['39', '']"
6661,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['6,282', '']","['465', '']","['294', '']","['28', 'i']","['134', 'i']","['37', 'i']"
6661,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['14,468', '']","['840', '']","['625', '']","['50', 'i']","['147', '']","['68', '']"
