table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_level_5,_b_detailed_field_b_level_6,_b_detailed_field_b_hierarchy_depth,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10676,r011,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Biostatistics and bioinformatics,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Biostatistics and bioinformatics,,,4,695,699,721,830,733,691
10676,r012,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Biotechnology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Biotechnology,,,4,103,86,87,96,101,155
10676,r013,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Botany and plant biology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Botany and plant biology,,,4,586,620,667,579,520,507
10676,r014,"All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Cell, cellular biology, and anatomical sciences",All fields,Science,Biological and biomedical sciences<sup>a</sup>,"Cell, cellular biology, and anatomical sciences",,,4,1859,1814,1785,1661,1663,1599
10676,r015,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Ecology and population biology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Ecology and population biology,,,4,468,446,414,467,430,438
10676,r016,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Epidemiology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Epidemiology,,,4,244,230,285,307,329,377
10676,r017,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Genetics,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Genetics,,,4,1529,1428,1472,1485,1384,1288
10676,r018,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Microbiological sciences and immunology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Microbiological sciences and immunology,,,4,2065,2078,1985,2028,1865,1811
10676,r019,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Molecular biology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Molecular biology,,,4,477,521,570,722,634,549
10676,r020,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Neurobiology and neuroscience,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Neurobiology and neuroscience,,,4,2137,2103,2216,2075,1980,1932
10676,r021,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Nutrition science,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Nutrition science,,,4,177,180,192,191,152,146
10676,r022,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Pathology and experimental pathology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Pathology and experimental pathology,,,4,1106,1145,1302,1263,1043,925
10676,r023,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Pharmacology and toxicology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Pharmacology and toxicology,,,4,1140,1012,1021,1026,884,915
10676,r024,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Physiology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Physiology,,,4,1851,1766,1640,1804,1537,1512
10676,r025,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Zoology and animal biology,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Zoology and animal biology,,,4,394,428,406,397,376,411
10676,r026,All fields -> Science -> Biological and biomedical sciences<sup>a</sup> -> Biological and biomedical sciences nec,All fields,Science,Biological and biomedical sciences<sup>a</sup>,Biological and biomedical sciences nec,,,4,836,834,863,913,830,830
10676,r027,All fields -> Science -> Computer and information sciences,All fields,Science,Computer and information sciences,,,,3,854,879,878,823,880,859
10676,r028,All fields -> Science -> Computer and information sciences -> Computer science,All fields,Science,Computer and information sciences,Computer science,,,4,468,502,487,466,521,496
10676,r029,All fields -> Science -> Computer and information sciences -> Computer and information sciences<sup>c</sup>,All fields,Science,Computer and information sciences,Computer and information sciences<sup>c</sup>,,,4,256,225,263,224,217,212
10676,r030,All fields -> Science -> Computer and information sciences -> Computer and information sciences<sup>c</sup> -> Computer and information sciences<sup>d</sup>,All fields,Science,Computer and information sciences,Computer and information sciences<sup>c</sup>,Computer and information sciences<sup>d</sup>,,5,NA,NA,NA,187,185,166
10676,r031,"All fields -> Science -> Computer and information sciences -> Computer and information sciences<sup>c</sup> -> Artificial intelligence, informatics, and computer and information science topics<sup>d</sup>",All fields,Science,Computer and information sciences,Computer and information sciences<sup>c</sup>,"Artificial intelligence, informatics, and computer and information science topics<sup>d</sup>",,5,NA,NA,NA,37,32,46
10676,r032,All fields -> Science -> Computer and information sciences -> Computer and information sciences nec<sup>c</sup>,All fields,Science,Computer and information sciences,Computer and information sciences nec<sup>c</sup>,,,4,130,152,128,133,142,151
10676,r033,All fields -> Science -> Computer and information sciences -> Computer and information sciences nec<sup>c</sup> -> Computer and information systems security<sup>d</sup>,All fields,Science,Computer and information sciences,Computer and information sciences nec<sup>c</sup>,Computer and information systems security<sup>d</sup>,,5,NA,NA,NA,6,9,11
10676,r034,All fields -> Science -> Computer and information sciences -> Computer and information sciences nec<sup>c</sup> -> Information science and studies<sup>d</sup>,All fields,Science,Computer and information sciences,Computer and information sciences nec<sup>c</sup>,Information science and studies<sup>d</sup>,,5,NA,NA,NA,40,56,65
10676,r035,All fields -> Science -> Computer and information sciences -> Computer and information sciences nec<sup>c</sup> -> Information technology<sup>d</sup>,All fields,Science,Computer and information sciences,Computer and information sciences nec<sup>c</sup>,Information technology<sup>d</sup>,,5,NA,NA,NA,18,6,3
10676,r036,All fields -> Science -> Computer and information sciences -> Computer and information sciences nec<sup>c</sup> -> Computer and information sciences nec<sup>d</sup>,All fields,Science,Computer and information sciences,Computer and information sciences nec<sup>c</sup>,Computer and information sciences nec<sup>d</sup>,,5,NA,NA,NA,69,71,72
10676,r037,"All fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,,,3,2089,1726,1778,1790,1797,1787
10676,r038,"All fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,,,4,313,243,249,266,248,253
10676,r039,"All fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,,,4,1046,803,845,879,869,844
10676,r040,"All fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,,,4,433,401,393,360,373,414
10676,r041,"All fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All fields,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",,,4,297,279,291,285,307,276
10676,r042,All fields -> Science -> Mathematics and statistics,All fields,Science,Mathematics and statistics,,,,3,991,982,1070,1076,1112,1110
10676,r043,All fields -> Science -> Mathematics and statistics -> Mathematics and applied mathematics<sup>c</sup>,All fields,Science,Mathematics and statistics,Mathematics and applied mathematics<sup>c</sup>,,,4,860,833,892,924,923,910
10676,r044,All fields -> Science -> Mathematics and statistics -> Mathematics and applied mathematics<sup>c</sup> -> Applied mathematics<sup>d</sup>,All fields,Science,Mathematics and statistics,Mathematics and applied mathematics<sup>c</sup>,Applied mathematics<sup>d</sup>,,5,NA,NA,NA,207,202,221
10676,r045,All fields -> Science -> Mathematics and statistics -> Mathematics and applied mathematics<sup>c</sup> -> Mathematics<sup>d</sup>,All fields,Science,Mathematics and statistics,Mathematics and applied mathematics<sup>c</sup>,Mathematics<sup>d</sup>,,5,NA,NA,NA,717,721,689
10676,r046,All fields -> Science -> Mathematics and statistics -> Statistics,All fields,Science,Mathematics and statistics,Statistics,,,4,131,149,178,152,189,200
10676,r047,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,,,,3,1131,980,972,832,878,840
10676,r048,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Biological and physical sciences<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Biological and physical sciences<sup>d</sup>,,,4,NA,NA,NA,119,125,56
10676,r049,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Computational science<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Computational science<sup>d</sup>,,,4,NA,NA,NA,26,28,31
10676,r050,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Data science and data analytics<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Data science and data analytics<sup>d</sup>,,,4,NA,NA,NA,57,50,48
10676,r051,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> International and global studies<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,International and global studies<sup>d</sup>,,,4,NA,NA,NA,13,21,27
10676,r052,All fields -> Science -> Multidisciplinary and interdisciplinary sciences<sup>c</sup> -> Multidisciplinary and interdisciplinary sciences nec<sup>d</sup>,All fields,Science,Multidisciplinary and interdisciplinary sciences<sup>c</sup>,Multidisciplinary and interdisciplinary sciences nec<sup>d</sup>,,,4,NA,NA,NA,617,654,678
10676,r053,All fields -> Science -> Natural resources and conservation,All fields,Science,Natural resources and conservation,,,,3,731,764,806,845,889,936
10676,r054,All fields -> Science -> Natural resources and conservation -> Environmental science and studies,All fields,Science,Natural resources and conservation,Environmental science and studies,,,4,270,258,277,279,312,339
10676,r055,"All fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",,,4,461,506,529,566,577,597
10676,r056,All fields -> Science -> Physical sciences,All fields,Science,Physical sciences,,,,3,7211,6976,7159,6937,6823,6877
10676,r057,All fields -> Science -> Physical sciences -> Astronomy and astrophysics,All fields,Science,Physical sciences,Astronomy and astrophysics,,,4,484,536,571,544,561,634
10676,r058,All fields -> Science -> Physical sciences -> Chemistry,All fields,Science,Physical sciences,Chemistry,,,4,3435,3320,3383,3294,3163,3157
10676,r059,All fields -> Science -> Physical sciences -> Materials sciences,All fields,Science,Physical sciences,Materials sciences,,,4,300,264,259,225,213,246
10676,r060,All fields -> Science -> Physical sciences -> Physics,All fields,Science,Physical sciences,Physics,,,4,2645,2619,2721,2676,2677,2618
10676,r061,All fields -> Science -> Physical sciences -> Physical sciences nec,All fields,Science,Physical sciences,Physical sciences nec,,,4,347,237,225,198,209,222
10676,r062,All fields -> Science -> Psychology<sup>a</sup>,All fields,Science,Psychology<sup>a</sup>,,,,3,1082,1145,1152,1312,1325,1308
10676,r063,All fields -> Science -> Psychology<sup>a</sup> -> Clinical psychology,All fields,Science,Psychology<sup>a</sup>,Clinical psychology,,,4,74,73,72,84,63,56
10676,r064,All fields -> Science -> Psychology<sup>a</sup> -> Counseling and applied psychology<sup>c</sup>,All fields,Science,Psychology<sup>a</sup>,Counseling and applied psychology<sup>c</sup>,,,4,135,165,167,123,120,123
10676,r065,All fields -> Science -> Psychology<sup>a</sup> -> Counseling and applied psychology<sup>c</sup> -> Applied psychology<sup>d</sup>,All fields,Science,Psychology<sup>a</sup>,Counseling and applied psychology<sup>c</sup>,Applied psychology<sup>d</sup>,,5,NA,NA,NA,92,110,109
10676,r066,All fields -> Science -> Psychology<sup>a</sup> -> Counseling and applied psychology<sup>c</sup> -> Counseling psychology<sup>d</sup>,All fields,Science,Psychology<sup>a</sup>,Counseling and applied psychology<sup>c</sup>,Counseling psychology<sup>d</sup>,,5,NA,NA,NA,31,10,14
10676,r067,All fields -> Science -> Psychology<sup>a</sup> -> Human development<sup>b</sup>,All fields,Science,Psychology<sup>a</sup>,Human development<sup>b</sup>,,,4,na,na,na,122,106,119
10676,r068,"All fields -> Science -> Psychology<sup>a</sup> -> Psychology, general",All fields,Science,Psychology<sup>a</sup>,"Psychology, general",,,4,696,674,663,722,705,735
10676,r069,All fields -> Science -> Psychology<sup>a</sup> -> Research and experimental psychology,All fields,Science,Psychology<sup>a</sup>,Research and experimental psychology,,,4,177,233,250,261,331,275
10676,r070,All fields -> Science -> Social sciences<sup>a</sup>,All fields,Science,Social sciences<sup>a</sup>,,,,3,1347,1507,1762,1546,1645,1666
10676,r071,All fields -> Science -> Social sciences<sup>a</sup> -> Agricultural and natural resource economics,All fields,Science,Social sciences<sup>a</sup>,Agricultural and natural resource economics,,,4,57,53,52,33,42,53
10676,r072,All fields -> Science -> Social sciences<sup>a</sup> -> Anthropology,All fields,Science,Social sciences<sup>a</sup>,Anthropology,,,4,136,137,148,153,149,150
10676,r073,All fields -> Science -> Social sciences<sup>a</sup> -> Criminal justice and safety studies,All fields,Science,Social sciences<sup>a</sup>,Criminal justice and safety studies,,,4,4,12,16,17,16,15
10676,r074,All fields -> Science -> Social sciences<sup>a</sup> -> Economics (except agricultural and natural resource),All fields,Science,Social sciences<sup>a</sup>,Economics (except agricultural and natural resource),,,4,94,108,132,123,165,152
10676,r075,All fields -> Science -> Social sciences<sup>a</sup> -> Geography and cartography,All fields,Science,Social sciences<sup>a</sup>,Geography and cartography,,,4,81,120,128,140,127,131
10676,r076,All fields -> Science -> Social sciences<sup>a</sup> -> Human development<sup>b</sup>,All fields,Science,Social sciences<sup>a</sup>,Human development<sup>b</sup>,,,4,123,135,156,na,na,na
10676,r077,All fields -> Science -> Social sciences<sup>a</sup> -> International relations and national security studies,All fields,Science,Social sciences<sup>a</sup>,International relations and national security studies,,,4,38,51,85,68,117,98
10676,r078,All fields -> Science -> Social sciences<sup>a</sup> -> Linguistics,All fields,Science,Social sciences<sup>a</sup>,Linguistics,,,4,33,39,39,41,50,58
10676,r079,All fields -> Science -> Social sciences<sup>a</sup> -> Political science and government,All fields,Science,Social sciences<sup>a</sup>,Political science and government,,,4,142,137,170,148,164,162
10676,r080,All fields -> Science -> Social sciences<sup>a</sup> -> Public policy analysis,All fields,Science,Social sciences<sup>a</sup>,Public policy analysis,,,4,162,191,220,229,213,241
10676,r081,All fields -> Science -> Social sciences<sup>a</sup> -> Sociology and population studies,All fields,Science,Social sciences<sup>a</sup>,Sociology and population studies,,,4,141,149,159,155,168,166
10676,r082,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>",,,4,336,375,457,439,434,440
10676,r083,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Area, ethnic, cultural, gender, and group studies<sup>d</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>","Area, ethnic, cultural, gender, and group studies<sup>d</sup>",,5,NA,NA,NA,226,230,235
10676,r084,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Criminology<sup>d</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>",Criminology<sup>d</sup>,,5,NA,NA,NA,2,3,8
10676,r085,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Urban studies and affairs<sup>d</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>",Urban studies and affairs<sup>d</sup>,,5,NA,NA,NA,5,10,18
10676,r086,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Social sciences, other<sup>d</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>","Social sciences, other<sup>d</sup>",,5,na,na,na,206,191,179
10676,r087,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Social sciences, other<sup>d</sup> -> History and philosophy of science and technology<sup>e</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>","Social sciences, other<sup>d</sup>",History and philosophy of science and technology<sup>e</sup>,6,9,12,21,na,na,na
10676,r088,"All fields -> Science -> Social sciences<sup>a</sup> -> Social sciences, nec<sup>c</sup> -> Social sciences, other<sup>d</sup> -> Social sciences, nec<sup>c</sup>",All fields,Science,Social sciences<sup>a</sup>,"Social sciences, nec<sup>c</sup>","Social sciences, other<sup>d</sup>","Social sciences, nec<sup>c</sup>",6,327,363,436,na,na,na
10676,r089,All fields -> Engineering,All fields,Engineering,,,,,2,7839,7914,8266,8462,8340,8335
10676,r090,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,,,3,196,207,227,233,277,244
10676,r091,"All fields -> Engineering -> Biological, biomedical, and biosystems engineering",All fields,Engineering,"Biological, biomedical, and biosystems engineering",,,,3,1476,1529,1602,1696,1616,1540
10676,r092,"All fields -> Engineering -> Biological, biomedical, and biosystems engineering -> Bioengineering and biomedical engineering",All fields,Engineering,"Biological, biomedical, and biosystems engineering",Bioengineering and biomedical engineering,,,4,1398,1433,1515,na,na,na
10676,r093,"All fields -> Engineering -> Biological, biomedical, and biosystems engineering -> Biological and biosystems engineering",All fields,Engineering,"Biological, biomedical, and biosystems engineering",Biological and biosystems engineering,,,4,78,96,87,na,na,na
10676,r094,"All fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",All fields,Engineering,"Chemical, petroleum, and chemical-related engineering",,,,3,1262,1205,1229,1157,1167,1239
10676,r095,"All fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Chemical engineering",All fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Chemical engineering,,,4,1197,1142,1157,1108,1133,1215
10676,r096,"All fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Petroleum engineering",All fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Petroleum engineering,,,4,65,63,72,49,34,24
10676,r097,"All fields -> Engineering -> Civil, environmental, transportation and related engineering fields<sup>c</sup>",All fields,Engineering,"Civil, environmental, transportation and related engineering fields<sup>c</sup>",,,,3,804,739,865,1006,968,1018
10676,r098,"All fields -> Engineering -> Civil, environmental, transportation and related engineering fields<sup>c</sup> -> Civil engineering<sup>d</sup>",All fields,Engineering,"Civil, environmental, transportation and related engineering fields<sup>c</sup>",Civil engineering<sup>d</sup>,,,4,804,739,865,904,879,929
10676,r099,"All fields -> Engineering -> Civil, environmental, transportation and related engineering fields<sup>c</sup> -> Architectural, environmental, construction and surveying engineering<sup>d</sup>",All fields,Engineering,"Civil, environmental, transportation and related engineering fields<sup>c</sup>","Architectural, environmental, construction and surveying engineering<sup>d</sup>",,,4,NA,NA,NA,102,89,89
10676,r100,"All fields -> Engineering -> Electrical, electronics, communications and computer engineering",All fields,Engineering,"Electrical, electronics, communications and computer engineering",,,,3,1170,1197,1305,1302,1275,1217
10676,r101,"All fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Electrical, electronics, and communications engineering<sup>c</sup>",All fields,Engineering,"Electrical, electronics, communications and computer engineering","Electrical, electronics, and communications engineering<sup>c</sup>",,,4,1170,1197,1305,1242,1186,1129
10676,r102,"All fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Computer engineering<sup>d</sup>",All fields,Engineering,"Electrical, electronics, communications and computer engineering",Computer engineering<sup>d</sup>,,,4,NA,NA,NA,60,89,88
10676,r103,"All fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",,,,3,127,156,167,194,127,143
10676,r104,"All fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Industrial and manufacturing engineering<sup>c</sup>",All fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Industrial and manufacturing engineering<sup>c</sup>,,,4,127,156,167,83,73,72
10676,r105,"All fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Systems engineering and operations research<sup>d</sup>",All fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Systems engineering and operations research<sup>d</sup>,,,4,NA,NA,NA,111,54,71
10676,r106,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,,,,3,1089,1069,1142,1149,1200,1189
10676,r107,"All fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",All fields,Engineering,"Metallurgical, mining, materials and related engineering fields",,,,3,565,575,665,630,562,542
10676,r108,"All fields -> Engineering -> Metallurgical, mining, materials and related engineering fields -> Metallurgical and materials engineering<sup>e</sup>",All fields,Engineering,"Metallurgical, mining, materials and related engineering fields",Metallurgical and materials engineering<sup>e</sup>,,,4,550,549,642,na,na,na
10676,r109,"All fields -> Engineering -> Metallurgical, mining, materials and related engineering fields -> Mining engineering<sup>e</sup>",All fields,Engineering,"Metallurgical, mining, materials and related engineering fields",Mining engineering<sup>e</sup>,,,4,15,26,23,na,na,na
10676,r110,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,,,,3,1150,1237,1064,1095,1148,1203
10676,r111,All fields -> Engineering -> Other engineering -> Agricultural engineering,All fields,Engineering,Other engineering,Agricultural engineering,,,4,111,113,112,122,112,136
10676,r112,"All fields -> Engineering -> Other engineering -> Engineering mechanics, physics, and science",All fields,Engineering,Other engineering,"Engineering mechanics, physics, and science",,,4,316,354,180,199,253,265
10676,r113,All fields -> Engineering -> Other engineering -> Nuclear engineering,All fields,Engineering,Other engineering,Nuclear engineering,,,4,94,106,80,81,99,82
10676,r114,"All fields -> Engineering -> Other engineering -> Engineering, other",All fields,Engineering,Other engineering,"Engineering, other",,,4,na,na,na,693,684,720
10676,r115,"All fields -> Engineering -> Other engineering -> Engineering, other -> Engineering, nec",All fields,Engineering,Other engineering,"Engineering, other","Engineering, nec",,5,544,530,541,na,na,na
10676,r116,"All fields -> Engineering -> Other engineering -> Engineering, other -> Nanotechnology",All fields,Engineering,Other engineering,"Engineering, other",Nanotechnology,,5,85,134,151,na,na,na
10676,r117,All fields -> Health,All fields,Health,,,,,2,18653,19305,19478,18478,17799,17742
10676,r118,All fields -> Health -> Clinical medicine<sup>a</sup>,All fields,Health,Clinical medicine<sup>a</sup>,,,,3,16100,16563,16650,16287,15561,15630
10676,r119,All fields -> Health -> Clinical medicine<sup>a</sup> -> Medical clinical sciences and clinical and medical laboratory sciences,All fields,Health,Clinical medicine<sup>a</sup>,Medical clinical sciences and clinical and medical laboratory sciences,,,4,NA,NA,NA,430,345,450
10676,r120,All fields -> Health -> Clinical medicine<sup>a</sup> -> Public health,All fields,Health,Clinical medicine<sup>a</sup>,Public health,,,4,767,791,843,914,880,796
10676,r121,All fields -> Health -> Clinical medicine<sup>a</sup> -> Anesthesiology,All fields,Health,Clinical medicine<sup>a</sup>,Anesthesiology,,,4,422,436,494,466,414,313
10676,r122,All fields -> Health -> Clinical medicine<sup>a</sup> -> Cardiology and cardiovascular disease,All fields,Health,Clinical medicine<sup>a</sup>,Cardiology and cardiovascular disease,,,4,824,841,788,706,660,672
10676,r123,"All fields -> Health -> Clinical medicine<sup>a</sup> -> Endocrinology, diabetes, and metabolism",All fields,Health,Clinical medicine<sup>a</sup>,"Endocrinology, diabetes, and metabolism",,,4,331,351,345,334,319,355
10676,r124,All fields -> Health -> Clinical medicine<sup>a</sup> -> Gastroenterology,All fields,Health,Clinical medicine<sup>a</sup>,Gastroenterology,,,4,273,279,287,277,315,310
10676,r125,All fields -> Health -> Clinical medicine<sup>a</sup> -> Hematology,All fields,Health,Clinical medicine<sup>a</sup>,Hematology,,,4,338,316,434,429,362,379
10676,r126,All fields -> Health -> Clinical medicine<sup>a</sup> -> Neurology and neurosurgery,All fields,Health,Clinical medicine<sup>a</sup>,Neurology and neurosurgery,,,4,1202,1437,1466,1491,1522,1618
10676,r127,All fields -> Health -> Clinical medicine<sup>a</sup> -> Obstetrics and gynecology,All fields,Health,Clinical medicine<sup>a</sup>,Obstetrics and gynecology,,,4,294,313,312,289,230,218
10676,r128,All fields -> Health -> Clinical medicine<sup>a</sup> -> Oncology and cancer research,All fields,Health,Clinical medicine<sup>a</sup>,Oncology and cancer research,,,4,1974,2012,1830,1541,1504,1391
10676,r129,All fields -> Health -> Clinical medicine<sup>a</sup> -> Ophthalmology,All fields,Health,Clinical medicine<sup>a</sup>,Ophthalmology,,,4,513,517,523,456,464,476
10676,r130,All fields -> Health -> Clinical medicine<sup>a</sup> -> Otorhinolaryngology,All fields,Health,Clinical medicine<sup>a</sup>,Otorhinolaryngology,,,4,265,306,275,314,279,267
10676,r131,All fields -> Health -> Clinical medicine<sup>a</sup> -> Pediatrics,All fields,Health,Clinical medicine<sup>a</sup>,Pediatrics,,,4,1270,1264,1264,1337,1143,1125
10676,r132,All fields -> Health -> Clinical medicine<sup>a</sup> -> Psychiatry,All fields,Health,Clinical medicine<sup>a</sup>,Psychiatry,,,4,949,991,1004,1088,1109,951
10676,r133,All fields -> Health -> Clinical medicine<sup>a</sup> -> Pulmonary disease,All fields,Health,Clinical medicine<sup>a</sup>,Pulmonary disease,,,4,290,286,275,296,232,238
10676,r134,All fields -> Health -> Clinical medicine<sup>a</sup> -> Radiological sciences,All fields,Health,Clinical medicine<sup>a</sup>,Radiological sciences,,,4,996,1090,1152,1180,1100,1218
10676,r135,All fields -> Health -> Clinical medicine<sup>a</sup> -> Surgery,All fields,Health,Clinical medicine<sup>a</sup>,Surgery,,,4,1247,1352,1376,1193,1197,1213
