table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_us_millions_,field_percent_of_domestic_sales_of_r_d_performers_or_fundersa,field_percent_of_domestic_sales_of_r_d_performersb
2734,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['73,109', '  ']","['0.7', '  ']","['0.7', '  ']"
2734,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['47,634', '  ']","['0.8', '  ']","['0.8', '  ']"
2734,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['244', '  ']","['*', '  ']","['*', '  ']"
2734,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['109', '  ']","['0.1', '  ']","['0.1', '  ']"
2734,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['4', '  ']","['*', '  ']","['*', '  ']"
2734,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['4', '  ']","['*', '  ']","['*', '  ']"
2734,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['3', '  ']","['*', '  ']","['*', '  ']"
2734,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['4', '  ']","['*', '  ']","['*', '  ']"
2734,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['23', '  ']","['*', '  ']","['*', '  ']"
2734,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['14,533', '  ']","['1.2', '  ']","['1.3', '  ']"
2734,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['193', '  ']","['0.1', '  ']","['0.1', '  ']"
2734,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['84 - 164', '  ']","['D', '  ']","['D', '  ']"
2734,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['325 - 332', '  ']","['D', '  ']","['D', '  ']"
2734,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['13,694', '  ']","['2.1', '  ']","['2.1', '  ']"
2734,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['136 - 216', '  ']","['D', '  ']","['D', '  ']"
2734,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['20 - 100', '  ']","['D', '  ']","['D', '  ']"
2734,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['131', '  ']","['0.1', '  ']","['0.1', '  ']"
2734,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['24', '  ']","['*', '  ']","['0.1', '  ']"
2734,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['23', '  ']","['*', '  ']","['*', '  ']"
2734,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['106', '  ']","['0.1', '  ']","['0.1', '  ']"
2734,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['1,089', '  ']","['0.3', '  ']","['0.3', '  ']"
2734,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['11', '  ']","['*', '  ']","['*', '  ']"
2734,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['576 - 586', '  ']","['D', '  ']","['D', '  ']"
