table_id,row_id,ffrdc_full_path,ffrdc_level_1,ffrdc_level_2,ffrdc_level_3,ffrdc_hierarchy_depth,field_all_federal_r_d_expenditures,field_dod,field_doe,field_hhs,field_dhs,field_dot,field_nasa,field_nsf,field_other
9324,r001,All FFRDCs,All FFRDCs,,,1,25962005,5407751,14479448,1279292,610137,209850,2661826,345218,968483
9324,r002,All FFRDCs -> University-administered FFRDCs,All FFRDCs,University-administered FFRDCs,,2,7015547,1160040,2840006,39594,79188,35427,2460192,338588,62512
9324,r003,All FFRDCs -> University-administered FFRDCs -> Ames Laboratory,All FFRDCs,University-administered FFRDCs,Ames Laboratory,3,38032,0,38032,0,0,0,0,0,0
9324,r004,All FFRDCs -> University-administered FFRDCs -> Argonne National Laboratory,All FFRDCs,University-administered FFRDCs,Argonne National Laboratory,3,934724,28240,854246,6148,23701,5476,421,224,16268
9324,r005,All FFRDCs -> University-administered FFRDCs -> Fermi National Accelerator Laboratory,All FFRDCs,University-administered FFRDCs,Fermi National Accelerator Laboratory,3,329131,0,329131,0,0,0,0,0,0
9324,r006,All FFRDCs -> University-administered FFRDCs -> Green Bank Observatory,All FFRDCs,University-administered FFRDCs,Green Bank Observatory,3,10384,0,0,0,0,0,14,10370,0
9324,r007,All FFRDCs -> University-administered FFRDCs -> Jet Propulsion Laboratory,All FFRDCs,University-administered FFRDCs,Jet Propulsion Laboratory,3,2417556,0,0,0,0,0,2417556,0,0
9324,r008,All FFRDCs -> University-administered FFRDCs -> Lawrence Berkeley National Laboratory,All FFRDCs,University-administered FFRDCs,Lawrence Berkeley National Laboratory,3,971554,11871,930980,21589,1436,899,3888,0,891
9324,r009,All FFRDCs -> University-administered FFRDCs -> Lincoln Laboratory,All FFRDCs,University-administered FFRDCs,Lincoln Laboratory,3,1119338,1027000,6870,2654,18808,24478,20563,0,18965
9324,r010,All FFRDCs -> University-administered FFRDCs -> National Center for Atmospheric Research,All FFRDCs,University-administered FFRDCs,National Center for Atmospheric Research,3,171310,3918,2981,0,0,4310,14704,127181,18216
9324,r011,All FFRDCs -> University-administered FFRDCs -> National Radio Astronomy Observatory,All FFRDCs,University-administered FFRDCs,National Radio Astronomy Observatory,3,91913,407,0,0,0,0,168,91338,0
9324,r012,All FFRDCs -> University-administered FFRDCs -> National Solar Observatory,All FFRDCs,University-administered FFRDCs,National Solar Observatory,3,33800,46,0,0,0,0,868,32886,0
9324,r013,All FFRDCs -> University-administered FFRDCs -> NSF's National Optical-Infrared Astronomy Research Laboratory (NSF's NOIRLab),All FFRDCs,University-administered FFRDCs,NSF's National Optical-Infrared Astronomy Research Laboratory (NSF's NOIRLab),3,79193,79,3684,0,0,0,400,75030,0
9324,r014,All FFRDCs -> University-administered FFRDCs -> Princeton Plasma Physics Laboratory,All FFRDCs,University-administered FFRDCs,Princeton Plasma Physics Laboratory,3,119828,137,118758,0,0,0,862,71,0
9324,r015,All FFRDCs -> University-administered FFRDCs -> SLAC National Accelerator Laboratory,All FFRDCs,University-administered FFRDCs,SLAC National Accelerator Laboratory,3,419094,3822,403644,7753,920,0,748,1488,719
9324,r016,All FFRDCs -> University-administered FFRDCs -> Software Engineering Institute,All FFRDCs,University-administered FFRDCs,Software Engineering Institute,3,129316,84520,1306,1450,34323,264,0,0,7453
9324,r017,All FFRDCs -> University-administered FFRDCs -> Thomas Jefferson National Accelerator Facility,All FFRDCs,University-administered FFRDCs,Thomas Jefferson National Accelerator Facility,3,150374,0,150374,0,0,0,0,0,0
9324,r018,All FFRDCs -> Nonprofit-administered FFRDCs,All FFRDCs,Nonprofit-administered FFRDCs,,2,8998910,2949887,4285051,322251,437387,173138,130648,6630,693918
9324,r019,All FFRDCs -> Nonprofit-administered FFRDCs -> Aerospace Federally Funded Research and Development Center,All FFRDCs,Nonprofit-administered FFRDCs,Aerospace Federally Funded Research and Development Center,3,1147041,1003373,20974,0,612,3697,85201,163,33021
