table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_paid_for_and_performed_by_the_company,field_depreciation,field_capital_expenditures_related_to_r_d,field_adjusted_domestic_r_d_paid_for_by_the_company_and_others,field_change_amount,field_change_percent
8785,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['3,561', '&nbsp;']","['86', '&nbsp;']","['638', 'i']","['4,114', 'i']","['553', 'i']","['15.5', '&nbsp;']"
8785,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['4,844', '&nbsp;']","['233', '&nbsp;']","['197', '&nbsp;']","['4,807', '&nbsp;']","['-37', '&nbsp;']","['-0.8', '&nbsp;']"
8785,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['25,585', '&nbsp;']","['1,980', '&nbsp;']","['1,940', '&nbsp;']","['25,545', '&nbsp;']","['-40', '&nbsp;']","['-0.2', '&nbsp;']"
8785,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['4,492', '&nbsp;']","['130', '&nbsp;']","['638', '&nbsp;']","['5,000', '&nbsp;']","['507', '&nbsp;']","['11.3', '&nbsp;']"
8785,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['30,232', '&nbsp;']","['1,045', '&nbsp;']","['1,924', '&nbsp;']","['31,111', '&nbsp;']","['879', '&nbsp;']","['2.9', '&nbsp;']"
8785,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['19,522', '&nbsp;']","['867', '&nbsp;']","['1,418', '&nbsp;']","['20,073', '&nbsp;']","['551', '&nbsp;']","['2.8', '&nbsp;']"
8785,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['9,111', '&nbsp;']","['144', '&nbsp;']","['403', '&nbsp;']","['9,370', 'i']","['259', '&nbsp;']","['2.8', '&nbsp;']"
8785,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['8,281', '&nbsp;']","['112', '&nbsp;']","['318', '&nbsp;']","['8,487', 'i']","['207', '&nbsp;']","['2.5', '&nbsp;']"
8785,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['831', '&nbsp;']","['33', '&nbsp;']","['85', '&nbsp;']","['882', '&nbsp;']","['52', '&nbsp;']","['6.3', '&nbsp;']"
8785,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['4', '&nbsp;']","['0', '&nbsp;']","['1', '&nbsp;']","['5', '&nbsp;']","['1', '&nbsp;']","['16.2', '&nbsp;']"
8785,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,594', '&nbsp;']","['34', '&nbsp;']","['102', '&nbsp;']","['1,663', '&nbsp;']","['68', '&nbsp;']","['4.3', '&nbsp;']"
8785,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['492', '&nbsp;']","['9', '&nbsp;']","['35', '&nbsp;']","['518', '&nbsp;']","['26', '&nbsp;']","['5.2', '&nbsp;']"
8785,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['18,576', '&nbsp;']","['750', '&nbsp;']","['1,201', '&nbsp;']","['19,027', '&nbsp;']","['451', '&nbsp;']","['2.4', '&nbsp;']"
8785,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['15,944', '&nbsp;']","['694', '&nbsp;']","['1,020', '&nbsp;']","['16,269', '&nbsp;']","['325', '&nbsp;']","['2.0', '&nbsp;']"
8785,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,632', '&nbsp;']","['56', '&nbsp;']","['182', '&nbsp;']","['2,758', '&nbsp;']","['126', '&nbsp;']","['4.8', '&nbsp;']"
8785,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['201,566', '&nbsp;']","['5,612', '&nbsp;']","['12,767', '&nbsp;']","['208,721', '&nbsp;']","['7,155', '&nbsp;']","['3.5', '&nbsp;']"
8785,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,121', '&nbsp;']","['15', '&nbsp;']","['110', '&nbsp;']","['1,216', '&nbsp;']","['95', '&nbsp;']","['8.5', '&nbsp;']"
8785,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['224', '&nbsp;']","['10', '&nbsp;']","['362', '&nbsp;']","['577', '&nbsp;']","['353', '&nbsp;']","['157.4', '&nbsp;']"
8785,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,001', '&nbsp;']","['15', '&nbsp;']","['181', '&nbsp;']","['1,167', 'i']","['166', '&nbsp;']","['16.6', '&nbsp;']"
8785,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['3,837 - 19,343', 'i']","['0 - 772', 'i']","['3 - 1,643', 'i']","['3,851 - 19,357', 'i']","['14', '&nbsp;']","['D', '&nbsp;']"
8785,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['4,954', 'i']","['0 - 209', '&nbsp;']","['220 - 311', '&nbsp;']","['5,117', 'i']","['164', 'i']","['3.3', '&nbsp;']"
8785,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['128,350', '&nbsp;']","['3,643', '&nbsp;']","['5,301', '&nbsp;']","['130,007', '&nbsp;']","['1,658', '&nbsp;']","['1.3', '&nbsp;']"
8785,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['34,516', '&nbsp;']","['418', '&nbsp;']","['1,091', '&nbsp;']","['35,188', '&nbsp;']","['672', '&nbsp;']","['1.9', '&nbsp;']"
8785,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['60', '&nbsp;']","['*', '&nbsp;']","['6', 'i']","['67', '&nbsp;']","['6', 'i']","['10.2', '&nbsp;']"
8785,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['34,456', '&nbsp;']","['418', '&nbsp;']","['1,085', '&nbsp;']","['35,122', '&nbsp;']","['666', '&nbsp;']","['1.9', '&nbsp;']"
8785,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,371', '&nbsp;']","['14', '&nbsp;']","['205', 'i']","['3,563', 'i']","['192', 'i']","['5.7', '&nbsp;']"
8785,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['41,105', '&nbsp;']","['841', '&nbsp;']","['2,130', '&nbsp;']","['42,395', '&nbsp;']","['1,290', '&nbsp;']","['3.1', '&nbsp;']"
8785,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['49,358', '&nbsp;']","['2,371', '&nbsp;']","['1,874', '&nbsp;']","['48,861', '&nbsp;']","['-496', '&nbsp;']","['-1.0', '&nbsp;']"
8785,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['12,204', '&nbsp;']","['300', '&nbsp;']","['1,969', '&nbsp;']","['13,873', '&nbsp;']","['1,669', 'i']","['13.7', '&nbsp;']"
8785,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['3,249', '&nbsp;']","['43', '&nbsp;']","['35', '&nbsp;']","['3,241', '&nbsp;']","['-8', '&nbsp;']","['-0.3', '&nbsp;']"
8785,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['7', '&nbsp;']","['*', '&nbsp;']","['2', 'i']","['9', 'i']","['2', 'i']","['28.9', '&nbsp;']"
8785,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['3,242', '&nbsp;']","['43', '&nbsp;']","['33', '&nbsp;']","['3,232', '&nbsp;']","['-10', '&nbsp;']","['-0.3', '&nbsp;']"
8785,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['28,322', '&nbsp;']","['793', '&nbsp;']","['2,838', '&nbsp;']","['30,367', '&nbsp;']","['2,045', '&nbsp;']","['7.2', '&nbsp;']"
8785,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['2,214', '&nbsp;']","['17', '&nbsp;']","['135', '&nbsp;']","['2,331', '&nbsp;']","['117', '&nbsp;']","['5.3', '&nbsp;']"
8785,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['14,293', '&nbsp;']","['539', '&nbsp;']","['1,148', '&nbsp;']","['14,902', '&nbsp;']","['609', '&nbsp;']","['4.3', '&nbsp;']"
8785,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['6,246', '&nbsp;']","['166', '&nbsp;']","['1,063', '&nbsp;']","['7,143', 'i']","['896', '&nbsp;']","['14.4', '&nbsp;']"
8785,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['126', 'i']","['7', 'i']","['14', 'i']","['133', 'i']","['7', 'i']","['5.6', '&nbsp;']"
8785,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['1,176', '&nbsp;']","['37', '&nbsp;']","['328', '&nbsp;']","['1,468', '&nbsp;']","['291', '&nbsp;']","['24.8', '&nbsp;']"
8785,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['4,906', 'i']","['122', '&nbsp;']","['712', 'i']","['5,496', 'i']","['589', 'i']","['12.0', '&nbsp;']"
8785,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['38', '&nbsp;']","['*', '&nbsp;']","['9', '&nbsp;']","['46', '&nbsp;']","['9', '&nbsp;']","['23.1', '&nbsp;']"
8785,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['5,570', '&nbsp;']","['71', '&nbsp;']","['493', 'i']","['5,992', '&nbsp;']","['423', 'i']","['7.6', '&nbsp;']"
8785,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['1,374', '&nbsp;']","['26', '&nbsp;']","['83', 'i']","['1,431', '&nbsp;']","['57', 'i']","['4.2', '&nbsp;']"
8785,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['1,429 - 16,934', '&nbsp;']","['0 - 772', 'i']","['29 - 1,669', '&nbsp;']","['2,371 - 17,878', '&nbsp;']","['943', '&nbsp;']","['D', '&nbsp;']"
8785,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['466,162', '&nbsp;']","['18,558', '&nbsp;']","['32,494', '&nbsp;']","['480,099', '&nbsp;']","['13,936', '&nbsp;']","['3.0', '&nbsp;']"
8785,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8785,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['4,019', '&nbsp;']","['108', '&nbsp;']","['452', '&nbsp;']","['4,363', '&nbsp;']","['344', '&nbsp;']","['8.6', '&nbsp;']"
8785,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['10,970', '&nbsp;']","['198', '&nbsp;']","['1,025', '&nbsp;']","['11,796', '&nbsp;']","['827', '&nbsp;']","['7.5', '&nbsp;']"
8785,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8785,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['11,177', '&nbsp;']","['251', '&nbsp;']","['1,152', '&nbsp;']","['12,078', '&nbsp;']","['901', '&nbsp;']","['8.1', '&nbsp;']"
8785,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['22,132', '&nbsp;']","['444', '&nbsp;']","['1,593', '&nbsp;']","['23,281', '&nbsp;']","['1,149', '&nbsp;']","['5.2', '&nbsp;']"
8785,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8785,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['18,067', '&nbsp;']","['656', '&nbsp;']","['1,295', '&nbsp;']","['18,706', '&nbsp;']","['639', '&nbsp;']","['3.5', '&nbsp;']"
8785,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['18,458', '&nbsp;']","['718', '&nbsp;']","['1,559', '&nbsp;']","['19,299', '&nbsp;']","['841', '&nbsp;']","['4.6', '&nbsp;']"
8785,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['75,917', '&nbsp;']","['2,359', '&nbsp;']","['6,406', '&nbsp;']","['79,963', '&nbsp;']","['4,047', '&nbsp;']","['5.3', '&nbsp;']"
8785,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['42,451', '&nbsp;']","['1,869', '&nbsp;']","['2,803', '&nbsp;']","['43,385', '&nbsp;']","['934', '&nbsp;']","['2.2', '&nbsp;']"
8785,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['72,827', '&nbsp;']","['3,817', '&nbsp;']","['6,249', '&nbsp;']","['75,260', '&nbsp;']","['2,433', '&nbsp;']","['3.3', '&nbsp;']"
