table_id,row_id,institution_full_path,institution_level_1,institution_level_2,institution_level_3,institution_hierarchy_depth,field_rank,field_doctorate_recipients
950,r001,All institutions (<i>n</i> = 428),All institutions (<i>n</i> = 428),,,1,-,16323
950,r002,All institutions (<i>n</i> = 428) -> From top 20 institutions,All institutions (<i>n</i> = 428),From top 20 institutions,,2,-,4781
950,r003,"All institutions (<i>n</i> = 428) -> From top 20 institutions -> Purdue U., West Lafayette",All institutions (<i>n</i> = 428),From top 20 institutions,"Purdue U., West Lafayette",3,1,378
950,r004,"All institutions (<i>n</i> = 428) -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center",All institutions (<i>n</i> = 428),From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,2,328
950,r005,"All institutions (<i>n</i> = 428) -> From top 20 institutions -> U. Illinois, Urbana-Champaign",All institutions (<i>n</i> = 428),From top 20 institutions,"U. Illinois, Urbana-Champaign",3,3,317
950,r006,All institutions (<i>n</i> = 428) -> From top 20 institutions -> U. Florida,All institutions (<i>n</i> = 428),From top 20 institutions,U. Florida,3,4,302
950,r007,All institutions (<i>n</i> = 428) -> From top 20 institutions -> U. Wisconsin-Madison,All institutions (<i>n</i> = 428),From top 20 institutions,U. Wisconsin-Madison,3,5,265
950,r008,"All institutions (<i>n</i> = 428) -> From top 20 institutions -> U. Michigan, Ann Arbor",All institutions (<i>n</i> = 428),From top 20 institutions,"U. Michigan, Ann Arbor",3,6,263
950,r009,All institutions (<i>n</i> = 428) -> From top 20 institutions -> Georgia Institute of Technology,All institutions (<i>n</i> = 428),From top 20 institutions,Georgia Institute of Technology,3,7,252
950,r010,"All institutions (<i>n</i> = 428) -> From top 20 institutions -> Ohio State U., Columbus",All institutions (<i>n</i> = 428),From top 20 institutions,"Ohio State U., Columbus",3,8,249
950,r011,"All institutions (<i>n</i> = 428) -> From top 20 institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions (<i>n</i> = 428),From top 20 institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,9,248
950,r012,All institutions (<i>n</i> = 428) -> From top 20 institutions -> Massachusetts Institute of Technology,All institutions (<i>n</i> = 428),From top 20 institutions,Massachusetts Institute of Technology,3,10,239
950,r013,All institutions (<i>n</i> = 428) -> From top 20 institutions -> U. Southern California,All institutions (<i>n</i> = 428),From top 20 institutions,U. Southern California,3,11,216
950,r014,All institutions (<i>n</i> = 428) -> From top 20 institutions -> Harvard U.,All institutions (<i>n</i> = 428),From top 20 institutions,Harvard U.,3,12,211
950,r015,All institutions (<i>n</i> = 428) -> From top 20 institutions -> North Carolina State U.,All institutions (<i>n</i> = 428),From top 20 institutions,North Carolina State U.,3,12,211
950,r016,"All institutions (<i>n</i> = 428) -> From top 20 institutions -> U. Texas, Austin",All institutions (<i>n</i> = 428),From top 20 institutions,"U. Texas, Austin",3,14,202
950,r017,"All institutions (<i>n</i> = 428) -> From top 20 institutions -> U. California, Los Angeles",All institutions (<i>n</i> = 428),From top 20 institutions,"U. California, Los Angeles",3,15,201
950,r018,All institutions (<i>n</i> = 428) -> From top 20 institutions -> Columbia U. in the City of New York,All institutions (<i>n</i> = 428),From top 20 institutions,Columbia U. in the City of New York,3,16,188
950,r019,All institutions (<i>n</i> = 428) -> From top 20 institutions -> Michigan State U.,All institutions (<i>n</i> = 428),From top 20 institutions,Michigan State U.,3,17,187
950,r020,"All institutions (<i>n</i> = 428) -> From top 20 institutions -> U. California, Berkeley",All institutions (<i>n</i> = 428),From top 20 institutions,"U. California, Berkeley",3,18,181
950,r021,All institutions (<i>n</i> = 428) -> From top 20 institutions -> Virginia Polytechnic Institute and State U.,All institutions (<i>n</i> = 428),From top 20 institutions,Virginia Polytechnic Institute and State U.,3,19,173
950,r022,All institutions (<i>n</i> = 428) -> From top 20 institutions -> Cornell U.,All institutions (<i>n</i> = 428),From top 20 institutions,Cornell U.,3,20,170
