table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_non_medical_school_r_d_expenditures,field_all_medical_school_r_d_expenditures,field_all_r_d_expenditures
10128,r202,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,201,"['43,126', '']","['0', '']","['43,126', '']"
10128,r203,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,202,"['42,991', '']","['21,410', '']","['64,401', '']"
10128,r204,All institutions -> Portland State U.,All institutions,Portland State U.,2,203,"['41,483', '']","['0', '']","['41,483', '']"
10128,r205,All institutions -> Ohio U.,All institutions,Ohio U.,2,204,"['41,473', '']","['10,992', '']","['52,465', '']"
10128,r206,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,205,"['41,303', '']","['0', '']","['41,303', '']"
10128,r207,All institutions -> Marquette U.,All institutions,Marquette U.,2,206,"['40,638', '']","['0', '']","['40,638', '']"
10128,r208,All institutions -> U. West Florida,All institutions,U. West Florida,2,207,"['38,870', '']","['0', '']","['38,870', '']"
10128,r209,All institutions -> U. Toledo,All institutions,U. Toledo,2,208,"['38,244', '']","['26,410', '']","['64,654', '']"
10128,r210,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,209,"['38,191', '']","['0', '']","['38,191', '']"
10128,r211,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,210,"['37,776', '']","['14,881', '']","['52,657', '']"
10128,r212,All institutions -> Oakland U.,All institutions,Oakland U.,2,211,"['36,906', '']","['1,155', '']","['38,061', '']"
10128,r213,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,212,"['36,617', '']","['0', '']","['36,617', '']"
10128,r214,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,213,"['36,506', '']","['0', '']","['36,506', '']"
10128,r215,All institutions -> Georgia Southern U.,All institutions,Georgia Southern U.,2,214,"['36,362', '']","['0', '']","['36,362', '']"
10128,r216,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,215,"['36,014', '']","['0', '']","['36,014', '']"
10128,r217,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,216,"['35,348', '']","['0', '']","['35,348', '']"
10128,r218,All institutions -> Chapman U.,All institutions,Chapman U.,2,217,"['34,212', '']","['0', '']","['34,212', '']"
10128,r219,"All institutions -> U. Texas Health Science Center, Tyler",All institutions,"U. Texas Health Science Center, Tyler",2,218,"['33,872', '']","['0', '']","['33,872', '']"
10128,r220,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,219,"['33,405', '']","['22,288', '']","['55,693', '']"
10128,r221,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,220,"['33,155', '']","['0', '']","['33,155', '']"
10128,r222,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,221,"['33,136', '']","['0', '']","['33,136', '']"
10128,r223,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,222,"['32,904', '']","['0', '']","['32,904', '']"
10128,r224,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,223,"['32,769', '']","['14,809', '']","['47,578', '']"
10128,r225,All institutions -> Montclair State U.,All institutions,Montclair State U.,2,224,"['32,202', '']","['0', '']","['32,202', '']"
10128,r226,"All institutions -> Teachers C., Columbia U.",All institutions,"Teachers C., Columbia U.",2,225,"['30,978', '']","['0', '']","['30,978', '']"
10128,r227,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,226,"['29,791', '']","['0', '']","['29,791', '']"
10128,r228,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,227,"['29,690', '']","['17,277', '']","['46,967', '']"
10128,r229,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,228,"['29,482', '']","['0', '']","['29,482', '']"
10128,r230,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,229,"['29,016', '']","['0', '']","['29,016', '']"
10128,r231,All institutions -> Miami U.,All institutions,Miami U.,2,230,"['28,799', '']","['0', '']","['28,799', '']"
10128,r232,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,231,"['28,650', '']","['0', '']","['28,650', '']"
10128,r233,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,232,"['28,478', '']","['0', '']","['28,478', '']"
10128,r234,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,233,"['28,345', '']","['0', '']","['28,345', '']"
10128,r235,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,234,"['28,083', '']","['0', '']","['28,083', '']"
10128,r236,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,235,"['27,068', '']","['0', '']","['27,068', '']"
10128,r237,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,236,"['26,591', '']","['0', '']","['26,591', '']"
10128,r238,All institutions -> Villanova U.,All institutions,Villanova U.,2,237,"['25,955', '']","['0', '']","['25,955', '']"
10128,r239,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,238,"['25,510', '']","['0', '']","['25,510', '']"
10128,r240,"All institutions -> U. Nebraska, central administration",All institutions,"U. Nebraska, central administration",2,239,"['25,402', '']","['0', '']","['25,402', '']"
10128,r241,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,240,"['24,259', '']","['0', '']","['24,259', '']"
10128,r242,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,241,"['23,795', '']","['0', '']","['23,795', '']"
10128,r243,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,242,"['23,754', '']","['19,737', '']","['43,491', '']"
10128,r244,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,243,"['23,451', '']","['0', '']","['23,451', '']"
10128,r245,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,244,"['23,362', '']","['0', '']","['23,362', '']"
10128,r246,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,245,"['23,066', '']","['4,702', '']","['27,768', '']"
10128,r247,All institutions -> Middle Tennessee State U.,All institutions,Middle Tennessee State U.,2,246,"['22,631', '']","['0', '']","['22,631', '']"
10128,r248,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,247,"['21,941', '']","['0', '']","['21,941', '']"
10128,r249,All institutions -> U. New Orleans,All institutions,U. New Orleans,2,248,"['21,911', '']","['0', '']","['21,911', '']"
10128,r250,All institutions -> Kennesaw State U.,All institutions,Kennesaw State U.,2,249,"['21,705', '']","['0', '']","['21,705', '']"
10128,r251,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,250,"['21,703', '']","['0', '']","['21,703', '']"
10128,r252,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,251,"['21,434', '']","['0', '']","['21,434', '']"
10128,r253,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,252,"['21,024', '']","['0', '']","['21,024', '']"
10128,r254,All institutions -> U.S. Military Academy,All institutions,U.S. Military Academy,2,253,"['20,841', '']","['0', '']","['20,841', '']"
10128,r255,All institutions -> U. Guam,All institutions,U. Guam,2,254,"['20,481', '']","['0', '']","['20,481', '']"
10128,r256,All institutions -> Fordham U.,All institutions,Fordham U.,2,255,"['20,432', '']","['0', '']","['20,432', '']"
10128,r257,All institutions -> Prairie View A&M U.,All institutions,Prairie View A&M U.,2,256,"['20,429', '']","['0', '']","['20,429', '']"
10128,r258,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,257,"['20,259', '']","['0', '']","['20,259', '']"
10128,r259,All institutions -> South Dakota School of Mines and Technology,All institutions,South Dakota School of Mines and Technology,2,258,"['20,061', '']","['0', '']","['20,061', '']"
10128,r260,All institutions -> Tarleton State U.,All institutions,Tarleton State U.,2,259,"['20,056', '']","['0', '']","['20,056', '']"
10128,r261,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,260,"['20,053', '']","['0', '']","['20,053', '']"
10128,r262,All institutions -> U. Akron,All institutions,U. Akron,2,261,"['19,943', '']","['0', '']","['19,943', '']"
10128,r263,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,262,"['19,773', '']","['249,336', '']","['269,109', '']"
10128,r264,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,263,"['19,638', '']","['0', '']","['19,638', '']"
10128,r265,All institutions -> Bowling Green State U.,All institutions,Bowling Green State U.,2,264,"['19,342', '']","['0', '']","['19,342', '']"
10128,r266,All institutions -> New School,All institutions,New School,2,265,"['19,218', '']","['0', '']","['19,218', '']"
10128,r267,"All institutions -> Southern Illinois U., Edwardsville",All institutions,"Southern Illinois U., Edwardsville",2,266,"['19,152', '']","['0', '']","['19,152', '']"
10128,r268,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,267,"['19,035', '']","['0', '']","['19,035', '']"
10128,r269,All institutions -> Rowan U.,All institutions,Rowan U.,2,268,"['18,993', '']","['10,956', '']","['29,949', '']"
10128,r270,All institutions -> U. North Florida,All institutions,U. North Florida,2,269,"['18,394', '']","['0', '']","['18,394', '']"
10128,r271,All institutions -> Texas Christian U.,All institutions,Texas Christian U.,2,270,"['18,326', '']","['27', '']","['18,353', '']"
10128,r272,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,271,"['18,274', '']","['0', '']","['18,274', '']"
10128,r273,All institutions -> U. Colorado Denver<sup>d</sup>,All institutions,U. Colorado Denver<sup>d</sup>,2,272,"['18,080', '']","['0', '']","['18,080', '']"
10128,r274,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,273,"['18,012', '']","['0', '']","['18,012', '']"
10128,r275,All institutions -> Wright State U.,All institutions,Wright State U.,2,274,"['17,880', '']","['9,560', '']","['27,440', '']"
10128,r276,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,275,"['17,807', '']","['0', '']","['17,807', '']"
10128,r277,All institutions -> Florida Institute of Technology,All institutions,Florida Institute of Technology,2,276,"['17,706', '']","['0', '']","['17,706', '']"
10128,r278,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,277,"['17,481', '']","['0', '']","['17,481', '']"
10128,r279,"All institutions -> Texas Tech U., Health Sciences Center",All institutions,"Texas Tech U., Health Sciences Center",2,278,"['17,464', '']","['29,110', '']","['46,574', '']"
10128,r280,All institutions -> U. Tulsa,All institutions,U. Tulsa,2,279,"['17,416', '']","['0', '']","['17,416', '']"
10128,r281,All institutions -> Long Island U.,All institutions,Long Island U.,2,280,"['17,183', '']","['0', '']","['17,183', '']"
10128,r282,All institutions -> James Madison U.,All institutions,James Madison U.,2,281,"['17,021', '']","['0', '']","['17,021', '']"
10128,r283,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,282,"['16,986', '']","['14,203', '']","['31,189', '']"
10128,r284,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,283,"['16,726', 'i']","['0', 'i']","['16,726', 'i']"
10128,r285,"All institutions -> California State U., Fullerton",All institutions,"California State U., Fullerton",2,284,"['16,642', '']","['0', '']","['16,642', '']"
10128,r286,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,285,"['16,615', '']","['0', '']","['16,615', '']"
10128,r287,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,286,"['16,600', '']","['0', '']","['16,600', '']"
10128,r288,"All institutions -> CUNY, Advanced Science Research Center",All institutions,"CUNY, Advanced Science Research Center",2,287,"['16,507', '']","['0', '']","['16,507', '']"
10128,r289,"All institutions -> CUNY, Graduate School of Public Health and Health Policy",All institutions,"CUNY, Graduate School of Public Health and Health Policy",2,288,"['16,423', '']","['0', '']","['16,423', '']"
10128,r290,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,289,"['16,398', '']","['0', '']","['16,398', '']"
10128,r291,"All institutions -> CUNY, John Jay C. of Criminal Justice",All institutions,"CUNY, John Jay C. of Criminal Justice",2,290,"['16,233', '']","['0', '']","['16,233', '']"
10128,r292,"All institutions -> California State Polytechnic U., Humboldt",All institutions,"California State Polytechnic U., Humboldt",2,291,"['15,612', '']","['0', '']","['15,612', '']"
10128,r293,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,292,"['15,580', '']","['14,742', '']","['30,322', '']"
10128,r294,All institutions -> Western Washington U.,All institutions,Western Washington U.,2,293,"['15,081', '']","['0', '']","['15,081', '']"
10128,r295,All institutions -> East Tennessee State U.,All institutions,East Tennessee State U.,2,294,"['14,813', '']","['8,607', '']","['23,420', '']"
10128,r296,All institutions -> Montana Technological U.,All institutions,Montana Technological U.,2,295,"['14,188', '']","['0', '']","['14,188', '']"
10128,r297,All institutions -> Xavier U. Louisiana,All institutions,Xavier U. Louisiana,2,296,"['14,156', '']","['0', '']","['14,156', '']"
10128,r298,All institutions -> Duquesne U.,All institutions,Duquesne U.,2,297,"['13,944', '']","['0', '']","['13,944', '']"
10128,r299,"All institutions -> U. Missouri, Saint Louis",All institutions,"U. Missouri, Saint Louis",2,298,"['13,247', '']","['0', '']","['13,247', '']"
10128,r300,"All institutions -> U. Tennessee, Chattanooga",All institutions,"U. Tennessee, Chattanooga",2,299,"['12,808', '']","['0', '']","['12,808', '']"
10128,r301,All institutions -> Loyola Marymount U.,All institutions,Loyola Marymount U.,2,300,"['12,773', '']","['0', '']","['12,773', '']"
10128,r302,All institutions -> Charles R. Drew U. of Medicine and Science,All institutions,Charles R. Drew U. of Medicine and Science,2,301,"['12,709', '']","['1,872', '']","['14,581', '']"
10128,r303,"All institutions -> U. Hawaii, system office",All institutions,"U. Hawaii, system office",2,302,"['12,646', '']","['0', '']","['12,646', '']"
10128,r304,"All institutions -> California State U., Fresno",All institutions,"California State U., Fresno",2,303,"['12,603', '']","['0', '']","['12,603', '']"
10128,r305,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,304,"['12,326', '']","['0', '']","['12,326', '']"
10128,r306,All institutions -> Texas Southern U.,All institutions,Texas Southern U.,2,305,"['12,120', '']","['0', '']","['12,120', '']"
10128,r307,All institutions -> Central Michigan U.,All institutions,Central Michigan U.,2,306,"['12,054', '']","['13,051', '']","['25,105', '']"
10128,r308,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,307,"['11,929', '']","['0', '']","['11,929', '']"
10128,r309,All institutions -> Sam Houston State U.,All institutions,Sam Houston State U.,2,308,"['11,891', '']","['118', '']","['12,009', '']"
10128,r310,All institutions -> Augusta U.,All institutions,Augusta U.,2,309,"['11,579', '']","['115,734', '']","['127,313', '']"
10128,r311,All institutions -> Creighton U.,All institutions,Creighton U.,2,310,"['11,516', 'i']","['16,093', 'i']","['27,609', '']"
10128,r312,"All institutions -> Lincoln U., Jefferson City",All institutions,"Lincoln U., Jefferson City",2,311,"['11,500', '']","['0', '']","['11,500', '']"
10128,r313,All institutions -> Hampton U.,All institutions,Hampton U.,2,312,"['11,462', '']","['0', '']","['11,462', '']"
10128,r314,All institutions -> Marshall U.,All institutions,Marshall U.,2,313,"['11,445', '']","['14,247', '']","['25,692', '']"
10128,r315,All institutions -> Missouri State U.,All institutions,Missouri State U.,2,314,"['11,162', '']","['0', '']","['11,162', '']"
10128,r316,All institutions -> Rhode Island C.,All institutions,Rhode Island C.,2,315,"['11,127', '']","['0', '']","['11,127', '']"
10128,r317,All institutions -> U. of the District of Columbia,All institutions,U. of the District of Columbia,2,316,"['10,779', '']","['0', '']","['10,779', '']"
10128,r318,All institutions -> U.S. Naval Academy,All institutions,U.S. Naval Academy,2,317,"['10,664', '']","['0', '']","['10,664', '']"
10128,r319,"All institutions -> SUNY, Upstate Medical U.",All institutions,"SUNY, Upstate Medical U.",2,318,"['10,660', '']","['39,926', '']","['50,586', '']"
10128,r320,All institutions -> Salisbury U.,All institutions,Salisbury U.,2,319,"['10,614', '']","['0', '']","['10,614', '']"
10128,r321,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,320,"['10,469', '']","['35,700', '']","['46,169', '']"
10128,r322,All institutions -> Winston-Salem State U.,All institutions,Winston-Salem State U.,2,321,"['10,436', '']","['0', '']","['10,436', '']"
10128,r323,All institutions -> Central State U.,All institutions,Central State U.,2,322,"['10,274', '']","['0', '']","['10,274', '']"
10128,r324,All institutions -> U. San Diego,All institutions,U. San Diego,2,323,"['10,143', '']","['0', '']","['10,143', '']"
10128,r325,All institutions -> Wesleyan U.,All institutions,Wesleyan U.,2,324,"['10,101', '']","['0', '']","['10,101', '']"
10128,r326,All institutions -> Fort Valley State U.,All institutions,Fort Valley State U.,2,325,"['9,969', '']","['0', '']","['9,969', '']"
10128,r327,All institutions -> Ball State U.,All institutions,Ball State U.,2,326,"['9,932', '']","['0', '']","['9,932', '']"
10128,r328,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,327,"['9,896', '']","['0', '']","['9,896', '']"
10128,r329,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,328,"['9,839', '']","['0', '']","['9,839', '']"
10128,r330,"All institutions -> U. North Texas, Health Science Center",All institutions,"U. North Texas, Health Science Center",2,329,"['9,655', 'i']","['784', 'i']","['10,439', '']"
10128,r331,All institutions -> Alabama A&M U.,All institutions,Alabama A&M U.,2,330,"['9,611', '']","['0', '']","['9,611', '']"
10128,r332,All institutions -> West Texas A&M U.,All institutions,West Texas A&M U.,2,331,"['9,438', '']","['0', '']","['9,438', '']"
10128,r333,All institutions -> Kentucky State U.,All institutions,Kentucky State U.,2,332,"['9,284', '']","['0', '']","['9,284', '']"
10128,r334,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,333,"['9,274', '']","['0', '']","['9,274', '']"
10128,r335,"All institutions -> California State U., San Marcos",All institutions,"California State U., San Marcos",2,334,"['9,238', '']","['0', '']","['9,238', '']"
10128,r336,All institutions -> Bryn Mawr C.,All institutions,Bryn Mawr C.,2,335,"['9,123', '']","['0', '']","['9,123', '']"
10128,r337,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,336,"['9,089', '']","['195,429', '']","['204,518', '']"
10128,r338,All institutions -> Saint Joseph's U.,All institutions,Saint Joseph's U.,2,337,"['9,041', '']","['0', '']","['9,041', '']"
10128,r339,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,338,"['8,975', '']","['0', '']","['8,975', '']"
10128,r340,All institutions -> Clark U.,All institutions,Clark U.,2,339,"['8,813', '']","['0', '']","['8,813', '']"
10128,r341,All institutions -> Clark Atlanta U.,All institutions,Clark Atlanta U.,2,340,"['8,791', '']","['0', '']","['8,791', '']"
10128,r342,All institutions -> Towson U.,All institutions,Towson U.,2,341,"['8,788', '']","['0', '']","['8,788', '']"
10128,r343,All institutions -> Claremont Graduate U.,All institutions,Claremont Graduate U.,2,342,"['8,382', '']","['0', '']","['8,382', '']"
10128,r344,All institutions -> DePaul U.,All institutions,DePaul U.,2,343,"['8,362', '']","['0', '']","['8,362', '']"
10128,r345,"All institutions -> Arkansas State U., Jonesboro",All institutions,"Arkansas State U., Jonesboro",2,344,"['8,214', '']","['0', '']","['8,214', '']"
10128,r346,"All institutions -> U. Washington, Bothell",All institutions,"U. Washington, Bothell",2,345,"['8,197', '']","['0', '']","['8,197', '']"
10128,r347,"All institutions -> U. Michigan, Dearborn",All institutions,"U. Michigan, Dearborn",2,346,"['8,180', '']","['0', '']","['8,180', '']"
10128,r348,All institutions -> Eastern Michigan U.,All institutions,Eastern Michigan U.,2,347,"['8,025', '']","['0', '']","['8,025', '']"
10128,r349,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,348,"['8,001', '']","['0', '']","['8,001', '']"
10128,r350,"All institutions -> California State Polytechnic U., Pomona",All institutions,"California State Polytechnic U., Pomona",2,349,"['7,909', '']","['0', '']","['7,909', '']"
10128,r351,All institutions -> U. Colorado Colorado Springs,All institutions,U. Colorado Colorado Springs,2,350,"['7,761', '']","['0', '']","['7,761', '']"
10128,r352,All institutions -> Western Kentucky U.,All institutions,Western Kentucky U.,2,351,"['7,720', '']","['0', '']","['7,720', '']"
10128,r353,All institutions -> Western U. of Health Sciences,All institutions,Western U. of Health Sciences,2,352,"['7,652', '']","['1,377', '']","['9,029', '']"
10128,r354,All institutions -> William Paterson U.,All institutions,William Paterson U.,2,353,"['7,574', '']","['0', '']","['7,574', '']"
10128,r355,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,354,"['7,530', '']","['0', '']","['7,530', '']"
10128,r356,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,355,"['7,506', '']","['0', '']","['7,506', '']"
10128,r357,All institutions -> Yeshiva U.,All institutions,Yeshiva U.,2,356,"['7,274', '']","['0', '']","['7,274', '']"
10128,r358,All institutions -> Appalachian State U.,All institutions,Appalachian State U.,2,357,"['7,189', '']","['0', '']","['7,189', '']"
10128,r359,All institutions -> Amherst C.,All institutions,Amherst C.,2,358,"['7,177', '']","['0', '']","['7,177', '']"
10128,r360,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,359,"['7,140', '']","['711,862', '']","['719,002', '']"
10128,r361,All institutions -> U. Central Oklahoma,All institutions,U. Central Oklahoma,2,360,"['7,070', 'i']","['0', 'i']","['7,070', 'i']"
10128,r362,"All institutions -> Southern U. and A&M C., Agricultural Research and Extension Center",All institutions,"Southern U. and A&M C., Agricultural Research and Extension Center",2,361,"['7,048', '']","['0', '']","['7,048', '']"
10128,r363,"All institutions -> Louisiana State U., Health Sciences Center, New Orleans",All institutions,"Louisiana State U., Health Sciences Center, New Orleans",2,362,"['6,951', '']","['47,044', '']","['53,995', '']"
10128,r364,All institutions -> West Virginia State U.,All institutions,West Virginia State U.,2,363,"['6,703', '']","['0', '']","['6,703', '']"
10128,r365,All institutions -> Grand Valley State U.,All institutions,Grand Valley State U.,2,364,"['6,695', '']","['0', '']","['6,695', '']"
10128,r366,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,365,"['6,646', '']","['0', '']","['6,646', '']"
10128,r367,All institutions -> Hofstra U.,All institutions,Hofstra U.,2,366,"['6,509', '']","['430', '']","['6,939', '']"
10128,r368,All institutions -> Langston U.,All institutions,Langston U.,2,367,"['6,481', '']","['0', '']","['6,481', '']"
10128,r369,"All institutions -> Rutgers, State U. New Jersey, Camden",All institutions,"Rutgers, State U. New Jersey, Camden",2,368,"['6,480', '']","['0', '']","['6,480', '']"
10128,r370,All institutions -> C. Charleston,All institutions,C. Charleston,2,369,"['6,421', '']","['0', '']","['6,421', '']"
10128,r371,"All institutions -> Purdue U., Northwest",All institutions,"Purdue U., Northwest",2,370,"['6,387', '']","['0', '']","['6,387', '']"
10128,r372,"All institutions -> Pennsylvania State U., Behrend",All institutions,"Pennsylvania State U., Behrend",2,371,"['6,384', '']","['0', '']","['6,384', '']"
10128,r373,All institutions -> Gallaudet U.,All institutions,Gallaudet U.,2,372,"['6,360', '']","['0', '']","['6,360', '']"
10128,r374,All institutions -> Hope C.,All institutions,Hope C.,2,373,"['6,355', '']","['0', '']","['6,355', '']"
10128,r375,All institutions -> Wellesley C.,All institutions,Wellesley C.,2,374,"['6,326', '']","['0', '']","['6,326', '']"
10128,r376,All institutions -> Indiana U. Pennsylvania,All institutions,Indiana U. Pennsylvania,2,375,"['6,313', '']","['0', '']","['6,313', '']"
10128,r377,All institutions -> Abilene Christian U.,All institutions,Abilene Christian U.,2,376,"['6,310', '']","['0', '']","['6,310', '']"
10128,r378,All institutions -> Roseman U. of Health Sciences,All institutions,Roseman U. of Health Sciences,2,377,"['6,296', '']","['0', '']","['6,296', '']"
10128,r379,All institutions -> Southern Connecticut State U.,All institutions,Southern Connecticut State U.,2,378,"['6,286', '']","['0', '']","['6,286', '']"
10128,r380,"All institutions -> CUNY, Brooklyn C.",All institutions,"CUNY, Brooklyn C.",2,379,"['6,220', '']","['0', '']","['6,220', '']"
10128,r381,All institutions -> High Tech High Graduate School of Ed.,All institutions,High Tech High Graduate School of Ed.,2,380,"['6,203', '']","['0', '']","['6,203', '']"
10128,r382,All institutions -> Pacific U.,All institutions,Pacific U.,2,381,"['6,128', '']","['0', '']","['6,128', '']"
10128,r383,All institutions -> Texas Woman's U.,All institutions,Texas Woman's U.,2,382,"['6,029', '']","['0', '']","['6,029', '']"
10128,r384,"All institutions -> U. North Carolina, Asheville",All institutions,"U. North Carolina, Asheville",2,383,"['5,973', '']","['0', '']","['5,973', '']"
10128,r385,All institutions -> Reed C.,All institutions,Reed C.,2,384,"['5,922', 'i']","['0', 'i']","['5,922', 'i']"
10128,r386,All institutions -> West Chester U. Pennsylvania,All institutions,West Chester U. Pennsylvania,2,385,"['5,903', '']","['0', '']","['5,903', '']"
10128,r387,All institutions -> Claremont McKenna C.,All institutions,Claremont McKenna C.,2,386,"['5,893', '']","['0', '']","['5,893', '']"
10128,r388,All institutions -> Grinnell C.,All institutions,Grinnell C.,2,387,"['5,867', '']","['0', '']","['5,867', '']"
10128,r389,All institutions -> Smith C.,All institutions,Smith C.,2,388,"['5,831', '']","['0', '']","['5,831', '']"
10128,r390,All institutions -> MGH Institute of Health Professions,All institutions,MGH Institute of Health Professions,2,389,"['5,805', '']","['0', '']","['5,805', '']"
10128,r391,All institutions -> Seton Hall U.,All institutions,Seton Hall U.,2,390,"['5,741', '']","['0', '']","['5,741', '']"
10128,r392,All institutions -> U. New England,All institutions,U. New England,2,391,"['5,684', '']","['980', '']","['6,664', '']"
10128,r393,All institutions -> Morehouse C.,All institutions,Morehouse C.,2,392,"['5,664', '']","['0', '']","['5,664', '']"
10128,r394,All institutions -> Williams C.,All institutions,Williams C.,2,393,"['5,657', 'i']","['0', 'i']","['5,657', 'i']"
10128,r395,All institutions -> Northwest Indian C.,All institutions,Northwest Indian C.,2,394,"['5,632', '']","['0', '']","['5,632', '']"
10128,r396,"All institutions -> U. Oklahoma, Tulsa",All institutions,"U. Oklahoma, Tulsa",2,395,"['5,594', '']","['2,351', '']","['7,945', '']"
10128,r397,All institutions -> Naval War C.,All institutions,Naval War C.,2,396,"['5,529', '']","['0', '']","['5,529', '']"
10128,r398,"All institutions -> CUNY, Graduate Center",All institutions,"CUNY, Graduate Center",2,397,"['5,509', '']","['0', '']","['5,509', '']"
10128,r399,All institutions -> Kean U.,All institutions,Kean U.,2,398,"['5,499', '']","['0', '']","['5,499', '']"
10128,r400,All institutions -> U. Southern Maine,All institutions,U. Southern Maine,2,399,"['5,498', '']","['0', '']","['5,498', '']"
10128,r401,All institutions -> U.S. Army War C.,All institutions,U.S. Army War C.,2,400,"['5,496', 'i']","['0', 'i']","['5,496', 'i']"
10128,r402,"All institutions -> U. Washington, Tacoma",All institutions,"U. Washington, Tacoma",2,401,"['5,484', '']","['0', '']","['5,484', '']"
10128,r403,All institutions -> Lamar U.,All institutions,Lamar U.,2,402,"['5,304', '']","['0', '']","['5,304', '']"
10128,r404,All institutions -> Bucknell U.,All institutions,Bucknell U.,2,403,"['5,259', '']","['0', '']","['5,259', '']"
10128,r405,All institutions -> U. Detroit Mercy,All institutions,U. Detroit Mercy,2,404,"['5,186', '']","['0', '']","['5,186', '']"
