table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
12869,r001,FYs 1986&#8211;87,All sources,,1,837.9
12869,r028,FYs 1990&#8211;91,Institutional funds and other sourcesa,,1,533.7
12869,r029,FYs 1990&#8211;91 -> Doctorate granting,All sources,,1,794.1
12869,r030,FYs 1990&#8211;91 -> Doctorate granting,Government,Federal,2,48.3
12869,r031,FYs 1990&#8211;91 -> Doctorate granting,Government,State and local,2,227.3
12869,r032,FYs 1990&#8211;91 -> Doctorate granting,Institutional funds and other sourcesa,,1,518.5
12869,r033,FYs 1990&#8211;91 -> Nondoctorate granting,All sources,,1,31.6
12869,r034,FYs 1990&#8211;91 -> Nondoctorate granting,Government,Federal,2,0.7
12869,r035,FYs 1990&#8211;91 -> Nondoctorate granting,Government,State and local,2,15.8
12869,r036,FYs 1990&#8211;91 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,15.1
12869,r037,FYs 1992&#8211;93,All sources,,1,835.4
12869,r038,FYs 1992&#8211;93,Government,Federal,2,56.2
12869,r039,FYs 1992&#8211;93,Government,State and local,2,252.4
12869,r040,FYs 1992&#8211;93,Institutional funds and other sourcesa,,1,526.8
12869,r041,FYs 1992&#8211;93 -> Doctorate granting,All sources,,1,803.0
12869,r042,FYs 1992&#8211;93 -> Doctorate granting,Government,Federal,2,47.0
12869,r043,FYs 1992&#8211;93 -> Doctorate granting,Government,State and local,2,244.0
12869,r044,FYs 1992&#8211;93 -> Doctorate granting,Institutional funds and other sourcesa,,1,512.0
12869,r045,FYs 1992&#8211;93 -> Nondoctorate granting,All sources,,1,32.4
12869,r046,FYs 1992&#8211;93 -> Nondoctorate granting,Government,Federal,2,9.2
12869,r047,FYs 1992&#8211;93 -> Nondoctorate granting,Government,State and local,2,8.4
12869,r048,FYs 1992&#8211;93 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,14.8
12869,r049,FYs 1994&#8211;95,All sources,,1,1058.1
12869,r050,FYs 1994&#8211;95,Government,Federal,2,110.7
12869,r051,FYs 1994&#8211;95,Government,State and local,2,265.5
12869,r052,FYs 1994&#8211;95,Institutional funds and other sourcesa,,1,681.9
12869,r053,FYs 1994&#8211;95 -> Doctorate granting,All sources,,1,981.3
12869,r054,FYs 1994&#8211;95 -> Doctorate granting,Government,Federal,2,101.9
12869,r055,FYs 1994&#8211;95 -> Doctorate granting,Government,State and local,2,233.0
12869,r056,FYs 1994&#8211;95 -> Doctorate granting,Institutional funds and other sourcesa,,1,646.4
12869,r057,FYs 1994&#8211;95 -> Nondoctorate granting,All sources,,1,76.8
12869,r058,FYs 1994&#8211;95 -> Nondoctorate granting,Government,Federal,2,8.8
12869,r059,FYs 1994&#8211;95 -> Nondoctorate granting,Government,State and local,2,32.6
12869,r060,FYs 1994&#8211;95 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,35.4
12869,r061,FYs 1996&#8211;97,All sources,,1,1324.5
12869,r062,FYs 1996&#8211;97,Government,Federal,2,120.8
12869,r063,FYs 1996&#8211;97,Government,State and local,2,338.1
12869,r064,FYs 1996&#8211;97,Institutional funds and other sourcesa,,1,865.6
12869,r065,FYs 1996&#8211;97 -> Doctorate granting,All sources,,1,1142.2
12869,r066,FYs 1996&#8211;97 -> Doctorate granting,Government,Federal,2,96.1
12869,r067,FYs 1996&#8211;97 -> Doctorate granting,Government,State and local,2,273.2
12869,r068,FYs 1996&#8211;97 -> Doctorate granting,Institutional funds and other sourcesa,,1,772.9
12869,r069,FYs 1996&#8211;97 -> Nondoctorate granting,All sources,,1,182.3
12869,r070,FYs 1996&#8211;97 -> Nondoctorate granting,Government,Federal,2,24.7
12869,r071,FYs 1996&#8211;97 -> Nondoctorate granting,Government,State and local,2,64.9
12869,r072,FYs 1996&#8211;97 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,92.7
12869,r073,FYs 1998&#8211;99,All sources,,1,1665.2
12869,r074,FYs 1998&#8211;99,Government,Federal,2,68.4
12869,r075,FYs 1998&#8211;99,Government,State and local,2,476.2
12869,r076,FYs 1998&#8211;99,Institutional funds and other sourcesa,,1,1120.6
12869,r077,FYs 1998&#8211;99 -> Doctorate granting,All sources,,1,1576.3
12869,r078,FYs 1998&#8211;99 -> Doctorate granting,Government,Federal,2,61.1
12869,r079,FYs 1998&#8211;99 -> Doctorate granting,Government,State and local,2,446.7
12869,r080,FYs 1998&#8211;99 -> Doctorate granting,Institutional funds and other sourcesa,,1,1068.5
12869,r081,FYs 1998&#8211;99 -> Nondoctorate granting,All sources,,1,88.9
12869,r082,FYs 1998&#8211;99 -> Nondoctorate granting,Government,Federal,2,7.3
12869,r083,FYs 1998&#8211;99 -> Nondoctorate granting,Government,State and local,2,29.5
12869,r084,FYs 1998&#8211;99 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,52.1
12869,r085,FYs 2002&#8211;03,All sources,,1,2211.8
12869,r086,FYs 2002&#8211;03,Government,Federal,2,136.9
12869,r087,FYs 2002&#8211;03,Government,State and local,2,497.8
12869,r088,FYs 2002&#8211;03,Institutional funds and other sourcesa,,1,1577.2
12869,r089,FYs 2002&#8211;03 -> Doctorate granting,All sources,,1,2087.3
12869,r090,FYs 2002&#8211;03 -> Doctorate granting,Government,Federal,2,111.9
12869,r091,FYs 2002&#8211;03 -> Doctorate granting,Government,State and local,2,463.9
12869,r092,FYs 2002&#8211;03 -> Doctorate granting,Institutional funds and other sourcesa,,1,1511.4
12869,r093,FYs 2002&#8211;03 -> Nondoctorate granting,All sources,,1,124.6
12869,r094,FYs 2002&#8211;03 -> Nondoctorate granting,Government,Federal,2,25.0
12869,r095,FYs 2002&#8211;03 -> Nondoctorate granting,Government,State and local,2,33.9
12869,r096,FYs 2002&#8211;03 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,65.7
12869,r097,FYs 2004&#8211;05,All sources,,1,2445.9
12869,r098,FYs 2004&#8211;05,Government,Federal,2,121.5
12869,r099,FYs 2004&#8211;05,Government,State and local,2,544.9
12869,r100,FYs 2004&#8211;05,Institutional funds and other sourcesa,,1,1779.5
12869,r101,FYs 2004&#8211;05 -> Doctorate granting,All sources,,1,2385.1
12869,r102,FYs 2004&#8211;05 -> Doctorate granting,Government,Federal,2,116.5
12869,r103,FYs 2004&#8211;05 -> Doctorate granting,Government,State and local,2,526.8
12869,r104,FYs 2004&#8211;05 -> Doctorate granting,Institutional funds and other sourcesa,,1,1741.8
12869,r105,FYs 2004&#8211;05 -> Nondoctorate granting,All sources,,1,60.8
12869,r106,FYs 2004&#8211;05 -> Nondoctorate granting,Government,Federal,2,5.0
12869,r107,FYs 2004&#8211;05 -> Nondoctorate granting,Government,State and local,2,18.1
12869,r108,FYs 2004&#8211;05 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,37.7
12869,r109,FYs 2006&#8211;07,All sources,,1,3361.6
12869,r110,FYs 2006&#8211;07,Government,Federal,2,133.8
12869,r111,FYs 2006&#8211;07,Government,State and local,2,657.0
12869,r112,FYs 2006&#8211;07,Institutional funds and other sourcesa,,1,2570.8
12869,r113,FYs 2006&#8211;07 -> Doctorate granting,All sources,,1,3276.2
12869,r114,FYs 2006&#8211;07 -> Doctorate granting,Government,Federal,2,126.8
12869,r115,FYs 2006&#8211;07 -> Doctorate granting,Government,State and local,2,609.4
12869,r116,FYs 2006&#8211;07 -> Doctorate granting,Institutional funds and other sourcesa,,1,2540.0
12869,r117,FYs 2006&#8211;07 -> Nondoctorate granting,All sources,,1,85.4
12869,r118,FYs 2006&#8211;07 -> Nondoctorate granting,Government,Federal,2,6.9
12869,r119,FYs 2006&#8211;07 -> Nondoctorate granting,Government,State and local,2,47.7
12869,r120,FYs 2006&#8211;07 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,30.8
12869,r121,FYs 2008&#8211;09,All sources,,1,3015.8
12869,r122,FYs 2008&#8211;09,Government,Federal,2,74.2
12869,r123,FYs 2008&#8211;09,Government,State and local,2,746.5
12869,r124,FYs 2008&#8211;09,Institutional funds and other sourcesa,,1,2195.1
12869,r125,FYs 2008&#8211;09 -> Doctorate granting,All sources,,1,2920.8
12869,r126,FYs 2008&#8211;09 -> Doctorate granting,Government,Federal,2,68.8
12869,r127,FYs 2008&#8211;09 -> Doctorate granting,Government,State and local,2,717.4
12869,r128,FYs 2008&#8211;09 -> Doctorate granting,Institutional funds and other sourcesa,,1,2134.6
12869,r129,FYs 2008&#8211;09 -> Nondoctorate granting,All sources,,1,95.0
12869,r130,FYs 2008&#8211;09 -> Nondoctorate granting,Government,Federal,2,5.4
12869,r131,FYs 2008&#8211;09 -> Nondoctorate granting,Government,State and local,2,29.0
12869,r132,FYs 2008&#8211;09 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,60.5
12869,r133,FYs 2010&#8211;11,All sources,,1,3508.9
12869,r134,FYs 2010&#8211;11,Government,Federal,2,270.9
12869,r135,FYs 2010&#8211;11,Government,State and local,2,854.5
12869,r136,FYs 2010&#8211;11,Institutional funds and other sourcesa,,1,2383.5
12869,r137,FYs 2010&#8211;11 -> Doctorate granting,All sources,,1,3377.8
12869,r138,FYs 2010&#8211;11 -> Doctorate granting,Government,Federal,2,236.4
12869,r139,FYs 2010&#8211;11 -> Doctorate granting,Government,State and local,2,797.1
12869,r140,FYs 2010&#8211;11 -> Doctorate granting,Institutional funds and other sourcesa,,1,2344.3
12869,r141,FYs 2010&#8211;11 -> Nondoctorate granting,All sources,,1,131.1
12869,r142,FYs 2010&#8211;11 -> Nondoctorate granting,Government,Federal,2,34.4
12869,r143,FYs 2010&#8211;11 -> Nondoctorate granting,Government,State and local,2,57.4
12869,r144,FYs 2010&#8211;11 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,39.2
12869,r145,FYs 2012&#8211;13,All sources,,1,3746.7
12869,r146,FYs 2012&#8211;13,Government,Federal,2,264.8
12869,r147,FYs 2012&#8211;13,Government,State and local,2,566.9
12869,r148,FYs 2012&#8211;13,Institutional funds and other sourcesa,,1,2915.0
12869,r149,FYs 2012&#8211;13 -> Doctorate granting,All sources,,1,3559.5
12869,r150,FYs 2012&#8211;13 -> Doctorate granting,Government,Federal,2,254.4
12869,r151,FYs 2012&#8211;13 -> Doctorate granting,Government,State and local,2,461.5
12869,r152,FYs 2012&#8211;13 -> Doctorate granting,Institutional funds and other sourcesa,,1,2843.6
12869,r153,FYs 2012&#8211;13 -> Nondoctorate granting,All sources,,1,187.1
12869,r154,FYs 2012&#8211;13 -> Nondoctorate granting,Government,Federal,2,10.4
12869,r155,FYs 2012&#8211;13 -> Nondoctorate granting,Government,State and local,2,105.4
12869,r156,FYs 2012&#8211;13 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,71.4
12869,r157,FYs 2014&#8211;15,All sources,,1,4133.4
12869,r158,FYs 2014&#8211;15,Government,Federal,2,61.7
12869,r159,FYs 2014&#8211;15,Government,State and local,2,502.8
12869,r160,FYs 2014&#8211;15,Institutional funds and other sourcesa,,1,3569.0
12869,r161,FYs 2014&#8211;15 -> Doctorate granting,All sources,,1,4043.9
12869,r162,FYs 2014&#8211;15 -> Doctorate granting,Government,Federal,2,58.0
12869,r163,FYs 2014&#8211;15 -> Doctorate granting,Government,State and local,2,458.5
12869,r164,FYs 2014&#8211;15 -> Doctorate granting,Institutional funds and other sourcesa,,1,3527.4
12869,r165,FYs 2014&#8211;15 -> Nondoctorate granting,All sources,,1,89.5
12869,r166,FYs 2014&#8211;15 -> Nondoctorate granting,Government,Federal,2,3.7
12869,r167,FYs 2014&#8211;15 -> Nondoctorate granting,Government,State and local,2,44.3
12869,r168,FYs 2014&#8211;15 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,41.5
12869,r169,FYs 2016&#8211;17,All sources,,1,5079.5
12869,r170,FYs 2016&#8211;17,Government,Federal,2,33.1
12869,r171,FYs 2016&#8211;17,Government,State and local,2,1028.6
12869,r172,FYs 2016&#8211;17,Institutional funds and other sourcesa,,1,4017.9
12869,r173,FYs 2016&#8211;17 -> Doctorate granting,All sources,,1,4910.2
12869,r174,FYs 2016&#8211;17 -> Doctorate granting,Government,Federal,2,24.6
12869,r175,FYs 2016&#8211;17 -> Doctorate granting,Government,State and local,2,968.9
12869,r176,FYs 2016&#8211;17 -> Doctorate granting,Institutional funds and other sourcesa,,1,3916.7
12869,r177,FYs 2016&#8211;17 -> Nondoctorate granting,All sources,,1,169.3
12869,r178,FYs 2016&#8211;17 -> Nondoctorate granting,Government,Federal,2,8.5
12869,r179,FYs 2016&#8211;17 -> Nondoctorate granting,Government,State and local,2,59.7
12869,r180,FYs 2016&#8211;17 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,101.1
12869,r181,FYs 2018&#8211;19,All sources,,1,5483.4
12869,r182,FYs 2018&#8211;19,Government,Federal,2,73.7
12869,r183,FYs 2018&#8211;19,Government,State and local,2,971.8
12869,r184,FYs 2018&#8211;19,Institutional funds and other sourcesa,,1,4437.9
12869,r185,FYs 2018&#8211;19 -> Doctorate granting,All sources,,1,5241.4
12869,r186,FYs 2018&#8211;19 -> Doctorate granting,Government,Federal,2,41.0
12869,r187,FYs 2018&#8211;19 -> Doctorate granting,Government,State and local,2,912.0
12869,r188,FYs 2018&#8211;19 -> Doctorate granting,Institutional funds and other sourcesa,,1,4288.4
12869,r189,FYs 2018&#8211;19 -> Nondoctorate granting,All sources,,1,242.0
12869,r190,FYs 2018&#8211;19 -> Nondoctorate granting,Government,Federal,2,32.7
12869,r191,FYs 2018&#8211;19 -> Nondoctorate granting,Government,State and local,2,59.8
12869,r192,FYs 2018&#8211;19 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,149.5
12869,r193,FYs 2020&#8211;21,All sources,,1,4902.6
12869,r194,FYs 2020&#8211;21,Government,Federal,2,104.7
12869,r195,FYs 2020&#8211;21,Government,State and local,2,857.6
12869,r196,FYs 2020&#8211;21,Institutional funds and other sourcesa,,1,3940.3
12869,r197,FYs 2020&#8211;21 -> Doctorate granting,All sources,,1,4738.0
12869,r198,FYs 2020&#8211;21 -> Doctorate granting,Government,Federal,2,90.6
12869,r199,FYs 2020&#8211;21 -> Doctorate granting,Government,State and local,2,772.1
12869,r200,FYs 2020&#8211;21 -> Doctorate granting,Institutional funds and other sourcesa,,1,3875.2
12869,r201,FYs 2020&#8211;21 -> Nondoctorate granting,All sources,,1,164.6
12869,r202,FYs 2020&#8211;21 -> Nondoctorate granting,Government,Federal,2,14.0
12869,r203,FYs 2020&#8211;21 -> Nondoctorate granting,Government,State and local,2,85.4
12869,r204,FYs 2020&#8211;21 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,65.1
12869,r205,FYs 2022&#8211;23,All sources,,1,6555.6
12869,r206,FYs 2022&#8211;23,Government,Federal,2,198.4
12869,r207,FYs 2022&#8211;23,Government,State and local,2,1184.0
12869,r208,FYs 2022&#8211;23,Institutional funds and other sourcesa,,1,5173.2
12869,r209,FYs 2022&#8211;23 -> Doctorate granting,All sources,,1,6171.1
12869,r210,FYs 2022&#8211;23 -> Doctorate granting,Government,Federal,2,189.1
12869,r211,FYs 2022&#8211;23 -> Doctorate granting,Government,State and local,2,1080.6
12869,r212,FYs 2022&#8211;23 -> Doctorate granting,Institutional funds and other sourcesa,,1,4901.4
12869,r213,FYs 2022&#8211;23 -> Nondoctorate granting,All sources,,1,384.5
12869,r214,FYs 2022&#8211;23 -> Nondoctorate granting,Government,Federal,2,9.3
12869,r215,FYs 2022&#8211;23 -> Nondoctorate granting,Government,State and local,2,103.4
12869,r216,FYs 2022&#8211;23 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,271.8
