table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_employment,field_total_r_d_employment,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
12320,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['36,453', '  ']","['3,186', '  ']","['2,199', '  ']","['184', '  ']","['701', '  ']","['287', '  ']"
12320,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['18,462', '  ']","['1,527', '  ']","['1,083', '  ']","['114', '  ']","['276', '  ']","['167', '  ']"
12320,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['2,138', '  ']","['46', '  ']","['26', '  ']","['3', 'i ']","['13', '  ']","['8', 'i ']"
12320,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['726', '  ']","['7', '  ']","['3', '  ']","['*', '  ']","['2', '  ']","['1', '  ']"
12320,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['343', '  ']","['6', '  ']","['3', '  ']","['*', '  ']","['3', '  ']","['1', '  ']"
12320,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['121', '  ']","['4', '  ']","['2', '  ']","['*', 'i ']","['1', '  ']","['1', '  ']"
12320,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['262', '  ']","['8', '  ']","['5', '  ']","['*', '  ']","['2', '  ']","['2', '  ']"
12320,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['120', '  ']","['2', '  ']","['1', '  ']","['*', '  ']","['1', '  ']","['*', '  ']"
12320,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['146', '  ']","['6', '  ']","['2', '  ']","['*', '  ']","['3', '  ']","['1', '  ']"
12320,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['2,534', '  ']","['302', '  ']","['193', '  ']","['47', '  ']","['50', '  ']","['59', '  ']"
12320,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['383', '  ']","['21', '  ']","['11', '  ']","['3', '  ']","['9', '  ']","['2', '  ']"
12320,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['190', '  ']","['11', '  ']","['7', '  ']","['1', 'i ']","['3', '  ']","['1', '  ']"
12320,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['84', '  ']","['5', '  ']","['4', '  ']","['1', 'i ']","['1', '  ']","['1', '  ']"
12320,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['1,139', '  ']","['233', '  ']","['149', '  ']","['37', '  ']","['31', '  ']","['53', '  ']"
12320,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['442', '  ']","['19', '  ']","['15', '  ']","['2', '  ']","['3', '  ']","['2', '  ']"
12320,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['296', '  ']","['12', '  ']","['9', '  ']","['1', 'i ']","['3', '  ']","['1', '  ']"
12320,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['715', '  ']","['30', '  ']","['16', '  ']","['1', 'i ']","['11', '  ']","['3', '  ']"
12320,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['239', '  ']","['7', '  ']","['4', '  ']","['1', '  ']","['2', '  ']","['1', '  ']"
12320,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['225', '  ']","['8', '  ']","['3', '  ']","['*', '  ']","['2', '  ']","['3', '  ']"
12320,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['532', '  ']","['40', '  ']","['16', '  ']","['1', '  ']","['18', '  ']","['6', '  ']"
12320,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['1,942', '  ']","['167', '  ']","['119', '  ']","['10', '  ']","['38', '  ']","['10', '  ']"
12320,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['189', '  ']","['18', '  ']","['15', '  ']","['*', '  ']","['3', '  ']","['1', '  ']"
12320,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['124', '  ']","['28', '  ']","['20', '  ']","['5', '  ']","['8', '  ']","['1', '  ']"
12320,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['341', '  ']","['26', '  ']","['22', '  ']","['1', '  ']","['2', '  ']","['1', '  ']"
12320,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['1,287', '  ']","['95', '  ']","['62', '  ']","['4', '  ']","['25', '  ']","['7', '  ']"
12320,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['2,685', '  ']","['460', '  ']","['384', '  ']","['27', 'i ']","['46', '  ']","['29', '  ']"
12320,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['255', '  ']","['69', '  ']","['57', '  ']","['3', 'i ']","['6', '  ']","['5', '  ']"
12320,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['1,174', '  ']","['204', '  ']","['178', '  ']","['14', 'i ']","['21', '  ']","['5', '  ']"
12320,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['587', '  ']","['77', '  ']","['57', '  ']","['6', 'i ']","['10', '  ']","['10', '  ']"
12320,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['129', '  ']","['20', '  ']","['13', '  ']","['2', 'i ']","['1', '  ']","['6', '  ']"
12320,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['87', '  ']","['20', '  ']","['15', '  ']","['1', '  ']","['3', '  ']","['1', '  ']"
12320,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['371', '  ']","['37', '  ']","['29', '  ']","['3', 'i ']","['6', '  ']","['3', '  ']"
12320,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['670', '  ']","['110', '  ']","['92', '  ']","['4', 'i ']","['8', '  ']","['10', '  ']"
12320,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['759', '  ']","['42', '  ']","['26', '  ']","['4', 'i ']","['11', '  ']","['5', '  ']"
12320,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['3,283', '  ']","['265', '  ']","['202', '  ']","['10', 'i ']","['41', '  ']","['23', '  ']"
12320,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['1,988', '  ']","['164', '  ']","['128', '  ']","['6', 'i ']","['22', 'i ']","['14', 'i ']"
12320,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['1,035', '  ']","['86', '  ']","['66', '  ']","['4', '  ']","['14', '  ']","['6', '  ']"
12320,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['697', '  ']","['58', '  ']","['43', '  ']","['3', '  ']","['11', '  ']","['4', '  ']"
12320,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['338', '  ']","['27', '  ']","['23', 'i ']","['1', 'i ']","['2', '  ']","['2', '  ']"
12320,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['3', '  ']","['*', '  ']","['*', '  ']","['*', 'i ']","['*', '  ']","['*', '  ']"
12320,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['257', '  ']","['15', '  ']","['8', '  ']","['*', 'i ']","['4', '  ']","['3', '  ']"
12320,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['157', '  ']","['5', '  ']","['2', '  ']","['*', 'i ']","['2', '  ']","['1', '  ']"
12320,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['1,536', '  ']","['122', '  ']","['77', '  ']","['8', '  ']","['32', '  ']","['13', '  ']"
12320,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['1,173', '  ']","['102', '  ']","['67', '  ']","['8', '  ']","['25', '  ']","['11', '  ']"
12320,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['363', '  ']","['19', '  ']","['10', '  ']","['*', '  ']","['7', '  ']","['3', '  ']"
12320,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['17,991', '  ']","['1,660', '  ']","['1,116', '  ']","['71', 'i ']","['424', '  ']","['120', '  ']"
12320,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['242', 'i ']","['10', 'i ']","['4', 'i ']","['*', 'i ']","['4', 'i ']","['2', 'i ']"
12320,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['344', '  ']","['5', '  ']","['3', '  ']","['*', 'i ']","['1', '  ']","['1', '  ']"
12320,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['641', 'i ']","['22', 'i ']","['9', 'i ']","['*', 'i ']","['8', 'i ']","['5', 'i ']"
12320,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['D', '  ']","['D', '&nbsp;']","['93', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']","['5', 'i ']"
12320,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['1,462', '  ']","['19', 'i ']","['12', 'i ']","['*', 'i ']","['5', '  ']","['2', 'i ']"
12320,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['3,531', '  ']","['781', '  ']","['579', '  ']","['36', 'i ']","['152', '  ']","['50', '  ']"
12320,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['826', '  ']","['258', '  ']","['197', '  ']","['12', 'i ']","['44', '  ']","['18', '  ']"
12320,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['5', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
12320,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['821', '  ']","['258', '  ']","['196', '  ']","['12', 'i ']","['43', '  ']","['18', '  ']"
12320,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['573', '  ']","['13', '  ']","['8', '  ']","['*', 'i ']","['3', '  ']","['1', 'i ']"
12320,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['1,460', '  ']","['302', '  ']","['213', '  ']","['6', 'i ']","['64', '  ']","['26', '  ']"
12320,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['673', '  ']","['208', '  ']","['162', '  ']","['18', '  ']","['41', '  ']","['5', '  ']"
12320,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['1,792', '  ']","['88', 'i ']","['56', 'i ']","['3', 'i ']","['28', '  ']","['4', '  ']"
12320,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['213', '  ']","['6', '  ']","['5', 'i ']","['*', '  ']","['1', '  ']","['*', '  ']"
12320,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['1', 'i ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['*', 'i ']"
12320,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['212', '  ']","['6', '  ']","['5', 'i ']","['*', '  ']","['1', '  ']","['*', '  ']"
12320,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['2,696', '  ']","['549', '  ']","['327', '  ']","['29', '  ']","['177', 'i ']","['46', '  ']"
12320,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['418', '  ']","['70', '  ']","['47', '  ']","['2', '  ']","['18', '  ']","['5', '  ']"
12320,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['1,118', '  ']","['164', '  ']","['118', '  ']","['8', 'i ']","['33', '  ']","['13', '  ']"
12320,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['659', '  ']","['259', '  ']","['133', '  ']","['16', '  ']","['101', 'i ']","['25', 'i ']"
12320,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['4', '  ']","['2', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
12320,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['170', '  ']","['74', 'i ']","['32', '  ']","['5', '  ']","['40', 'i ']","['1', '  ']"
12320,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['471', '  ']","['173', '  ']","['97', '  ']","['11', '  ']","['60', 'i ']","['16', 'i ']"
12320,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['14', '  ']","['10', '  ']","['2', '  ']","['*', '  ']","['1', '  ']","['8', '  ']"
12320,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['501', '  ']","['57', '  ']","['29', '  ']","['3', 'i ']","['25', '  ']","['3', '  ']"
12320,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['415', '  ']","['11', '  ']","['4', '  ']","['1', 'i ']","['4', '  ']","['3', '  ']"
12320,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['D', '  ']","['D', '  ']","['23', '  ']","['D', '&nbsp;']","['D', '  ']","['3', 'i ']"
12320,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['36,453', '  ']","['3,186', '  ']","['2,199', '  ']","['184', '  ']","['701', '  ']","['287', '  ']"
12320,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12320,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['100', '  ']","['37', '  ']","['25', '  ']","['4', '  ']","['10', '  ']","['3', '  ']"
12320,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['311', '  ']","['98', '  ']","['60', '  ']","['10', '  ']","['30', '  ']","['9', '  ']"
12320,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12320,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['438', '  ']","['101', '  ']","['57', '  ']","['7', '  ']","['33', '  ']","['11', '  ']"
12320,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['1,004', '  ']","['164', '  ']","['102', '  ']","['11', '  ']","['47', '  ']","['15', '  ']"
12320,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12320,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['1,144', '  ']","['160', '  ']","['102', '  ']","['10', '  ']","['41', '  ']","['16', '  ']"
12320,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['1,428', '  ']","['175', '  ']","['111', '  ']","['9', '  ']","['43', '  ']","['21', '  ']"
12320,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['5,238', '  ']","['552', '  ']","['363', '  ']","['30', 'i ']","['138', '  ']","['52', '  ']"
12320,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['3,638', '  ']","['277', '  ']","['205', '  ']","['18', '  ']","['46', '  ']","['25', '  ']"
12320,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['5,896', '  ']","['565', '  ']","['362', '  ']","['33', 'i ']","['158', 'i ']","['46', 'i ']"
12320,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['17,256', '  ']","['1,057', '  ']","['812', '  ']","['53', 'i ']","['155', '  ']","['90', '  ']"
