table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_level_4,_b_field_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3122,r001,All R&D fields,All R&D fields,,,,1,61286610,65274393,65729007,67013138,67199090,68549882,71736098,75133630,79014076,83496348
3122,r002,All R&D fields -> Science,All R&D fields,Science,,,2,49061829,51955427,51914870,52620458,52789252,53864694,56238891,58925269,62010922,65418917
3122,r003,All R&D fields -> Science -> Computer and information sciences,All R&D fields,Science,Computer and information sciences,,3,1638047,1742486,1822321,2068499,1929304,1963497,2079421,2192801,2399150,2639334
3122,r004,"All R&D fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All R&D fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,3,2991741,3153174,3173011,3195423,3227971,3247416,3083705,3148239,3160061,3185089
3122,r005,"All R&D fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric science and meteorology",All R&D fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,4,429354,481275,476729,493460,501638,573932,626670,623494,608069,590387
3122,r006,"All R&D fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All R&D fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,4,1083969,1142630,1168945,1163744,1159360,1113619,998039,1084119,1131945,1120621
3122,r007,"All R&D fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean sciences and marine sciences",All R&D fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean sciences and marine sciences,4,1021857,1049630,1025472,1051418,1071412,1050173,1097963,1098636,1061406,1100653
3122,r008,"All R&D fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All R&D fields,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",4,456561,479639,501865,486801,495561,509692,361033,341990,358641,373428
3122,r009,All R&D fields -> Science -> Life sciences,All R&D fields,Science,Life sciences,,3,34984249,37337522,37200171,37565222,37958077,38772701,40853687,43093254,45603136,48230138
3122,r010,All R&D fields -> Science -> Life sciences -> Agricultural sciences,All R&D fields,Science,Life sciences,Agricultural sciences,4,3011150,3116840,3300098,3352448,3390017,3480029,3290797,3275225,3311482,3428585
3122,r011,All R&D fields -> Science -> Life sciences -> Biological and biomedical sciences,All R&D fields,Science,Life sciences,Biological and biomedical sciences,4,10946456,11855468,11611632,11681264,11706321,11704519,13028867,13723718,14512898,15386607
3122,r012,All R&D fields -> Science -> Life sciences -> Health sciences,All R&D fields,Science,Life sciences,Health sciences,4,19268085,20398377,20330413,20454258,20711020,21300672,22379901,23985796,25773804,27274318
3122,r013,All R&D fields -> Science -> Life sciences -> Natural resources and conservation<sup>a</sup>,All R&D fields,Science,Life sciences,Natural resources and conservation<sup>a</sup>,4,na,na,na,na,na,na,690737,689592,776070,837959
3122,r014,All R&D fields -> Science -> Life sciences -> Life sciences nec,All R&D fields,Science,Life sciences,Life sciences nec,4,1758558,1966837,1958028,2077252,2150719,2287481,1463385,1418923,1228882,1302669
3122,r015,All R&D fields -> Science -> Mathematics and statistics,All R&D fields,Science,Mathematics and statistics,,3,592200,640471,674461,670801,657924,640924,679395,700329,750544,769722
3122,r016,All R&D fields -> Science -> Physical sciences,All R&D fields,Science,Physical sciences,,3,4621772,4768816,4710125,4646754,4616402,4659223,4884219,5046870,5229222,5551281
3122,r017,All R&D fields -> Science -> Physical sciences -> Astronomy and astrophysics,All R&D fields,Science,Physical sciences,Astronomy and astrophysics,4,573229,583847,706544,558781,567098,626641,621765,648867,668257,735031
3122,r018,All R&D fields -> Science -> Physical sciences -> Chemistry,All R&D fields,Science,Physical sciences,Chemistry,4,1748465,1783604,1748904,1703881,1724094,1757380,1773360,1791590,1866450,1965627
3122,r019,All R&D fields -> Science -> Physical sciences -> Materials science<sup>a</sup>,All R&D fields,Science,Physical sciences,Materials science<sup>a</sup>,4,na,na,na,na,na,na,172271,227957,254587,259327
3122,r020,All R&D fields -> Science -> Physical sciences -> Physics,All R&D fields,Science,Physical sciences,Physics,4,1998732,2108340,1985954,2097094,2056344,2047759,2116800,2152132,2203113,2324419
3122,r021,All R&D fields -> Science -> Physical sciences -> Physical sciences nec,All R&D fields,Science,Physical sciences,Physical sciences nec,4,301346,293025,268723,286998,268866,227443,200023,226324,236815,266877
3122,r022,All R&D fields -> Science -> Psychology,All R&D fields,Science,Psychology,,3,1077655,1159180,1179323,1128269,1143421,1183691,1220104,1242314,1255766,1322793
3122,r023,All R&D fields -> Science -> Social sciences,All R&D fields,Science,Social sciences,,3,1999942,2063007,2053656,2173107,2212103,2319134,2363746,2555159,2723373,2805477
3122,r024,All R&D fields -> Science -> Social sciences -> Anthropology<sup>a</sup>,All R&D fields,Science,Social sciences,Anthropology<sup>a</sup>,4,na,na,na,na,na,na,95932,110971,118348,124225
3122,r025,All R&D fields -> Science -> Social sciences -> Economics,All R&D fields,Science,Social sciences,Economics,4,352890,387036,383405,408153,428415,456451,398143,434449,456536,459140
3122,r026,All R&D fields -> Science -> Social sciences -> Political science and government,All R&D fields,Science,Social sciences,Political science and government,4,374903,370694,390074,427522,426713,459309,383991,412312,438284,448174
3122,r027,"All R&D fields -> Science -> Social sciences -> Sociology, demography, and population studies",All R&D fields,Science,Social sciences,"Sociology, demography, and population studies",4,419895,433484,461011,482284,505026,524752,502913,551641,608615,610107
3122,r028,All R&D fields -> Science -> Social sciences -> Social sciences nec,All R&D fields,Science,Social sciences,Social sciences nec,4,852254,871793,819166,855148,851949,878622,982767,1045786,1101590,1163831
3122,r029,All R&D fields -> Science -> Sciences nec,All R&D fields,Science,Sciences nec,,3,1156223,1090771,1101802,1172383,1044050,1078108,1074614,946303,889670,915083
3122,r030,All R&D fields -> Engineering,All R&D fields,Engineering,,,2,9325722,10032590,10284111,10733918,10976774,11070712,11371207,11913699,12366530,13214359
3122,r031,"All R&D fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All R&D fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,635234,667757,662444,689553,662456,734173,882974,990654,1010498,1169928
3122,r032,All R&D fields -> Engineering -> Bioengineering and biomedical engineering,All R&D fields,Engineering,Bioengineering and biomedical engineering,,3,745277,817389,871917,884421,951157,1003932,1084799,1220069,1343010,1450156
3122,r033,All R&D fields -> Engineering -> Chemical engineering,All R&D fields,Engineering,Chemical engineering,,3,821163,913905,903613,910413,907697,915046,885118,935390,932787,977867
3122,r034,All R&D fields -> Engineering -> Civil engineering,All R&D fields,Engineering,Civil engineering,,3,1106759,1208592,1232944,1296972,1256881,1287299,1329741,1302908,1355553,1432381
3122,r035,"All R&D fields -> Engineering -> Electrical, electronic, and communications engineering",All R&D fields,Engineering,"Electrical, electronic, and communications engineering",,3,2050292,2206894,2311665,2408824,2479789,2492434,2512529,2726759,2843764,2938953
3122,r036,All R&D fields -> Engineering -> Industrial and manufacturing engineering<sup>a</sup>,All R&D fields,Engineering,Industrial and manufacturing engineering<sup>a</sup>,,3,na,na,na,na,na,na,236334,351218,515103,557350
3122,r037,All R&D fields -> Engineering -> Mechanical engineering,All R&D fields,Engineering,Mechanical engineering,,3,1458382,1556892,1550151,1647643,1504293,1514673,1435729,1536752,1631356,1705397
