table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020_preliminary_
4016,r001,All agencies,All agencies,,,,,1,77467.8,76538.3,66187.8,67369.9,64927.8,48728.1,49103.5,54837.2,61306.4,65622.2
4016,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
4016,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,216.0,207.2,151.2,198.5,212.7,201.9,202.1,222.0,230.1,214.9
4016,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,2.1,2.1,2.5,2.9,3.4,3.3,3.6,3.6,3.9,3.5
4016,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,113.3,109.0,101.4,112.2,113.2,114.4,117.0,120.1,129.2,141.4
4016,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,29.0,37.4,19.1,20.6,20.7,20.7,20.7,20.7,20.7,20.7
4016,r007,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,71.6,58.6,28.1,58.8,71.6,59.6,56.9,73.5,72.2,45.8
4016,r008,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,0.0,0.0,0.0,4.0,3.8,3.9,4.0,4.2,4.2,3.6
4016,r009,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,126.2,66.3,69.0,97.8,177.4,198.0,310.2,209.9,252.8,251.4
4016,r010,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,34.0,5.2,9.1,2.8,2.7,4.6,25.1,10.2,9.4,20.5
4016,r011,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,43.5,36.7,43.7,62.7,73.6,83.6,120.8,145.6,177.0,149.6
4016,r012,All agencies -> Departments -> Department of Commerce -> U.S. Census Bureau,All agencies,Departments,Department of Commerce,U.S. Census Bureau,,4,48.7,24.4,16.2,32.3,101.1,109.8,164.2,54.1,66.4,81.3
4016,r013,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,68562.2,67141.6,57602.4,58276.1,54822.1,37596.6,37694.6,45320.5,50511.1,53996.4
4016,r014,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,1462.3,1253.4,1103.9,1286.0,1330.7,1397.5,1385.2,1338.2,1577.7,1672.4
4016,r015,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,24826.1,25819.2,22021.9,22636.9,20710.9,5559.1,6386.2,9297.9,12969.9,13457.0
4016,r016,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,8353.3,7886.7,6626.4,5913.8,5373.8,4850.0,5847.2,6892.2,8318.6,8941.9
4016,r017,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,16497.1,16314.4,14123.8,14084.2,14024.6,15083.9,13696.2,13896.8,13750.5,15240.2
4016,r018,"All agencies -> Departments -> Department of Defense -> Operational Test and Evaluation, Director",All agencies,Departments,Department of Defense,"Operational Test and Evaluation, Director",,4,na,na,na,na,na,na,na,na,na,na
4016,r019,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,17423.3,15867.9,13726.5,14355.2,13382.1,10706.1,10379.8,13895.5,13894.4,14684.8
4016,r020,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,133.1,129.7,107.7,113.6,91.6,81.1,87.8,76.3,47.2,50.9
4016,r021,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,2595.7,2590.7,2507.6,2434.2,2749.5,2743.3,2723.9,2324.1,3006.7,3454.3
4016,r022,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,47.1,46.4,90.2,110.9,102.7,127.2,123.2,80.0,202.5,212.5
4016,r023,All agencies -> Departments -> Department of Energy -> Bonneville Power Administration,All agencies,Departments,Department of Energy,Bonneville Power Administration,,4,7.9,9.2,1.9,8.7,8.8,8.8,4.8,0.0,0.0,0.0
4016,r024,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,27.0,37.3,29.5,38.4,34.1,43.1,52.6,51.7,50.8,70.6
4016,r025,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,395.7,544.9,388.2,326.3,606.6,711.2,588.0,401.4,425.5,1020.3
4016,r026,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,45.2,31.2,6.1,11.4,16.8,19.9,21.1,25.4,17.5,7.8
4016,r027,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,225.8,201.7,188.3,263.9,325.2,377.4,374.8,0.0,0.0,0.0
4016,r028,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,1785.9,1695.2,1776.1,1646.6,1566.5,1358.4,1356.6,1412.7,2070.5,1948.8
