table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2019,field_2020_preliminary_
3924,r001,All fields,All fields,,,1,31637052.5,33578471.6
3924,r002,All fields -> Computer sciences and mathematics,All fields,Computer sciences and mathematics,,2,1630520.6,1693423.7
3924,r003,All fields -> Computer sciences and mathematics -> Computer sciences,All fields,Computer sciences and mathematics,Computer sciences,3,1213364.0,NA
3924,r004,All fields -> Computer sciences and mathematics -> Mathematics,All fields,Computer sciences and mathematics,Mathematics,3,348429.3,NA
3924,r005,All fields -> Computer sciences and mathematics -> Other computer sciences and mathematics,All fields,Computer sciences and mathematics,Other computer sciences and mathematics,3,68727.3,NA
3924,r006,All fields -> Engineering,All fields,Engineering,,2,3014313.7,3245369.3
3924,r007,All fields -> Engineering -> Aeronautical engineering,All fields,Engineering,Aeronautical engineering,3,136418.7,NA
3924,r008,All fields -> Engineering -> Astronautical engineering,All fields,Engineering,Astronautical engineering,3,16063.8,NA
3924,r009,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,87583.0,NA
3924,r010,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,9524.5,NA
3924,r011,All fields -> Engineering -> Electrical engineering,All fields,Engineering,Electrical engineering,3,209891.9,NA
3924,r012,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,107575.6,NA
3924,r013,All fields -> Engineering -> Metallurgy and materials engineering,All fields,Engineering,Metallurgy and materials engineering,3,363432.7,NA
3924,r014,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,2083823.4,NA
3924,r015,All fields -> Environmental sciences,All fields,Environmental sciences,,2,1330355.6,1355897.9
3924,r016,All fields -> Environmental sciences -> Atmospheric sciences,All fields,Environmental sciences,Atmospheric sciences,3,151831.0,NA
3924,r017,All fields -> Environmental sciences -> Geological sciences,All fields,Environmental sciences,Geological sciences,3,156827.3,NA
3924,r018,All fields -> Environmental sciences -> Oceanography,All fields,Environmental sciences,Oceanography,3,425152.5,NA
3924,r019,All fields -> Environmental sciences -> Other environmental sciences,All fields,Environmental sciences,Other environmental sciences,3,596544.8,NA
3924,r020,All fields -> Life sciences,All fields,Life sciences,,2,20025580.1,21309231.4
3924,r021,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,421659.6,NA
3924,r022,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,10700183.4,NA
3924,r023,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,334826.9,NA
3924,r024,All fields -> Life sciences -> Medical sciences,All fields,Life sciences,Medical sciences,3,6518794.8,NA
3924,r025,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,2050115.4,NA
3924,r026,All fields -> Physical sciences,All fields,Physical sciences,,2,2198843.0,2309536.1
3924,r027,All fields -> Physical sciences -> Astronomy,All fields,Physical sciences,Astronomy,3,209738.8,NA
3924,r028,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,521424.8,NA
3924,r029,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,852739.6,NA
3924,r030,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,614939.7,NA
3924,r031,All fields -> Psychology,All fields,Psychology,,2,1613264.7,1725393.7
3924,r032,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,15011.4,NA
3924,r033,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,12825.9,NA
3924,r034,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,1585427.4,NA
3924,r035,All fields -> Social sciences,All fields,Social sciences,,2,377091.2,406531.9
3924,r036,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,19765.8,NA
3924,r037,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,83407.6,NA
3924,r038,All fields -> Social sciences -> Political science,All fields,Social sciences,Political science,3,10281.0,NA
3924,r039,All fields -> Social sciences -> Sociology,All fields,Social sciences,Sociology,3,31205.3,NA
3924,r040,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,232431.6,NA
3924,r041,All fields -> Other sciences nec,All fields,Other sciences nec,,2,1447083.6,1533087.5
