table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_doe,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
4353,r001,All institutions,All institutions,,1,-,38084768.1,424013.6,4679372.0,1369567.0,176914.7,9416.9,22637592.7,1077685.0,6057633.1,1243381.7,409191.3
4353,r002,All institutions -> Johns Hopkins U.,All institutions,Johns Hopkins U.,2,1,1892204.4,927.4,932012.7,9532.8,2740.5,600.0,755500.6,153671.1,36423.5,74.5,721.3
4353,r003,All institutions -> U. Washington,All institutions,U. Washington,2,2,899369.4,19024.9,80246.1,23196.5,2654.9,0.0,647300.0,15578.3,97926.5,2937.7,10504.6
4353,r004,All institutions -> U. Michigan,All institutions,U. Michigan,2,3,787253.0,9150.7,39628.9,30329.6,1310.7,0.0,578413.1,10960.8,103921.8,1560.5,11977.0
4353,r005,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,4,717661.9,0.0,29530.8,0.0,475.7,0.0,677974.7,0.0,9680.7,0.0,0.0
4353,r006,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,5,708741.1,2341.3,87988.2,23597.0,212.0,0.0,462604.7,9774.3,118748.0,3450.0,25.6
4353,r007,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,6,687042.9,2893.5,36625.1,13163.9,256.9,317.1,529534.9,16659.0,87309.1,0.0,283.4
4353,r008,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,7,657773.3,0.0,30238.9,6423.9,1472.2,0.0,560526.4,4065.0,53777.9,256.2,1012.9
4353,r009,All institutions -> Duke U.,All institutions,Duke U.,2,8,643834.6,1310.4,34069.6,11995.8,1013.9,0.0,554187.9,2154.0,38857.7,245.2,0.0
4353,r010,All institutions -> Stanford U.,All institutions,Stanford U.,2,9,633211.0,290.1,44750.8,22909.2,0.0,0.0,501838.6,12554.3,50493.5,0.0,374.6
4353,r011,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,10,630138.4,5792.7,481502.8,16547.5,0.0,0.0,33173.3,11636.3,79483.9,50.0,1951.8
4353,r012,All institutions -> U. Pittsburgh,All institutions,U. Pittsburgh,2,11,617451.8,0.0,29583.8,4011.2,101.7,0.0,549888.6,1000.8,32709.4,0.0,156.2
4353,r013,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,12,586017.7,0.0,14407.8,5648.1,5890.5,0.0,507613.9,2004.5,43932.7,120.0,6400.2
4353,r014,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,13,572994.0,278.0,33695.1,28720.1,1201.4,0.0,437782.1,13784.8,57175.9,0.0,356.5
4353,r015,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,14,564535.4,0.0,26741.6,3306.1,0.0,0.0,510461.3,5710.7,17851.9,463.9,0.0
4353,r016,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,15,550289.3,56123.8,36390.9,14589.8,894.0,0.0,289692.4,53859.7,96059.5,1739.4,939.6
4353,r017,All institutions -> Pennsylvania State U.,All institutions,Pennsylvania State U.,2,16,548041.0,2791.7,267561.6,12070.9,2197.9,0.0,128692.3,13672.4,74963.3,34509.0,11581.8
4353,r018,All institutions -> Yale U.,All institutions,Yale U.,2,17,547735.6,0.0,27268.8,9961.3,982.1,440.2,473463.1,3098.9,32148.9,0.0,372.4
4353,r019,All institutions -> Harvard U.,All institutions,Harvard U.,2,18,506538.8,122.2,44642.3,11324.9,2389.5,2031.2,394927.7,4496.9,46360.9,185.0,58.3
4353,r020,"All institutions -> Northwestern U., Evanston",All institutions,"Northwestern U., Evanston",2,19,494348.2,5050.0,30534.1,13729.4,1085.1,0.0,382796.8,3823.5,57329.4,0.0,0.0
4353,r021,All institutions -> U. Minnesota,All institutions,U. Minnesota,2,20,467132.2,1741.0,23407.4,17600.3,5107.3,0.0,300274.3,4167.2,70737.9,43170.3,926.4
4353,r022,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,21,463044.3,0.0,19693.0,48556.6,2973.3,0.0,296352.6,0.0,90498.0,2716.7,2254.1
4353,r023,"All institutions -> Cornell U., Ithaca",All institutions,"Cornell U., Ithaca",2,22,451339.2,137.4,28954.2,16034.7,0.0,0.0,262625.8,4738.3,87143.9,42083.5,9621.4
4353,r024,All institutions -> Vanderbilt U.,All institutions,Vanderbilt U.,2,23,450760.4,75.0,21812.8,8365.6,2865.7,850.0,383251.1,765.2,29714.7,2560.3,500.0
4353,r025,All institutions -> New York U.,All institutions,New York U.,2,24,446777.6,955.5,10438.4,4950.7,3416.5,0.0,369588.0,660.1,50918.9,2795.9,3053.6
4353,r026,All institutions -> U. Southern California,All institutions,U. Southern California,2,25,424202.8,1848.8,83672.7,3557.4,1800.4,0.0,274869.8,2069.1,47784.3,0.0,8600.5
