table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_sciences_and_mathematics,field_engineering,field_environmental_sciences,field_life_sciences,field_physical_sciences,field_psychology,field_social_sciences,field_other_sciences_nec
6353,r001,All agencies,All agencies,,,,,1,85304757.4,5912385.2,13222044.8,5039457.8,42524844.3,8419870.0,3275830.0,1137411.4,5772913.8
6353,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,
6353,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,2388398.9,7353.4,117701.9,17878.8,1992333.7,100224.6,0.05,152906.5,0.0
6353,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,3476.3,0.0,0.0,0.0,3476.3,0.0,0.0,0.0,0.0
6353,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1281175.9,1665.5,11530.6,5637.2,1177016.3,82251.5,0.0,3074.8,0.0
6353,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,19082.1,0.0,0.0,0.0,19082.1,0.0,0.0,0.0,0.0
6353,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,81718.0,0.0,0.0,0.0,0.0,0.0,0.0,81718.0,0.0
6353,r008,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,257285.3,689.6,8621.2,7144.3,200758.7,4779.7,0.05,35291.9,0.0
6353,r009,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,4998.3,4998.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6353,r010,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,737863.1,0.0,97550.2,5097.4,589200.3,13193.4,0.0,32821.8,0.0
6353,r011,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,2800.0,0.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0
6353,r012,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1360814.5,171181.1,264582.4,484136.8,89999.5,263059.8,311.6,46690.2,40853.2
6353,r013,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,717423.6,159217.4,247572.4,8966.7,35938.4,238872.8,140.1,482.4,26233.5
6353,r014,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,597771.6,5582.0,9318.0,475170.1,54061.1,24187.0,0.0,14833.8,14619.7
6353,r015,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,7692.0,0.0,7692.0,0.0,0.0,0.0,0.0,0.0,0.0
6353,r016,All agencies -> Departments -> Department of Commerce -> U.S. Census Bureau,All agencies,Departments,Department of Commerce,U.S. Census Bureau,,4,37927.3,6381.7,0.0,0.0,0.0,0.0,171.5,31374.1,0.0
