table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023_preliminary_
10879,r001,All agencies,All agencies,,,,,1,67370,64928,48728,49103,54837,61306,82098,103718,96615,86967
10879,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10879,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,198,213,202,202,222,230,255,237,275,266
10879,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,3,3,3,4,4,4,3,7,0,0
10879,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,112,113,114,117,120,129,142,151,165,186
10879,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,21,21,21,21,21,21,21,21,21,23
10879,r007,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,59,72,60,57,74,72,85,53,84,53
10879,r008,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,4,4,4,4,4,4,4,4,5,5
10879,r009,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,NA,NA,NA,NA,NA,NA,NA,1,0.05,0
10879,r010,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,98,177,198,310,210,253,261,307,321,739
10879,r011,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,32,101,110,164,54,66,73,53,51,90
10879,r012,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,3,3,5,25,10,9,17,101,82,448
