table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_dhs,field_doc,field_dod,field_doe,field_doi,field_dot,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
10411,r029,"All HHE institutions -> CUNY, City C.",All HHE institutions,"CUNY, City C.",2,28,21758,0,0,787,0,0,0,0,0,9547,0,11423,0,0
10411,r030,"All HHE institutions -> U. Texas Rio Grande Valley, The<sup>b</sup>",All HHE institutions,"U. Texas Rio Grande Valley, The<sup>b</sup>",2,29,19606,0,127,759,540,0,0,0,0,8372,0,9808,0,0
10411,r031,"All HHE institutions -> CUNY, Hunter C.",All HHE institutions,"CUNY, Hunter C.",2,30,18149,0,0,0,0,0,0,0,0,14004,0,4146,0,0
10411,r032,"All HHE institutions -> U. Nevada, Las Vegas<sup>b</sup>",All HHE institutions,"U. Nevada, Las Vegas<sup>b</sup>",2,31,17817,0,0,0,0,385,1401,0,0,5870,1375,8586,200,0
10411,r033,"All HHE institutions -> U. North Texas, Denton<sup>b</sup>",All HHE institutions,"U. North Texas, Denton<sup>b</sup>",2,32,17779,0,0,3834,1681,0,0,296,0,1558,401,8448,1562,0
10411,r034,"All HHE institutions -> Rutgers, The State U. New Jersey<sup>b</sup>",All HHE institutions,"Rutgers, The State U. New Jersey<sup>b</sup>",2,33,15047,0,0,0,0,0,0,0,0,8775,0,6108,0,163
10411,r035,All HHE institutions -> New Mexico Institute of Mining and Technology,All HHE institutions,New Mexico Institute of Mining and Technology,2,34,14893,0,0,1239,7016,796,0,0,0,1023,714,4104,0,0
10411,r036,"All HHE institutions -> California State U., Northridge<sup>b</sup>",All HHE institutions,"California State U., Northridge<sup>b</sup>",2,35,14725,0,0,1129,0,0,0,0,0,6841,0,6754,0,0
10411,r037,All HHE institutions -> Nova Southeastern U.<sup>b</sup>,All HHE institutions,Nova Southeastern U.<sup>b</sup>,2,36,12376,0,738,5636,0,927,0,0,0,4589,0,399,87,0
10411,r038,All HHE institutions -> Texas State U.,All HHE institutions,Texas State U.,2,37,11682,0,128,906,598,400,0,561,0,930,342,5331,1637,848
10411,r039,All HHE institutions -> Embry-Riddle Aeronautical U.,All HHE institutions,Embry-Riddle Aeronautical U.,2,38,11607,0,2,5812,0,0,0,0,0,395,1558,3840,0,0
10411,r040,"All HHE institutions -> U. Puerto Rico, Mayaguez<sup>b</sup>",All HHE institutions,"U. Puerto Rico, Mayaguez<sup>b</sup>",2,39,11401,0,600,319,250,0,0,0,0,1127,224,8876,5,0
10411,r041,All HHE institutions -> San Francisco State U.,All HHE institutions,San Francisco State U.,2,40,11361,0,0,538,531,0,0,0,0,6681,258,3353,0,0
10411,r042,"All HHE institutions -> California State U., Long Beach<sup>b</sup>",All HHE institutions,"California State U., Long Beach<sup>b</sup>",2,41,11133,0,0,543,0,0,0,0,0,5919,0,4670,0,0
10411,r043,All HHE institutions -> Loma Linda U.,All HHE institutions,Loma Linda U.,2,42,9824,0,0,0,0,0,0,0,0,9824,0,0,0,0
10411,r044,All HHE institutions -> Texas A&M U.-Corpus Christi,All HHE institutions,Texas A&M U.-Corpus Christi,2,43,9461,0,1642,0.05,0,0,0,0,0,1501,202,5445,670,0
10411,r045,"All HHE institutions -> Colorado State U., Pueblo",All HHE institutions,"Colorado State U., Pueblo",2,44,8936,0,0,1416,6820,0,0,0,0,0,0,699,0,0
10411,r046,All HHE institutions -> Charles R. Drew U. Medicine and Science,All HHE institutions,Charles R. Drew U. Medicine and Science,2,45,8641,0,0,0,0,0,0,0,0,8641,0,0,0,0
10411,r047,"All HHE institutions -> California State U., Los Angeles<sup>b</sup>",All HHE institutions,"California State U., Los Angeles<sup>b</sup>",2,46,8035,0,0,0,0,0,0,0,0,3274,342,4419,0,0
10411,r048,"All HHE institutions -> U. Puerto Rico, Rio Piedras",All HHE institutions,"U. Puerto Rico, Rio Piedras",2,47,7817,0,0,0,0,0,0,0,0,3259,0,4558,0,0
10411,r049,All HHE institutions -> Connecticut Board of Regents for Higher Education<sup>b</sup>,All HHE institutions,Connecticut Board of Regents for Higher Education<sup>b</sup>,2,48,7500,0,0,0,0,0,0,0,0,0,0,7500,0,0
10411,r050,All HHE institutions -> Montclair State U.,All HHE institutions,Montclair State U.,2,49,6430,0,0,0,0,0,0,0,0,1675,0,4755,0,0
10411,r051,"All HHE institutions -> California State U., Fullerton<sup>b</sup>",All HHE institutions,"California State U., Fullerton<sup>b</sup>",2,50,6164,0,0,590,0,0,0,0,0,2620,0,2954,0,0
10411,r052,"All HHE institutions -> CUNY, Queens C.",All HHE institutions,"CUNY, Queens C.",2,51,6099,0,0,0,0,0,0,0,0,3636,0,2463,0,0
10411,r053,All HHE institutions -> Texas A&M U.-Kingsville,All HHE institutions,Texas A&M U.-Kingsville,2,52,5609,0,75,0,0,178,0,250,0,1821,0,1610,1675,0
10411,r054,"All HHE institutions -> California State U., East Bay",All HHE institutions,"California State U., East Bay",2,53,5310,0,0,0,718,23,0,0,0,0,57,4512,0,0
10411,r055,"All HHE institutions -> California State U., San Marcos<sup>b</sup>",All HHE institutions,"California State U., San Marcos<sup>b</sup>",2,54,4993,0,0,2548,0,0,0,0,0,2444,0,0,0,0
10411,r056,"All HHE institutions -> CUNY, Lehman C.",All HHE institutions,"CUNY, Lehman C.",2,55,4671,0,0,0,0,0,0,0,0,1255,0,3417,0,0
10411,r057,"All HHE institutions -> California State U., Fresno<sup>b</sup>",All HHE institutions,"California State U., Fresno<sup>b</sup>",2,56,4350,0,0,378,0,0,0,0,0,1487,0,2453,32,0
10411,r058,"All HHE institutions -> CUNY, C. Staten Island<sup>b</sup>",All HHE institutions,"CUNY, C. Staten Island<sup>b</sup>",2,57,4178,0,0,0,0,0,0,0,0,2017,0,2161,0,0
