table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_paid_for_by_others_and_performed_by_the_company,field_depreciation,field_capital_expenditures_related_to_r_da,field_adjusted_domestic_r_d_paid_for_by_the_company_and_others,field_change_amount,field_change_percent
8788,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['187', '  ']","['6', '  ']","['0', '&nbsp;']","['182', '&nbsp;']","['-6', '&nbsp;']","['-2.9', '&nbsp;']"
8788,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['209', '  ']","['8', '  ']","['0', '&nbsp;']","['201', '&nbsp;']","['-8', '&nbsp;']","['-4.0', '&nbsp;']"
8788,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['181', '  ']","['16', '  ']","['0', '&nbsp;']","['165', '&nbsp;']","['-16', '&nbsp;']","['-9.1', '&nbsp;']"
8788,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['18,663', 'i ']","['196', '  ']","['0', '&nbsp;']","['18,467', 'i']","['-196', '&nbsp;']","['-1.1', '&nbsp;']"
8788,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['2,745', '  ']","['100', '  ']","['0', '&nbsp;']","['2,644', '&nbsp;']","['-100', '&nbsp;']","['-3.6', '&nbsp;']"
8788,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['14,480', 'i ']","['36 - 97', '  ']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8788,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['13,103', 'i ']","['34 - 97', '  ']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8788,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['1,377', '  ']","['0 - 3', '  ']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8788,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['5', '  ']","['0 - 1', '  ']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8788,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,433', '  ']","['0 - 59', 'i ']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8788,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['3', '  ']","['*', '  ']","['0', '&nbsp;']","['3', '&nbsp;']","['*', '&nbsp;']","['-3.9', '&nbsp;']"
8788,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['285', '  ']","['2 - 9', '  ']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8788,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['240', '  ']","['3', '  ']","['0', '&nbsp;']","['238', '&nbsp;']","['-3', '&nbsp;']","['-1.2', '&nbsp;']"
8788,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['44', '  ']","['0 - 7', '  ']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8788,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['19,993', '  ']","['522', '  ']","['0', '&nbsp;']","['19,470', '&nbsp;']","['-522', '&nbsp;']","['-2.6', '&nbsp;']"
8788,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['309', '  ']","['7', '  ']","['0', '&nbsp;']","['302', '&nbsp;']","['-7', '&nbsp;']","['-2.1', '&nbsp;']"
8788,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['36', 'i ']","['0', '  ']","['0', '&nbsp;']","['36', 'i']","['0', '&nbsp;']","['0.0', '&nbsp;']"
8788,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['31', '  ']","['*', '  ']","['0', '&nbsp;']","['31', '&nbsp;']","['*', '&nbsp;']","['-0.3', '&nbsp;']"
8788,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['0', '  ']","['0', '  ']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0.0', '&nbsp;']"
8788,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['31', '  ']","['*', '  ']","['0', '&nbsp;']","['31', '&nbsp;']","['*', '&nbsp;']","['-1.5', '&nbsp;']"
8788,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['1,354', '  ']","['14', '  ']","['0', '&nbsp;']","['1,340', '&nbsp;']","['-14', '&nbsp;']","['-1.0', '&nbsp;']"
8788,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['1,062', '  ']","['8', '  ']","['0', '&nbsp;']","['1,055', '&nbsp;']","['-8', '&nbsp;']","['-0.7', '&nbsp;']"
8788,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['0', '  ']","['0', '  ']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0.0', '&nbsp;']"
8788,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['1,062', '  ']","['8', '  ']","['0', '&nbsp;']","['1,055', '&nbsp;']","['-8', '&nbsp;']","['-0.7', '&nbsp;']"
8788,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['40 - 163', '  ']","['1', '  ']","['0', '&nbsp;']","['D', '&nbsp;']","['-1', '&nbsp;']","['D', '&nbsp;']"
8788,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['119', '  ']","['*', '  ']","['0', '&nbsp;']","['119', '&nbsp;']","['*', '&nbsp;']","['-0.2', '&nbsp;']"
8788,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['11 - 134', '  ']","['5', '  ']","['0', '&nbsp;']","['D', '&nbsp;']","['-5', '&nbsp;']","['D', '&nbsp;']"
8788,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['51', '  ']","['0', '  ']","['0', '&nbsp;']","['51', '&nbsp;']","['0', '&nbsp;']","['0.0', '&nbsp;']"
8788,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['10', '  ']","['0', '  ']","['0', '&nbsp;']","['10', '&nbsp;']","['0', '&nbsp;']","['0.0', '&nbsp;']"
8788,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0', '  ']","['0', '  ']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0.0', '&nbsp;']"
8788,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['10', '  ']","['0', '  ']","['0', '&nbsp;']","['10', '&nbsp;']","['0', '&nbsp;']","['0.0', '&nbsp;']"
8788,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['17,951', '  ']","['499', '  ']","['0', '&nbsp;']","['17,452', '&nbsp;']","['-499', '&nbsp;']","['-2.8', '&nbsp;']"
8788,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['1,147', '  ']","['9', '  ']","['0', '&nbsp;']","['1,139', '&nbsp;']","['-9', '&nbsp;']","['-0.8', '&nbsp;']"
8788,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['1,658', '  ']","['9', 'i ']","['0', '&nbsp;']","['1,649', '&nbsp;']","['-9', 'i']","['-0.5', '&nbsp;']"
8788,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['14,504', '  ']","['473', '  ']","['0', '&nbsp;']","['14,031', '&nbsp;']","['-473', '&nbsp;']","['-3.3', '&nbsp;']"
8788,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['3,653', '  ']","['129', '  ']","['0', '&nbsp;']","['3,524', '&nbsp;']","['-129', '&nbsp;']","['-3.5', '&nbsp;']"
8788,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['9,978', '  ']","['333', '  ']","['0', '&nbsp;']","['9,645', '&nbsp;']","['-333', '&nbsp;']","['-3.3', '&nbsp;']"
8788,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['873', '  ']","['12', '  ']","['0', '&nbsp;']","['861', '&nbsp;']","['-12', '&nbsp;']","['-1.3', '&nbsp;']"
8788,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['641', '  ']","['8', '  ']","['0', '&nbsp;']","['634', '&nbsp;']","['-8', '&nbsp;']","['-1.2', '&nbsp;']"
8788,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['144', '  ']","['1', 'i ']","['0', '&nbsp;']","['143', 'i']","['-1', 'i']","['-0.8', '&nbsp;']"
8788,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['76', '  ']","['1', '  ']","['0', '&nbsp;']","['75', '&nbsp;']","['-1', '&nbsp;']","['-1.9', '&nbsp;']"
8788,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['61,065', '  ']","['1,578', '  ']","['0', '&nbsp;']","['59,487', '&nbsp;']","['-1,578', '&nbsp;']","['-2.6', '&nbsp;']"
8788,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8788,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['909', '  ']","['9', '  ']","['0', '&nbsp;']","['900', '&nbsp;']","['-9', '&nbsp;']","['-1.0', '&nbsp;']"
8788,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['1,842', '  ']","['40', '  ']","['0', '&nbsp;']","['1,802', '&nbsp;']","['-40', '&nbsp;']","['-2.2', '&nbsp;']"
8788,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8788,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['2,071', '  ']","['48', '  ']","['0', '&nbsp;']","['2,023', '&nbsp;']","['-48', '&nbsp;']","['-2.3', '&nbsp;']"
8788,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['3,703', '  ']","['67', '  ']","['0', '&nbsp;']","['3,636', '&nbsp;']","['-67', '&nbsp;']","['-1.8', '&nbsp;']"
8788,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8788,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['2,331', '  ']","['52', '  ']","['0', '&nbsp;']","['2,279', '&nbsp;']","['-52', '&nbsp;']","['-2.2', '&nbsp;']"
8788,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['1,576', '  ']","['56', '  ']","['0', '&nbsp;']","['1,519', '&nbsp;']","['-56', '&nbsp;']","['-3.6', '&nbsp;']"
8788,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['12,771', '  ']","['527', '  ']","['0', '&nbsp;']","['12,244', '&nbsp;']","['-527', '&nbsp;']","['-4.1', '&nbsp;']"
8788,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['7,497', '  ']","['264', '  ']","['0', '&nbsp;']","['7,233', '&nbsp;']","['-264', '&nbsp;']","['-3.5', '&nbsp;']"
8788,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['10,070', '  ']","['274', 'i ']","['0', '&nbsp;']","['9,796', '&nbsp;']","['-274', 'i']","['-2.7', '&nbsp;']"
8788,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['18,295', 'i ']","['240', '  ']","['0', '&nbsp;']","['18,055', 'i']","['-240', '&nbsp;']","['-1.3', '&nbsp;']"
