table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_10_19a,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_999,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
12294,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['83,489', '  ']","['1,269', '  ']","['1,907', '  ']","['1,990', '  ']","['3,003', '  ']","['3,080', '  ']","['2,795', '  ']","['9,890', '  ']","['4,692', '  ']","['25,072', 'i ']","['29,792', '  ']"
12294,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['45,461', '  ']","['299', '  ']","['499', '  ']","['687', '  ']","['1,033', '  ']","['1,694', '  ']","['1,248', '  ']","['7,079', '  ']","['2,877', '  ']","['7,979', '  ']","['22,065', '  ']"
12294,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['D', '  ']","['0', '  ']","['D', '  ']","['6', '  ']","['D', '  ']","['7', 'r ']","['7', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['2', '  ']"
12294,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['107', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['88', '  ']","['0', '  ']","['19', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12294,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['D', '  ']","['D', '&nbsp;']","['0', '  ']","['D', '  ']","['4', '  ']","['1', '  ']","['0', '  ']","['4', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12294,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['5', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['5', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']"
12294,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12294,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['1', '  ']","['0', '  ']","['*', 'r ']","['*', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12294,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['4', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['1', '  ']","['3', '  ']","['0', '  ']"
12294,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['12,210', '  ']","['D', '  ']","['167', '  ']","['251', '  ']","['317', '  ']","['698', '  ']","['392', '  ']","['4,904', '  ']","['D', '  ']","['4,678', '  ']","['342', '  ']"
12294,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['D', '  ']","['*', '  ']","['D', '  ']","['D', '  ']","['19', '  ']","['10', '  ']","['9', '  ']","['D', '  ']","['0', '  ']","['39', '  ']","['0', '  ']"
12294,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['80', 'i ']","['3', '  ']","['D', '  ']","['D', '  ']","['*', '  ']","['D', '  ']","['1', '  ']","['D', '&nbsp;']","['0', '  ']","['0', '  ']","['D', '  ']"
12294,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['D', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12294,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['11,353', '  ']","['D', '  ']","['154', '  ']","['239', '  ']","['278', '  ']","['663', '  ']","['378', '  ']","['4,427', '  ']","['D', '  ']","['4,416', '  ']","['D', '  ']"
12294,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['D', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['D', '  ']","['2', '  ']","['4', '  ']","['0', '  ']","['0', '  ']","['210', '  ']","['0', '  ']"
12294,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['29', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['12', '  ']","['0', '  ']"
12294,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['219', '  ']","['D', '&nbsp;']","['3', 'r ']","['7', '  ']","['17', '  ']","['6', '  ']","['1', '  ']","['73', '  ']","['0', '  ']","['D', '  ']","['0', '  ']"
