table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020_preliminary_
3984,r001,All fields,All fields,,,1,58064.8,61986.3,59532.6,63191.4,63825.4,67104.6,69871.3,74587.6,81117.8,85262.4
3984,r002,All fields -> Computer sciences and mathematics,All fields,Computer sciences and mathematics,,2,3374.3,3527.5,3427.0,3883.2,3862.7,4222.8,3894.2,4206.9,4330.0,4740.3
3984,r003,All fields -> Computer sciences and mathematics -> Computer sciences,All fields,Computer sciences and mathematics,Computer sciences,3,2191.7,2392.2,2361.5,2612.8,2645.6,2815.4,2734.7,2887.9,2896.8,NA
3984,r004,All fields -> Computer sciences and mathematics -> Mathematics,All fields,Computer sciences and mathematics,Mathematics,3,891.6,925.3,864.0,979.3,1005.9,1160.0,941.7,1055.2,1156.9,NA
3984,r005,All fields -> Computer sciences and mathematics -> Other computer sciences and mathematics,All fields,Computer sciences and mathematics,Other computer sciences and mathematics,3,291.0,210.1,201.4,291.0,211.2,247.3,217.8,263.8,276.3,NA
3984,r006,All fields -> Engineering,All fields,Engineering,,2,10057.2,11403.4,10948.2,11887.5,11983.6,12971.5,13207.4,13758.6,15279.3,16417.4
3984,r007,All fields -> Engineering -> Aeronautical engineering,All fields,Engineering,Aeronautical engineering,3,845.1,1814.9,1842.1,1833.0,1825.1,1836.1,1892.1,1118.0,1199.2,NA
3984,r008,All fields -> Engineering -> Astronautical engineering,All fields,Engineering,Astronautical engineering,3,410.1,690.2,737.3,668.7,660.6,650.7,651.4,795.8,829.7,NA
3984,r009,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,474.5,349.6,419.0,535.4,374.6,373.0,302.3,692.3,454.1,NA
3984,r010,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,617.1,513.6,446.9,445.1,457.6,461.9,605.9,476.3,566.3,NA
3984,r011,All fields -> Engineering -> Electrical engineering,All fields,Engineering,Electrical engineering,3,1235.5,1324.6,1163.2,1240.2,897.3,1062.9,1102.7,1009.8,970.6,NA
3984,r012,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,309.8,372.2,548.6,502.7,323.6,374.2,449.8,498.2,630.1,NA
3984,r013,All fields -> Engineering -> Metallurgy and materials engineering,All fields,Engineering,Metallurgy and materials engineering,3,1621.3,1699.2,1729.3,1768.7,1756.9,1975.4,1941.1,1915.0,1842.8,NA
3984,r014,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,4543.8,4639.1,4061.8,4893.6,5688.0,6237.3,6262.1,7253.1,8786.5,NA
3984,r015,All fields -> Environmental sciences,All fields,Environmental sciences,,2,3207.2,3884.3,4041.0,4365.8,4413.7,4450.4,4469.6,4567.6,5074.7,4778.3
3984,r016,All fields -> Environmental sciences -> Atmospheric sciences,All fields,Environmental sciences,Atmospheric sciences,3,953.9,1469.2,1542.4,1567.5,1567.9,1597.0,1651.3,796.3,824.2,NA
3984,r017,All fields -> Environmental sciences -> Geological sciences,All fields,Environmental sciences,Geological sciences,3,597.8,725.7,626.6,561.0,643.3,562.4,580.3,227.1,239.1,NA
3984,r018,All fields -> Environmental sciences -> Oceanography,All fields,Environmental sciences,Oceanography,3,723.7,813.5,787.6,848.0,726.0,773.0,774.3,777.7,819.2,NA
3984,r019,All fields -> Environmental sciences -> Other environmental sciences,All fields,Environmental sciences,Other environmental sciences,3,931.7,875.8,1084.4,1389.3,1476.5,1518.0,1463.8,2766.4,3192.1,NA
3984,r020,All fields -> Life sciences,All fields,Life sciences,,2,29449.7,31006.2,29662.8,30950.8,30625.1,32045.4,34089.6,36994.4,38303.7,40665.4
3984,r021,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,1085.0,942.7,903.1,1004.2,1320.3,1283.1,1353.4,1325.0,1445.5,NA
3984,r022,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,15178.3,15458.3,14588.1,15310.6,14839.7,15922.6,16555.7,17828.5,18910.4,NA
3984,r023,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,854.9,796.7,782.0,820.6,819.1,788.1,783.4,922.4,924.2,NA
