table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020_preliminary_
3984,r024,All fields -> Life sciences -> Medical sciences,All fields,Life sciences,Medical sciences,3,10202.2,11078.5,10917.4,11285.3,11086.8,11358.6,12648.7,13564.5,13774.8,NA
3984,r025,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,2129.4,2729.9,2472.3,2530.0,2559.2,2693.0,2748.4,3353.9,3248.8,NA
3984,r026,All fields -> Physical sciences,All fields,Physical sciences,,2,5426.6,6407.5,6281.9,6483.1,6510.3,6705.6,6581.5,7881.4,9816.1,9607.6
3984,r027,All fields -> Physical sciences -> Astronomy,All fields,Physical sciences,Astronomy,3,555.4,1099.4,1147.0,1191.6,1230.2,1246.7,1292.4,887.3,1583.4,NA
3984,r028,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,1106.3,1103.0,982.2,1012.7,967.7,998.9,969.2,1121.2,1125.5,NA
3984,r029,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,3268.8,3708.3,3481.8,3565.2,3040.2,3731.9,3675.9,3541.1,3446.0,NA
3984,r030,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,496.1,496.7,670.9,713.6,1272.2,728.1,643.9,2331.7,3661.3,NA
3984,r031,All fields -> Psychology,All fields,Psychology,,2,1886.8,2086.6,1935.2,1968.0,1994.9,2021.4,2081.2,2326.9,2753.6,2932.9
3984,r032,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,16.4,14.2,14.3,15.0,19.1,19.8,10.4,19.9,17.5,NA
3984,r033,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,54.5,61.7,64.9,59.5,58.5,56.0,56.4,48.4,52.7,NA
3984,r034,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,1816.0,2010.8,1856.0,1893.5,1917.2,1945.6,2014.4,2258.5,2683.3,NA
3984,r035,All fields -> Social sciences,All fields,Social sciences,,2,1262.4,1124.5,1237.3,1435.1,1136.3,1226.7,1027.2,1039.4,1155.7,1018.3
3984,r036,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,26.1,30.2,26.3,26.5,29.9,31.5,32.1,34.7,34.9,NA
3984,r037,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,398.6,343.5,333.0,344.3,336.8,370.9,294.1,282.4,294.9,NA
3984,r038,All fields -> Social sciences -> Political science,All fields,Social sciences,Political science,3,12.0,12.9,11.0,13.4,16.0,14.6,17.6,10.8,14.2,NA
3984,r039,All fields -> Social sciences -> Sociology,All fields,Social sciences,Sociology,3,132.5,154.7,137.2,157.7,128.2,197.4,178.0,143.2,224.0,NA
3984,r040,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,693.2,583.2,729.8,893.2,625.3,612.2,505.4,568.2,587.6,NA
3984,r041,All fields -> Other sciences nec,All fields,Other sciences nec,,2,3400.5,2546.3,1999.3,2217.9,3298.8,3460.8,4520.6,3812.4,4404.8,5102.2
