table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
5990,r001,2017<sup>b</sup>,All functions,,1,124710
5990,r002,2017<sup>b</sup>,National defense (050),,1,57055
5990,r003,2017<sup>b</sup>,Nondefense,Total,2,67655
5990,r004,2017<sup>b</sup>,Nondefense,General science and basic research (251),2,9947
5990,r005,2017<sup>b</sup>,Nondefense,"Space flight, research, and supporting activities (252)",2,10134
5990,r006,2017<sup>b</sup>,Nondefense,Energy (270),2,3519
5990,r007,2017<sup>b</sup>,Nondefense,Natural resources and environment (300),2,2378
5990,r008,2017<sup>b</sup>,Nondefense,Agriculture (350),2,2090
5990,r009,2017<sup>b</sup>,Nondefense,Transportation (400),2,1444
5990,r010,2017<sup>b</sup>,Nondefense,Health (550),2,34255
5990,r011,2017<sup>b</sup>,Nondefense,Veterans benefits and services (700),2,1346
5990,r012,2017<sup>b</sup>,Nondefense,Othera,2,2542
5990,r013,2018,All functions,,1,140701
5990,r014,2018,National defense (050),,1,68325
5990,r015,2018,Nondefense,Total,2,72376
5990,r016,2018,Nondefense,General science and basic research (251),2,10692
5990,r017,2018,Nondefense,"Space flight, research, and supporting activities (252)",2,10455
5990,r018,2018,Nondefense,Energy (270),2,4212
5990,r019,2018,Nondefense,Natural resources and environment (300),2,2383
5990,r020,2018,Nondefense,Agriculture (350),2,2074
5990,r021,2018,Nondefense,Transportation (400),2,1551
5990,r022,2018,Nondefense,Health (550),2,37151
5990,r023,2018,Nondefense,Veterans benefits and services (700),2,1286
5990,r024,2018,Nondefense,Othera,2,2572
5990,r025,2019,All functions,,1,145615
5990,r026,2019,National defense (050),,1,71396
5990,r027,2019,Nondefense,Total,2,74219
5990,r028,2019,Nondefense,General science and basic research (251),2,10961
5990,r029,2019,Nondefense,"Space flight, research, and supporting activities (252)",2,10016
5990,r030,2019,Nondefense,Energy (270),2,4433
5990,r031,2019,Nondefense,Natural resources and environment (300),2,2486
5990,r032,2019,Nondefense,Agriculture (350),2,2205
5990,r033,2019,Nondefense,Transportation (400),2,1582
5990,r034,2019,Nondefense,Health (550),2,38755
5990,r035,2019,Nondefense,Veterans benefits and services (700),2,1370
5990,r036,2019,Nondefense,Othera,2,2411
5990,r037,2020,All functions,,1,163875
5990,r038,2020,National defense (050),,1,79389
5990,r039,2020,Nondefense,Total,2,84486
5990,r040,2020,Nondefense,General science and basic research (251),2,11620
5990,r041,2020,Nondefense,"Space flight, research, and supporting activities (252)",2,14158
5990,r042,2020,Nondefense,Energy (270),2,4391
5990,r043,2020,Nondefense,Natural resources and environment (300),2,2653
5990,r044,2020,Nondefense,Agriculture (350),2,2332
5990,r045,2020,Nondefense,Transportation (400),2,1674
5990,r046,2020,Nondefense,Health (550),2,43936
5990,r047,2020,Nondefense,Veterans benefits and services (700),2,1366
5990,r048,2020,Nondefense,Othera,2,2356
5990,r049,2021 preliminary,All functions,,1,161412
5990,r050,2021 preliminary,National defense (050),,1,78609
5990,r051,2021 preliminary,Nondefense,Total,2,82803
5990,r052,2021 preliminary,Nondefense,General science and basic research (251),2,11683
5990,r053,2021 preliminary,Nondefense,"Space flight, research, and supporting activities (252)",2,12542
5990,r054,2021 preliminary,Nondefense,Energy (270),2,4433
5990,r055,2021 preliminary,Nondefense,Natural resources and environment (300),2,2654
5990,r056,2021 preliminary,Nondefense,Agriculture (350),2,2469
5990,r057,2021 preliminary,Nondefense,Transportation (400),2,1672
5990,r058,2021 preliminary,Nondefense,Health (550),2,43199
5990,r059,2021 preliminary,Nondefense,Veterans benefits and services (700),2,1420
5990,r060,2021 preliminary,Nondefense,Othera,2,2731
5990,r061,2022 proposed,All functions,,1,174787
5990,r062,2022 proposed,National defense (050),,1,77762
5990,r063,2022 proposed,Nondefense,Total,2,97025
5990,r064,2022 proposed,Nondefense,General science and basic research (251),2,13344
5990,r065,2022 proposed,Nondefense,"Space flight, research, and supporting activities (252)",2,13794
5990,r066,2022 proposed,Nondefense,Energy (270),2,6257
5990,r067,2022 proposed,Nondefense,Natural resources and environment (300),2,3339
5990,r068,2022 proposed,Nondefense,Agriculture (350),2,3050
5990,r069,2022 proposed,Nondefense,Transportation (400),2,1951
5990,r070,2022 proposed,Nondefense,Health (550),2,50816
5990,r071,2022 proposed,Nondefense,Veterans benefits and services (700),2,1498
5990,r072,2022 proposed,Nondefense,Othera,2,2976
5990,r073,2017<sup>b</sup>,All functions,,1,2596
5990,r074,2017<sup>b</sup>,National defense (050),,1,475
5990,r075,2017<sup>b</sup>,Nondefense,Total,2,2121
5990,r076,2017<sup>b</sup>,Nondefense,General science and basic research (251),2,1342
5990,r077,2017<sup>b</sup>,Nondefense,"Space flight, research, and supporting activities (252)",2,53
5990,r078,2017<sup>b</sup>,Nondefense,Energy (270),2,25
5990,r079,2017<sup>b</sup>,Nondefense,Natural resources and environment (300),2,155
5990,r080,2017<sup>b</sup>,Nondefense,Agriculture (350),2,212
5990,r081,2017<sup>b</sup>,Nondefense,Transportation (400),2,35
5990,r082,2017<sup>b</sup>,Nondefense,Health (550),2,138
5990,r083,2017<sup>b</sup>,Nondefense,Veterans benefits and services (700),2,0
5990,r084,2017<sup>b</sup>,Nondefense,Othera,2,161
5990,r085,2018,All functions,,1,3759
5990,r086,2018,National defense (050),,1,591
5990,r087,2018,Nondefense,Total,2,3168
5990,r088,2018,Nondefense,General science and basic research (251),2,1867
5990,r089,2018,Nondefense,"Space flight, research, and supporting activities (252)",2,97
5990,r090,2018,Nondefense,Energy (270),2,21
5990,r091,2018,Nondefense,Natural resources and environment (300),2,279
5990,r092,2018,Nondefense,Agriculture (350),2,272
5990,r093,2018,Nondefense,Transportation (400),2,43
5990,r094,2018,Nondefense,Health (550),2,165
5990,r095,2018,Nondefense,Veterans benefits and services (700),2,0
5990,r096,2018,Nondefense,Othera,2,424
5990,r097,2019,All functions,,1,4356
5990,r098,2019,National defense (050),,1,631
5990,r099,2019,Nondefense,Total,2,3725
5990,r100,2019,Nondefense,General science and basic research (251),2,2204
5990,r101,2019,Nondefense,"Space flight, research, and supporting activities (252)",2,117
5990,r102,2019,Nondefense,Energy (270),2,40
5990,r103,2019,Nondefense,Natural resources and environment (300),2,359
5990,r104,2019,Nondefense,Agriculture (350),2,514
5990,r105,2019,Nondefense,Transportation (400),2,39
5990,r106,2019,Nondefense,Health (550),2,243
5990,r107,2019,Nondefense,Veterans benefits and services (700),2,0
5990,r108,2019,Nondefense,Othera,2,209
5990,r109,2020,All functions,,1,6026
5990,r110,2020,National defense (050),,1,2485
5990,r111,2020,Nondefense,Total,2,3541
5990,r112,2020,Nondefense,General science and basic research (251),2,2039
5990,r113,2020,Nondefense,"Space flight, research, and supporting activities (252)",2,48
5990,r114,2020,Nondefense,Energy (270),2,148
5990,r115,2020,Nondefense,Natural resources and environment (300),2,226
5990,r116,2020,Nondefense,Agriculture (350),2,342
5990,r117,2020,Nondefense,Transportation (400),2,38
5990,r118,2020,Nondefense,Health (550),2,495
5990,r119,2020,Nondefense,Veterans benefits and services (700),2,0
5990,r120,2020,Nondefense,Othera,2,205
5990,r121,2021 preliminary,All functions,,1,4148
5990,r122,2021 preliminary,National defense (050),,1,975
5990,r123,2021 preliminary,Nondefense,Total,2,3173
5990,r124,2021 preliminary,Nondefense,General science and basic research (251),2,2117
5990,r125,2021 preliminary,Nondefense,"Space flight, research, and supporting activities (252)",2,52
5990,r126,2021 preliminary,Nondefense,Energy (270),2,104
5990,r127,2021 preliminary,Nondefense,Natural resources and environment (300),2,245
5990,r128,2021 preliminary,Nondefense,Agriculture (350),2,186
5990,r129,2021 preliminary,Nondefense,Transportation (400),2,32
5990,r130,2021 preliminary,Nondefense,Health (550),2,272
5990,r131,2021 preliminary,Nondefense,Veterans benefits and services (700),2,0
5990,r132,2021 preliminary,Nondefense,Othera,2,165
5990,r133,2022 proposed,All functions,,1,4631
5990,r134,2022 proposed,National defense (050),,1,942
5990,r135,2022 proposed,Nondefense,Total,2,3689
5990,r136,2022 proposed,Nondefense,General science and basic research (251),2,2101
5990,r137,2022 proposed,Nondefense,"Space flight, research, and supporting activities (252)",2,48
5990,r138,2022 proposed,Nondefense,Energy (270),2,276
5990,r139,2022 proposed,Nondefense,Natural resources and environment (300),2,491
5990,r140,2022 proposed,Nondefense,Agriculture (350),2,195
5990,r141,2022 proposed,Nondefense,Transportation (400),2,38
5990,r142,2022 proposed,Nondefense,Health (550),2,322
5990,r143,2022 proposed,Nondefense,Veterans benefits and services (700),2,0
5990,r144,2022 proposed,Nondefense,Othera,2,218
