table_id,row_id,subject_and_student_sex_full_path,subject_and_student_sex_level_1,subject_and_student_sex_level_2,subject_and_student_sex_hierarchy_depth,field_1995,field_1999,field_2003,field_2007,field_2011,field_2015,field_2019
9448,r001,Mathematics,Mathematics,,1,,,,,,,
9448,r002,Mathematics -> Female,Mathematics,Female,2,490,498,502,507,508,517,517
9448,r003,Mathematics -> Male,Mathematics,Male,2,495,505,507,510,511,519,514
9448,r004,Science,Science,,1,,,,,,,
9448,r005,Science -> Female,Science,Female,2,505,505,519,514,519,527,525
9448,r006,Science -> Male,Science,Male,2,520,524,536,526,530,533,520
