table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments,field_extramural_non_u_s_performers
10827,r001,All agencies,All agencies,,,,,1,48414424,12831123,4402075,8821535,16808860,4815617,318751,416463
10827,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,
10827,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1442986,790232,0,17784,602498,25656,4116,2700
10827,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,9865,9865,0,0,0,0,0,0
10827,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,660230,556754,0,0,92120,8879,36,2441
10827,r006,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,87794,78038,0,0,5166,4590,0,0
10827,r007,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,160583,133647,0,1114,20762,2412,2416,232
10827,r008,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,6126,5729,0,0,54,343,0,0
10827,r009,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,517747,6199,0,16670,483754,9432,1665,27
10827,r010,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,642,0,0,0,642,0,0,0
10827,r011,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1416683,1022823,18615,54197,300880,16721,1770,1677
10827,r012,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,150213,150213,0,0,0,0,0,0
10827,r013,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,506911,419118,13058,30567,40120,2167,206,1674
10827,r014,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,748259,442192,5557,23630,260759,14554,1563,4
10827,r015,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,11300,11300,0,0,0,0,0,0
10827,r016,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,7016251,3094419,708163,1949023,947167,288117,1417,27944
10827,r017,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,1358129,82729,76236,782537,310374,95275,450,10527
10827,r018,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,134635,25189,1549,30051,34264,36955,0,6627
10827,r019,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,1955684,1802710,47324,10933,57316,37388,12,0
10827,r020,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,1290220,457720,8191,639348,148579,33856,0,2526
10827,r021,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,1076932,377777,18538,272462,347537,51410,955,8254
10827,r022,All agencies -> Departments -> Department of Defense -> Space Force,All agencies,Departments,Department of Defense,Space Force,,4,104248,98646,5602,0,0,0,0,0
10827,r023,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,1096402,249649,550723,213692,49096,33233,0,10
10827,r024,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,267496,0,0,20167,121735,92533,33061,0
10827,r025,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,5000763,643554,3112924,843202,318128,78355,3154,1446
10827,r026,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,201482,937,24650,94950,73287,7659,0,0
10827,r027,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,53394,1223,38422,6188,3663,3732,166,0
10827,r028,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,678802,6534,420293,128772,88000,33552,1650,0
10827,r029,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,11808,0,9601,2124,0,83,0,0
10827,r030,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,558637,362570,85349,0,80418,28708,1143,449
10827,r031,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,2672387,234957,2043413,384161,9857,0,0,0
10827,r032,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,2336964,232777,1910517,183863,9807,0,0,0
