table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10280,r015,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,300511,155412,11532,79771,0,3843,7905,0,41525,523
10280,r016,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,39864,0,0,39864,0,0,0,0,0,0
10280,r017,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,164191,11041,0,0,0,18641,0,0,127654,6855
10280,r018,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,180327,54,0,0,0,0,0,0,397,179876
10280,r019,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,306290,41935,98196,28529,0,10349,0,259,121930,5092
10280,r020,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,35164,4545,0,9230,0,6186,530,5920,2474,6279
10280,r021,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,116191,0,0,0,0,0,0,0,0,116191
10280,r022,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,495272,7615,15570,16360,0,21944,0,0,433783,0
10280,r023,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,53383,7615,1126,16360,0,0,0,0,28281,0
10280,r024,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,3402,0,0,0,0,0,0,0,3402,0
10280,r025,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,258811,0,0,0,0,0,0,0,258811,0
10280,r026,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,1650,0,1650,0,0,0,0,0,0,0
10280,r027,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,134668,0,12793,0,0,21412,0,0,100462,0
10280,r028,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,1541,0,0,0,0,531,0,0,1009,0
10280,r029,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,1141,0,0,0,0,531,0,0,609,0
10280,r030,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,400,0,0,0,0,0,0,0,400,0
10280,r031,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,41818,0,0,0,0,0,0,0,41818,0
10280,r032,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,12017207,1828,151947,9031475,91767,78474,1155017,273431,726860,506407
10280,r033,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,1800,0,0,0,0,0,0,1800,0,0
10280,r034,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,80767,0,0,0,0,0,0,80767,0,0
10280,r035,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,100709,1828,0,1192,0,10848,0,10152,76689,0
10280,r036,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,6686,0,6686,0,0,0,0,0,0,0
10280,r037,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,195900,0,0,167670,0,0.05,0,27636,289,300
10280,r038,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,71424,0,0,71424,0,0,0,0,0,0
10280,r039,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,26620,0,0,26620,0,0,0,0,0,0
10280,r040,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,11530902,0,145261,8764569,91767,67621,1155017,153075,649883,503708
10280,r041,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,2399,0,0,0,0,0,0,0,0,2399
10280,r042,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services -> Office of the Assistant Secretary for Planning and Evaluation,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,Office of the Assistant Secretary for Planning and Evaluation,5,2399,0,0,0,0,0,0,0,0,2399
10280,r043,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,6101,3013,0,0,0,0,0,0,3088,0
10280,r044,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,785,785,0,0,0,0,0,0,0,0
10280,r045,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,5316,2228,0,0,0,0,0,0,3088,0
10280,r046,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,50908,0,32472,8362,0,0,0,5196,4879,0
10280,r047,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,3166,0,0,3166,0,0,0,0,0,0
10280,r048,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,7401,0,7401,0,0,0,0,0,0,0
10280,r049,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,1147,0,0,0,0,0,0,0,1147,0
10280,r050,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,3732,0,0,0,0,0,0,0,3732,0
10280,r051,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,25071,0,25071,0,0,0,0,0,0,0
10280,r052,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,10391,0,0,5196,0,0,0,5196,0,0
10280,r053,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,32037,1996,452,550,377,2630,0,23911,751,1370
10280,r054,All agencies -> Departments -> Department of Justice -> Federal Bureau of Investigation,All agencies,Departments,Department of Justice,Federal Bureau of Investigation,,4,1370,0,0,0,0,0,0,0,0,1370
10280,r055,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,30667,1996,452,550,377,2630,0,23911,751,0
10280,r056,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,156857,1061,79,3364,797,4131,1091,0,145361,973
10280,r057,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,66304,1051,64,104,797,0,1076,0,62238,973
10280,r058,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,71445,0,0,0,0,0,0,0,71445,0
10280,r059,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,4141,0.05,0,0,0,4131,0,0,0,0
10280,r060,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,5225,0,0.05,0,0,0,0.05,0,5196,0
10280,r061,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,6549,0,0,3260,0,0,0,0,3289,0
10280,r062,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,3193,0,0,0,0,0,0,0,3193,0
10280,r063,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,200,0,0,0,0,200,0,0,0,0
10280,r064,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,200,0,0,0,0,200,0,0,0,0
10280,r065,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,,
10280,r066,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,2975,0,0,975,0,0,0,0,0,2000
10280,r067,All agencies -> Other agencies -> Appalachian Regional Commission,All agencies,Other agencies,Appalachian Regional Commission,,,3,113,0,0,0,0,0,0,113,0,0
10280,r068,All agencies -> Other agencies -> Consumer Product Safety Commission,All agencies,Other agencies,Consumer Product Safety Commission,,,3,150,0,0,0,0,0,0,0,150,0
10280,r069,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,40338,551,16587,15899,306,961,0,232,5801,0
10280,r070,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,176105,0,389,125,0,0,0,0,7945,167646
10280,r071,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,651375,165463,14720,6266,446,20683,0.05,2420,146077,295290
10280,r072,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,6257,0.05,0,0,0,0,0,0,6237,0
10280,r073,All agencies -> Other agencies -> Social Security Administration,All agencies,Other agencies,Social Security Administration,,,3,6124,0,0,0,0,0,0,6124,0,0
