table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
2736,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['24,685', '  ']","['2,510', 'i ']","['5,097', 'i ']","['17,078', '  ']"
2736,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['18,980', '  ']","['1,732', 'i ']","['2,766', 'i ']","['14,481', '  ']"
2736,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['* ', 'i ']","['* ', '  ']","['* ', '  ']","['* ', '  ']"
2736,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2736,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2736,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['* ', 'i ']","['* ', 'i ']","['* ', 'i ']","['* ', 'i ']"
2736,r007,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['* ', 'i ']","['* ', 'i ']","['* ', 'i ']","['* ', 'i ']"
2736,r008,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['204', '  ']","['24', '  ']","['32', '  ']","['149', '  ']"
2736,r009,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['188', '  ']","['23', '  ']","['25', '  ']","['140', '  ']"
2736,r010,All industries -> Manufacturing industries -> Chemicals -> Other chemicals,All industries,Manufacturing industries,Chemicals,Other chemicals,,4,other 325,"['16', '  ']","['1', '  ']","['7', '  ']","['8', '  ']"
2736,r011,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['2', '  ']","['* ', '  ']","['1', '  ']","['1', '  ']"
2736,r012,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['2', '  ']","['0', '  ']","['0', '  ']","['2', '  ']"
2736,r013,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['2', 'i ']","['* ', 'i ']","['* ', 'i ']","['2', 'i ']"
2736,r014,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['3', 'i ']","['* ', 'i ']","['* ', 'i ']","['3', 'i ']"
2736,r015,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['175', '  ']","['3', '  ']","['9', 'i ']","['163', '  ']"
2736,r016,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['5,174', '  ']","['146', 'i ']","['690', '  ']","['4,338', '  ']"
2736,r017,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['50', '  ']","['* ', 'i ']","['13', '  ']","['36', 'i ']"
2736,r018,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['4,198', '  ']","['85', 'i ']","['598', '  ']","['3,515', '  ']"
2736,r019,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['927', 'i ']","['61', 'i ']","['78', '  ']","['787', 'i ']"
2736,r020,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['39', '  ']","['2', 'i ']","['1', 'i ']","['36', 'i ']"
2736,r021,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['13,321', 'i ']","['1,556', 'i ']","['2,026', 'i ']","['9,739', '  ']"
2736,r022,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['12,167', 'i ']","['1,539', 'i ']","['1,888', 'i ']","['8,740', 'i ']"
2736,r023,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,154', '  ']","['17', '  ']","['138', '  ']","['999', '  ']"
2736,r024,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['3', 'i ']","['* ', 'i ']","['* ', 'i ']","['2', 'i ']"
2736,r025,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,"322, 324, 339","['54', '  ']","['1', '  ']","['7', '  ']","['46', '  ']"
2736,r026,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['5,705', '  ']","['778', '  ']","['2,331', '  ']","['2,597', '  ']"
2736,r027,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['50', '  ']","['6', '  ']","['18', '  ']","['26', '  ']"
2736,r028,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['36', '  ']","['5', '  ']","['17', '  ']","['14', '  ']"
2736,r029,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['8', '  ']","['0', '  ']","['0', '  ']","['8', '  ']"
2736,r030,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['5', '  ']","['* ', 'i ']","['1', 'i ']","['3', '  ']"
2736,r031,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['1', 'i ']","['0', '  ']","['1', 'i ']","['* ', 'i ']"
2736,r032,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['5,620', '  ']","['771', '  ']","['2,308', '  ']","['2,542', '  ']"
2736,r033,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['875', '  ']","['19', '  ']","['595', '  ']","['260', '  ']"
2736,r034,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['493', '  ']","['29', 'i ']","['205', '  ']","['258', '  ']"
2736,r035,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['3,920', '  ']","['676', '  ']","['1,462', '  ']","['1,783', '  ']"
2736,r036,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['77', '  ']","['0 - 38', '  ']","['11 - 49', '  ']","['29', '  ']"
2736,r037,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['3,215 - 3,324', '  ']","['248 - 359', '  ']","['1,278', '  ']","['1,688', '  ']"
2736,r038,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['518 - 627', '  ']","['280 - 403', '  ']","['134 - 172', 'i ']","['66', 'i ']"
2736,r039,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['332', '  ']","['47', '  ']","['45', '  ']","['241', '  ']"
2736,r040,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"21–23, 42–49, 52, 53, 55–81","['35', '  ']","['1', '  ']","['5', '  ']","['29', '  ']"
2736,r041,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['24,685', '  ']","['2,510', 'i ']","['5,097', 'i ']","['17,078', '  ']"
2736,r042,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2736,r043,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['462', '  ']","['28', 'i ']","['180', '  ']","['253', '  ']"
2736,r044,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['759', '  ']","['36', 'i ']","['183', '  ']","['540', '  ']"
2736,r045,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2736,r046,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['561', '  ']","['73', '  ']","['137', '  ']","['350', '  ']"
2736,r047,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['1,378', '  ']","['144', '  ']","['416', 'i ']","['818', '  ']"
2736,r048,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2736,r049,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['1,016', '  ']","['122', '  ']","['257', '  ']","['637', '  ']"
2736,r050,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['128', '  ']","['26', '  ']","['34', '  ']","['68', '  ']"
2736,r051,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['1,462', '  ']","['385', '  ']","['567', '  ']","['510', '  ']"
2736,r052,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['1,175', '  ']","['8', 'i ']","['31', '  ']","['1,136', '  ']"
