table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients
1225,r001,All institutions,All institutions,,,1,57773
1225,r002,All institutions -> Foreign or unknown institutions,All institutions,Foreign or unknown institutions,,2,47136
1225,r003,All institutions -> Top 52 U.S. institutions,All institutions,Top 52 U.S. institutions,,2,6548
1225,r004,"All institutions -> Top 52 U.S. institutions -> U. California, Berkeley",All institutions,Top 52 U.S. institutions,"U. California, Berkeley",3,756
1225,r005,"All institutions -> Top 52 U.S. institutions -> U. California, Los Angeles",All institutions,Top 52 U.S. institutions,"U. California, Los Angeles",3,307
1225,r006,All institutions -> Top 52 U.S. institutions -> Massachusetts Institute of Technology,All institutions,Top 52 U.S. institutions,Massachusetts Institute of Technology,3,291
1225,r007,"All institutions -> Top 52 U.S. institutions -> U. California, San Diego",All institutions,Top 52 U.S. institutions,"U. California, San Diego",3,291
1225,r008,All institutions -> Top 52 U.S. institutions -> Cornell U.,All institutions,Top 52 U.S. institutions,Cornell U.,3,283
1225,r009,"All institutions -> Top 52 U.S. institutions -> U. Michigan, Ann Arbor",All institutions,Top 52 U.S. institutions,"U. Michigan, Ann Arbor",3,235
1225,r010,"All institutions -> Top 52 U.S. institutions -> U. Illinois, Urbana-Champaign",All institutions,Top 52 U.S. institutions,"U. Illinois, Urbana-Champaign",3,209
1225,r011,"All institutions -> Top 52 U.S. institutions -> U. California, Davis",All institutions,Top 52 U.S. institutions,"U. California, Davis",3,201
1225,r012,All institutions -> Top 52 U.S. institutions -> Harvard U.,All institutions,Top 52 U.S. institutions,Harvard U.,3,184
1225,r013,"All institutions -> Top 52 U.S. institutions -> U. Texas, Austin",All institutions,Top 52 U.S. institutions,"U. Texas, Austin",3,176
1225,r014,All institutions -> Top 52 U.S. institutions -> Stanford U.,All institutions,Top 52 U.S. institutions,Stanford U.,3,164
1225,r015,"All institutions -> Top 52 U.S. institutions -> U. Washington, Seattle",All institutions,Top 52 U.S. institutions,"U. Washington, Seattle",3,154
1225,r016,All institutions -> Top 52 U.S. institutions -> Johns Hopkins U.,All institutions,Top 52 U.S. institutions,Johns Hopkins U.,3,153
1225,r017,All institutions -> Top 52 U.S. institutions -> California Institute of Technology,All institutions,Top 52 U.S. institutions,California Institute of Technology,3,144
1225,r018,"All institutions -> Top 52 U.S. institutions -> U. California, Irvine",All institutions,Top 52 U.S. institutions,"U. California, Irvine",3,141
1225,r019,"All institutions -> Top 52 U.S. institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,Top 52 U.S. institutions,"Rutgers, State U. New Jersey, New Brunswick",3,135
1225,r020,All institutions -> Top 52 U.S. institutions -> Columbia U. in the City of New York,All institutions,Top 52 U.S. institutions,Columbia U. in the City of New York,3,129
1225,r021,"All institutions -> Top 52 U.S. institutions -> Purdue U., West Lafayette",All institutions,Top 52 U.S. institutions,"Purdue U., West Lafayette",3,129
1225,r022,All institutions -> Top 52 U.S. institutions -> Duke U.,All institutions,Top 52 U.S. institutions,Duke U.,3,122
1225,r023,All institutions -> Top 52 U.S. institutions -> Georgia Institute of Technology,All institutions,Top 52 U.S. institutions,Georgia Institute of Technology,3,121
1225,r024,All institutions -> Top 52 U.S. institutions -> U. Pennsylvania,All institutions,Top 52 U.S. institutions,U. Pennsylvania,3,118
1225,r025,All institutions -> Top 52 U.S. institutions -> U. Wisconsin-Madison,All institutions,Top 52 U.S. institutions,U. Wisconsin-Madison,3,118
1225,r026,All institutions -> Top 52 U.S. institutions -> Carnegie Mellon U.,All institutions,Top 52 U.S. institutions,Carnegie Mellon U.,3,106
1225,r027,All institutions -> Top 52 U.S. institutions -> Princeton U.,All institutions,Top 52 U.S. institutions,Princeton U.,3,106
1225,r028,"All institutions -> Top 52 U.S. institutions -> U. Maryland, College Park",All institutions,Top 52 U.S. institutions,"U. Maryland, College Park",3,98
1225,r029,All institutions -> Top 52 U.S. institutions -> U. Chicago,All institutions,Top 52 U.S. institutions,U. Chicago,3,92
1225,r030,All institutions -> Top 52 U.S. institutions -> Northwestern U.,All institutions,Top 52 U.S. institutions,Northwestern U.,3,89
1225,r031,All institutions -> Top 52 U.S. institutions -> Yale U.,All institutions,Top 52 U.S. institutions,Yale U.,3,77
1225,r032,"All institutions -> Top 52 U.S. institutions -> SUNY, Stony Brook U.",All institutions,Top 52 U.S. institutions,"SUNY, Stony Brook U.",3,76
1225,r033,"All institutions -> Top 52 U.S. institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,Top 52 U.S. institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,75
1225,r034,All institutions -> Top 52 U.S. institutions -> U. Florida,All institutions,Top 52 U.S. institutions,U. Florida,3,72
