table_id,row_id,time_period,value
5849,r001,World,na
5849,r002,World,6654
5849,r003,World,8376
5849,r004,World,6644
5849,r005,World,6403
5849,r006,World,6340
5849,r007,World,6428
5849,r008,World,7027
5849,r009,World,7424
5849,r010,World,9652
5849,r011,World,9271
5849,r012,World,8099
5849,r013,World,8401
5849,r014,World,8425
5849,r015,World,9495
5849,r016,World,11699
5849,r017,World,12171
5849,r018,World,12967
5849,r019,World,12649
5849,r020,World,15100
5849,r021,World,16595
5849,r022,World,15920
5849,r023,World,17032
5849,r024,World,16953
5849,r025,World -> North America,na
5849,r026,World -> North America,798
5849,r027,World -> North America,807
5849,r028,World -> North America,749
5849,r029,World -> North America,806
5849,r030,World -> North America,727
5849,r031,World -> North America,750
5849,r032,World -> North America,718
5849,r033,World -> North America,616
5849,r034,World -> North America,618
5849,r035,World -> North America,495
5849,r036,World -> North America,414
5849,r037,World -> North America,438
5849,r038,World -> North America,575
5849,r039,World -> North America,589
5849,r040,World -> North America,632
5849,r041,World -> North America,673
5849,r042,World -> North America,741
5849,r043,World -> North America,855
5849,r044,World -> North America,874
5849,r045,World -> North America,973
5849,r046,World -> North America,921
5849,r047,World -> North America,1133
5849,r048,World -> North America,1108
5849,r049,World -> North America -> Canada,High
5849,r050,World -> North America -> Canada,71
5849,r051,World -> North America -> Canada,58
5849,r052,World -> North America -> Canada,54
5849,r053,World -> North America -> Canada,60
5849,r054,World -> North America -> Canada,51
5849,r055,World -> North America -> Canada,48
5849,r056,World -> North America -> Canada,60
5849,r057,World -> North America -> Canada,46
5849,r058,World -> North America -> Canada,48
5849,r059,World -> North America -> Canada,53
5849,r060,World -> North America -> Canada,51
5849,r061,World -> North America -> Canada,43
5849,r062,World -> North America -> Canada,45
5849,r063,World -> North America -> Canada,44
5849,r064,World -> North America -> Canada,57
5849,r065,World -> North America -> Canada,52
5849,r066,World -> North America -> Canada,47
5849,r067,World -> North America -> Canada,68
5849,r068,World -> North America -> Canada,63
5849,r069,World -> North America -> Canada,69
5849,r070,World -> North America -> Canada,67
5849,r071,World -> North America -> Canada,66
5849,r072,World -> North America -> Canada,68
5849,r073,World -> North America -> Mexico,Upper middle
5849,r074,World -> North America -> Mexico,2
5849,r075,World -> North America -> Mexico,3
5849,r076,World -> North America -> Mexico,6
5849,r077,World -> North America -> Mexico,5
5849,r078,World -> North America -> Mexico,5
5849,r079,World -> North America -> Mexico,2
5849,r080,World -> North America -> Mexico,2
