table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
10316,r167,1987,Extramural,United States and U.S. territories,State and local governments,3,58
10316,r168,1987,Extramural,Non-U.S. performers,,2,173
10316,r169,1988,Total,,,1,38119
10316,r170,1988,Intramural,Federal agenciesa,,2,8776
10316,r171,1988,Intramural,FFRDCs,,2,3788
10316,r172,1988,Extramural,United States and U.S. territories,Businesses,3,24077
10316,r173,1988,Extramural,United States and U.S. territories,Higher educationb,3,805
10316,r174,1988,Extramural,United States and U.S. territories,Nonprofit organizations,3,383
10316,r175,1988,Extramural,United States and U.S. territories,State and local governments,3,39
10316,r176,1988,Extramural,Non-U.S. performers,,2,251
10316,r177,1989,Total,,,1,40641
10316,r178,1989,Intramural,Federal agenciesa,,2,9128
10316,r179,1989,Intramural,FFRDCs,,2,3658
10316,r180,1989,Extramural,United States and U.S. territories,Businesses,3,25673
10316,r181,1989,Extramural,United States and U.S. territories,Higher educationb,3,879
10316,r182,1989,Extramural,United States and U.S. territories,Nonprofit organizations,3,480
10316,r183,1989,Extramural,United States and U.S. territories,State and local governments,3,46
10316,r184,1989,Extramural,Non-U.S. performers,,2,777
10316,r185,1990,Total,,,1,41937
10316,r186,1990,Intramural,Federal agenciesa,,2,10039
10316,r187,1990,Intramural,FFRDCs,,2,3855
10316,r188,1990,Extramural,United States and U.S. territories,Businesses,3,26178
10316,r189,1990,Extramural,United States and U.S. territories,Higher educationb,3,1001
10316,r190,1990,Extramural,United States and U.S. territories,Nonprofit organizations,3,588
10316,r191,1990,Extramural,United States and U.S. territories,State and local governments,3,87
10316,r192,1990,Extramural,Non-U.S. performers,,2,188
10316,r193,1991,Total,,,1,37327
10316,r194,1991,Intramural,Federal agenciesa,,2,8684
10316,r195,1991,Intramural,FFRDCs,,2,3410
10316,r196,1991,Extramural,United States and U.S. territories,Businesses,3,23014
10316,r197,1991,Extramural,United States and U.S. territories,Higher educationb,3,1301
10316,r198,1991,Extramural,United States and U.S. territories,Nonprofit organizations,3,712
10316,r199,1991,Extramural,United States and U.S. territories,State and local governments,3,86
10316,r200,1991,Extramural,Non-U.S. performers,,2,121
10316,r201,1992,Total,,,1,41102
10316,r202,1992,Intramural,Federal agenciesa,,2,9060
10316,r203,1992,Intramural,FFRDCs,,2,3542
10316,r204,1992,Extramural,United States and U.S. territories,Businesses,3,26294
10316,r205,1992,Extramural,United States and U.S. territories,Higher educationb,3,1211
10316,r206,1992,Extramural,United States and U.S. territories,Nonprofit organizations,3,754
10316,r207,1992,Extramural,United States and U.S. territories,State and local governments,3,75
10316,r208,1992,Extramural,Non-U.S. performers,,2,168
10316,r209,1993,Total,,,1,40424
10316,r210,1993,Intramural,Federal agenciesa,,2,9212
10316,r211,1993,Intramural,FFRDCs,,2,2547
10316,r212,1993,Extramural,United States and U.S. territories,Businesses,3,26295
10316,r213,1993,Extramural,United States and U.S. territories,Higher educationb,3,1316
10316,r214,1993,Extramural,United States and U.S. territories,Nonprofit organizations,3,771
10316,r215,1993,Extramural,United States and U.S. territories,State and local governments,3,108
10316,r216,1993,Extramural,Non-U.S. performers,,2,175
10316,r217,1994,Total,,,1,39824
10316,r218,1994,Intramural,Federal agenciesa,,2,8651
10316,r219,1994,Intramural,FFRDCs,,2,2226
10316,r220,1994,Extramural,United States and U.S. territories,Businesses,3,26391
10316,r221,1994,Extramural,United States and U.S. territories,Higher educationb,3,1505
10316,r222,1994,Extramural,United States and U.S. territories,Nonprofit organizations,3,835
10316,r223,1994,Extramural,United States and U.S. territories,State and local governments,3,95
10316,r224,1994,Extramural,Non-U.S. performers,,2,122
10316,r225,1995,Total,,,1,39752
10316,r226,1995,Intramural,Federal agenciesa,,2,9340
10316,r227,1995,Intramural,FFRDCs,,2,2336
10316,r228,1995,Extramural,United States and U.S. territories,Businesses,3,25537
10316,r229,1995,Extramural,United States and U.S. territories,Higher educationb,3,1574
10316,r230,1995,Extramural,United States and U.S. territories,Nonprofit organizations,3,755
10316,r231,1995,Extramural,United States and U.S. territories,State and local governments,3,95
10316,r232,1995,Extramural,Non-U.S. performers,,2,114
10316,r233,1996,Total,,,1,39393
10316,r234,1996,Intramural,Federal agenciesa,,2,9027
10316,r235,1996,Intramural,FFRDCs,,2,2062
10316,r236,1996,Extramural,United States and U.S. territories,Businesses,3,26105
10316,r237,1996,Extramural,United States and U.S. territories,Higher educationb,3,1271
10316,r238,1996,Extramural,United States and U.S. territories,Nonprofit organizations,3,708
10316,r239,1996,Extramural,United States and U.S. territories,State and local governments,3,59
10316,r240,1996,Extramural,Non-U.S. performers,,2,161
10316,r241,1997,Total,,,1,40461
10316,r242,1997,Intramural,Federal agenciesa,,2,9051
10316,r243,1997,Intramural,FFRDCs,,2,2074
10316,r244,1997,Extramural,United States and U.S. territories,Businesses,3,27027
10316,r245,1997,Extramural,United States and U.S. territories,Higher educationb,3,1386
10316,r246,1997,Extramural,United States and U.S. territories,Nonprofit organizations,3,667
10316,r247,1997,Extramural,United States and U.S. territories,State and local governments,3,117
10316,r248,1997,Extramural,Non-U.S. performers,,2,139
10316,r249,1998,Total,,,1,41178
10316,r250,1998,Intramural,Federal agenciesa,,2,9152
10316,r251,1998,Intramural,FFRDCs,,2,1880
10316,r252,1998,Extramural,United States and U.S. territories,Businesses,3,27366
10316,r253,1998,Extramural,United States and U.S. territories,Higher educationb,3,1642
10316,r254,1998,Extramural,United States and U.S. territories,Nonprofit organizations,3,746
10316,r255,1998,Extramural,United States and U.S. territories,State and local governments,3,207
10316,r256,1998,Extramural,Non-U.S. performers,,2,185
10316,r257,1999,Total,,,1,41813
10316,r258,1999,Intramural,Federal agenciesa,,2,9399
10316,r259,1999,Intramural,FFRDCs,,2,2235
10316,r260,1999,Extramural,United States and U.S. territories,Businesses,3,27322
10316,r261,1999,Extramural,United States and U.S. territories,Higher educationb,3,1755
10316,r262,1999,Extramural,United States and U.S. territories,Nonprofit organizations,3,802
10316,r263,1999,Extramural,United States and U.S. territories,State and local governments,3,125
10316,r264,1999,Extramural,Non-U.S. performers,,2,175
10316,r265,2000,Total,,,1,37440
10316,r266,2000,Intramural,Federal agenciesa,,2,8864
10316,r267,2000,Intramural,FFRDCs,,2,2331
10316,r268,2000,Extramural,United States and U.S. territories,Businesses,3,24608
10316,r269,2000,Extramural,United States and U.S. territories,Higher educationb,3,869
10316,r270,2000,Extramural,United States and U.S. territories,Nonprofit organizations,3,513
10316,r271,2000,Extramural,United States and U.S. territories,State and local governments,3,63
10316,r272,2000,Extramural,Non-U.S. performers,,2,192
10316,r273,2001,Total,,,1,39779
10316,r274,2001,Intramural,Federal agenciesa,,2,10916
10316,r275,2001,Intramural,FFRDCs,,2,3167
10316,r276,2001,Extramural,United States and U.S. territories,Businesses,3,22974
10316,r277,2001,Extramural,United States and U.S. territories,Higher educationb,3,1408
10316,r278,2001,Extramural,United States and U.S. territories,Nonprofit organizations,3,812
10316,r279,2001,Extramural,United States and U.S. territories,State and local governments,3,145
10316,r280,2001,Extramural,Non-U.S. performers,,2,357
10316,r281,2002,Total,,,1,45702
10316,r282,2002,Intramural,Federal agenciesa,,2,11500
10316,r283,2002,Intramural,FFRDCs,,2,2611
10316,r284,2002,Extramural,United States and U.S. territories,Businesses,3,28782
10316,r285,2002,Extramural,United States and U.S. territories,Higher educationb,3,1335
10316,r286,2002,Extramural,United States and U.S. territories,Nonprofit organizations,3,1059
10316,r287,2002,Extramural,United States and U.S. territories,State and local governments,3,178
10316,r288,2002,Extramural,Non-U.S. performers,,2,237
10316,r289,2003,Total,,,1,52456
10316,r290,2003,Intramural,Federal agenciesa,,2,12699
10316,r291,2003,Intramural,FFRDCs,,2,2826
10316,r292,2003,Extramural,United States and U.S. territories,Businesses,3,34652
10316,r293,2003,Extramural,United States and U.S. territories,Higher educationb,3,1329
10316,r294,2003,Extramural,United States and U.S. territories,Nonprofit organizations,3,570
10316,r295,2003,Extramural,United States and U.S. territories,State and local governments,3,99
10316,r296,2003,Extramural,Non-U.S. performers,,2,281
10316,r297,2004,Total,,,1,58717
10316,r298,2004,Intramural,Federal agenciesa,,2,12488
10316,r299,2004,Intramural,FFRDCs,,2,4759
10316,r300,2004,Extramural,United States and U.S. territories,Businesses,3,36976
10316,r301,2004,Extramural,United States and U.S. territories,Higher educationb,3,2248
10316,r302,2004,Extramural,United States and U.S. territories,Nonprofit organizations,3,1264
10316,r303,2004,Extramural,United States and U.S. territories,State and local governments,3,703
10316,r304,2004,Extramural,Non-U.S. performers,,2,279
10316,r305,2005,Total,,,1,65110
10316,r306,2005,Intramural,Federal agenciesa,,2,13521
10316,r307,2005,Intramural,FFRDCs,,2,4642
10316,r308,2005,Extramural,United States and U.S. territories,Businesses,3,42411
10316,r309,2005,Extramural,United States and U.S. territories,Higher educationb,3,2532
10316,r310,2005,Extramural,United States and U.S. territories,Nonprofit organizations,3,1409
10316,r311,2005,Extramural,United States and U.S. territories,State and local governments,3,313
10316,r312,2005,Extramural,Non-U.S. performers,,2,281
10316,r313,2006,Total,,,1,68194
10316,r314,2006,Intramural,Federal agenciesa,,2,15414
10316,r315,2006,Intramural,FFRDCs,,2,3359
10316,r316,2006,Extramural,United States and U.S. territories,Businesses,3,46318
10316,r317,2006,Extramural,United States and U.S. territories,Higher educationb,3,1860
10316,r318,2006,Extramural,United States and U.S. territories,Nonprofit organizations,3,614
10316,r319,2006,Extramural,United States and U.S. territories,State and local governments,3,207
10316,r320,2006,Extramural,Non-U.S. performers,,2,422
10316,r321,2007,Total,,,1,73169
10316,r322,2007,Intramural,Federal agenciesa,,2,18116
10316,r323,2007,Intramural,FFRDCs,,2,3295
10316,r324,2007,Extramural,United States and U.S. territories,Businesses,3,49268
10316,r325,2007,Extramural,United States and U.S. territories,Higher educationb,3,1581
10316,r326,2007,Extramural,United States and U.S. territories,Nonprofit organizations,3,568
10316,r327,2007,Extramural,United States and U.S. territories,State and local governments,3,64
10316,r328,2007,Extramural,Non-U.S. performers,,2,277
10316,r329,2008,Total,,,1,73212
10316,r330,2008,Intramural,Federal agenciesa,,2,17716
10316,r331,2008,Intramural,FFRDCs,,2,2433
10316,r332,2008,Extramural,United States and U.S. territories,Businesses,3,50555
10316,r333,2008,Extramural,United States and U.S. territories,Higher educationb,3,1703
10316,r334,2008,Extramural,United States and U.S. territories,Nonprofit organizations,3,567
10316,r335,2008,Extramural,United States and U.S. territories,State and local governments,3,50
10316,r336,2008,Extramural,Non-U.S. performers,,2,187
10316,r337,2009,Total,,,1,77398
10316,r338,2009,Intramural,Federal agenciesa,,2,18225
10316,r339,2009,Intramural,FFRDCs,,2,3520
10316,r340,2009,Extramural,United States and U.S. territories,Businesses,3,53469
10316,r341,2009,Extramural,United States and U.S. territories,Higher educationb,3,1389
10316,r342,2009,Extramural,United States and U.S. territories,Nonprofit organizations,3,549
10316,r343,2009,Extramural,United States and U.S. territories,State and local governments,3,48
10316,r344,2009,Extramural,Non-U.S. performers,,2,198
10316,r345,2010,Total,,,1,76627
10316,r346,2010,Intramural,Federal agenciesa,,2,17631
10316,r347,2010,Intramural,FFRDCs,,2,3355
10316,r348,2010,Extramural,United States and U.S. territories,Businesses,3,53242
10316,r349,2010,Extramural,United States and U.S. territories,Higher educationb,3,1584
10316,r350,2010,Extramural,United States and U.S. territories,Nonprofit organizations,3,558
10316,r351,2010,Extramural,United States and U.S. territories,State and local governments,3,74
10316,r352,2010,Extramural,Non-U.S. performers,,2,181
10316,r353,2011,Total,,,1,77468
10316,r354,2011,Intramural,Federal agenciesa,,2,22481
10316,r355,2011,Intramural,FFRDCs,,2,4129
10316,r356,2011,Extramural,United States and U.S. territories,Businesses,3,47513
10316,r357,2011,Extramural,United States and U.S. territories,Higher educationb,3,1427
10316,r358,2011,Extramural,United States and U.S. territories,Nonprofit organizations,3,876
10316,r359,2011,Extramural,United States and U.S. territories,State and local governments,3,434
10316,r360,2011,Extramural,Non-U.S. performers,,2,607
10316,r361,2012,Total,,,1,76538
10316,r362,2012,Intramural,Federal agenciesa,,2,20073
10316,r363,2012,Intramural,FFRDCs,,2,3065
10316,r364,2012,Extramural,United States and U.S. territories,Businesses,3,51116
10316,r365,2012,Extramural,United States and U.S. territories,Higher educationb,3,1220
10316,r366,2012,Extramural,United States and U.S. territories,Nonprofit organizations,3,534
10316,r367,2012,Extramural,United States and U.S. territories,State and local governments,3,101
10316,r368,2012,Extramural,Non-U.S. performers,,2,429
10316,r369,2013,Total,,,1,66188
10316,r370,2013,Intramural,Federal agenciesa,,2,19546
10316,r371,2013,Intramural,FFRDCs,,2,2589
10316,r372,2013,Extramural,United States and U.S. territories,Businesses,3,42173
10316,r373,2013,Extramural,United States and U.S. territories,Higher educationb,3,1000
10316,r374,2013,Extramural,United States and U.S. territories,Nonprofit organizations,3,469
10316,r375,2013,Extramural,United States and U.S. territories,State and local governments,3,72
10316,r376,2013,Extramural,Non-U.S. performers,,2,338
10316,r377,2014,Total,,,1,67370
10316,r378,2014,Intramural,Federal agenciesa,,2,20431
10316,r379,2014,Intramural,FFRDCs,,2,2531
10316,r380,2014,Extramural,United States and U.S. territories,Businesses,3,42179
10316,r381,2014,Extramural,United States and U.S. territories,Higher educationb,3,1319
10316,r382,2014,Extramural,United States and U.S. territories,Nonprofit organizations,3,487
10316,r383,2014,Extramural,United States and U.S. territories,State and local governments,3,52
10316,r384,2014,Extramural,Non-U.S. performers,,2,372
10316,r385,2015,Total,,,1,64928
10316,r386,2015,Intramural,Federal agenciesa,,2,19919
10316,r387,2015,Intramural,FFRDCs,,2,3177
10316,r388,2015,Extramural,United States and U.S. territories,Businesses,3,39345
10316,r389,2015,Extramural,United States and U.S. territories,Higher educationb,3,1453
10316,r390,2015,Extramural,United States and U.S. territories,Nonprofit organizations,3,426
10316,r391,2015,Extramural,United States and U.S. territories,State and local governments,3,67
10316,r392,2015,Extramural,Non-U.S. performers,,2,542
10316,r393,2016,Total,,,1,48728
10316,r394,2016,Intramural,Federal agenciesa,,2,16296
10316,r395,2016,Intramural,FFRDCs,,2,2773
10316,r396,2016,Extramural,United States and U.S. territories,Businesses,3,27441
10316,r397,2016,Extramural,United States and U.S. territories,Higher educationb,3,1336
10316,r398,2016,Extramural,United States and U.S. territories,Nonprofit organizations,3,412
10316,r399,2016,Extramural,United States and U.S. territories,State and local governments,3,122
10316,r400,2016,Extramural,Non-U.S. performers,,2,349
10316,r401,2017,Total,,,1,49103
10316,r402,2017,Intramural,Federal agenciesa,,2,15085
10316,r403,2017,Intramural,FFRDCs,,2,2718
10316,r404,2017,Extramural,United States and U.S. territories,Businesses,3,28912
10316,r405,2017,Extramural,United States and U.S. territories,Higher educationb,3,1337
10316,r406,2017,Extramural,United States and U.S. territories,Nonprofit organizations,3,564
10316,r407,2017,Extramural,United States and U.S. territories,State and local governments,3,100
10316,r408,2017,Extramural,Non-U.S. performers,,2,386
10316,r409,2018,Total,,,1,54837
10316,r410,2018,Intramural,Federal agenciesa,,2,18136
10316,r411,2018,Intramural,FFRDCs,,2,2998
10316,r412,2018,Extramural,United States and U.S. territories,Businesses,3,30986
10316,r413,2018,Extramural,United States and U.S. territories,Higher educationb,3,1446
10316,r414,2018,Extramural,United States and U.S. territories,Nonprofit organizations,3,836
10316,r415,2018,Extramural,United States and U.S. territories,State and local governments,3,132
10316,r416,2018,Extramural,Non-U.S. performers,,2,305
10316,r417,2019,Total,,,1,61306
10316,r418,2019,Intramural,Federal agenciesa,,2,21015
10316,r419,2019,Intramural,FFRDCs,,2,3871
10316,r420,2019,Extramural,United States and U.S. territories,Businesses,3,33707
10316,r421,2019,Extramural,United States and U.S. territories,Higher educationb,3,1619
10316,r422,2019,Extramural,United States and U.S. territories,Nonprofit organizations,3,559
10316,r423,2019,Extramural,United States and U.S. territories,State and local governments,3,86
10316,r424,2019,Extramural,Non-U.S. performers,,2,450
10316,r425,2020,Total,,,1,82098
10316,r426,2020,Intramural,Federal agenciesa,,2,31899
10316,r427,2020,Intramural,FFRDCs,,2,3258
10316,r428,2020,Extramural,United States and U.S. territories,Businesses,3,41400
10316,r429,2020,Extramural,United States and U.S. territories,Higher educationb,3,3067
10316,r430,2020,Extramural,United States and U.S. territories,Nonprofit organizations,3,1508
10316,r431,2020,Extramural,United States and U.S. territories,State and local governments,3,75
10316,r432,2020,Extramural,Non-U.S. performers,,2,890
10316,r433,2021,Total,,,1,103907
10316,r434,2021,Intramural,Federal agenciesa,,2,54901
10316,r435,2021,Intramural,FFRDCs,,2,4263
10316,r436,2021,Extramural,United States and U.S. territories,Businesses,3,39435
10316,r437,2021,Extramural,United States and U.S. territories,Higher educationb,3,2740
10316,r438,2021,Extramural,United States and U.S. territories,Nonprofit organizations,3,2225
10316,r439,2021,Extramural,United States and U.S. territories,State and local governments,3,79
10316,r440,2021,Extramural,Non-U.S. performers,,2,265
10316,r441,2022 (preliminary),Total,,,1,100595
10316,r442,2022 (preliminary),Intramural,Federal agenciesa,,2,50879
10316,r443,2022 (preliminary),Intramural,FFRDCs,,2,4373
10316,r444,2022 (preliminary),Extramural,United States and U.S. territories,Businesses,3,40234
10316,r445,2022 (preliminary),Extramural,United States and U.S. territories,Higher educationb,3,2853
10316,r446,2022 (preliminary),Extramural,United States and U.S. territories,Nonprofit organizations,3,1914
10316,r447,2022 (preliminary),Extramural,United States and U.S. territories,State and local governments,3,88
10316,r448,2022 (preliminary),Extramural,Non-U.S. performers,,2,252
