table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_sciences_and_mathematics,field_engineering,field_environmental_sciences,field_life_sciences,field_physical_sciences,field_psychology,field_social_sciences,field_other_sciences_nec
6403,r001,All agencies surveyed,All agencies surveyed,,,,,1,19474515.9,1358770.8,1796051.5,1063035.8,11225928.8,1612544.4,1024700.0,310079.2,1083405.4
6403,r002,All agencies surveyed -> Departments,All agencies surveyed,Departments,,,,2,,,,,,,,,
6403,r003,All agencies surveyed -> Departments -> Department of Agriculture,All agencies surveyed,Departments,Department of Agriculture,,,3,393250.5,114.6,43262.3,4217.0,325272.8,9583.1,0.0,10800.8,0.0
6403,r004,All agencies surveyed -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies surveyed,Departments,Department of Agriculture,Agricultural Research Service,,4,58723.0,76.3,528.5,258.4,53948.8,3770.0,0.0,140.9,0.0
6403,r005,All agencies surveyed -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies surveyed,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,6242.9,0.0,0.0,0.0,6242.9,0.0,0.0,0.0,0.0
6403,r006,All agencies surveyed -> Departments -> Department of Agriculture -> Forest Service,All agencies surveyed,Departments,Department of Agriculture,Forest Service,,4,5972.2,38.3,122.0,1732.0,3688.8,50.0,0.0,341.2,0.0
6403,r007,All agencies surveyed -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies surveyed,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,322312.4,0.0,42611.7,2226.6,261392.3,5763.1,0.0,10318.7,0.0
6403,r008,All agencies surveyed -> Departments -> Department of Defense,All agencies surveyed,Departments,Department of Defense,,,3,1594503.2,278070.2,382226.6,66949.1,175733.6,173585.7,30356.2,78340.7,409241.1
6403,r009,All agencies surveyed -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies surveyed,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,279185.5,153000.0,26479.1,0.0,71429.4,28277.0,0.0,0.0,0.0
6403,r010,All agencies surveyed -> Departments -> Department of Defense -> Defense Health Agency,All agencies surveyed,Departments,Department of Defense,Defense Health Agency,,4,540.1,0.0,0.0,0.0,540.1,0.0,0.0,0.0,0.0
6403,r011,All agencies surveyed -> Departments -> Department of Defense -> Department of the Air Force,All agencies surveyed,Departments,Department of Defense,Department of the Air Force,,4,368146.2,23956.2,213295.4,1887.2,7056.8,60727.0,676.2,52537.2,8010.2
6403,r012,All agencies surveyed -> Departments -> Department of Defense -> Department of the Army,All agencies surveyed,Departments,Department of Defense,Department of the Army,,4,346174.1,33362.2,17806.6,2107.8,52906.4,15527.6,0.0,2575.5,221888.0
6403,r013,All agencies surveyed -> Departments -> Department of Defense -> Department of the Navy,All agencies surveyed,Departments,Department of Defense,Department of the Navy,,4,397974.4,41401.8,90405.3,52804.7,18624.0,10860.0,1669.6,5447.7,176761.2
6403,r014,All agencies surveyed -> Departments -> Department of Defense -> Other defense agencies,All agencies surveyed,Departments,Department of Defense,Other defense agencies,,4,202483.0,26350.0,34240.2,10149.4,25176.9,58194.1,28010.4,17780.2,2581.8
6403,r015,All agencies surveyed -> Departments -> Department of Energy,All agencies surveyed,Departments,Department of Energy,,,3,381960.8,7122.0,1535.0,5424.0,87872.0,113154.6,0.0,0.0,166853.2
6403,r016,All agencies surveyed -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies surveyed,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,1535.0,0.0,1535.0,0.0,0.0,0.0,0.0,0.0,0.0
6403,r017,All agencies surveyed -> Departments -> Department of Energy -> Fossil Energy,All agencies surveyed,Departments,Department of Energy,Fossil Energy,,4,1701.0,0.0,0.0,0.0,0.0,1701.0,0.0,0.0,0.0
6403,r018,All agencies surveyed -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies surveyed,Departments,Department of Energy,National Nuclear Security Administration,,4,10068.6,0.0,0.0,0.0,0.0,10068.6,0.0,0.0,0.0
6403,r019,All agencies surveyed -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies surveyed,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,10068.6,0.0,0.0,0.0,0.0,10068.6,0.0,0.0,0.0
6403,r020,All agencies surveyed -> Departments -> Department of Energy -> Office of Science,All agencies surveyed,Departments,Department of Energy,Office of Science,,4,368656.2,7122.0,0.0,5424.0,87872.0,101385.0,0.0,0.0,166853.2
6403,r021,All agencies surveyed -> Departments -> Department of Health and Human Services,All agencies surveyed,Departments,Department of Health and Human Services,,,3,11811709.8,112920.7,564994.7,115213.1,9923745.3,30185.3,957462.6,36514.4,70673.8
6403,r022,All agencies surveyed -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies surveyed,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,23428.5,0.0,0.0,10552.8,622.0,0.0,0.0,200.0,12053.6
6403,r023,All agencies surveyed -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies surveyed,Departments,Department of Health and Human Services,National Institutes of Health,,4,11788281.4,112920.7,564994.7,104660.2,9923123.3,30185.3,957462.6,36314.4,58620.1
6403,r024,All agencies surveyed -> Departments -> Department of Homeland Security,All agencies surveyed,Departments,Department of Homeland Security,,,3,21894.1,3270.4,14000.0,0.0,2124.5,2499.2,0.0,0.0,0.0
6403,r025,All agencies surveyed -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies surveyed,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,7894.1,3270.4,0.0,0.0,2124.5,2499.2,0.0,0.0,0.0
6403,r026,All agencies surveyed -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies surveyed,Departments,Department of Homeland Security,Science and Technology Directorate,,4,14000.0,0.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0
6403,r027,All agencies surveyed -> Other agencies,All agencies surveyed,Other agencies,,,,2,,,,,,,,,
6403,r028,All agencies surveyed -> Other agencies -> National Aeronautics and Space Administration,All agencies surveyed,Other agencies,National Aeronautics and Space Administration,,,3,611831.9,0.0,0.0,137480.9,12164.7,462146.2,0.0,0.0,40.0
6403,r029,All agencies surveyed -> Other agencies -> National Science Foundation,All agencies surveyed,Other agencies,National Science Foundation,,,3,4659365.6,957272.9,790032.9,733751.8,699016.0,821390.2,36881.2,184423.3,436597.2
