table_id,row_id,_b_type_of_institution_b_full_path,_b_type_of_institution_b_level_1,_b_type_of_institution_b_level_2,_b_type_of_institution_b_level_3,_b_type_of_institution_b_hierarchy_depth,field_all_sources,field_government_federal,field_government_state_and_local,field_institutional_funds_and_other_sourcesa
12866,r001,All institutions,All institutions,,,1,7261.1,99.1,1400.6,5761.5
12866,r002,All institutions -> Doctorate granting,All institutions,Doctorate granting,,2,7019.1,77.9,1364.2,5576.9
12866,r003,All institutions -> Doctorate granting -> Public,All institutions,Doctorate granting,Public,3,4271.8,64.1,1354.2,2853.5
12866,r004,All institutions -> Doctorate granting -> Private,All institutions,Doctorate granting,Private,3,2747.3,13.8,10.0,2723.5
12866,r005,All institutions -> Nondoctorate granting,All institutions,Nondoctorate granting,,2,242.0,21.2,36.4,184.5
