table_id,row_id,_b_historical_field_aggregations_in_the_data_tables_b_full_path,_b_historical_field_aggregations_in_the_data_tables_b_level_1,_b_historical_field_aggregations_in_the_data_tables_b_level_2,_b_historical_field_aggregations_in_the_data_tables_b_level_3,_b_historical_field_aggregations_in_the_data_tables_b_level_4,_b_historical_field_aggregations_in_the_data_tables_b_level_5,_b_historical_field_aggregations_in_the_data_tables_b_hierarchy_depth,field_trend_field_aggregations_in_the_summary_report
9568,r286,Non-science and engineering -> Education -> Teaching fields -> Nursing education,Non-science and engineering,Education,Teaching fields,Nursing education,,4,Nursing education
9568,r287,Non-science and engineering -> Education -> Teaching fields -> Physical education and coaching,Non-science and engineering,Education,Teaching fields,Physical education and coaching,,4,Physical education and coaching
9568,r288,Non-science and engineering -> Education -> Teaching fields -> Science education,Non-science and engineering,Education,Teaching fields,Science education,,4,Science education
9568,r289,Non-science and engineering -> Education -> Teaching fields -> Social science education,Non-science and engineering,Education,Teaching fields,Social science education,,4,Social science education
9568,r290,"Non-science and engineering -> Education -> Teaching fields -> Teacher education and professional development, other",Non-science and engineering,Education,Teaching fields,"Teacher education and professional development, other",,4,"Teacher education and professional development, other"
9568,r291,Non-science and engineering -> Education -> Other education,Non-science and engineering,Education,Other education,,,3,Other education
9568,r292,Non-science and engineering -> Education -> Other education -> Workforce education and development,Non-science and engineering,Education,Other education,Workforce education and development,,4,Workforce education and development
9568,r293,"Non-science and engineering -> Education -> Other education -> Education, general",Non-science and engineering,Education,Other education,"Education, general",,4,"Education, general"
9568,r294,"Non-science and engineering -> Education -> Other education -> Education, other",Non-science and engineering,Education,Other education,"Education, other",,4,"Education, other"
9568,r295,Non-science and engineering -> Humanities and arts,Non-science and engineering,Humanities and arts,,,,2,Humanities and arts
9568,r296,Non-science and engineering -> Humanities and arts -> Foreign languages and literature,Non-science and engineering,Humanities and arts,Foreign languages and literature,,,3,Foreign languages and literature
9568,r297,Non-science and engineering -> Humanities and arts -> Foreign languages and literature -> Arabic language and literature,Non-science and engineering,Humanities and arts,Foreign languages and literature,Arabic language and literature,,4,Arabic language and literature
9568,r298,Non-science and engineering -> Humanities and arts -> Foreign languages and literature -> Chinese language and literature,Non-science and engineering,Humanities and arts,Foreign languages and literature,Chinese language and literature,,4,Chinese language and literature
9568,r299,Non-science and engineering -> Humanities and arts -> Foreign languages and literature -> French language and literature,Non-science and engineering,Humanities and arts,Foreign languages and literature,French language and literature,,4,French language and literature
9568,r300,Non-science and engineering -> Humanities and arts -> Foreign languages and literature -> Germanic language and literature,Non-science and engineering,Humanities and arts,Foreign languages and literature,Germanic language and literature,,4,Germanic language and literature
9568,r301,Non-science and engineering -> Humanities and arts -> Foreign languages and literature -> Italian language and literature,Non-science and engineering,Humanities and arts,Foreign languages and literature,Italian language and literature,,4,Italian language and literature
9568,r302,Non-science and engineering -> Humanities and arts -> Foreign languages and literature -> Japanese language and literature,Non-science and engineering,Humanities and arts,Foreign languages and literature,Japanese language and literature,,4,Japanese language and literature
9568,r303,Non-science and engineering -> Humanities and arts -> Foreign languages and literature -> Latin American languages and literature,Non-science and engineering,Humanities and arts,Foreign languages and literature,Latin American languages and literature,,4,Latin American languages and literature
9568,r304,Non-science and engineering -> Humanities and arts -> Foreign languages and literature -> Russian language and literature,Non-science and engineering,Humanities and arts,Foreign languages and literature,Russian language and literature,,4,Russian language and literature
9568,r305,Non-science and engineering -> Humanities and arts -> Foreign languages and literature -> Spanish language and literature,Non-science and engineering,Humanities and arts,Foreign languages and literature,Spanish language and literature,,4,Spanish language and literature
9568,r306,"Non-science and engineering -> Humanities and arts -> Foreign languages and literature -> Foreign languages and literatures, other",Non-science and engineering,Humanities and arts,Foreign languages and literature,"Foreign languages and literatures, other",,4,"Foreign languages and literatures, other"
9568,r307,Non-science and engineering -> Humanities and arts -> History,Non-science and engineering,Humanities and arts,History,,,3,History
9568,r308,Non-science and engineering -> Humanities and arts -> History -> African history,Non-science and engineering,Humanities and arts,History,African history,,4,African history
9568,r309,Non-science and engineering -> Humanities and arts -> History -> American history (U.S. and Canada),Non-science and engineering,Humanities and arts,History,American history (U.S. and Canada),,4,American history (U.S. and Canada)
9568,r310,Non-science and engineering -> Humanities and arts -> History -> Asian history,Non-science and engineering,Humanities and arts,History,Asian history,,4,Asian history
9568,r311,Non-science and engineering -> Humanities and arts -> History -> European history,Non-science and engineering,Humanities and arts,History,European history,,4,European history
9568,r312,Non-science and engineering -> Humanities and arts -> History -> Latin American history,Non-science and engineering,Humanities and arts,History,Latin American history,,4,Latin American history
9568,r313,Non-science and engineering -> Humanities and arts -> History -> Middle/ Near East history,Non-science and engineering,Humanities and arts,History,Middle/ Near East history,,4,Middle/ Near East history
9568,r314,"Non-science and engineering -> Humanities and arts -> History -> History, general",Non-science and engineering,Humanities and arts,History,"History, general",,4,"History, general"
9568,r315,"Non-science and engineering -> Humanities and arts -> History -> History, other",Non-science and engineering,Humanities and arts,History,"History, other",,4,"History, other"
9568,r316,Non-science and engineering -> Humanities and arts -> Letters,Non-science and engineering,Humanities and arts,Letters,,,3,Letters
9568,r317,Non-science and engineering -> Humanities and arts -> Letters -> American literature (U.S. and Canada),Non-science and engineering,Humanities and arts,Letters,American literature (U.S. and Canada),,4,American literature (U.S. and Canada)
9568,r318,Non-science and engineering -> Humanities and arts -> Letters -> Classics,Non-science and engineering,Humanities and arts,Letters,Classics,,4,Classics
9568,r319,Non-science and engineering -> Humanities and arts -> Letters -> Comparative literature,Non-science and engineering,Humanities and arts,Letters,Comparative literature,,4,Comparative literature
9568,r320,Non-science and engineering -> Humanities and arts -> Letters -> Creative writing,Non-science and engineering,Humanities and arts,Letters,Creative writing,,4,Creative writing
9568,r321,Non-science and engineering -> Humanities and arts -> Letters -> English language,Non-science and engineering,Humanities and arts,Letters,English language,,4,English language
9568,r322,Non-science and engineering -> Humanities and arts -> Letters -> English literature (British and Commonwealth),Non-science and engineering,Humanities and arts,Letters,English literature (British and Commonwealth),,4,English literature (British and Commonwealth)
9568,r323,Non-science and engineering -> Humanities and arts -> Letters -> Rhetoric and composition,Non-science and engineering,Humanities and arts,Letters,Rhetoric and composition,,4,Rhetoric and composition
9568,r324,Non-science and engineering -> Humanities and arts -> Letters -> Speech and rhetorical studies,Non-science and engineering,Humanities and arts,Letters,Speech and rhetorical studies,,4,Speech and rhetorical studies
9568,r325,"Non-science and engineering -> Humanities and arts -> Letters -> Letters, general",Non-science and engineering,Humanities and arts,Letters,"Letters, general",,4,"Letters, general"
9568,r326,"Non-science and engineering -> Humanities and arts -> Letters -> Letters, other",Non-science and engineering,Humanities and arts,Letters,"Letters, other",,4,"Letters, other"
9568,r327,Non-science and engineering -> Humanities and arts -> Other humanities and arts,Non-science and engineering,Humanities and arts,Other humanities and arts,,,3,Other humanities and arts
9568,r328,Non-science and engineering -> Humanities and arts -> Other humanities and arts -> African American studies/ literature/ history,Non-science and engineering,Humanities and arts,Other humanities and arts,African American studies/ literature/ history,,4,African American studies/ literature/ history
9568,r329,Non-science and engineering -> Humanities and arts -> Other humanities and arts -> Archaeology (humanities),Non-science and engineering,Humanities and arts,Other humanities and arts,Archaeology (humanities),,4,Archaeology (humanities)
9568,r330,Non-science and engineering -> Humanities and arts -> Other humanities and arts -> Art history/ criticism/ conservation,Non-science and engineering,Humanities and arts,Other humanities and arts,Art history/ criticism/ conservation,,4,Art history/ criticism/ conservation
9568,r331,Non-science and engineering -> Humanities and arts -> Other humanities and arts -> Bible/ biblical studies,Non-science and engineering,Humanities and arts,Other humanities and arts,Bible/ biblical studies,,4,Bible/ biblical studies
9568,r332,Non-science and engineering -> Humanities and arts -> Other humanities and arts -> Dance,Non-science and engineering,Humanities and arts,Other humanities and arts,Dance,,4,Dance
9568,r333,Non-science and engineering -> Humanities and arts -> Other humanities and arts -> Drama/ theater arts/ performance studies,Non-science and engineering,Humanities and arts,Other humanities and arts,Drama/ theater arts/ performance studies,,4,Drama/ theater arts/ performance studies
9568,r334,Non-science and engineering -> Humanities and arts -> Other humanities and arts -> Ethics,Non-science and engineering,Humanities and arts,Other humanities and arts,Ethics,,4,Ethics
9568,r335,Non-science and engineering -> Humanities and arts -> Other humanities and arts -> Film/ cinema/ media studies,Non-science and engineering,Humanities and arts,Other humanities and arts,Film/ cinema/ media studies,,4,Film/ cinema/ media studies
9568,r336,Non-science and engineering -> Humanities and arts -> Other humanities and arts -> Jewish/ Judaic studies,Non-science and engineering,Humanities and arts,Other humanities and arts,Jewish/ Judaic studies,,4,Jewish/ Judaic studies
9568,r337,Non-science and engineering -> Humanities and arts -> Other humanities and arts -> Music,Non-science and engineering,Humanities and arts,Other humanities and arts,Music,,4,Music
9568,r338,Non-science and engineering -> Humanities and arts -> Other humanities and arts -> Music performance,Non-science and engineering,Humanities and arts,Other humanities and arts,Music performance,,4,Music performance
9568,r339,Non-science and engineering -> Humanities and arts -> Other humanities and arts -> Music theory and composition,Non-science and engineering,Humanities and arts,Other humanities and arts,Music theory and composition,,4,Music theory and composition
9568,r340,"Non-science and engineering -> Humanities and arts -> Other humanities and arts -> Music, other",Non-science and engineering,Humanities and arts,Other humanities and arts,"Music, other",,4,"Music, other"
9568,r341,Non-science and engineering -> Humanities and arts -> Other humanities and arts -> Musicology/ ethnomusicology,Non-science and engineering,Humanities and arts,Other humanities and arts,Musicology/ ethnomusicology,,4,Musicology/ ethnomusicology
9568,r342,Non-science and engineering -> Humanities and arts -> Other humanities and arts -> Philosophy,Non-science and engineering,Humanities and arts,Other humanities and arts,Philosophy,,4,Philosophy
9568,r343,Non-science and engineering -> Humanities and arts -> Other humanities and arts -> Religion/ religious studies,Non-science and engineering,Humanities and arts,Other humanities and arts,Religion/ religious studies,,4,Religion/ religious studies
9568,r344,Non-science and engineering -> Humanities and arts -> Other humanities and arts -> Theology/ religious education,Non-science and engineering,Humanities and arts,Other humanities and arts,Theology/ religious education,,4,Theology/ religious education
9568,r345,"Non-science and engineering -> Humanities and arts -> Other humanities and arts -> Humanities, general",Non-science and engineering,Humanities and arts,Other humanities and arts,"Humanities, general",,4,"Humanities, general"
9568,r346,"Non-science and engineering -> Humanities and arts -> Other humanities and arts -> Humanities, other",Non-science and engineering,Humanities and arts,Other humanities and arts,"Humanities, other",,4,"Humanities, other"
9568,r347,Non-science and engineering -> Other non-science and engineering,Non-science and engineering,Other non-science and engineering,,,,2,Not applicable
9568,r348,Non-science and engineering -> Other non-science and engineering -> Business management and administration,Non-science and engineering,Other non-science and engineering,Business management and administration,,,3,Business
9568,r349,Non-science and engineering -> Other non-science and engineering -> Business management and administration -> Accounting,Non-science and engineering,Other non-science and engineering,Business management and administration,Accounting,,4,Accounting
9568,r350,Non-science and engineering -> Other non-science and engineering -> Business management and administration -> Business administration and management,Non-science and engineering,Other non-science and engineering,Business management and administration,Business administration and management,,4,Business administration and management
9568,r351,Non-science and engineering -> Other non-science and engineering -> Business management and administration -> Business/ managerial economics,Non-science and engineering,Other non-science and engineering,Business management and administration,Business/ managerial economics,,4,Business/ managerial economics
9568,r352,Non-science and engineering -> Other non-science and engineering -> Business management and administration -> Finance,Non-science and engineering,Other non-science and engineering,Business management and administration,Finance,,4,Finance
9568,r353,"Non-science and engineering -> Other non-science and engineering -> Business management and administration -> Hospitality, food service and tourism management",Non-science and engineering,Other non-science and engineering,Business management and administration,"Hospitality, food service and tourism management",,4,"Hospitality, food service and tourism management"
9568,r354,Non-science and engineering -> Other non-science and engineering -> Business management and administration -> Human resources development,Non-science and engineering,Other non-science and engineering,Business management and administration,Human resources development,,4,Human resources development
9568,r355,Non-science and engineering -> Other non-science and engineering -> Business management and administration -> International business/ trade/ commerce,Non-science and engineering,Other non-science and engineering,Business management and administration,International business/ trade/ commerce,,4,International business/ trade/ commerce
9568,r356,Non-science and engineering -> Other non-science and engineering -> Business management and administration -> Management information systems/ business statistics,Non-science and engineering,Other non-science and engineering,Business management and administration,Management information systems/ business statistics,,4,Management information systems/ business statistics
9568,r357,Non-science and engineering -> Other non-science and engineering -> Business management and administration -> Marketing management and research,Non-science and engineering,Other non-science and engineering,Business management and administration,Marketing management and research,,4,Marketing management and research
9568,r358,Non-science and engineering -> Other non-science and engineering -> Business management and administration -> Operations research (business),Non-science and engineering,Other non-science and engineering,Business management and administration,Operations research (business),,4,Operations research (business)
9568,r359,Non-science and engineering -> Other non-science and engineering -> Business management and administration -> Organizational behavior,Non-science and engineering,Other non-science and engineering,Business management and administration,Organizational behavior,,4,Organizational behavior
9568,r360,"Non-science and engineering -> Other non-science and engineering -> Business management and administration -> Business management/ administration, general",Non-science and engineering,Other non-science and engineering,Business management and administration,"Business management/ administration, general",,4,"Business management/ administration, general"
9568,r361,"Non-science and engineering -> Other non-science and engineering -> Business management and administration -> Business management/ administration, other",Non-science and engineering,Other non-science and engineering,Business management and administration,"Business management/ administration, other",,4,"Business management/ administration, other"
9568,r362,Non-science and engineering -> Other non-science and engineering -> Not applicable,Non-science and engineering,Other non-science and engineering,Not applicable,,,3,Other non-science and engineering
9568,r363,Non-science and engineering -> Other non-science and engineering -> Communication,Non-science and engineering,Other non-science and engineering,Communication,,,3,Communication
9568,r364,Non-science and engineering -> Other non-science and engineering -> Communication -> Communication research,Non-science and engineering,Other non-science and engineering,Communication,Communication research,,4,Communication research
9568,r365,Non-science and engineering -> Other non-science and engineering -> Communication -> Communication theory,Non-science and engineering,Other non-science and engineering,Communication,Communication theory,,4,Communication theory
9568,r366,"Non-science and engineering -> Other non-science and engineering -> Communication -> Film, radio, TV and digital communication",Non-science and engineering,Other non-science and engineering,Communication,"Film, radio, TV and digital communication",,4,"Film, radio, TV and digital communication"
9568,r367,Non-science and engineering -> Other non-science and engineering -> Communication -> Mass communication/ media studies,Non-science and engineering,Other non-science and engineering,Communication,Mass communication/ media studies,,4,Mass communication/ media studies
9568,r368,"Non-science and engineering -> Other non-science and engineering -> Communication -> Communication, general",Non-science and engineering,Other non-science and engineering,Communication,"Communication, general",,4,"Communication, general"
9568,r369,"Non-science and engineering -> Other non-science and engineering -> Communication -> Communication, other",Non-science and engineering,Other non-science and engineering,Communication,"Communication, other",,4,"Communication, other"
9568,r370,Non-science and engineering -> Other non-science and engineering -> Non-science and engineering fields nec,Non-science and engineering,Other non-science and engineering,Non-science and engineering fields nec,,,3,Non-science and engineering fields nec
9568,r371,Non-science and engineering -> Other non-science and engineering -> Non-science and engineering fields nec -> Architecture/ environmental design,Non-science and engineering,Other non-science and engineering,Non-science and engineering fields nec,Architecture/ environmental design,,4,Architecture/ environmental design
9568,r372,Non-science and engineering -> Other non-science and engineering -> Non-science and engineering fields nec -> Family/ consumer sciences/ human sciences,Non-science and engineering,Other non-science and engineering,Non-science and engineering fields nec,Family/ consumer sciences/ human sciences,,4,Family/ consumer sciences/ human sciences
9568,r373,Non-science and engineering -> Other non-science and engineering -> Non-science and engineering fields nec -> Law,Non-science and engineering,Other non-science and engineering,Non-science and engineering fields nec,Law,,4,Law
9568,r374,Non-science and engineering -> Other non-science and engineering -> Non-science and engineering fields nec -> Library science,Non-science and engineering,Other non-science and engineering,Non-science and engineering fields nec,Library science,,4,Library science
9568,r375,Non-science and engineering -> Other non-science and engineering -> Non-science and engineering fields nec -> Parks/ sports/ recreation/ leisure/ fitness,Non-science and engineering,Other non-science and engineering,Non-science and engineering fields nec,Parks/ sports/ recreation/ leisure/ fitness,,4,Parks/ sports/ recreation/ leisure/ fitness
9568,r376,Non-science and engineering -> Other non-science and engineering -> Non-science and engineering fields nec -> Public administration,Non-science and engineering,Other non-science and engineering,Non-science and engineering fields nec,Public administration,,4,Public administration
9568,r377,Non-science and engineering -> Other non-science and engineering -> Non-science and engineering fields nec -> Social work,Non-science and engineering,Other non-science and engineering,Non-science and engineering fields nec,Social work,,4,Social work
9568,r378,Non-science and engineering -> Other non-science and engineering -> Non-science and engineering fields nec -> Other fields nec,Non-science and engineering,Other non-science and engineering,Non-science and engineering fields nec,Other fields nec,,4,Other fields nec
