table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
1976,r001,World,World,,,,1,3473038,3876320,4305668,4574271,4914716,5532705,6003764,5547411,6304366,7008185,7132077,7376083,7679857,7545253,7779187,8277119,9020711
1976,r002,World -> North America,World,North America,,,2,1254043,1299313,1355778,1432797,1510226,1588799,1623166,1541442,1694155,1792135,1849794,1938018,2005464,2106428,2183120,2303069,2496522
1976,r003,World -> North America -> Canada,World,North America,Canada,,3,63411,70942,76367,82334,88910,96208,93115,82539,96882,108489,111951,111026,108743,99146,91423,96488,101165
1976,r004,World -> North America -> Mexico,World,North America,Mexico,,3,61453,54766,56498,60888,70137,72937,74264,55445,69532,75706,85171,88705,92889,93737,87886,93960,98039
1976,r005,World -> North America -> United States,World,North America,United States,,3,1129179,1173605,1222914,1289576,1351179,1419654,1455788,1403458,1527741,1607940,1652672,1738287,1803832,1913546,2003810,2112621,2296415
1976,r006,World -> Central and South America,World,Central and South America,,,2,69827,74516,93314,114270,136365,173785,216214,199674,249154,286511,271234,274101,251025,208757,183891,210532,205408
1976,r007,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,6370,7986,10193,12632,15264,19395,24925,24107,28446,32266,32800,32981,25371,26486,24090,28026,23196
1976,r008,World -> Central and South America -> Bolivia,World,Central and South America,Bolivia,,3,244,246,250,262,274,296,387,450,467,511,560,616,653,706,788,837,918
1976,r009,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,42622,46352,59229,72959,88556,115136,144111,125200,169579,196023,172426,172654,159316,110845,106952,122683,118280
1976,r010,World -> Central and South America -> Chile,World,Central and South America,Chile,,3,3325,3452,4446,5851,6542,7554,8389,8937,11016,12884,14032,15305,15085,14376,14076,14962,16249
1976,r011,World -> Central and South America -> Colombia,World,Central and South America,Colombia,,3,5575,5427,6651,8035,9041,11438,12978,12601,15182,16682,18252,18656,18765,15172,14843,16004,16996
1976,r012,World -> Central and South America -> Costa Rica,World,Central and South America,Costa Rica,,3,1109,1103,1239,1401,1599,1856,2057,1933,2368,2709,2992,3163,3294,3610,3796,3964,4114
1976,r013,World -> Central and South America -> Ecuador,World,Central and South America,Ecuador,,3,1509,1448,1403,1570,1657,2109,2313,2554,2842,2668,3479,3517,3556,3460,3377,3380,3544
1976,r014,World -> Central and South America -> Honduras,World,Central and South America,Honduras,,3,634,655,653,758,877,953,1049,993,1126,1324,1473,1462,1482,1468,1544,1632,1718
1976,r015,World -> Central and South America -> Jamaica,World,Central and South America,Jamaica,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,r016,World -> Central and South America -> Panama,World,Central and South America,Panama,,3,525,555,600,631,697,748,845,959,1064,1169,1315,1496,1569,1687,1786,1930,2105
1976,r017,World -> Central and South America -> Peru,World,Central and South America,Peru,,3,2373,2465,2641,2954,3375,3916,4870,4890,5849,6610,7554,8248,8050,7559,7254,8066,8555
1976,r018,World -> Central and South America -> Uruguay,World,Central and South America,Uruguay,,3,725,599,643,784,882,1037,1461,1495,2038,2350,2659,2973,3060,2933,2980,3281,3353
1976,r019,World -> Central and South America -> Venezuela,World,Central and South America,Venezuela,,3,4815,4230,5365,6434,7601,9348,12829,15555,9178,11316,13692,13029,10825,20455,2404,5768,6381
1976,r020,World -> Europe,World,Europe,,,2,1032579,1232417,1417410,1476273,1598100,1868360,2025980,1685465,1801125,2026456,1924579,2033394,2112199,1906200,1940043,2015830,2200526
1976,r021,World -> Europe -> EU,World,Europe,EU,,3,943573,1127714,1289138,1327439,1426637,1654433,1761808,1481105,1564190,1735860,1632183,1724630,1821494,1675714,1706800,1757783,1928566
