table_id,row_id,business_activity,companies_number_,collected_primarily_in_digital_format,collected_but_not_digitally,did_not_collect,don_t_know,did_not_answer
9016,r001,Personnel,"['1,192,577', '&nbsp;']","['37.9', '&nbsp;']","['29.5', '&nbsp;']","['15.6', '&nbsp;']","['17.0', '&nbsp;']","['0.1', '&nbsp;']"
9016,r002,Financial,"['1,192,577', '&nbsp;']","['56.0', '&nbsp;']","['15.4', '&nbsp;']","['12.9', '&nbsp;']","['15.6', '&nbsp;']","['0.1', '&nbsp;']"
9016,r003,Customer feedback,"['1,192,577', '&nbsp;']","['35.0', '&nbsp;']","['14.6', '&nbsp;']","['32.1', '&nbsp;']","['18.2', '&nbsp;']","['0.1', '&nbsp;']"
9016,r004,Marketing,"['1,192,577', '&nbsp;']","['39.9', '&nbsp;']","['9.5', '&nbsp;']","['31.2', '&nbsp;']","['19.3', '&nbsp;']","['0.2', '&nbsp;']"
9016,r005,Supply chain,"['1,192,577', '&nbsp;']","['24.7', '&nbsp;']","['12.7', '&nbsp;']","['35.9', '&nbsp;']","['26.5', '&nbsp;']","['0.2', '&nbsp;']"
9016,r006,Production,"['1,192,577', '&nbsp;']","['22.6', '&nbsp;']","['13.3', '&nbsp;']","['36.6', '&nbsp;']","['27.3', '&nbsp;']","['0.2', '&nbsp;']"
9016,r007,Other,"['1,192,577', '&nbsp;']","['4.4', '&nbsp;']","['2.3', '&nbsp;']","['31.7', '&nbsp;']","['60.4', '&nbsp;']","['1.2', '&nbsp;']"
