table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_federal_obligations,field_r_d,field_r_d_plant,field_facilities_and_equipment_for_instruction_in_s_e,field_s_e_fellowships_traineeships_and_training_grants,field_other_general_support_for_s_e
11221,r578,All states and outlying areas -> Nevada -> Nevada System of Higher Education,All states and outlying areas,Nevada,Nevada System of Higher Education,3,30717,28455,0,0,302,1960
11221,r579,"All states and outlying areas -> Nevada -> U. Nevada, Las Vegas",All states and outlying areas,Nevada,"U. Nevada, Las Vegas",3,18635,15214,377,0,2869,174
11221,r580,"All states and outlying areas -> Nevada -> U. Nevada, Reno",All states and outlying areas,Nevada,"U. Nevada, Reno",3,55550,51701,994,0,1208,1647
11221,r581,All states and outlying areas -> New Hampshire,All states and outlying areas,New Hampshire,,2,191241,180016,1030,0,6234,3961
11221,r582,All states and outlying areas -> New Hampshire -> Dartmouth C.,All states and outlying areas,New Hampshire,Dartmouth C.,3,115913,110710,1030,0,2911,1263
11221,r583,All states and outlying areas -> New Hampshire -> Plymouth State U.,All states and outlying areas,New Hampshire,Plymouth State U.,3,37,37,0,0,0,0
11221,r584,All states and outlying areas -> New Hampshire -> Rivier U.,All states and outlying areas,New Hampshire,Rivier U.,3,461,0,0,0,461,0
11221,r585,"All states and outlying areas -> New Hampshire -> U. New Hampshire, Durham",All states and outlying areas,New Hampshire,"U. New Hampshire, Durham",3,33626,30368,0,0,842,2416
11221,r586,"All states and outlying areas -> New Hampshire -> U. New Hampshire, Manchester",All states and outlying areas,New Hampshire,"U. New Hampshire, Manchester",3,13327,13327,0,0,0,0
11221,r587,All states and outlying areas -> New Hampshire -> U. System New Hampshire,All states and outlying areas,New Hampshire,U. System New Hampshire,3,27876,25574,0,0,2019,283
11221,r588,All states and outlying areas -> New Jersey,All states and outlying areas,New Jersey,,2,568672,532366,9050,91,19664,7500
11221,r589,All states and outlying areas -> New Jersey -> Bloomfield C.,All states and outlying areas,New Jersey,Bloomfield C.,3,200,184,0,0,16,0
11221,r590,"All states and outlying areas -> New Jersey -> C. New Jersey, The",All states and outlying areas,New Jersey,"C. New Jersey, The",3,1129,1009,0,0,120,0
11221,r591,All states and outlying areas -> New Jersey -> Fairleigh Dickinson U.,All states and outlying areas,New Jersey,Fairleigh Dickinson U.,3,421,405,0,0,16,0
11221,r592,All states and outlying areas -> New Jersey -> Kean U.,All states and outlying areas,New Jersey,Kean U.,3,164,0,0,0,0,164
11221,r593,All states and outlying areas -> New Jersey -> Montclair State U.,All states and outlying areas,New Jersey,Montclair State U.,3,5511,4256,210,0,1045,0
11221,r594,All states and outlying areas -> New Jersey -> New Jersey City U.,All states and outlying areas,New Jersey,New Jersey City U.,3,150,138,0,0,12,0
11221,r595,All states and outlying areas -> New Jersey -> New Jersey Institute of Technology,All states and outlying areas,New Jersey,New Jersey Institute of Technology,3,32879,31786,587,0,300,205
11221,r596,All states and outlying areas -> New Jersey -> New Jersey Sea Grant Consortium Inc.,All states and outlying areas,New Jersey,New Jersey Sea Grant Consortium Inc.,3,2027,2027,0,0,0,0
11221,r597,All states and outlying areas -> New Jersey -> Princeton U.,All states and outlying areas,New Jersey,Princeton U.,3,160757,150701,5605,0,3600,852
11221,r598,All states and outlying areas -> New Jersey -> Ramapo C. New Jersey,All states and outlying areas,New Jersey,Ramapo C. New Jersey,3,781,744,0,0,38,0
11221,r599,"All states and outlying areas -> New Jersey -> Rider U., Lawrenceville",All states and outlying areas,New Jersey,"Rider U., Lawrenceville",3,503,503,0,0,0,0
11221,r600,All states and outlying areas -> New Jersey -> Rowan U.,All states and outlying areas,New Jersey,Rowan U.,3,16876,14078,0,0,2555,244
11221,r601,"All states and outlying areas -> New Jersey -> Rutgers, The State U. New Jersey",All states and outlying areas,New Jersey,"Rutgers, The State U. New Jersey",3,321118,301830,2648,91,10704,5844
11221,r602,All states and outlying areas -> New Jersey -> Saint Peter's U.,All states and outlying areas,New Jersey,Saint Peter's U.,3,249,249,0,0,0,0
11221,r603,All states and outlying areas -> New Jersey -> Seton Hall U.,All states and outlying areas,New Jersey,Seton Hall U.,3,2154,1276,0,0,687,191
11221,r604,All states and outlying areas -> New Jersey -> Stevens Institute of Technology,All states and outlying areas,New Jersey,Stevens Institute of Technology,3,22251,22227,0,0,24,0
11221,r605,All states and outlying areas -> New Jersey -> Stockton U.,All states and outlying areas,New Jersey,Stockton U.,3,155,155,0,0,0,0
11221,r606,All states and outlying areas -> New Jersey -> Thomas Edison State U.,All states and outlying areas,New Jersey,Thomas Edison State U.,3,200,200,0,0,0,0
11221,r607,All states and outlying areas -> New Jersey -> William Paterson U.,All states and outlying areas,New Jersey,William Paterson U.,3,1148,600,0,0,548,0
11221,r608,All states and outlying areas -> New Mexico,All states and outlying areas,New Mexico,,2,247571,202664,9250,0,21507,14150
11221,r609,"All states and outlying areas -> New Mexico -> Eastern New Mexico U., Portales",All states and outlying areas,New Mexico,"Eastern New Mexico U., Portales",3,1141,1110,0,0,31,0
11221,r610,All states and outlying areas -> New Mexico -> Institute of American Indian and Alaska Native Culture and Arts Development,All states and outlying areas,New Mexico,Institute of American Indian and Alaska Native Culture and Arts Development,3,505,10,0,0,157,338
11221,r611,All states and outlying areas -> New Mexico -> Navajo Technical U.,All states and outlying areas,New Mexico,Navajo Technical U.,3,2444,1478,0,0,737,229
11221,r612,All states and outlying areas -> New Mexico -> New Mexico Consortium,All states and outlying areas,New Mexico,New Mexico Consortium,3,1225,1225,0,0,0,0
11221,r613,All states and outlying areas -> New Mexico -> New Mexico Highlands U.,All states and outlying areas,New Mexico,New Mexico Highlands U.,3,3164,2238,0,0,861,65
11221,r614,All states and outlying areas -> New Mexico -> New Mexico Institute of Mining and Technology,All states and outlying areas,New Mexico,New Mexico Institute of Mining and Technology,3,32472,23961,0,0,118,8393
11221,r615,"All states and outlying areas -> New Mexico -> New Mexico State U., Las Cruces",All states and outlying areas,New Mexico,"New Mexico State U., Las Cruces",3,57340,37048,8641,0,6686,4965
11221,r616,All states and outlying areas -> New Mexico -> Southwestern Indian Polytechnic Institute,All states and outlying areas,New Mexico,Southwestern Indian Polytechnic Institute,3,157,16,0,0,126,16
11221,r617,All states and outlying areas -> New Mexico -> U. New Mexico,All states and outlying areas,New Mexico,U. New Mexico,3,149074,135574,610,0,12759,131
11221,r618,All states and outlying areas -> New Mexico -> Western New Mexico U.,All states and outlying areas,New Mexico,Western New Mexico U.,3,50,5,0,0,32,12
11221,r619,All states and outlying areas -> New York,All states and outlying areas,New York,,2,3683461,3465709,51105,2024,130314,34308
11221,r620,All states and outlying areas -> New York -> Adelphi U.,All states and outlying areas,New York,Adelphi U.,3,782,6,0,0,776,0
11221,r621,All states and outlying areas -> New York -> Albany C. Pharmacy and Health Sciences,All states and outlying areas,New York,Albany C. Pharmacy and Health Sciences,3,495,495,0,0,0,0
11221,r622,All states and outlying areas -> New York -> Albany Medical C.,All states and outlying areas,New York,Albany Medical C.,3,11162,11131,0,0,31,0
11221,r623,All states and outlying areas -> New York -> Albert Einstein C. Medicine,All states and outlying areas,New York,Albert Einstein C. Medicine,3,198141,183860,7101,0,5536,1645
11221,r624,All states and outlying areas -> New York -> Alfred U.,All states and outlying areas,New York,Alfred U.,3,3140,3140,0,0,0,0
11221,r625,All states and outlying areas -> New York -> Bard C.,All states and outlying areas,New York,Bard C.,3,146,146,0,0,0,0
11221,r626,All states and outlying areas -> New York -> Barnard C.,All states and outlying areas,New York,Barnard C.,3,1854,1827,0,0,27,0
11221,r627,All states and outlying areas -> New York -> Canisius C.,All states and outlying areas,New York,Canisius C.,3,924,924,0,0,0,0
11221,r628,All states and outlying areas -> New York -> Clarkson U.,All states and outlying areas,New York,Clarkson U.,3,6324,5609,0,0,269,446
11221,r629,All states and outlying areas -> New York -> Cold Spring Harbor Laboratory,All states and outlying areas,New York,Cold Spring Harbor Laboratory,3,40129,39988,0,0,141,0
11221,r630,All states and outlying areas -> New York -> Colgate U.,All states and outlying areas,New York,Colgate U.,3,616,552,0,0,64,0
11221,r631,All states and outlying areas -> New York -> Columbia U. in the City of New York,All states and outlying areas,New York,Columbia U. in the City of New York,3,836411,803388,4346,0,23024,5653
11221,r632,All states and outlying areas -> New York -> Cooper Union for the Advancement of Science and Art,All states and outlying areas,New York,Cooper Union for the Advancement of Science and Art,3,52,52,0,0,0,0
11221,r633,"All states and outlying areas -> New York -> Cornell U., Ithaca",All states and outlying areas,New York,"Cornell U., Ithaca",3,583368,532256,16215,345,16547,18006
11221,r634,"All states and outlying areas -> New York -> CUNY, Baruch C.",All states and outlying areas,New York,"CUNY, Baruch C.",3,1156,1156,0,0,0,0
11221,r635,"All states and outlying areas -> New York -> CUNY, Borough of Manhattan Community C.",All states and outlying areas,New York,"CUNY, Borough of Manhattan Community C.",3,3032,2410,0,0,621,0
11221,r636,"All states and outlying areas -> New York -> CUNY, Bronx Community C.",All states and outlying areas,New York,"CUNY, Bronx Community C.",3,470,319,0,0,151,0
11221,r637,"All states and outlying areas -> New York -> CUNY, Brooklyn C.",All states and outlying areas,New York,"CUNY, Brooklyn C.",3,5348,4604,0,0,372,372
11221,r638,"All states and outlying areas -> New York -> CUNY, C. Staten Island",All states and outlying areas,New York,"CUNY, C. Staten Island",3,2641,1836,724,0,75,6
11221,r639,"All states and outlying areas -> New York -> CUNY, City C.",All states and outlying areas,New York,"CUNY, City C.",3,29566,27494,234,49,840,949
11221,r640,"All states and outlying areas -> New York -> CUNY, Graduate Center",All states and outlying areas,New York,"CUNY, Graduate Center",3,3836,732,0,0,3104,0
11221,r641,"All states and outlying areas -> New York -> CUNY, Hostos Community C.",All states and outlying areas,New York,"CUNY, Hostos Community C.",3,4175,2735,0,0,1440,0
11221,r642,"All states and outlying areas -> New York -> CUNY, Hunter C.",All states and outlying areas,New York,"CUNY, Hunter C.",3,14894,14826,0,0,68,0
11221,r643,"All states and outlying areas -> New York -> CUNY, John Jay C. Criminal Justice",All states and outlying areas,New York,"CUNY, John Jay C. Criminal Justice",3,2764,2748,0,0,16,0
11221,r644,"All states and outlying areas -> New York -> CUNY, LaGuardia Community C.",All states and outlying areas,New York,"CUNY, LaGuardia Community C.",3,334,0,0,0,334,0
11221,r645,"All states and outlying areas -> New York -> CUNY, Lehman C.",All states and outlying areas,New York,"CUNY, Lehman C.",3,2130,2055,0,0,74,0
11221,r646,"All states and outlying areas -> New York -> CUNY, Medgar Evers C.",All states and outlying areas,New York,"CUNY, Medgar Evers C.",3,340,340,0,0,0,0
11221,r647,"All states and outlying areas -> New York -> CUNY, New York City C. Technology",All states and outlying areas,New York,"CUNY, New York City C. Technology",3,3741,1726,0,0,2015,0
11221,r648,"All states and outlying areas -> New York -> CUNY, Queens C.",All states and outlying areas,New York,"CUNY, Queens C.",3,6677,4998,573,0,1106,0
11221,r649,"All states and outlying areas -> New York -> CUNY, Queensborough Community C.",All states and outlying areas,New York,"CUNY, Queensborough Community C.",3,530,488,0,0,43,0
11221,r650,"All states and outlying areas -> New York -> CUNY, system office",All states and outlying areas,New York,"CUNY, system office",3,34095,32776,0,0,65,1254
11221,r651,All states and outlying areas -> New York -> D'Youville C.,All states and outlying areas,New York,D'Youville C.,3,748,187,0,0,561,0
11221,r652,All states and outlying areas -> New York -> Dominican C.,All states and outlying areas,New York,Dominican C.,3,1749,375,0,0,1374,0
11221,r653,All states and outlying areas -> New York -> Fordham U.,All states and outlying areas,New York,Fordham U.,3,7606,5431,0,0,2175,0
11221,r654,All states and outlying areas -> New York -> Hamilton C.,All states and outlying areas,New York,Hamilton C.,3,420,420,0,0,0,0
11221,r655,All states and outlying areas -> New York -> Hartwick C.,All states and outlying areas,New York,Hartwick C.,3,27,27,0,0,0,0
11221,r656,All states and outlying areas -> New York -> Hobart and William Smith Colleges,All states and outlying areas,New York,Hobart and William Smith Colleges,3,83,83,0,0,0,0
11221,r657,All states and outlying areas -> New York -> Hofstra U.,All states and outlying areas,New York,Hofstra U.,3,3667,1383,0,0,2282,2
11221,r658,All states and outlying areas -> New York -> Hudson Valley Community C.,All states and outlying areas,New York,Hudson Valley Community C.,3,350,70,0,0,280,0
11221,r659,All states and outlying areas -> New York -> Icahn School of Medicine at Mount Sinai,All states and outlying areas,New York,Icahn School of Medicine at Mount Sinai,3,474110,462027,2314,0,9768,0
11221,r660,All states and outlying areas -> New York -> Iona C.,All states and outlying areas,New York,Iona C.,3,1966,375,0,0,1591,0
11221,r661,All states and outlying areas -> New York -> Ithaca C.,All states and outlying areas,New York,Ithaca C.,3,741,66,250,0,425,0
11221,r662,All states and outlying areas -> New York -> Le Moyne C.,All states and outlying areas,New York,Le Moyne C.,3,507,4,0,0,503,0
11221,r663,All states and outlying areas -> New York -> Long Island U.,All states and outlying areas,New York,Long Island U.,3,2183,1620,0,0,562,0
11221,r664,All states and outlying areas -> New York -> Manhattan C.,All states and outlying areas,New York,Manhattan C.,3,591,492,0,0,99,0
11221,r665,All states and outlying areas -> New York -> Marist C.,All states and outlying areas,New York,Marist C.,3,1480,370,0,0,1110,0
11221,r666,All states and outlying areas -> New York -> Mercy C.,All states and outlying areas,New York,Mercy C.,3,479,0,0,0,479,0
11221,r667,"All states and outlying areas -> New York -> Mount Saint Mary C., Newburgh",All states and outlying areas,New York,"Mount Saint Mary C., Newburgh",3,548,0,0,0,548,0
11221,r668,All states and outlying areas -> New York -> New York Institute of Technology,All states and outlying areas,New York,New York Institute of Technology,3,1421,1421,0,0,0,0
11221,r669,All states and outlying areas -> New York -> New York Medical C.,All states and outlying areas,New York,New York Medical C.,3,6485,6485,0,0,0,0
11221,r670,All states and outlying areas -> New York -> New York Structural Biology Center,All states and outlying areas,New York,New York Structural Biology Center,3,6560,6560,0,0,0,0
11221,r671,All states and outlying areas -> New York -> New York U.,All states and outlying areas,New York,New York U.,3,523279,509567,3327,0,9943,442
11221,r672,"All states and outlying areas -> New York -> Pace U., New York City",All states and outlying areas,New York,"Pace U., New York City",3,856,669,0,0,0,188
11221,r673,All states and outlying areas -> New York -> Pratt Institute,All states and outlying areas,New York,Pratt Institute,3,299,275,0,0,24,0
11221,r674,"All states and outlying areas -> New York -> Rensselaer Polytechnic Institute, Troy",All states and outlying areas,New York,"Rensselaer Polytechnic Institute, Troy",3,33248,32329,479,0,0,439
11221,r675,All states and outlying areas -> New York -> Rochester Institute of Technology,All states and outlying areas,New York,Rochester Institute of Technology,3,21336,17473,0,0,3249,615
11221,r676,"All states and outlying areas -> New York -> Rockefeller U., The",All states and outlying areas,New York,"Rockefeller U., The",3,83512,75287,7019,0,1206,0
11221,r677,All states and outlying areas -> New York -> Siena C.,All states and outlying areas,New York,Siena C.,3,475,451,0,0,24,0
11221,r678,All states and outlying areas -> New York -> Skidmore C.,All states and outlying areas,New York,Skidmore C.,3,753,729,0,0,24,0
11221,r679,All states and outlying areas -> New York -> St. Bonaventure U.,All states and outlying areas,New York,St. Bonaventure U.,3,657,440,0,0,0,217
11221,r680,"All states and outlying areas -> New York -> St. John's U., New York",All states and outlying areas,New York,"St. John's U., New York",3,1656,1651,0,0,5,0
11221,r681,All states and outlying areas -> New York -> St. Lawrence U.,All states and outlying areas,New York,St. Lawrence U.,3,179,171,0,0,8,0
11221,r682,All states and outlying areas -> New York -> State U. New York at Buffalo State C.,All states and outlying areas,New York,State U. New York at Buffalo State C.,3,250,250,0,0,0,0
11221,r683,"All states and outlying areas -> New York -> State U. New York at Fredonia, The",All states and outlying areas,New York,"State U. New York at Fredonia, The",3,337,0,337,0,0,0
11221,r684,"All states and outlying areas -> New York -> State U. New York at Geneseo, The",All states and outlying areas,New York,"State U. New York at Geneseo, The",3,1292,507,0,0,785,0
11221,r685,All states and outlying areas -> New York -> State U. New York at Old Westbury,All states and outlying areas,New York,State U. New York at Old Westbury,3,220,220,0,0,0,0
11221,r686,All states and outlying areas -> New York -> State U. New York at Oswego,All states and outlying areas,New York,State U. New York at Oswego,3,2142,2134,0,0,8,0
11221,r687,"All states and outlying areas -> New York -> State U. New York at Potsdam, The",All states and outlying areas,New York,"State U. New York at Potsdam, The",3,50,50,0,0,0,0
11221,r688,All states and outlying areas -> New York -> State U. New York C. Environmental Science and Forestry,All states and outlying areas,New York,State U. New York C. Environmental Science and Forestry,3,588,460,0,0,129,0
11221,r689,All states and outlying areas -> New York -> State U. New York Polytechnic Institute,All states and outlying areas,New York,State U. New York Polytechnic Institute,3,4851,3682,0,0,1170,0
11221,r690,"All states and outlying areas -> New York -> State U. New York, C. Optometry",All states and outlying areas,New York,"State U. New York, C. Optometry",3,1999,1961,0,0,37,0
11221,r691,"All states and outlying areas -> New York -> State U. New York, Cobleskill, C. Agriculture",All states and outlying areas,New York,"State U. New York, Cobleskill, C. Agriculture",3,86,86,0,0,0,0
11221,r692,"All states and outlying areas -> New York -> State U. New York, Maritime C.",All states and outlying areas,New York,"State U. New York, Maritime C.",3,1827,0,0,1000,640,187
11221,r693,"All states and outlying areas -> New York -> State U. New York, Purchase C.",All states and outlying areas,New York,"State U. New York, Purchase C.",3,888,888,0,0,0,0
11221,r694,"All states and outlying areas -> New York -> State U. New York, Suffolk County Community C., Selden",All states and outlying areas,New York,"State U. New York, Suffolk County Community C., Selden",3,1499,375,0,0,1124,0
11221,r695,"All states and outlying areas -> New York -> State U. New York, System Office",All states and outlying areas,New York,"State U. New York, System Office",3,58576,53564,0,0,4657,355
11221,r696,"All states and outlying areas -> New York -> State U. New York, The, Albany",All states and outlying areas,New York,"State U. New York, The, Albany",3,38943,36685,1099,0,682,477
11221,r697,"All states and outlying areas -> New York -> State U. New York, The, U. at Buffalo",All states and outlying areas,New York,"State U. New York, The, U. at Buffalo",3,127118,121610,493,0,4651,364
11221,r698,"All states and outlying areas -> New York -> State U. New York, Upstate Medical U.",All states and outlying areas,New York,"State U. New York, Upstate Medical U.",3,17857,17707,0,0,150,0
11221,r699,All states and outlying areas -> New York -> Stony Brook U.,All states and outlying areas,New York,Stony Brook U.,3,115745,107707,5521,0,1889,629
11221,r700,"All states and outlying areas -> New York -> SUNY, Binghamton U.",All states and outlying areas,New York,"SUNY, Binghamton U.",3,15598,14729,0,0,869,0
11221,r701,"All states and outlying areas -> New York -> SUNY, C. Brockport, The",All states and outlying areas,New York,"SUNY, C. Brockport, The",3,310,0,310,0,0,0
11221,r702,"All states and outlying areas -> New York -> SUNY, Downstate Health Sciences U.",All states and outlying areas,New York,"SUNY, Downstate Health Sciences U.",3,31944,30559,0,0,807,578
11221,r703,"All states and outlying areas -> New York -> SUNY, Farmingdale State C.",All states and outlying areas,New York,"SUNY, Farmingdale State C.",3,53,53,0,0,0,0
11221,r704,"All states and outlying areas -> New York -> SUNY, Fulton-Montgomery Community C.",All states and outlying areas,New York,"SUNY, Fulton-Montgomery Community C.",3,298,0,0,0,298,0
11221,r705,"All states and outlying areas -> New York -> SUNY, Monroe Community C.",All states and outlying areas,New York,"SUNY, Monroe Community C.",3,84,17,0,0,67,0
11221,r706,"All states and outlying areas -> New York -> SUNY, Nassau Community C.",All states and outlying areas,New York,"SUNY, Nassau Community C.",3,1981,495,0,0,1486,0
11221,r707,"All states and outlying areas -> New York -> Syracuse U., Syracuse",All states and outlying areas,New York,"Syracuse U., Syracuse",3,32737,31557,159,0,917,105
11221,r708,"All states and outlying areas -> New York -> Teachers C., Columbia U.",All states and outlying areas,New York,"Teachers C., Columbia U.",3,7093,6846,0,0,246,0
11221,r709,All states and outlying areas -> New York -> Touro C. and U. System,All states and outlying areas,New York,Touro C. and U. System,3,6683,1626,0,0,5057,0
11221,r710,All states and outlying areas -> New York -> Trocaire C.,All states and outlying areas,New York,Trocaire C.,3,336,67,0,0,269,0
11221,r711,All states and outlying areas -> New York -> U. Rochester,All states and outlying areas,New York,U. Rochester,3,227319,214069,605,630,10815,1199
11221,r712,All states and outlying areas -> New York -> U.S. Military Academy,All states and outlying areas,New York,U.S. Military Academy,3,2014,2014,0,0,0,0
11221,r713,All states and outlying areas -> New York -> Ulster County Community C.,All states and outlying areas,New York,Ulster County Community C.,3,350,70,0,0,280,0
11221,r714,"All states and outlying areas -> New York -> Union C., Schenectady",All states and outlying areas,New York,"Union C., Schenectady",3,849,784,0,0,65,0
11221,r715,All states and outlying areas -> New York -> Vassar C.,All states and outlying areas,New York,Vassar C.,3,597,407,0,0,8,182
11221,r716,All states and outlying areas -> New York -> Vaughn C. Aeronautics and Technology,All states and outlying areas,New York,Vaughn C. Aeronautics and Technology,3,285,57,0,0,228,0
11221,r717,All states and outlying areas -> New York -> Yeshiva U.,All states and outlying areas,New York,Yeshiva U.,3,1247,1247,0,0,0,0
11221,r718,"All states and outlying areas -> New York -> York C., City U. New York",All states and outlying areas,New York,"York C., City U. New York",3,2167,2167,0,0,0,0
11221,r719,All states and outlying areas -> North Carolina,All states and outlying areas,North Carolina,,2,1914718,1790982,7608,0,83643,32484
11221,r720,All states and outlying areas -> North Carolina -> Appalachian State U.,All states and outlying areas,North Carolina,Appalachian State U.,3,4297,3567,0,0,730,0
11221,r721,"All states and outlying areas -> North Carolina -> Bennett C., Greensboro",All states and outlying areas,North Carolina,"Bennett C., Greensboro",3,293,293,0,0,0,0
11221,r722,All states and outlying areas -> North Carolina -> Campbell U.,All states and outlying areas,North Carolina,Campbell U.,3,356,39,0,0,318,0
11221,r723,All states and outlying areas -> North Carolina -> Davidson C.,All states and outlying areas,North Carolina,Davidson C.,3,1878,1873,0,0,2,4
11221,r724,All states and outlying areas -> North Carolina -> Duke U.,All states and outlying areas,North Carolina,Duke U.,3,762635,745052,3447,0,13536,600
11221,r725,All states and outlying areas -> North Carolina -> East Carolina U.,All states and outlying areas,North Carolina,East Carolina U.,3,23139,19416,0,0,3567,156
11221,r726,All states and outlying areas -> North Carolina -> Elizabeth City State U.,All states and outlying areas,North Carolina,Elizabeth City State U.,3,841,717,0,0,123,0
11221,r727,All states and outlying areas -> North Carolina -> Elon U.,All states and outlying areas,North Carolina,Elon U.,3,102,102,0,0,0,0
11221,r728,All states and outlying areas -> North Carolina -> Fayetteville State U.,All states and outlying areas,North Carolina,Fayetteville State U.,3,1469,845,0,0,624,0
11221,r729,All states and outlying areas -> North Carolina -> Forsyth Technical Community C.,All states and outlying areas,North Carolina,Forsyth Technical Community C.,3,113,23,0,0,90,0
11221,r730,All states and outlying areas -> North Carolina -> High Point U.,All states and outlying areas,North Carolina,High Point U.,3,449,449,0,0,0,0
11221,r731,All states and outlying areas -> North Carolina -> Johnson C. Smith U.,All states and outlying areas,North Carolina,Johnson C. Smith U.,3,250,0,0,0,0,250
11221,r732,All states and outlying areas -> North Carolina -> Johnston Community C.,All states and outlying areas,North Carolina,Johnston Community C.,3,635,127,0,0,508,0
11221,r733,All states and outlying areas -> North Carolina -> Montgomery Community C.,All states and outlying areas,North Carolina,Montgomery Community C.,3,242,0,0,0,242,0
11221,r734,All states and outlying areas -> North Carolina -> North Carolina Agricultural and Technical State U.,All states and outlying areas,North Carolina,North Carolina Agricultural and Technical State U.,3,52340,39458,680,0,8932,3271
11221,r735,All states and outlying areas -> North Carolina -> North Carolina Central U.,All states and outlying areas,North Carolina,North Carolina Central U.,3,13255,13044,0,0,211,0
11221,r736,All states and outlying areas -> North Carolina -> North Carolina State U.,All states and outlying areas,North Carolina,North Carolina State U.,3,180764,150115,595,0,5309,24745
11221,r737,All states and outlying areas -> North Carolina -> Saint Augustine's U.,All states and outlying areas,North Carolina,Saint Augustine's U.,3,27,27,0,0,0,0
11221,r738,All states and outlying areas -> North Carolina -> Shaw U.,All states and outlying areas,North Carolina,Shaw U.,3,200,40,0,0,160,0
11221,r739,"All states and outlying areas -> North Carolina -> U. North Carolina, General Administration",All states and outlying areas,North Carolina,"U. North Carolina, General Administration",3,1362,1359,0,0,3,0
11221,r740,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Asheville",All states and outlying areas,North Carolina,"U. North Carolina, The, Asheville",3,604,580,0,0,24,0
11221,r741,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Chapel Hill",All states and outlying areas,North Carolina,"U. North Carolina, The, Chapel Hill",3,659585,623747,1386,0,31918,2535
11221,r742,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Charlotte",All states and outlying areas,North Carolina,"U. North Carolina, The, Charlotte",3,20543,17332,0,0,3111,100
11221,r743,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Greensboro",All states and outlying areas,North Carolina,"U. North Carolina, The, Greensboro",3,16971,12128,0,0,4706,137
11221,r744,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Pembroke",All states and outlying areas,North Carolina,"U. North Carolina, The, Pembroke",3,1767,667,0,0,1099,0
11221,r745,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Wilmington",All states and outlying areas,North Carolina,"U. North Carolina, The, Wilmington",3,7028,5256,1501,0,271,0
11221,r746,All states and outlying areas -> North Carolina -> Wake Forest U.,All states and outlying areas,North Carolina,Wake Forest U.,3,149334,149085,0,0,0,250
11221,r747,All states and outlying areas -> North Carolina -> Wake Technical Community C.,All states and outlying areas,North Carolina,Wake Technical Community C.,3,521,104,0,0,417,0
11221,r748,All states and outlying areas -> North Carolina -> Warren Wilson C.,All states and outlying areas,North Carolina,Warren Wilson C.,3,8971,4103,0,0,4431,438
11221,r749,All states and outlying areas -> North Carolina -> Western Carolina U.,All states and outlying areas,North Carolina,Western Carolina U.,3,3161,887,0,0,2274,0
11221,r750,All states and outlying areas -> North Carolina -> Winston-Salem State U.,All states and outlying areas,North Carolina,Winston-Salem State U.,3,1585,549,0,0,1037,0
11221,r751,All states and outlying areas -> North Dakota,All states and outlying areas,North Dakota,,2,90117,76305,14,0,6839,6960
11221,r752,All states and outlying areas -> North Dakota -> Bismarck State C.,All states and outlying areas,North Dakota,Bismarck State C.,3,1499,473,0,0,1026,0
11221,r753,All states and outlying areas -> North Dakota -> Cankdeska Cikana Community C.,All states and outlying areas,North Dakota,Cankdeska Cikana Community C.,3,607,135,0,0,157,315
11221,r754,All states and outlying areas -> North Dakota -> Minot State U.,All states and outlying areas,North Dakota,Minot State U.,3,150,0,0,0,150,0
11221,r755,All states and outlying areas -> North Dakota -> North Dakota State C. Science,All states and outlying areas,North Dakota,North Dakota State C. Science,3,1447,362,0,0,1086,0
11221,r756,"All states and outlying areas -> North Dakota -> North Dakota State U., Main Campus",All states and outlying areas,North Dakota,"North Dakota State U., Main Campus",3,43206,35536,0,0,2292,5378
11221,r757,All states and outlying areas -> North Dakota -> Nueta Hidatsa Sahnish C.,All states and outlying areas,North Dakota,Nueta Hidatsa Sahnish C.,3,1103,350,0,0,581,172
11221,r758,All states and outlying areas -> North Dakota -> Sitting Bull C.,All states and outlying areas,North Dakota,Sitting Bull C.,3,600,98,0,0,256,246
11221,r759,All states and outlying areas -> North Dakota -> Turtle Mountain Community C.,All states and outlying areas,North Dakota,Turtle Mountain Community C.,3,1787,544,0,0,815,428
11221,r760,All states and outlying areas -> North Dakota -> U. North Dakota,All states and outlying areas,North Dakota,U. North Dakota,3,38440,38426,14,0,0,0
11221,r761,All states and outlying areas -> North Dakota -> United Tribes Technical C.,All states and outlying areas,North Dakota,United Tribes Technical C.,3,1277,380,0,0,476,421
11221,r762,All states and outlying areas -> Ohio,All states and outlying areas,Ohio,,2,1054049,979136,3342,1003,44895,25672
11221,r763,All states and outlying areas -> Ohio -> Air Force Institute of Technology,All states and outlying areas,Ohio,Air Force Institute of Technology,3,1000,1000,0,0,0,0
11221,r764,All states and outlying areas -> Ohio -> Antioch U.,All states and outlying areas,Ohio,Antioch U.,3,870,100,0,0,770,0
