table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_atmospheric_sciences,field_geological_sciences,field_oceanography,field_other_environmental_sciences
6381,r001,All agencies,All agencies,,,,,1,1872519.8,345386.8,44191.2,475964.2,1006977.6
6381,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,
6381,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,6635.8,4243.5,56.9,0.0,2335.3
6381,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,2505.4,2448.5,56.9,0.0,0.0
6381,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,2580.4,245.1,0.0,0.0,2335.3
6381,r006,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,1550.0,1550.0,0.0,0.0,0.0
6381,r007,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,484136.8,216602.8,961.0,251546.3,15026.6
6381,r008,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,8966.7,8471.7,495.0,0.0,0.0
6381,r009,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,475170.1,208131.1,466.0,251546.3,15026.6
6381,r010,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,263815.6,39084.8,1.4,179184.8,45544.6
6381,r011,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,57148.4,12830.6,0.0,13905.9,30411.9
6381,r012,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,423.0,0.0,0.0,0.0,423.0
6381,r013,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,2525.3,2352.7,1.4,0.0,171.1
6381,r014,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,8531.4,1420.0,0.0,0.0,7111.4
6381,r015,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,194976.0,22481.5,0.0,165278.8,7215.6
6381,r016,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,211.5,0.0,0.0,0.0,211.5
6381,r017,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,76914.5,300.0,3151.6,955.6,72507.3
6381,r018,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,955.6,0.0,0.0,955.6,0.0
6381,r019,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,7319.2,0.0,0.0,0.0,7319.2
6381,r020,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,61135.0,0.0,0.0,0.0,61135.0
6381,r021,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,4792.0,300.0,2952.0,0.0,1540.0
6381,r022,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,4792.0,300.0,2952.0,0.0,1540.0
6381,r023,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,2712.7,0.0,199.6,0.0,2513.1
6381,r024,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,302066.6,0.0,0.0,0.0,302066.6
6381,r025,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,9602.3,0.0,0.0,0.0,9602.3
6381,r026,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,94950.0,0.0,0.0,0.0,94950.0
6381,r027,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,197514.4,0.0,0.0,0.0,197514.4
6381,r028,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,203.1,0.0,0.0,0.0,203.1
6381,r029,All agencies -> Departments -> Department of Homeland Security -> U.S. Coast Guard,All agencies,Departments,Department of Homeland Security,U.S. Coast Guard,,4,203.1,0.0,0.0,0.0,203.1
6381,r030,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,389997.8,1786.9,35651.5,29731.8,322827.6
6381,r031,All agencies -> Departments -> Department of the Interior -> Bureau of Indian Affairs,All agencies,Departments,Department of the Interior,Bureau of Indian Affairs,,4,0.05,0.0,0.0,0.0,0.05
