table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
10880,r001,1967,Total,,,1,16529
10880,r002,1967,Intramural,Federal agenciesa,,2,3396
10880,r003,1967,Intramural,FFRDCs,,2,1275
10880,r004,1967,Extramural,United States and U.S. territories,Businesses,3,9878
10880,r005,1967,Extramural,United States and U.S. territories,Higher educationb,3,1454
10880,r006,1967,Extramural,United States and U.S. territories,Nonprofit organizations,3,400
10880,r007,1967,Extramural,United States and U.S. territories,State and local governments,3,63
10880,r008,1967,Extramural,Non-U.S. performers,,2,63
10880,r009,1968,Total,,,1,15921
10880,r010,1968,Intramural,Federal agenciesa,,2,3493
10880,r011,1968,Intramural,FFRDCs,,2,1362
10880,r012,1968,Extramural,United States and U.S. territories,Businesses,3,9047
10880,r013,1968,Extramural,United States and U.S. territories,Higher educationb,3,1487
10880,r014,1968,Extramural,United States and U.S. territories,Nonprofit organizations,3,377
10880,r015,1968,Extramural,United States and U.S. territories,State and local governments,3,100
10880,r016,1968,Extramural,Non-U.S. performers,,2,54
10880,r017,1969,Total,,,1,15641
10880,r018,1969,Intramural,Federal agenciesa,,2,3501
10880,r019,1969,Intramural,FFRDCs,,2,1390
10880,r020,1969,Extramural,United States and U.S. territories,Businesses,3,8703
10880,r021,1969,Extramural,United States and U.S. territories,Higher educationb,3,1529
10880,r022,1969,Extramural,United States and U.S. territories,Nonprofit organizations,3,364
10880,r023,1969,Extramural,United States and U.S. territories,State and local governments,3,102
10880,r024,1969,Extramural,Non-U.S. performers,,2,51
10880,r025,1970,Total,,,1,15339
10880,r026,1970,Intramural,Federal agenciesa,,2,4079
10880,r027,1970,Intramural,FFRDCs,,2,1429
10880,r028,1970,Extramural,United States and U.S. territories,Businesses,3,7770
10880,r029,1970,Extramural,United States and U.S. territories,Higher educationb,3,1476
10880,r030,1970,Extramural,United States and U.S. territories,Nonprofit organizations,3,445
10880,r031,1970,Extramural,United States and U.S. territories,State and local governments,3,100
10880,r032,1970,Extramural,Non-U.S. performers,,2,40
10880,r033,1971,Total,,,1,15543
10880,r034,1971,Intramural,Federal agenciesa,,2,4228
10880,r035,1971,Intramural,FFRDCs,,2,1419
10880,r036,1971,Extramural,United States and U.S. territories,Businesses,3,7588
10880,r037,1971,Extramural,United States and U.S. territories,Higher educationb,3,1645
10880,r038,1971,Extramural,United States and U.S. territories,Nonprofit organizations,3,459
