table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_all_othersa
5214,r364,United States<sup>b</sup> -> Texas -> Alzheimer's Research and Care Consortium (TARCC),United States<sup>b</sup>,Texas,Alzheimer's Research and Care Consortium (TARCC),3,4615313,0,4615313
5214,r365,United States<sup>b</sup> -> Texas -> Cancer Prevention and Research Institute,United States<sup>b</sup>,Texas,Cancer Prevention and Research Institute,3,169450936,0,169450936
5214,r366,"United States<sup>b</sup> -> Texas -> Environmental Quality, Commission on",United States<sup>b</sup>,Texas,"Environmental Quality, Commission on",3,2135774,1118568,1017206
5214,r367,United States<sup>b</sup> -> Texas -> Parks and Wildlife Department,United States<sup>b</sup>,Texas,Parks and Wildlife Department,3,4858066,3605276,1252790
5214,r368,"United States<sup>b</sup> -> Texas -> State Health Services, Department of ",United States<sup>b</sup>,Texas,"State Health Services, Department of ",3,1838827,1022059,816768
5214,r369,"United States<sup>b</sup> -> Texas -> Transportation, Department of",United States<sup>b</sup>,Texas,"Transportation, Department of",3,20694167,16295393,4398774
5214,r370,United States<sup>b</sup> -> Texas -> Water Development Board,United States<sup>b</sup>,Texas,Water Development Board,3,462481,0,462481
5214,r371,United States<sup>b</sup> -> Utah,United States<sup>b</sup>,Utah,,2,9205399,1721014,7484385
5214,r372,"United States<sup>b</sup> -> Utah -> Energy Development, Office of ",United States<sup>b</sup>,Utah,"Energy Development, Office of ",3,500540,0,500540
5214,r373,"United States<sup>b</sup> -> Utah -> Environmental Quality, Department of",United States<sup>b</sup>,Utah,"Environmental Quality, Department of",3,716389,123318,593071
5214,r374,"United States<sup>b</sup> -> Utah -> Health, Department of",United States<sup>b</sup>,Utah,"Health, Department of",3,4850,150,4700
5214,r375,"United States<sup>b</sup> -> Utah -> Natural Resources, Department of",United States<sup>b</sup>,Utah,"Natural Resources, Department of",3,4841922,0,4841922
5214,r376,"United States<sup>b</sup> -> Utah -> Transportation, Department of ",United States<sup>b</sup>,Utah,"Transportation, Department of ",3,3141698,1597546,1544152
5214,r377,United States<sup>b</sup> -> Vermont,United States<sup>b</sup>,Vermont,,2,1669900,1119199,550701
5214,r378,"United States<sup>b</sup> -> Vermont -> Agriculture, Food, and Markets, Agency of",United States<sup>b</sup>,Vermont,"Agriculture, Food, and Markets, Agency of",3,282511,0,282511
5214,r379,"United States<sup>b</sup> -> Vermont -> Education, Agency of",United States<sup>b</sup>,Vermont,"Education, Agency of",3,90998,0,90998
5214,r380,"United States<sup>b</sup> -> Vermont -> Human Services, Agency of",United States<sup>b</sup>,Vermont,"Human Services, Agency of",3,215000,215000,0
5214,r381,"United States<sup>b</sup> -> Vermont -> Transportation, Agency of",United States<sup>b</sup>,Vermont,"Transportation, Agency of",3,1081391,904199,177192
5214,r382,United States<sup>b</sup> -> Virginia,United States<sup>b</sup>,Virginia,,2,35552565,14998852,20553713
5214,r383,"United States<sup>b</sup> -> Virginia -> Aging and Rehabilitative Services, Department of",United States<sup>b</sup>,Virginia,"Aging and Rehabilitative Services, Department of",3,32746,32746,0
5214,r384,"United States<sup>b</sup> -> Virginia -> Agriculture and Consumer Services, Department of",United States<sup>b</sup>,Virginia,"Agriculture and Consumer Services, Department of",3,2362121,353322,2008799
5214,r385,United States<sup>b</sup> -> Virginia -> Commonwealth Health Research Board,United States<sup>b</sup>,Virginia,Commonwealth Health Research Board,3,1399997,0,1399997
5214,r386,"United States<sup>b</sup> -> Virginia -> Environmental Quality, Department of",United States<sup>b</sup>,Virginia,"Environmental Quality, Department of",3,103612,103612,0
5214,r387,"United States<sup>b</sup> -> Virginia -> Forensic Science, Department of",United States<sup>b</sup>,Virginia,"Forensic Science, Department of",3,971793,285878,685915
5214,r388,"United States<sup>b</sup> -> Virginia -> Forestry, Department of",United States<sup>b</sup>,Virginia,"Forestry, Department of",3,577211,455760,121451
5214,r389,United States<sup>b</sup> -> Virginia -> Foundation for Healthy Youth,United States<sup>b</sup>,Virginia,Foundation for Healthy Youth,3,884774,0,884774
5214,r390,"United States<sup>b</sup> -> Virginia -> Innovative Technology, Center for",United States<sup>b</sup>,Virginia,"Innovative Technology, Center for",3,6074557,2173491,3901066
5214,r391,United States<sup>b</sup> -> Virginia -> Institute for Advanced Learning and Research,United States<sup>b</sup>,Virginia,Institute for Advanced Learning and Research,3,60000,0,60000
5214,r392,United States<sup>b</sup> -> Virginia -> Marine Resources Commission,United States<sup>b</sup>,Virginia,Marine Resources Commission,3,1885300,1544188,341112
5214,r393,"United States<sup>b</sup> -> Virginia -> Mines, Minerals and Energy, Department of",United States<sup>b</sup>,Virginia,"Mines, Minerals and Energy, Department of",3,903212,381464,521748
5214,r394,"United States<sup>b</sup> -> Virginia -> Social Services, Department of",United States<sup>b</sup>,Virginia,"Social Services, Department of",3,10000,0,10000
5214,r395,"United States<sup>b</sup> -> Virginia -> Transportation, Department of",United States<sup>b</sup>,Virginia,"Transportation, Department of",3,18616858,8604050,10012808
5214,r396,"United States<sup>b</sup> -> Virginia -> Wildlife Resources, Department of",United States<sup>b</sup>,Virginia,"Wildlife Resources, Department of",3,1670384,1064341,606043
5214,r397,United States<sup>b</sup> -> Washington,United States<sup>b</sup>,Washington,,2,57239095,14747139,42491956
5214,r398,"United States<sup>b</sup> -> Washington -> Agriculture, Department of",United States<sup>b</sup>,Washington,"Agriculture, Department of",3,2974886,2824761,150125
5214,r399,United States<sup>b</sup> -> Washington -> Alfalfa Seed Commission,United States<sup>b</sup>,Washington,Alfalfa Seed Commission,3,34000,0,34000
5214,r400,United States<sup>b</sup> -> Washington -> Asparagus Commission,United States<sup>b</sup>,Washington,Asparagus Commission,3,70000,0,70000
5214,r401,United States<sup>b</sup> -> Washington -> Blueberry Commission,United States<sup>b</sup>,Washington,Blueberry Commission,3,252900,0,252900
5214,r402,"United States<sup>b</sup> -> Washington -> Commerce, Department of",United States<sup>b</sup>,Washington,"Commerce, Department of",3,4686545,0,4686545
5214,r403,United States<sup>b</sup> -> Washington -> Dairy Products Commission,United States<sup>b</sup>,Washington,Dairy Products Commission,3,30000,0,30000
5214,r404,"United States<sup>b</sup> -> Washington -> Ecology, Department of",United States<sup>b</sup>,Washington,"Ecology, Department of",3,1053172,181306,871866
5214,r405,"United States<sup>b</sup> -> Washington -> Fish and Wildlife, Department of",United States<sup>b</sup>,Washington,"Fish and Wildlife, Department of",3,9811591,5706855,4104736
5214,r406,United States<sup>b</sup> -> Washington -> Fruit Commission,United States<sup>b</sup>,Washington,Fruit Commission,3,146911,0,146911
5214,r407,United States<sup>b</sup> -> Washington -> Grain Commission,United States<sup>b</sup>,Washington,Grain Commission,3,2121448,0,2121448
5214,r408,"United States<sup>b</sup> -> Washington -> Health, Department of",United States<sup>b</sup>,Washington,"Health, Department of",3,1113483,869185,244298
5214,r409,United States<sup>b</sup> -> Washington -> Hop Commission,United States<sup>b</sup>,Washington,Hop Commission,3,281762,0,281762
5214,r410,"United States<sup>b</sup> -> Washington -> Labor and Industries, Department of",United States<sup>b</sup>,Washington,"Labor and Industries, Department of",3,3279219,689081,2590138
5214,r411,United States<sup>b</sup> -> Washington -> Mint Commission,United States<sup>b</sup>,Washington,Mint Commission,3,73825,0,73825
5214,r412,"United States<sup>b</sup> -> Washington -> Natural Resources, Department of",United States<sup>b</sup>,Washington,"Natural Resources, Department of",3,13196143,704900,12491243
5214,r413,United States<sup>b</sup> -> Washington -> Oilseeds Commission,United States<sup>b</sup>,Washington,Oilseeds Commission,3,44448,0,44448
5214,r414,"United States<sup>b</sup> -> Washington -> Pesticide Registration, Commission on",United States<sup>b</sup>,Washington,"Pesticide Registration, Commission on",3,438075,0,438075
5214,r415,United States<sup>b</sup> -> Washington -> Potato Commission,United States<sup>b</sup>,Washington,Potato Commission,3,760097,0,760097
5214,r416,United States<sup>b</sup> -> Washington -> Puget Sound Partnership,United States<sup>b</sup>,Washington,Puget Sound Partnership,3,1526263,250017,1276246
5214,r417,United States<sup>b</sup> -> Washington -> Pulse Crops Commission,United States<sup>b</sup>,Washington,Pulse Crops Commission,3,159243,0,159243
5214,r418,United States<sup>b</sup> -> Washington -> Red Raspberry Commission,United States<sup>b</sup>,Washington,Red Raspberry Commission,3,307500,0,307500
5214,r419,"United States<sup>b</sup> -> Washington -> Transportation, Department of",United States<sup>b</sup>,Washington,"Transportation, Department of",3,4890000,3477000,1413000
5214,r420,United States<sup>b</sup> -> Washington -> Tree Fruit Research Commission,United States<sup>b</sup>,Washington,Tree Fruit Research Commission,3,9668382,44034,9624348
5214,r421,United States<sup>b</sup> -> Washington -> Turfgrass Seed Commission,United States<sup>b</sup>,Washington,Turfgrass Seed Commission,3,64018,0,64018
5214,r422,United States<sup>b</sup> -> Washington -> Wine Commission,United States<sup>b</sup>,Washington,Wine Commission,3,255184,0,255184
5214,r423,United States<sup>b</sup> -> West Virginia,United States<sup>b</sup>,West Virginia,,2,10862315,6903375,3958940
5214,r424,"United States<sup>b</sup> -> West Virginia -> Agriculture, Department of",United States<sup>b</sup>,West Virginia,"Agriculture, Department of",3,202365,202365,0
5214,r425,United States<sup>b</sup> -> West Virginia -> Geological and Economic Survey,United States<sup>b</sup>,West Virginia,Geological and Economic Survey,3,1854645,166846,1687799
5214,r426,United States<sup>b</sup> -> West Virginia -> Higher Education Policy Commission,United States<sup>b</sup>,West Virginia,Higher Education Policy Commission,3,5483928,3898885,1585043
5214,r427,"United States<sup>b</sup> -> West Virginia -> Justice and Community Services, Division of",United States<sup>b</sup>,West Virginia,"Justice and Community Services, Division of",3,8000,0,8000
5214,r428,"United States<sup>b</sup> -> West Virginia -> Natural Resources, Department of",United States<sup>b</sup>,West Virginia,"Natural Resources, Department of",3,1285162,1002569,282593
5214,r429,"United States<sup>b</sup> -> West Virginia -> Transportation, Department of",United States<sup>b</sup>,West Virginia,"Transportation, Department of",3,2028215,1632710,395505
5214,r430,United States<sup>b</sup> -> Wisconsin,United States<sup>b</sup>,Wisconsin,,2,14340014,8358684,5981330
5214,r431,"United States<sup>b</sup> -> Wisconsin -> Agriculture, Trade and Consumer Protection, Department of",United States<sup>b</sup>,Wisconsin,"Agriculture, Trade and Consumer Protection, Department of",3,985099,985099,0
5214,r432,United States<sup>b</sup> -> Wisconsin -> Economic Development Corporation,United States<sup>b</sup>,Wisconsin,Economic Development Corporation,3,3825000,0,3825000
5214,r433,"United States<sup>b</sup> -> Wisconsin -> Natural Resources, Department of",United States<sup>b</sup>,Wisconsin,"Natural Resources, Department of",3,5423223,3596307,1826916
5214,r434,"United States<sup>b</sup> -> Wisconsin -> Transportation, Department of",United States<sup>b</sup>,Wisconsin,"Transportation, Department of",3,4106692,3777278,329414
5214,r435,United States<sup>b</sup> -> Wyoming,United States<sup>b</sup>,Wyoming,,2,6391060,3555506,2835554
5214,r436,"United States<sup>b</sup> -> Wyoming -> Agriculture, Department of",United States<sup>b</sup>,Wyoming,"Agriculture, Department of",3,561674,192300,369374
5214,r437,United States<sup>b</sup> -> Wyoming -> Business Council,United States<sup>b</sup>,Wyoming,Business Council,3,847500,0,847500
5214,r438,"United States<sup>b</sup> -> Wyoming -> Corrections, Department of",United States<sup>b</sup>,Wyoming,"Corrections, Department of",3,123280,0,123280
5214,r439,United States<sup>b</sup> -> Wyoming -> Enhanced Oil Recovery Institute,United States<sup>b</sup>,Wyoming,Enhanced Oil Recovery Institute,3,1500000,1000000,500000
5214,r440,United States<sup>b</sup> -> Wyoming -> Game and Fish Department,United States<sup>b</sup>,Wyoming,Game and Fish Department,3,1689237,1162443,526794
5214,r441,United States<sup>b</sup> -> Wyoming -> State Geological Survey,United States<sup>b</sup>,Wyoming,State Geological Survey,3,184676,172547,12129
5214,r442,"United States<sup>b</sup> -> Wyoming -> Transportation, Department of",United States<sup>b</sup>,Wyoming,"Transportation, Department of",3,1240805,1028216,212589
5214,r443,United States<sup>b</sup> -> Wyoming -> Water Development Office,United States<sup>b</sup>,Wyoming,Water Development Office,3,243888,0,243888
