table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_applications_total,field_applications_nonprovisional_utility_patents_total,field_applications_nonprovisional_utility_patents_to_foreign_jurisdictionsa,field_applications_nonprovisional_utility_patents_from_within_organized_r_d_activityb,field_patents_issuedc
773,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['129,562', '&nbsp;']","['102,195', '&nbsp;']","['45,358', '&nbsp;']","['75,926', '&nbsp;']","['91,327', '&nbsp;']"
773,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['86,411', '&nbsp;']","['65,024', '&nbsp;']","['37,047', '&nbsp;']","['51,882', '&nbsp;']","['60,911', '&nbsp;']"
773,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['1,353', '&nbsp;']","['546', '&nbsp;']","['389', '&nbsp;']","['216', '&nbsp;']","['949', '&nbsp;']"
773,r004,All industries -> Manufacturing industries -> Beverages and tobacco products,All industries,Manufacturing industries,Beverages and tobacco products,,,3,312,"['586', '&nbsp;']","['346', '&nbsp;']","['269', '&nbsp;']","['310', '&nbsp;']","['277', '&nbsp;']"
773,r005,"All industries -> Manufacturing industries -> Textiles, apparel, and leather products",All industries,Manufacturing industries,"Textiles, apparel, and leather products",,,3,313–16,"['393', '&nbsp;']","['214', '&nbsp;']","['155', '&nbsp;']","['202', '&nbsp;']","['123', '&nbsp;']"
773,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['48', '&nbsp;']","['26', '&nbsp;']","['13', '&nbsp;']","['26', '&nbsp;']","['33', '&nbsp;']"
773,r007,All industries -> Manufacturing industries -> Paper ,All industries,Manufacturing industries,Paper ,,,3,322,"['262', '&nbsp;']","['178', '&nbsp;']","['157', '&nbsp;']","['169', '&nbsp;']","['183', '&nbsp;']"
773,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['147', '&nbsp;']","['91', '&nbsp;']","['52', '&nbsp;']","['81', '&nbsp;']","['90', '&nbsp;']"
773,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['126', '&nbsp;']","['92', '&nbsp;']","['44', '&nbsp;']","['91', '&nbsp;']","['68', '&nbsp;']"
773,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['18,066', '&nbsp;']","['11,023', '&nbsp;']","['8,077', '&nbsp;']","['9,765', '&nbsp;']","['9,268', '&nbsp;']"
773,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['1,556', '&nbsp;']","['989', '&nbsp;']","['613', '&nbsp;']","['775', '&nbsp;']","['872', '&nbsp;']"
773,r012,"All industries -> Manufacturing industries -> Chemicals -> Resins, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resins, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['771', '&nbsp;']","['389', '&nbsp;']","['340', '&nbsp;']","['373', '&nbsp;']","['451', '&nbsp;']"
773,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticides, fertilizers, and other agricultural chemicals ",All industries,Manufacturing industries,Chemicals,"Pesticides, fertilizers, and other agricultural chemicals ",,4,3253,"['3,416', '&nbsp;']","['2,391', '&nbsp;']","['1,698', '&nbsp;']","['2,281', '&nbsp;']","['1,402', '&nbsp;']"
773,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['10,011', '&nbsp;']","['5,521', '&nbsp;']","['4,573', '&nbsp;']","['5,159', '&nbsp;']","['5,431', '&nbsp;']"
773,r015,"All industries -> Manufacturing industries -> Chemicals -> Soaps, cleaning compounds, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soaps, cleaning compounds, and toilet preparations",,4,3256,"['1,039', '&nbsp;']","['826', '&nbsp;']","['442', '&nbsp;']","['533', '&nbsp;']","['598', '&nbsp;']"
773,r016,"All industries -> Manufacturing industries -> Chemicals -> Paints, coatings, adhesives, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paints, coatings, adhesives, and other chemicals",,4,"3255, 3259","['1,272', '&nbsp;']","['907', '&nbsp;']","['410', '&nbsp;']","['644', '&nbsp;']","['513', '&nbsp;']"
773,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['933', '&nbsp;']","['533', '&nbsp;']","['321', '&nbsp;']","['518', '&nbsp;']","['426', '&nbsp;']"
773,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,474', 'i']","['1,237', 'i']","['899', 'i']","['1,215', 'i']","['460', 'i']"
773,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['297', '&nbsp;']","['125', '&nbsp;']","['94', '&nbsp;']","['112', '&nbsp;']","['111', '&nbsp;']"
773,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['1,014', '&nbsp;']","['506', '&nbsp;']","['305', '&nbsp;']","['467', '&nbsp;']","['550', '&nbsp;']"
773,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['6,654', '&nbsp;']","['4,949', '&nbsp;']","['3,116', '&nbsp;']","['4,393', '&nbsp;']","['4,335', '&nbsp;']"
773,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implements ,All industries,Manufacturing industries,Machinery,Agricultural implements ,,4,33311,"['705', '&nbsp;']","['483', '&nbsp;']","['345', '&nbsp;']","['420', '&nbsp;']","['409', '&nbsp;']"
773,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery ,All industries,Manufacturing industries,Machinery,Semiconductor machinery ,,4,333242,"['1,216', '&nbsp;']","['900', '&nbsp;']","['592', '&nbsp;']","['766', '&nbsp;']","['818', '&nbsp;']"
773,r024,"All industries -> Manufacturing industries -> Machinery -> Engines, turbines, and power transmission equipment ",All industries,Manufacturing industries,Machinery,"Engines, turbines, and power transmission equipment ",,4,3336,"['1,715', '&nbsp;']","['1,502', '&nbsp;']","['819', '&nbsp;']","['1,430', '&nbsp;']","['1,203', '&nbsp;']"
773,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery ,All industries,Manufacturing industries,Machinery,Other machinery ,,4,other 333,"['3,018', '&nbsp;']","['2,064', '&nbsp;']","['1,360', '&nbsp;']","['1,777', '&nbsp;']","['1,905', '&nbsp;']"
773,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['30,987', '&nbsp;']","['26,431', '&nbsp;']","['10,636', '&nbsp;']","['20,846', '&nbsp;']","['27,064', '&nbsp;']"
773,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['6,600', '&nbsp;']","['5,818', '&nbsp;']","['1,906', '&nbsp;']","['4,555', '&nbsp;']","['5,712', '&nbsp;']"
773,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,"['14,534', '&nbsp;']","['13,042', 'i']","['5,161', '&nbsp;']","['9,371', '&nbsp;']","['14,025', '&nbsp;']"
773,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['5,002', '&nbsp;']","['3,423', '&nbsp;']","['2,057', '&nbsp;']","['2,869', '&nbsp;']","['3,598', '&nbsp;']"
773,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatuses ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatuses ",5,"334510, 334517","['373', '&nbsp;']","['284', '&nbsp;']","['137', '&nbsp;']","['264', '&nbsp;']","['323', '&nbsp;']"
773,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments ",5,334511,"['2,638', '&nbsp;']","['1,967', '&nbsp;']","['1,172', '&nbsp;']","['1,858', '&nbsp;']","['2,019', '&nbsp;']"
773,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices ,5,other 3345,"['1,991', '&nbsp;']","['1,172', '&nbsp;']","['748', '&nbsp;']","['747', '&nbsp;']","['1,256', '&nbsp;']"
773,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['4,850', '&nbsp;']","['4,149', '&nbsp;']","['1,513', '&nbsp;']","['4,052', '&nbsp;']","['3,729', '&nbsp;']"
773,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['3,274', '&nbsp;']","['2,404', '&nbsp;']","['1,218', '&nbsp;']","['1,834', '&nbsp;']","['1,995', '&nbsp;']"
773,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['12,568', '&nbsp;']","['10,538', '&nbsp;']","['7,753', '&nbsp;']","['6,505', '&nbsp;']","['8,967', '&nbsp;']"
773,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['6,146', '&nbsp;']","['4,763', '&nbsp;']","['3,690', '&nbsp;']","['3,118', '&nbsp;']","['4,144', '&nbsp;']"
773,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['6,152', '&nbsp;']","['5,582', '&nbsp;']","['3,995', '&nbsp;']","['3,207', '&nbsp;']","['4,553', '&nbsp;']"
773,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts ",5,336411–13,"['6,098', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['3,199', '&nbsp;']","['D', '&nbsp;']"
773,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts ",5,"336414–15, 336419","['53', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['9', '&nbsp;']","['D', '&nbsp;']"
773,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components ",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components ",,4,336992,"['4', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']"
773,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['266', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['179', '&nbsp;']","['D', '&nbsp;']"
773,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['355', '&nbsp;']","['148', '&nbsp;']","['62', '&nbsp;']","['106', '&nbsp;']","['104', '&nbsp;']"
773,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['7,875', '&nbsp;']","['5,635', '&nbsp;']","['3,487', '&nbsp;']","['5,024', '&nbsp;']","['5,906', '&nbsp;']"
773,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies ,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies ,,4,3391,"['6,357', '&nbsp;']","['4,403', '&nbsp;']","['2,820', '&nbsp;']","['3,915', '&nbsp;']","['4,505', '&nbsp;']"
773,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous manufacturing,,4,3399,"['1,518', '&nbsp;']","['1,232', 'i']","['667', 'i']","['1,110', '&nbsp;']","['1,401', '&nbsp;']"
773,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['43,151', '&nbsp;']","['37,170', '&nbsp;']","['8,311', '&nbsp;']","['24,045', '&nbsp;']","['30,416', '&nbsp;']"
773,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['3,392', '&nbsp;']","['3,042', '&nbsp;']","['2,329', '&nbsp;']","['2,982', '&nbsp;']","['2,456', '&nbsp;']"
773,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['18', '&nbsp;']","['17', '&nbsp;']","['D', '&nbsp;']","['10', '&nbsp;']","['13', '&nbsp;']"
773,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['224', '&nbsp;']","['75', '&nbsp;']","['53', '&nbsp;']","['67', '&nbsp;']","['61', '&nbsp;']"
773,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
773,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['58', '&nbsp;']"
773,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['19,631', '&nbsp;']","['16,729', '&nbsp;']","['3,427', '&nbsp;']","['11,911', '&nbsp;']","['16,395', '&nbsp;']"
773,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['9,529', '&nbsp;']","['7,834', '&nbsp;']","['2,285', '&nbsp;']","['6,493', '&nbsp;']","['7,486', '&nbsp;']"
773,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
773,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['9,529', '&nbsp;']","['7,834', '&nbsp;']","['2,285', '&nbsp;']","['6,493', '&nbsp;']","['7,486', '&nbsp;']"
773,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['2,415', '&nbsp;']","['2,345', 'i']","['156', '&nbsp;']","['1,376', '&nbsp;']","['3,024', '&nbsp;']"
773,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['2,296', '&nbsp;']","['1,921', '&nbsp;']","['428', '&nbsp;']","['1,192', '&nbsp;']","['1,519', '&nbsp;']"
773,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['5,391', '&nbsp;']","['4,629', '&nbsp;']","['557', '&nbsp;']","['2,850', '&nbsp;']","['4,366', '&nbsp;']"
773,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['1,702', '&nbsp;']","['1,296', '&nbsp;']","['74', '&nbsp;']","['D', '&nbsp;']","['440', '&nbsp;']"
773,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['55', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['48', '&nbsp;']"
773,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['D', '&nbsp;']","['25', '&nbsp;']","['D', '&nbsp;']","['25', '&nbsp;']","['D', '&nbsp;']"
