table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_applications_total,field_applications_nonprovisional_utility_patents_total,field_applications_nonprovisional_utility_patents_to_foreign_jurisdictionsa,field_applications_nonprovisional_utility_patents_from_within_organized_r_d_activityb,field_patents_issuedc
773,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['D', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
773,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['15,436', '&nbsp;']","['13,455', '&nbsp;']","['2,086', '&nbsp;']","['D', '&nbsp;']","['9,685', '&nbsp;']"
773,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['566', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['191', '&nbsp;']","['289', '&nbsp;']"
773,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['11,346', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
773,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['3,101', '&nbsp;']","['1,768', '&nbsp;']","['1,059', '&nbsp;']","['1,674', '&nbsp;']","['1,203', '&nbsp;']"
773,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
773,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['2,118', '&nbsp;']","['1,167', '&nbsp;']","['662', '&nbsp;']","['1,117', '&nbsp;']","['846', '&nbsp;']"
773,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
773,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['422', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
773,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['100', '&nbsp;']","['68', '&nbsp;']","['38', '&nbsp;']","['67', '&nbsp;']","['38', '&nbsp;']"
773,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['D', '&nbsp;']","['D', '&nbsp;']","['31', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
773,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['129,562', '&nbsp;']","['102,195', '&nbsp;']","['45,358', '&nbsp;']","['75,926', '&nbsp;']","['91,327', '&nbsp;']"
773,r074,All companies (number of domestic employees) -> Micro companies<sup>d</sup>,All companies (number of domestic employees),Micro companies<sup>d</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
773,r075,All companies (number of domestic employees) -> Micro companies<sup>d</sup> -> 5&#8211;9,All companies (number of domestic employees),Micro companies<sup>d</sup>,5&#8211;9,,,3,–,"['454', '&nbsp;']","['289', '&nbsp;']","['225', '&nbsp;']","['269', '&nbsp;']","['208', '&nbsp;']"
773,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
773,r077,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,"['1,256', '&nbsp;']","['686', '&nbsp;']","['411', '&nbsp;']","['624', '&nbsp;']","['333', '&nbsp;']"
773,r078,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['3,052', '&nbsp;']","['1,678', '&nbsp;']","['936', '&nbsp;']","['1,442', '&nbsp;']","['1,461', '&nbsp;']"
773,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
773,r080,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['2,820', '&nbsp;']","['1,720', '&nbsp;']","['1,018', '&nbsp;']","['1,471', '&nbsp;']","['1,565', '&nbsp;']"
773,r081,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['3,920', '&nbsp;']","['2,611', '&nbsp;']","['1,308', '&nbsp;']","['2,037', '&nbsp;']","['1,742', '&nbsp;']"
773,r082,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
773,r083,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['3,983', '&nbsp;']","['2,581', '&nbsp;']","['1,321', '&nbsp;']","['2,348', '&nbsp;']","['2,215', '&nbsp;']"
773,r084,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['5,967', '&nbsp;']","['4,270', '&nbsp;']","['2,209', '&nbsp;']","['3,545', '&nbsp;']","['3,801', '&nbsp;']"
773,r085,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['18,158', '&nbsp;']","['12,789', '&nbsp;']","['6,220', '&nbsp;']","['10,661', '&nbsp;']","['12,284', '&nbsp;']"
773,r086,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['14,866', '&nbsp;']","['11,481', '&nbsp;']","['4,291', '&nbsp;']","['8,111', '&nbsp;']","['10,112', '&nbsp;']"
773,r087,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['22,344', '&nbsp;']","['18,128', '&nbsp;']","['10,530', '&nbsp;']","['16,280', '&nbsp;']","['15,912', '&nbsp;']"
773,r088,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['52,743', '&nbsp;']","['45,963', '&nbsp;']","['16,889', '&nbsp;']","['29,139', '&nbsp;']","['41,694', '&nbsp;']"
