table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
7867,r001,FYs 1986&#8211;87,All sources,,1,837.9
7867,r062,FYs 1996&#8211;97,Government,Federal,2,120.8
7867,r063,FYs 1996&#8211;97,Government,State and local,2,338.1
7867,r064,FYs 1996&#8211;97,Institutional funds and other sourcesa,,1,865.6
7867,r065,FYs 1996&#8211;97 -> Doctorate granting,All sources,,1,1142.2
7867,r066,FYs 1996&#8211;97 -> Doctorate granting,Government,Federal,2,96.1
7867,r067,FYs 1996&#8211;97 -> Doctorate granting,Government,State and local,2,273.2
7867,r068,FYs 1996&#8211;97 -> Doctorate granting,Institutional funds and other sourcesa,,1,772.9
7867,r069,FYs 1996&#8211;97 -> Nondoctorate granting,All sources,,1,182.3
7867,r070,FYs 1996&#8211;97 -> Nondoctorate granting,Government,Federal,2,24.7
7867,r071,FYs 1996&#8211;97 -> Nondoctorate granting,Government,State and local,2,64.9
7867,r072,FYs 1996&#8211;97 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,92.7
7867,r073,FYs 1998&#8211;99,All sources,,1,1665.2
7867,r074,FYs 1998&#8211;99,Government,Federal,2,68.4
7867,r075,FYs 1998&#8211;99,Government,State and local,2,476.2
7867,r076,FYs 1998&#8211;99,Institutional funds and other sourcesa,,1,1120.6
7867,r077,FYs 1998&#8211;99 -> Doctorate granting,All sources,,1,1576.3
7867,r078,FYs 1998&#8211;99 -> Doctorate granting,Government,Federal,2,61.1
7867,r079,FYs 1998&#8211;99 -> Doctorate granting,Government,State and local,2,446.7
7867,r080,FYs 1998&#8211;99 -> Doctorate granting,Institutional funds and other sourcesa,,1,1068.5
7867,r081,FYs 1998&#8211;99 -> Nondoctorate granting,All sources,,1,88.9
7867,r082,FYs 1998&#8211;99 -> Nondoctorate granting,Government,Federal,2,7.3
7867,r083,FYs 1998&#8211;99 -> Nondoctorate granting,Government,State and local,2,29.5
7867,r084,FYs 1998&#8211;99 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,52.1
7867,r085,FYs 2002&#8211;03,All sources,,1,2211.8
7867,r086,FYs 2002&#8211;03,Government,Federal,2,136.9
7867,r087,FYs 2002&#8211;03,Government,State and local,2,497.8
7867,r088,FYs 2002&#8211;03,Institutional funds and other sourcesa,,1,1577.2
7867,r089,FYs 2002&#8211;03 -> Doctorate granting,All sources,,1,2087.3
7867,r090,FYs 2002&#8211;03 -> Doctorate granting,Government,Federal,2,111.9
7867,r091,FYs 2002&#8211;03 -> Doctorate granting,Government,State and local,2,463.9
7867,r092,FYs 2002&#8211;03 -> Doctorate granting,Institutional funds and other sourcesa,,1,1511.4
7867,r093,FYs 2002&#8211;03 -> Nondoctorate granting,All sources,,1,124.6
7867,r094,FYs 2002&#8211;03 -> Nondoctorate granting,Government,Federal,2,25.0
7867,r095,FYs 2002&#8211;03 -> Nondoctorate granting,Government,State and local,2,33.9
7867,r096,FYs 2002&#8211;03 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,65.7
7867,r097,FYs 2004&#8211;05,All sources,,1,2445.9
7867,r098,FYs 2004&#8211;05,Government,Federal,2,121.5
7867,r099,FYs 2004&#8211;05,Government,State and local,2,544.9
7867,r100,FYs 2004&#8211;05,Institutional funds and other sourcesa,,1,1779.5
7867,r101,FYs 2004&#8211;05 -> Doctorate granting,All sources,,1,2385.1
7867,r102,FYs 2004&#8211;05 -> Doctorate granting,Government,Federal,2,116.5
7867,r103,FYs 2004&#8211;05 -> Doctorate granting,Government,State and local,2,526.8
7867,r104,FYs 2004&#8211;05 -> Doctorate granting,Institutional funds and other sourcesa,,1,1741.8
7867,r105,FYs 2004&#8211;05 -> Nondoctorate granting,All sources,,1,60.8
7867,r106,FYs 2004&#8211;05 -> Nondoctorate granting,Government,Federal,2,5.0
7867,r107,FYs 2004&#8211;05 -> Nondoctorate granting,Government,State and local,2,18.1
7867,r108,FYs 2004&#8211;05 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,37.7
7867,r109,FYs 2006&#8211;07,All sources,,1,3361.6
7867,r110,FYs 2006&#8211;07,Government,Federal,2,133.8
7867,r111,FYs 2006&#8211;07,Government,State and local,2,657.0
7867,r112,FYs 2006&#8211;07,Institutional funds and other sourcesa,,1,2570.8
7867,r113,FYs 2006&#8211;07 -> Doctorate granting,All sources,,1,3276.2
7867,r114,FYs 2006&#8211;07 -> Doctorate granting,Government,Federal,2,126.8
7867,r115,FYs 2006&#8211;07 -> Doctorate granting,Government,State and local,2,609.4
7867,r116,FYs 2006&#8211;07 -> Doctorate granting,Institutional funds and other sourcesa,,1,2540.0
7867,r117,FYs 2006&#8211;07 -> Nondoctorate granting,All sources,,1,85.4
7867,r118,FYs 2006&#8211;07 -> Nondoctorate granting,Government,Federal,2,6.9
7867,r119,FYs 2006&#8211;07 -> Nondoctorate granting,Government,State and local,2,47.7
7867,r120,FYs 2006&#8211;07 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,30.8
7867,r121,FYs 2008&#8211;09,All sources,,1,3015.8
7867,r122,FYs 2008&#8211;09,Government,Federal,2,74.2
7867,r123,FYs 2008&#8211;09,Government,State and local,2,746.5
7867,r124,FYs 2008&#8211;09,Institutional funds and other sourcesa,,1,2195.1
7867,r125,FYs 2008&#8211;09 -> Doctorate granting,All sources,,1,2920.8
7867,r126,FYs 2008&#8211;09 -> Doctorate granting,Government,Federal,2,68.8
7867,r127,FYs 2008&#8211;09 -> Doctorate granting,Government,State and local,2,717.4
7867,r128,FYs 2008&#8211;09 -> Doctorate granting,Institutional funds and other sourcesa,,1,2134.6
7867,r129,FYs 2008&#8211;09 -> Nondoctorate granting,All sources,,1,95.0
7867,r130,FYs 2008&#8211;09 -> Nondoctorate granting,Government,Federal,2,5.4
7867,r131,FYs 2008&#8211;09 -> Nondoctorate granting,Government,State and local,2,29.0
7867,r132,FYs 2008&#8211;09 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,60.5
7867,r133,FYs 2010&#8211;11,All sources,,1,3508.9
7867,r134,FYs 2010&#8211;11,Government,Federal,2,270.9
7867,r135,FYs 2010&#8211;11,Government,State and local,2,854.5
7867,r136,FYs 2010&#8211;11,Institutional funds and other sourcesa,,1,2383.5
7867,r137,FYs 2010&#8211;11 -> Doctorate granting,All sources,,1,3377.8
7867,r138,FYs 2010&#8211;11 -> Doctorate granting,Government,Federal,2,236.4
7867,r139,FYs 2010&#8211;11 -> Doctorate granting,Government,State and local,2,797.1
7867,r140,FYs 2010&#8211;11 -> Doctorate granting,Institutional funds and other sourcesa,,1,2344.3
7867,r141,FYs 2010&#8211;11 -> Nondoctorate granting,All sources,,1,131.1
7867,r142,FYs 2010&#8211;11 -> Nondoctorate granting,Government,Federal,2,34.4
7867,r143,FYs 2010&#8211;11 -> Nondoctorate granting,Government,State and local,2,57.4
7867,r144,FYs 2010&#8211;11 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,39.2
7867,r145,FYs 2012&#8211;13,All sources,,1,3746.7
7867,r146,FYs 2012&#8211;13,Government,Federal,2,264.8
7867,r147,FYs 2012&#8211;13,Government,State and local,2,566.9
7867,r148,FYs 2012&#8211;13,Institutional funds and other sourcesa,,1,2915.0
7867,r149,FYs 2012&#8211;13 -> Doctorate granting,All sources,,1,3559.5
7867,r150,FYs 2012&#8211;13 -> Doctorate granting,Government,Federal,2,254.4
7867,r151,FYs 2012&#8211;13 -> Doctorate granting,Government,State and local,2,461.5
7867,r152,FYs 2012&#8211;13 -> Doctorate granting,Institutional funds and other sourcesa,,1,2843.6
7867,r153,FYs 2012&#8211;13 -> Nondoctorate granting,All sources,,1,187.1
7867,r154,FYs 2012&#8211;13 -> Nondoctorate granting,Government,Federal,2,10.4
7867,r155,FYs 2012&#8211;13 -> Nondoctorate granting,Government,State and local,2,105.4
7867,r156,FYs 2012&#8211;13 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,71.4
7867,r157,FYs 2014&#8211;15,All sources,,1,4133.4
7867,r158,FYs 2014&#8211;15,Government,Federal,2,61.7
7867,r159,FYs 2014&#8211;15,Government,State and local,2,502.8
7867,r160,FYs 2014&#8211;15,Institutional funds and other sourcesa,,1,3569.0
7867,r161,FYs 2014&#8211;15 -> Doctorate granting,All sources,,1,4043.9
7867,r162,FYs 2014&#8211;15 -> Doctorate granting,Government,Federal,2,58.0
7867,r163,FYs 2014&#8211;15 -> Doctorate granting,Government,State and local,2,458.5
7867,r164,FYs 2014&#8211;15 -> Doctorate granting,Institutional funds and other sourcesa,,1,3527.4
7867,r165,FYs 2014&#8211;15 -> Nondoctorate granting,All sources,,1,89.5
7867,r166,FYs 2014&#8211;15 -> Nondoctorate granting,Government,Federal,2,3.7
7867,r167,FYs 2014&#8211;15 -> Nondoctorate granting,Government,State and local,2,44.3
7867,r168,FYs 2014&#8211;15 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,41.5
7867,r169,FYs 2016&#8211;17,All sources,,1,5079.5
7867,r170,FYs 2016&#8211;17,Government,Federal,2,33.1
7867,r171,FYs 2016&#8211;17,Government,State and local,2,1028.6
7867,r172,FYs 2016&#8211;17,Institutional funds and other sourcesa,,1,4017.9
7867,r173,FYs 2016&#8211;17 -> Doctorate granting,All sources,,1,4910.2
7867,r174,FYs 2016&#8211;17 -> Doctorate granting,Government,Federal,2,24.6
7867,r175,FYs 2016&#8211;17 -> Doctorate granting,Government,State and local,2,968.9
7867,r176,FYs 2016&#8211;17 -> Doctorate granting,Institutional funds and other sourcesa,,1,3916.7
7867,r177,FYs 2016&#8211;17 -> Nondoctorate granting,All sources,,1,169.3
7867,r178,FYs 2016&#8211;17 -> Nondoctorate granting,Government,Federal,2,8.5
7867,r179,FYs 2016&#8211;17 -> Nondoctorate granting,Government,State and local,2,59.7
7867,r180,FYs 2016&#8211;17 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,101.1
7867,r181,FYs 2018&#8211;19,All sources,,1,5483.4
7867,r182,FYs 2018&#8211;19,Government,Federal,2,73.7
7867,r183,FYs 2018&#8211;19,Government,State and local,2,971.8
7867,r184,FYs 2018&#8211;19,Institutional funds and other sourcesa,,1,4437.9
7867,r185,FYs 2018&#8211;19 -> Doctorate granting,All sources,,1,5241.4
7867,r186,FYs 2018&#8211;19 -> Doctorate granting,Government,Federal,2,41.0
7867,r187,FYs 2018&#8211;19 -> Doctorate granting,Government,State and local,2,912.0
7867,r188,FYs 2018&#8211;19 -> Doctorate granting,Institutional funds and other sourcesa,,1,4288.4
7867,r189,FYs 2018&#8211;19 -> Nondoctorate granting,All sources,,1,242.0
7867,r190,FYs 2018&#8211;19 -> Nondoctorate granting,Government,Federal,2,32.7
7867,r191,FYs 2018&#8211;19 -> Nondoctorate granting,Government,State and local,2,59.8
7867,r192,FYs 2018&#8211;19 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,149.5
7867,r193,FYs 2020&#8211;21,All sources,,1,4902.6
7867,r194,FYs 2020&#8211;21,Government,Federal,2,104.7
7867,r195,FYs 2020&#8211;21,Government,State and local,2,857.6
7867,r196,FYs 2020&#8211;21,Institutional funds and other sourcesa,,1,3940.3
7867,r197,FYs 2020&#8211;21 -> Doctorate granting,All sources,,1,4738.0
7867,r198,FYs 2020&#8211;21 -> Doctorate granting,Government,Federal,2,90.6
7867,r199,FYs 2020&#8211;21 -> Doctorate granting,Government,State and local,2,772.1
7867,r200,FYs 2020&#8211;21 -> Doctorate granting,Institutional funds and other sourcesa,,1,3875.2
7867,r201,FYs 2020&#8211;21 -> Nondoctorate granting,All sources,,1,164.6
7867,r202,FYs 2020&#8211;21 -> Nondoctorate granting,Government,Federal,2,14.0
7867,r203,FYs 2020&#8211;21 -> Nondoctorate granting,Government,State and local,2,85.4
7867,r204,FYs 2020&#8211;21 -> Nondoctorate granting,Institutional funds and other sourcesa,,1,65.1
