table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_federal_obligations,field_r_d,field_r_d_plant,field_facilities_for_instruction_in_s_e,field_fellowships_traineeships_and_training_grants,field_general_support_for_s_e,field_other_s_e_activities
7324,r001,All institutions,All institutions,,1,-,39122152.2,36569461.0,400144.6,19753.3,1621880.0,95944.0,414969.3
7324,r002,All institutions -> Johns Hopkins U.,All institutions,Johns Hopkins U.,2,1,1952917.9,1915151.3,4153.5,0.0,30796.5,2709.7,106.9
7324,r003,All institutions -> U. Michigan,All institutions,U. Michigan,2,2,803815.3,755646.2,8564.9,252.4,30377.3,2015.3,6959.1
7324,r004,All institutions -> U. Washington,All institutions,U. Washington,2,3,788696.3,728359.4,833.2,99.4,53032.9,343.8,6027.7
7324,r005,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,4,780943.4,750550.4,7282.4,0.0,21037.4,850.1,1223.2
7324,r006,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,5,755054.7,699886.8,23117.7,0.0,27502.6,297.1,4250.4
7324,r007,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,6,692869.5,683896.2,0.0,463.2,3559.7,0.0,4950.4
7324,r008,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,7,685422.5,644404.7,0.0,0.0,37867.3,2900.5,250.0
7324,r009,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,8,675097.2,652352.9,2869.4,500.0,18336.4,0.0,1038.5
7324,r010,All institutions -> Duke U.,All institutions,Duke U.,2,9,656151.8,639338.1,0.0,0.0,16118.8,695.0,0.0
7324,r011,All institutions -> Stanford U.,All institutions,Stanford U.,2,10,651155.6,630590.6,637.9,672.2,17629.0,904.2,721.8
7324,r012,All institutions -> U. Pittsburgh,All institutions,U. Pittsburgh,2,11,632354.8,600173.0,0.0,0.0,28522.9,1440.0,2218.8
7324,r013,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,12,625807.8,593581.0,375.0,340.0,31072.6,439.2,0.0
7324,r014,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,13,579210.8,538927.1,1310.4,207.4,37186.5,1163.5,415.9
7324,r015,All institutions -> Yale U.,All institutions,Yale U.,2,14,574524.7,552582.7,0.0,0.0,18947.8,2900.2,94.0
7324,r016,"All institutions -> U. North Carolina, The, Chapel Hill",All institutions,"U. North Carolina, The, Chapel Hill",2,15,572213.9,522284.3,8464.4,0.0,32837.3,3190.0,5437.8
7324,r017,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,16,561592.7,543546.4,0.0,0.0,17155.0,784.9,106.5
7324,r018,All institutions -> Vanderbilt U.,All institutions,Vanderbilt U.,2,17,540086.4,518360.0,0.0,0.0,20110.2,1189.9,426.3
7324,r019,All institutions -> Emory U.,All institutions,Emory U.,2,18,534776.6,510378.3,2000.0,0.0,21291.4,1057.0,50.0
7324,r020,"All institutions -> Northwestern U., Evanston",All institutions,"Northwestern U., Evanston",2,19,505395.6,477973.8,294.3,0.0,17630.8,2761.6,6735.0
7324,r021,All institutions -> Pennsylvania State U.,All institutions,Pennsylvania State U.,2,20,486924.1,462734.4,3740.1,0.0,12372.5,1064.1,7013.0
7324,r022,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,21,475267.0,448223.0,6752.7,0.0,18681.4,1596.9,13.0
7324,r023,All institutions -> U. Minnesota,All institutions,U. Minnesota,2,22,475006.5,440035.7,1694.2,0.0,24448.4,2653.9,6174.3
7324,r024,"All institutions -> Cornell U., Ithaca",All institutions,"Cornell U., Ithaca",2,23,473285.1,427157.8,22603.9,0.0,14055.2,1692.2,7776.0
7324,r025,All institutions -> Harvard U.,All institutions,Harvard U.,2,24,457442.4,439766.7,120.0,0.0,16892.1,649.2,14.5
7324,r026,All institutions -> New York U.,All institutions,New York U.,2,25,449904.3,436813.3,243.0,0.0,10471.9,176.8,2199.4
7324,r027,All institutions -> U. Southern California,All institutions,U. Southern California,2,26,431048.0,416927.8,303.5,142.0,7809.8,0.0,5864.7
7324,r028,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,27,424923.0,416304.5,0.0,0.0,8019.5,599.0,0.0
7324,r029,"All institutions -> U. Texas, The, Austin",All institutions,"U. Texas, The, Austin",2,28,368190.1,350429.0,9633.1,217.6,4393.3,0.0,3517.1
7324,r030,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,29,366336.8,341598.7,0.0,0.0,12675.4,3281.8,8780.9
7324,r031,All institutions -> Baylor C. Medicine,All institutions,Baylor C. Medicine,2,30,360439.9,349632.8,0.0,0.0,8714.9,1992.2,100.0
7324,r032,"All institutions -> U. Alabama, The, Birmingham",All institutions,"U. Alabama, The, Birmingham",2,31,353117.4,336080.5,0.0,0.0,14192.8,2594.3,249.9
7324,r033,"All institutions -> Ohio State U., The",All institutions,"Ohio State U., The",2,32,344692.0,317977.5,10908.4,0.0,11150.6,675.0,3980.5
7324,r034,"All institutions -> U. Utah, The",All institutions,"U. Utah, The",2,33,334061.8,314905.8,524.8,0.0,16130.8,517.2,1983.2
7324,r035,"All institutions -> U. Chicago, The",All institutions,"U. Chicago, The",2,34,324074.6,304749.8,3352.4,0.0,13134.8,1997.9,839.7
7324,r036,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,35,319812.3,310443.9,673.7,0.0,7437.3,1199.9,57.5
7324,r037,All institutions -> U. Florida,All institutions,U. Florida,2,36,316356.3,287640.3,1693.2,289.0,11236.5,947.6,14549.7
7324,r038,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,37,312260.8,255737.4,40588.0,0.0,7345.6,0.0,8589.8
7324,r039,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,38,310177.9,297262.7,2000.0,0.0,10315.3,599.9,0.0
7324,r040,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,39,300643.4,289862.1,0.0,0.0,10747.3,0.0,34.0
7324,r041,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,40,290008.4,282305.2,0.0,0.0,7018.8,684.4,0.0
7324,r042,All institutions -> U. Rochester,All institutions,U. Rochester,2,41,284534.2,275289.0,0.0,0.0,8870.5,0.0,374.6
7324,r043,"All institutions -> Rutgers, The State U. New Jersey",All institutions,"Rutgers, The State U. New Jersey",2,42,283568.1,260753.2,386.2,0.0,14044.0,2779.3,5605.4
7324,r044,"All institutions -> Texas A&M U., System Office",All institutions,"Texas A&M U., System Office",2,43,283180.2,277063.8,6.7,0.0,3434.1,0.0,2675.6
7324,r045,All institutions -> U. Arizona,All institutions,U. Arizona,2,44,282665.3,269346.1,342.9,285.0,10186.7,596.1,1908.5
7324,r046,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,45,276763.0,261652.0,3889.0,0.0,8363.0,1400.0,1459.0
