table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_federal_obligations,field_r_d,field_r_d_plant,field_facilities_for_instruction_in_s_e,field_fellowships_traineeships_and_training_grants,field_general_support_for_s_e,field_other_s_e_activities
7324,r047,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,46,274197.2,266223.0,28.8,476.3,3192.5,0.0,4276.7
7324,r048,All institutions -> Boston U.,All institutions,Boston U.,2,47,273806.3,261021.1,0.0,238.2,10721.2,1622.4,203.4
7324,r049,All institutions -> Association of Universities for Research in Astronomy,All institutions,Association of Universities for Research in Astronomy,2,48,271215.4,224740.0,46349.6,0.0,125.8,0.0,0.0
7324,r050,"All institutions -> U. Maryland, College Park",All institutions,"U. Maryland, College Park",2,49,261835.1,239286.9,350.0,0.0,11827.7,0.0,10370.5
7324,r051,All institutions -> U. Iowa,All institutions,U. Iowa,2,50,259650.6,245960.5,431.2,388.2,10054.4,0.0,2816.3
7324,r052,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,51,241289.4,230593.0,913.6,0.0,9457.8,0.0,325.0
7324,r053,"All institutions -> Texas A&M U., College Station",All institutions,"Texas A&M U., College Station",2,52,237656.0,225213.0,3090.0,1462.6,5865.4,172.0,1853.0
7324,r054,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,53,235629.9,226513.2,480.0,0.0,6500.2,1599.9,536.6
7324,r055,"All institutions -> U. Maryland, Baltimore",All institutions,"U. Maryland, Baltimore",2,54,235144.9,230062.2,0.0,0.0,5082.7,0.0,0.0
7324,r056,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,55,235051.0,225461.6,0.0,0.0,7983.0,1606.4,0.0
7324,r057,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,56,221060.2,210253.1,591.9,0.0,7818.9,1699.7,696.7
7324,r058,All institutions -> U. Virginia,All institutions,U. Virginia,2,57,216927.8,203895.4,1544.4,0.0,8731.7,359.1,2397.2
7324,r059,"All institutions -> U. Texas Southwestern Medical Center, The",All institutions,"U. Texas Southwestern Medical Center, The",2,58,210897.1,204134.6,0.0,0.0,5562.5,1200.0,0.0
7324,r060,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,59,209257.6,192317.6,16.0,0.0,16517.2,0.0,406.7
7324,r061,"All institutions -> Scripps Research Institute, The",All institutions,"Scripps Research Institute, The",2,60,208372.3,205560.6,0.0,0.0,2811.7,0.0,0.0
7324,r062,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,61,205896.8,192585.2,493.8,154.3,4777.6,0.0,7886.0
7324,r063,All institutions -> U. Miami,All institutions,U. Miami,2,62,199287.4,185693.5,7600.0,0.0,5259.0,244.7,490.2
7324,r064,All institutions -> Albert Einstein C. Medicine,All institutions,Albert Einstein C. Medicine,2,63,191336.3,186597.2,0.0,0.0,4739.1,0.0,0.0
7324,r065,"All institutions -> U. Oklahoma, The, Norman",All institutions,"U. Oklahoma, The, Norman",2,64,181795.6,170662.8,0.0,0.0,8632.8,1997.1,503.0
7324,r066,"All institutions -> U. Texas M. D. Anderson Cancer Center, The",All institutions,"U. Texas M. D. Anderson Cancer Center, The",2,65,174715.9,171932.5,0.0,0.0,2183.4,600.0,0.0
7324,r067,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,66,172987.9,162125.2,9356.6,0.0,1359.6,0.0,146.4
7324,r068,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,67,169013.4,139068.5,25273.3,195.0,1782.7,250.0,2443.9
7324,r069,All institutions -> Brown U.,All institutions,Brown U.,2,68,166111.9,159630.0,1276.1,0.0,5203.8,0.0,2.1
7324,r070,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,69,157610.3,148266.8,2725.0,0.0,2994.3,0.0,3624.2
7324,r071,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,70,155530.7,138997.5,0.0,0.0,12309.8,0.0,4223.4
7324,r072,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,71,155283.2,130681.4,2791.6,0.0,6638.2,600.0,14572.0
7324,r073,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,72,148995.7,135728.5,4722.5,0.0,201.7,0.0,8343.0
7324,r074,All institutions -> Princeton U.,All institutions,Princeton U.,2,73,144332.7,134012.5,3575.3,450.0,4755.1,0.0,1539.8
7324,r075,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,74,142717.7,131224.7,0.0,0.0,11077.5,415.5,0.0
7324,r076,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,75,139081.5,119288.4,1937.2,0.0,9252.3,0.0,8603.7
7324,r077,All institutions -> U. Georgia,All institutions,U. Georgia,2,76,137134.9,129901.7,174.3,0.0,5649.3,0.0,1409.6
7324,r078,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,77,136114.6,125134.8,7335.7,0.0,3644.1,0.0,0.0
7324,r079,All institutions -> Utah State U.,All institutions,Utah State U.,2,78,133528.8,131357.1,0.0,0.0,1837.0,0.0,334.7
7324,r080,"All institutions -> U. Kansas, Lawrence",All institutions,"U. Kansas, Lawrence",2,79,132990.0,128632.0,0.0,0.0,3643.3,714.3,0.4
7324,r081,"All institutions -> U. Texas Health Science Center, The, Houston",All institutions,"U. Texas Health Science Center, The, Houston",2,80,132622.6,129419.0,0.0,0.0,3184.5,0.0,19.1
7324,r082,All institutions -> Louisiana State U.,All institutions,Louisiana State U.,2,81,131147.3,116998.9,2026.8,0.0,5502.3,0.0,6619.3
7324,r083,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,82,126089.3,110175.0,6.8,0.0,15277.0,0.0,630.5
7324,r084,All institutions -> U. Delaware,All institutions,U. Delaware,2,83,126010.5,115032.2,5540.5,619.4,2519.6,580.2,1718.6
7324,r085,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,84,121863.7,118260.0,0.0,0.0,3228.1,375.6,0.0
7324,r086,All institutions -> Stony Brook U.,All institutions,Stony Brook U.,2,85,120573.7,117440.9,0.0,0.0,2566.6,173.4,392.9
7324,r087,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,86,119729.6,110419.1,22.4,0.0,4507.7,0.0,4780.4
7324,r088,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,87,117967.9,109531.7,0.0,0.0,4078.3,0.0,4357.9
7324,r089,"All institutions -> U. Alaska, Fairbanks, Fairbanks Campus",All institutions,"U. Alaska, Fairbanks, Fairbanks Campus",2,88,115296.3,96364.9,3448.2,0.0,5293.3,0.0,10189.9
7324,r090,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,89,114259.5,104314.8,4519.7,1473.5,1699.7,909.1,1342.8
7324,r091,All institutions -> Dartmouth C.,All institutions,Dartmouth C.,2,90,111045.6,108328.5,0.0,0.0,2427.8,0.0,289.2
7324,r092,All institutions -> Washington State U.,All institutions,Washington State U.,2,91,108300.1,99198.6,178.8,0.0,1928.9,0.0,6993.7
7324,r093,"All institutions -> George Washington U., The",All institutions,"George Washington U., The",2,92,107964.8,104046.2,0.0,0.0,2387.6,0.0,1531.1
7324,r094,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,93,106979.5,100967.2,0.0,0.0,6012.3,0.0,0.0
7324,r095,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,94,106050.7,100413.8,641.9,0.0,3697.5,422.7,874.8
7324,r096,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,95,104469.7,98466.4,600.0,500.0,4903.2,0.0,0.0
7324,r097,"All institutions -> U. Texas Medical Branch at Galveston, The",All institutions,"U. Texas Medical Branch at Galveston, The",2,96,101801.8,98948.3,0.0,0.0,2446.3,0.0,407.2
7324,r098,All institutions -> Tufts U.,All institutions,Tufts U.,2,97,101034.4,95366.0,0.0,0.0,5068.4,600.0,0.0
7324,r099,All institutions -> Florida State U.,All institutions,Florida State U.,2,98,100574.4,92445.6,4547.7,0.0,3331.2,0.0,249.9
7324,r100,All institutions -> Temple U.,All institutions,Temple U.,2,99,99586.8,95171.3,336.5,0.0,4079.0,0.0,0.0
7324,r101,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,100,99573.9,80825.6,1030.0,0.0,6572.5,0.0,11145.8
7324,r102,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,101,98258.7,86148.9,518.7,178.4,5051.3,0.0,6361.4
7324,r103,All institutions -> Tulane U.,All institutions,Tulane U.,2,102,96834.2,95567.1,0.0,0.0,806.0,0.0,461.0
7324,r104,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,103,95612.8,89923.3,744.5,0.0,4623.9,0.0,321.1
7324,r105,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,104,91221.5,88614.3,0.0,0.0,682.5,1924.7,0.0
7324,r106,All institutions -> U. Dayton,All institutions,U. Dayton,2,105,90662.4,90422.0,240.4,0.0,0.0,0.0,0.0
7324,r107,All institutions -> U. Vermont,All institutions,U. Vermont,2,106,90597.9,80059.9,5472.9,0.0,3347.5,152.8,1564.8
7324,r108,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,107,90316.6,84648.7,270.0,249.0,4682.6,466.4,0.0
7324,r109,All institutions -> Florida International U.,All institutions,Florida International U.,2,108,88071.3,76795.8,2898.6,0.0,3315.5,1900.0,3161.4
7324,r110,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,109,88017.8,79644.8,3488.5,0.0,4107.4,0.0,777.1
7324,r111,"All institutions -> U. Texas Health Science Center, The, San Antonio",All institutions,"U. Texas Health Science Center, The, San Antonio",2,110,87610.2,79921.2,0.0,0.0,7689.0,0.0,0.0
7324,r112,All institutions -> U. Louisville,All institutions,U. Louisville,2,111,84469.5,73202.2,8008.0,0.0,2434.7,598.4,226.1
7324,r113,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,112,82972.9,75081.8,1436.7,0.0,3291.6,0.0,3162.8
7324,r114,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,113,80762.6,77802.6,407.7,441.4,1134.8,0.0,976.1
7324,r115,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,114,80410.7,77822.9,0.0,0.0,1842.9,744.9,0.0
7324,r116,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,115,79649.2,78707.8,85.1,0.0,259.1,342.8,254.3
7324,r117,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,116,77289.8,69444.9,980.0,0.0,5791.6,0.0,1073.3
7324,r118,All institutions -> George Mason U.,All institutions,George Mason U.,2,117,75641.5,72944.2,750.0,0.0,1118.3,0.0,829.1
7324,r119,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,118,75284.2,61686.4,1722.5,221.6,7948.8,599.7,3105.2
7324,r120,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,119,75224.7,73240.4,0.0,0.0,1164.1,0.0,820.2
7324,r121,All institutions -> U. South Carolina,All institutions,U. South Carolina,2,120,74996.7,71159.4,500.0,201.9,2347.5,0.0,788.0
7324,r122,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,121,73819.6,72427.3,0.0,0.0,1392.3,0.0,0.0
7324,r123,"All institutions -> U. Tennessee, The, Knoxville",All institutions,"U. Tennessee, The, Knoxville",2,122,72371.5,61597.2,0.0,0.0,5757.1,33.0,4984.2
7324,r124,"All institutions -> State U. New York, The, Buffalo",All institutions,"State U. New York, The, Buffalo",2,123,72348.6,70955.7,0.0,0.0,1392.9,0.0,0.0
7324,r125,All institutions -> Drexel U.,All institutions,Drexel U.,2,124,71820.5,69434.5,24.0,0.0,1933.3,0.0,428.6
7324,r126,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,125,70153.9,68481.6,324.2,0.0,1274.0,0.0,74.1
7324,r127,All institutions -> U. Corp. for Atmospheric Research,All institutions,U. Corp. for Atmospheric Research,2,126,69517.1,67774.4,0.0,0.0,1498.2,0.0,244.4
7324,r128,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,127,69332.2,61255.3,0.0,0.0,7940.1,0.0,136.8
7324,r129,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,128,66756.5,65194.1,0.0,0.0,926.0,436.9,199.5
7324,r130,"All institutions -> U. California, Office of the President",All institutions,"U. California, Office of the President",2,129,66302.8,64332.7,0.0,0.0,417.5,0.0,1552.7
7324,r131,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,130,66007.1,62899.8,542.5,253.2,1982.1,0.0,329.5
7324,r132,"All institutions -> U. Wisconsin, System Office",All institutions,"U. Wisconsin, System Office",2,131,64648.5,58669.7,0.0,0.0,3960.1,0.0,2018.7
7324,r133,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,132,64491.8,54917.0,0.0,0.0,9574.8,0.0,0.0
7324,r134,All institutions -> Clemson U.,All institutions,Clemson U.,2,133,64272.2,52675.1,658.0,0.0,6179.9,0.0,4759.2
7324,r135,All institutions -> Rice U.,All institutions,Rice U.,2,134,64242.2,59367.0,1551.0,0.0,3324.2,0.0,0.0
7324,r136,"All institutions -> U. Oregon, Eugene",All institutions,"U. Oregon, Eugene",2,135,63881.9,59028.0,299.8,0.0,4398.5,0.0,155.7
7324,r137,"All institutions -> U. Texas, The, San Antonio",All institutions,"U. Texas, The, San Antonio",2,136,62837.6,60741.6,430.3,0.0,1428.7,0.0,237.1
7324,r138,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,137,61802.9,53277.7,1526.1,0.0,3063.7,599.3,3336.0
7324,r139,"All institutions -> State U. New York, System Office",All institutions,"State U. New York, System Office",2,138,60992.9,50681.6,578.6,0.0,8598.6,0.0,1134.2
7324,r140,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,139,59988.9,52853.7,2505.9,0.0,3952.6,427.7,249.0
7324,r141,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,140,58851.7,55144.2,0.0,0.0,982.6,0.0,2724.9
7324,r142,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,141,57856.1,49000.5,0.0,0.0,1164.3,771.5,6919.7
7324,r143,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,142,56951.2,50046.3,6047.9,0.0,26.0,55.0,776.1
7324,r144,All institutions -> Augusta U.,All institutions,Augusta U.,2,143,56761.6,56336.7,0.0,0.0,425.0,0.0,0.0
7324,r145,All institutions -> Rush U.,All institutions,Rush U.,2,144,55839.2,55526.3,0.0,0.0,313.0,0.0,0.0
7324,r146,"All institutions -> U. Mississippi, The, Oxford",All institutions,"U. Mississippi, The, Oxford",2,145,54239.5,53018.0,185.5,0.0,893.7,0.0,142.3
7324,r147,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,146,53400.1,50991.1,0.0,0.0,2209.9,199.1,0.0
7324,r148,"All institutions -> San Diego State U., San Diego",All institutions,"San Diego State U., San Diego",2,147,51638.6,44361.3,0.0,0.0,4446.3,2000.0,831.0
7324,r149,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,148,48541.0,45966.8,280.5,0.0,1824.4,0.0,469.3
7324,r150,All institutions -> U. Idaho,All institutions,U. Idaho,2,149,47986.4,39376.3,252.5,0.0,2903.1,0.0,5454.5
7324,r151,"All institutions -> U. Tennessee, The, Health Science Center",All institutions,"U. Tennessee, The, Health Science Center",2,150,45813.2,45677.5,0.0,0.0,135.7,0.0,0.0
7324,r152,"All institutions -> U. Alabama, The, Huntsville",All institutions,"U. Alabama, The, Huntsville",2,151,45224.8,43077.4,0.0,0.0,1947.9,0.0,199.6
7324,r153,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,152,43293.8,40367.0,0.0,0.0,926.8,2000.0,0.0
7324,r154,"All institutions -> U. Hawaii, System Office",All institutions,"U. Hawaii, System Office",2,153,41312.7,35982.5,0.0,0.0,5101.4,0.0,228.8
7324,r155,All institutions -> U. Maine,All institutions,U. Maine,2,154,41165.7,32709.5,103.9,0.0,3486.3,0.0,4866.0
7324,r156,"All institutions -> U. Alabama, The, Tuscaloosa",All institutions,"U. Alabama, The, Tuscaloosa",2,155,41127.3,33377.8,1605.1,238.5,5651.1,0.0,254.8
7324,r157,"All institutions -> U. Nebraska, Central Administration",All institutions,"U. Nebraska, Central Administration",2,156,40768.0,37090.3,0.0,0.0,3079.4,0.0,598.3
7324,r158,"All institutions -> New Mexico State U., Las Cruces",All institutions,"New Mexico State U., Las Cruces",2,157,40672.8,33154.7,0.0,0.0,6907.2,0.0,610.9
7324,r159,"All institutions -> North Dakota State U., Main Campus",All institutions,"North Dakota State U., Main Campus",2,158,40372.7,33106.4,948.4,0.0,923.8,131.0,5263.1
7324,r160,"All institutions -> CUNY, System Office",All institutions,"CUNY, System Office",2,159,40355.2,39431.8,0.0,400.0,523.4,0.0,0.0
7324,r161,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,160,40293.0,38845.9,603.0,116.8,405.6,22.3,299.3
7324,r162,All institutions -> U. Houston,All institutions,U. Houston,2,161,39538.6,38803.7,0.0,0.0,375.4,359.5,0.0
7324,r163,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,162,38952.1,37817.1,621.7,0.0,513.3,0.0,0.0
7324,r164,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,163,37664.7,33031.3,0.0,336.1,1418.6,0.0,2878.8
7324,r165,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,164,37602.1,34626.7,0.0,0.0,2885.9,0.0,89.5
7324,r166,"All institutions -> U. Texas, The, Dallas",All institutions,"U. Texas, The, Dallas",2,165,36855.2,35511.8,243.1,0.0,670.6,0.0,429.7
7324,r167,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,166,36403.7,29644.5,580.3,0.0,2950.6,0.0,3228.2
7324,r168,All institutions -> Nevada System of Higher Education,All institutions,Nevada System of Higher Education,2,167,36230.4,30999.6,1083.1,0.0,1709.4,0.0,2438.3
7324,r169,"All institutions -> U. New Hampshire, Durham",All institutions,"U. New Hampshire, Durham",2,168,36173.0,34206.0,0.0,0.0,1775.7,0.0,191.2
7324,r170,"All institutions -> U. Texas, The, Arlington",All institutions,"U. Texas, The, Arlington",2,169,35776.0,20458.8,0.0,0.0,782.9,0.0,14534.3
7324,r171,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,170,35630.5,29080.5,0.2,0.0,3916.5,0.0,2633.4
7324,r172,"All institutions -> U. Texas, The, El Paso",All institutions,"U. Texas, The, El Paso",2,171,35376.4,28891.7,1331.2,0.0,5139.1,0.0,14.4
7324,r173,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,172,34836.4,32217.0,0.0,0.0,2619.4,0.0,0.0
7324,r174,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,173,33355.7,28614.8,0.0,0.0,4412.3,0.0,328.5
7324,r175,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,174,33318.7,32095.4,0.0,0.0,1223.3,0.0,0.0
7324,r176,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,175,31313.6,30390.1,0.0,0.0,480.0,0.0,443.6
7324,r177,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,176,31104.8,29307.8,0.0,0.0,1797.0,0.0,0.0
7324,r178,"All institutions -> Rensselaer Polytechnic Institute, Troy",All institutions,"Rensselaer Polytechnic Institute, Troy",2,177,30898.5,29783.0,0.0,164.1,607.5,343.9,0.0
7324,r179,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,178,30592.9,29791.0,723.7,0.0,78.2,0.0,0.0
7324,r180,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,179,30256.1,27730.8,155.8,0.0,2369.5,0.0,0.0
7324,r181,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,180,28374.7,20826.5,550.0,0.0,4254.8,0.0,2743.3
