table_id,row_id,_b_field_and_citizenship_status_b_full_path,_b_field_and_citizenship_status_b_level_1,_b_field_and_citizenship_status_b_level_2,_b_field_and_citizenship_status_b_level_3,_b_field_and_citizenship_status_b_level_4,_b_field_and_citizenship_status_b_hierarchy_depth,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field__change_2012_22
9453,r109,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,107,138,124,132,121,123,146,153,163,163,152,42.1
9453,r110,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Bioengineering and biomedical engineering,4,292,352,318,348,301,300,362,359,364,302,343,17.5
9453,r111,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Chemical engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Chemical engineering,4,414,409,482,461,401,426,478,478,482,517,555,34.1
9453,r112,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Civil engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Civil engineering,4,303,333,339,359,307,427,442,461,513,386,549,81.2
9453,r113,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,"Electrical, electronics, and communications engineering",4,1181,1160,1217,1237,1160,1215,1316,1198,1342,1400,1482,25.5
9453,r114,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Industrial and manufacturing engineering,4,140,156,185,161,164,157,196,140,199,235,251,79.3
9453,r115,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Materials science engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Materials science engineering,4,334,435,419,448,494,428,500,461,463,478,544,62.9
9453,r116,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Mechanical engineering,4,631,664,686,783,652,741,831,879,983,793,884,40.1
9453,r117,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Engineering -> Other engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Engineering,Other engineering,4,953,1112,1191,1179,1242,1220,1304,1551,1441,1399,1493,56.7
9453,r118,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,,3,460,515,478,539,562,534,611,615,659,557,581,26.3
9453,r119,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Education administration,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Education administration,4,46,44,39,35,33,51,52,54,59,47,55,19.6
9453,r120,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Education research,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Education research,4,269,307,255,313,266,297,353,303,370,310,310,15.2
9453,r121,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Teacher education,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Teacher education,4,13,17,14,13,13,12,8,16,18,20,17,30.8
9453,r122,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Teaching fields,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Teaching fields,4,101,116,134,145,181,132,155,165,163,134,141,39.6
9453,r123,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Education -> Other education,All doctorate recipients<sup>a</sup>,Temporary visa holder,Education,Other education,4,31,31,36,33,69,42,43,77,49,46,58,87.1
9453,r124,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,,3,761,779,731,713,712,692,739,826,742,738,765,0.5
9453,r125,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,Foreign languages and literature,4,160,179,142,151,164,159,181,202,185,120,154,-3.8
9453,r126,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,History,4,136,134,147,131,142,125,112,130,120,130,109,-19.9
9453,r127,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,Letters,4,141,150,140,122,126,122,139,149,132,175,162,14.9
9453,r128,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Humanities and arts -> Other humanities and arts,All doctorate recipients<sup>a</sup>,Temporary visa holder,Humanities and arts,Other humanities and arts,4,324,316,302,309,280,286,307,345,305,313,340,4.9
9453,r129,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Other,All doctorate recipients<sup>a</sup>,Temporary visa holder,Other,,3,834,945,905,867,890,940,1028,1106,1075,1141,1196,43.4
9453,r130,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Other -> Business management and administration,All doctorate recipients<sup>a</sup>,Temporary visa holder,Other,Business management and administration,4,542,600,589,546,553,588,642,689,658,689,703,29.7
9453,r131,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Other -> Communication,All doctorate recipients<sup>a</sup>,Temporary visa holder,Other,Communication,4,107,133,137,137,160,122,165,163,153,142,174,62.6
9453,r132,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Other -> Non-science and engineering fields nec,All doctorate recipients<sup>a</sup>,Temporary visa holder,Other,Non-science and engineering fields nec,4,185,212,179,184,177,230,221,254,264,310,319,72.4
