table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramurala,field_extramural_united_states_and_u_s_territories_industry,field_extramural_united_states_and_u_s_territories_industry_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_universities_and_colleges,field_extramural_united_states_and_u_s_territories_university_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_other_nonprofits,field_extramural_united_states_and_u_s_territories_nonprofit_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_state_local_governments,field_extramural_foreign
3917,r001,All agencies,All agencies,,,,,1,4759030.8,1652027.0,207549.2,350325.0,427055.1,799308.1,241908.0,1076333.0,999.2,3526.1
3917,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
3917,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,430008.0,430008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,428000.0,428000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,2008.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,r006,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,618526.0,618526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,r007,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,371979.0,371979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,r008,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,246547.0,246547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,r009,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,305580.7,276884.0,22202.4,3833.0,1686.3,775.0,0.0,200.0,0.0,0.0
3917,r010,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,160405.1,146945.5,13459.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
