table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2019,field_2020_preliminary_
3891,r001,All fields,All fields,,,1,40017257.6,41755263.7
3891,r002,All fields -> Computer sciences and mathematics,All fields,Computer sciences and mathematics,,2,2305943.3,2474181.4
3891,r003,All fields -> Computer sciences and mathematics -> Computer sciences,All fields,Computer sciences and mathematics,Computer sciences,3,1150707.7,NA
3891,r004,All fields -> Computer sciences and mathematics -> Mathematics,All fields,Computer sciences and mathematics,Mathematics,3,1038831.0,NA
3891,r005,All fields -> Computer sciences and mathematics -> Other computer sciences and mathematics,All fields,Computer sciences and mathematics,Other computer sciences and mathematics,3,116404.6,NA
3891,r006,All fields -> Engineering,All fields,Engineering,,2,3617951.0,3811540.5
3891,r007,All fields -> Engineering -> Aeronautical engineering,All fields,Engineering,Aeronautical engineering,3,70949.6,NA
3891,r008,All fields -> Engineering -> Astronautical engineering,All fields,Engineering,Astronautical engineering,3,8686.5,NA
3891,r009,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,74877.7,NA
3891,r010,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,11536.3,NA
3891,r011,All fields -> Engineering -> Electrical engineering,All fields,Engineering,Electrical engineering,3,219453.2,NA
3891,r012,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,103411.3,NA
3891,r013,All fields -> Engineering -> Metallurgy and materials engineering,All fields,Engineering,Metallurgy and materials engineering,3,1223084.2,NA
3891,r014,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,1905952.2,NA
3891,r015,All fields -> Environmental sciences,All fields,Environmental sciences,,2,3251794.3,2922334.9
3891,r016,All fields -> Environmental sciences -> Atmospheric sciences,All fields,Environmental sciences,Atmospheric sciences,3,513747.1,NA
3891,r017,All fields -> Environmental sciences -> Geological sciences,All fields,Environmental sciences,Geological sciences,3,200334.2,NA
3891,r018,All fields -> Environmental sciences -> Oceanography,All fields,Environmental sciences,Oceanography,3,432082.4,NA
3891,r019,All fields -> Environmental sciences -> Other environmental sciences,All fields,Environmental sciences,Other environmental sciences,3,2105630.6,NA
3891,r020,All fields -> Life sciences,All fields,Life sciences,,2,18880552.1,20206451.5
3891,r021,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,634606.2,NA
3891,r022,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,9785751.9,NA
3891,r023,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,490197.1,NA
3891,r024,All fields -> Life sciences -> Medical sciences,All fields,Life sciences,Medical sciences,3,6389200.5,NA
3891,r025,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,1580796.4,NA
3891,r026,All fields -> Physical sciences,All fields,Physical sciences,,2,7906958.5,7716064.7
3891,r027,All fields -> Physical sciences -> Astronomy,All fields,Physical sciences,Astronomy,3,1577197.0,NA
3891,r028,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,691292.9,NA
3891,r029,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,2570637.8,NA
3891,r030,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,3067830.8,NA
3891,r031,All fields -> Psychology,All fields,Psychology,,2,1366066.7,1471698.9
3891,r032,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,16077.3,NA
3891,r033,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,10599.7,NA
3891,r034,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,1339389.7,NA
3891,r035,All fields -> Social sciences,All fields,Social sciences,,2,451215.9,428870.1
3891,r036,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,32658.3,NA
3891,r037,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,85678.7,NA
3891,r038,All fields -> Social sciences -> Political science,All fields,Social sciences,Political science,3,10281.0,NA
3891,r039,All fields -> Social sciences -> Sociology,All fields,Social sciences,Sociology,3,36650.4,NA
3891,r040,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,285947.5,NA
3891,r041,All fields -> Other sciences nec,All fields,Other sciences nec,,2,2236775.9,2724121.8
