table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_performed_by_the_company_total,field_performed_by_the_company_paid_for_by_the_company,field_performed_by_the_company_paid_for_by_others,field_performed_by_others_total,field_performed_by_others_paid_for_by_the_company,field_performed_by_others_paid_for_by_others
9683,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['18,438', '  ']","['18,204', '  ']","['233', '  ']","['1,268', '  ']","['1,254', '  ']","['14', '  ']"
9683,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,695', '  ']","['2,618', '  ']","['78', '  ']","['92 - 112', '  ']","['88 - 109', '  ']","['0 - 5', '  ']"
9683,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['276,439', '  ']","['240,138', '  ']","['36,300', 'i ']","['8,100', '  ']","['5,569', '  ']","['2,530', '  ']"
9683,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,260 - 1,334', '  ']","['1,077 - 1,151', '  ']","['183', 'i ']","['14 - 134', '  ']","['9 - 129', '  ']","['5', 'i ']"
9683,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['168 - 17,997', '  ']","['133 - 17,961', '  ']","['35', 'i ']","['7 - 685', '  ']","['0 - 677', '  ']","['7', 'i ']"
9683,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,745 - 1,855', 'i ']","['1,661 - 1,770', 'i ']","['84', '  ']","['68 - 177', 'i ']","['65 - 175', 'i ']","['2', '  ']"
9683,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['5,936 - 24,040', 'i ']","['5,931 - 24,034', 'i ']","['4 - 8', '  ']","['0 - 681', '  ']","['0 - 677', '  ']","['0 - 4', '  ']"
9683,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['7,208', '  ']","['7,198 - 7,200', '  ']","['8 - 10', '  ']","['49', 'i ']","['49', 'i ']","['0', '  ']"
9683,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['147,855', '  ']","['146,488', '  ']","['1,366', '  ']","['3,293', '  ']","['3,145', '  ']","['148', '  ']"
9683,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['39,152', '  ']","['38,521', '  ']","['631', '  ']","['1,694', '  ']","['1,642', '  ']","['51', '  ']"
9683,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['103', '  ']","['81', '  ']","['23', 'r ']","['7', '  ']","['7', '  ']","['0', '  ']"
9683,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['39,049', '  ']","['38,441', '  ']","['608', '  ']","['1,687', '  ']","['1,635', '  ']","['51', '  ']"
9683,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,835', '  ']","['3,736 - 3,805', '  ']","['30 - 98', '  ']","['576', '  ']","['574', '  ']","['1', '  ']"
9683,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['45,192', '  ']","['44,585', '  ']","['607', '  ']","['799', '  ']","['704', '  ']","['95', '  ']"
9683,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['59,676', '  ']","['59,577 - 59,647', '  ']","['29 - 99', '  ']","['224', '  ']","['224', '  ']","['*', '  ']"
9683,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['20,947', '  ']","['20,902', '  ']","['45', '  ']","['139', '  ']","['138', '  ']","['1', '  ']"
9683,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['2,096', '  ']","['2,095 - 2,097', '  ']","['0 - 1', '  ']","['4', '  ']","['4', '  ']","['0', '  ']"
9683,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['5 - 8', '  ']","['5 - 8', '  ']","['0', '  ']","['1', '  ']","['1', '  ']","['0', '  ']"
9683,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['2,088 - 2,091', '  ']","['2,087 - 2,091', '  ']","['0 - 1', '  ']","['3', '  ']","['3', '  ']","['0', '  ']"
9683,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['66,496', '  ']","['32,083', '  ']","['34,413', 'i ']","['3,433', '  ']","['1,117', '  ']","['2,315', 'i ']"
9683,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['4,560', '  ']","['2,553', '  ']","['2,007', '  ']","['477', '  ']","['106', '  ']","['372', '  ']"
9683,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['20,409', '  ']","['17,188', '  ']","['3,221', '  ']","['427', '  ']","['326', '  ']","['101', '  ']"
9683,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['34,142', 'i ']","['6,123', '  ']","['28,019', 'i ']","['2,405', 'i ']","['655', '  ']","['1,750', 'i ']"
9683,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['228', '  ']","['154', '  ']","['73', 'i ']","['27', '  ']","['16', '  ']","['11', 'i ']"
9683,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['9,039', '  ']","['1,664', '  ']","['7,374', '  ']","['407', '  ']","['244', '  ']","['163', '  ']"
9683,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['24,312', 'i ']","['4,266', '  ']","['20,046', 'i ']","['1,916', 'i ']","['396', '  ']","['1,520', 'i ']"
9683,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['563', '  ']","['38', '  ']","['525', '  ']","['56', '  ']","['0', '  ']","['56', '  ']"
9683,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['7,385', '  ']","['6,218', '  ']","['1,166', '  ']","['123', '  ']","['30', '  ']","['93', '  ']"
9683,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['2,060 - 2,138', '  ']","['1,965 - 2,043', '  ']","['95', '  ']","['262', '  ']","['252', '  ']","['9', 'r ']"
9683,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['2,564 - 3,199', '  ']","['2,501 - 3,136', '  ']","['62 - 66', '  ']","['38 - 723', '  ']","['3 - 680', '  ']","['35 - 44', '  ']"
9683,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['602,499', '  ']","['527,804', '  ']","['74,695', '  ']","['56,959', '  ']","['49,856', '  ']","['7,103', '  ']"
9683,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9683,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['5,477', '  ']","['4,258', '  ']","['1,219', '  ']","['689', '  ']","['543', '  ']","['146', '  ']"
9683,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['15,061', '  ']","['12,626', '  ']","['2,434', '  ']","['2,209', '  ']","['1,993', '  ']","['217', '  ']"
9683,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9683,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['14,540', '  ']","['12,488', '  ']","['2,052', '  ']","['2,785', '  ']","['2,597', '  ']","['188', '  ']"
9683,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['24,023', '  ']","['20,030', '  ']","['3,993', '  ']","['3,037', '  ']","['2,441', '  ']","['596', '  ']"
9683,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9683,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['23,932', '  ']","['20,574', '  ']","['3,358', '  ']","['3,320', '  ']","['2,576', '  ']","['744', '  ']"
9683,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['27,432', '  ']","['23,655', '  ']","['3,777', '  ']","['2,611', '  ']","['2,268', '  ']","['343', '  ']"
9683,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['94,615', '  ']","['83,609', '  ']","['11,006', '  ']","['6,066', '  ']","['5,142', '  ']","['924', '  ']"
9683,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['62,817', '  ']","['53,873', '  ']","['8,944', 'i ']","['4,819', '  ']","['4,114', '  ']","['705', 'i ']"
9683,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['104,607', '  ']","['84,057', '  ']","['20,549', '  ']","['15,590', '  ']","['13,320', '  ']","['2,270', '  ']"
9683,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['229,995', '  ']","['212,634', '  ']","['17,361', '  ']","['15,832', '  ']","['14,861', '  ']","['971', '  ']"
