table_id,row_id,_b_state_and_outlying_area_b_full_path,_b_state_and_outlying_area_b_level_1,_b_state_and_outlying_area_b_level_2,_b_state_and_outlying_area_b_hierarchy_depth,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
4315,r001,All states and outlying areas,All states and outlying areas,,1,28203273.4,27699527.0,26156379.1,27652453.0,27105722.9,28532827.3,29805219.8,32312580.9,35125460.1
4315,r002,All states and outlying areas -> Alabama,All states and outlying areas,Alabama,2,348384.9,347312.4,321500.6,342730.7,366299.6,354347.0,362466.2,442266.0,491035.2
4315,r003,All states and outlying areas -> Alaska,All states and outlying areas,Alaska,2,76613.2,54729.1,60997.7,66026.3,68093.2,70452.8,80760.8,78244.3,103531.5
4315,r004,All states and outlying areas -> Arizona,All states and outlying areas,Arizona,2,386576.3,441857.9,369922.5,338536.0,330838.6,341024.0,370208.5,395622.8,441188.2
4315,r005,All states and outlying areas -> Arkansas,All states and outlying areas,Arkansas,2,85157.3,67191.0,59098.8,55414.2,53583.4,105763.1,66975.3,80354.3,93614.8
4315,r006,All states and outlying areas -> California,All states and outlying areas,California,2,3930189.1,3928742.2,3751424.7,3913638.7,3844293.7,3980511.2,4100916.6,4419363.8,4630852.1
4315,r007,All states and outlying areas -> Colorado,All states and outlying areas,Colorado,2,591595.9,571955.3,577821.7,560697.6,602424.5,630337.7,648782.3,756505.2,748312.4
4315,r008,All states and outlying areas -> Connecticut,All states and outlying areas,Connecticut,2,538354.0,514764.4,484829.6,505356.6,480767.4,539370.4,546741.8,595892.7,661563.6
4315,r009,All states and outlying areas -> Delaware,All states and outlying areas,Delaware,2,89496.1,76631.1,80240.5,91523.8,74640.6,101648.5,123060.9,112677.5,121590.0
4315,r010,All states and outlying areas -> District of Columbia,All states and outlying areas,District of Columbia,2,358976.8,455371.7,451730.9,445537.9,416509.9,466534.7,410861.6,518703.5,399414.7
4315,r011,All states and outlying areas -> Florida,All states and outlying areas,Florida,2,662293.9,646622.2,596883.2,625298.1,714134.5,691837.9,780180.3,804749.9,934427.7
4315,r012,All states and outlying areas -> Georgia,All states and outlying areas,Georgia,2,743640.4,746706.3,774289.2,760899.0,848903.1,703447.4,1030375.3,1124665.6,1313038.2
4315,r013,All states and outlying areas -> Hawaii,All states and outlying areas,Hawaii,2,162958.4,169025.4,153614.6,160302.6,133730.5,144285.3,133212.8,145466.5,149419.2
4315,r014,All states and outlying areas -> Idaho,All states and outlying areas,Idaho,2,39836.0,37240.1,39771.4,34036.8,45478.7,44874.5,46921.1,53976.8,60218.9
4315,r015,All states and outlying areas -> Illinois,All states and outlying areas,Illinois,2,1137042.5,1051669.0,1032232.4,1071739.1,1050020.7,1107639.2,1086484.5,1177731.9,1317966.0
4315,r016,All states and outlying areas -> Indiana,All states and outlying areas,Indiana,2,417007.1,393267.9,365056.9,413504.8,408595.3,421104.1,450000.4,470535.1,572186.3
4315,r017,All states and outlying areas -> Iowa,All states and outlying areas,Iowa,2,308226.8,281146.1,260778.9,259395.7,252864.7,251202.8,260110.5,273514.7,279598.0
4315,r018,All states and outlying areas -> Kansas,All states and outlying areas,Kansas,2,172522.2,166619.1,140099.6,148988.9,157138.4,160000.9,187334.2,198638.5,233121.8
4315,r019,All states and outlying areas -> Kentucky,All states and outlying areas,Kentucky,2,199685.2,177427.9,167888.0,187711.5,201021.6,201384.4,214257.4,248158.4,266501.9
4315,r020,All states and outlying areas -> Louisiana,All states and outlying areas,Louisiana,2,216386.7,205955.2,181737.1,164842.1,155601.6,179702.7,179662.2,195155.5,228775.3
