table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramurala,field_extramural_united_states_and_u_s_territories_industry,field_extramural_united_states_and_u_s_territories_industry_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_universities_and_colleges,field_extramural_united_states_and_u_s_territories_university_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_other_nonprofits,field_extramural_united_states_and_u_s_territories_nonprofit_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_state_local_governments,field_extramural_foreign
6387,r001,All agencies,All agencies,,,,,1,94309779.9,43440277.9,42030639.0,984235.0,3421580.5,1328555.9,1598045.0,1189605.4,63636.3,253204.8
6387,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
6387,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,229078.5,209661.1,0.0,0.0,17720.2,0.0,1342.8,0.0,22.4,332.0
6387,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,3500.3,3500.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6387,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,158700.0,145527.6,0.0,0.0,11744.6,0.0,1073.4,0.0,22.4,332.0
6387,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,20884.0,14972.6,0.0,0.0,5911.4,0.0,0.0,0.0,0.0,0.0
6387,r007,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,41674.2,41674.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6387,r008,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,4320.0,3986.3,0.0,0.0,64.2,0.0,269.5,0.0,0.0,0.0
6387,r009,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,360341.5,146261.6,3135.7,0.0,97793.5,3216.0,109061.8,0.0,870.6,2.2
6387,r010,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,164298.9,20538.0,609.7,0.0,87678.2,0.0,55472.9,0.0,0.0,0.0
6387,r011,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,145704.0,75385.0,2526.0,0.0,10115.3,3216.0,53588.8,0.0,870.6,2.2
6387,r012,All agencies -> Departments -> Department of Commerce -> U.S. Census Bureau,All agencies,Departments,Department of Commerce,U.S. Census Bureau,,4,50338.6,50338.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6387,r013,"All agencies -> Departments -> Department of Defense, total experimental development",All agencies,Departments,"Department of Defense, total experimental development",,,3,60047756.2,20604325.6,33998522.0,428040.5,2362596.8,284899.7,1338013.0,798692.8,7629.8,225036.0
6387,r014,"All agencies -> Departments -> Department of Defense, total experimental development -> Defense Advanced Research Projects Agency",All agencies,Departments,"Department of Defense, total experimental development",Defense Advanced Research Projects Agency,,4,1705207.0,223458.8,1356487.3,5268.3,65687.2,15064.6,22952.8,9222.9,0.0,7065.0
6387,r015,"All agencies -> Departments -> Department of Defense, total experimental development -> Defense Health Agency",All agencies,Departments,"Department of Defense, total experimental development",Defense Health Agency,,4,2518559.3,673003.4,407145.6,0.0,754697.1,0.0,640163.7,1763.1,346.5,41440.0
6387,r016,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of the Air Force",All agencies,Departments,"Department of Defense, total experimental development",Department of the Air Force,,4,9103443.6,3513015.6,5189174.2,220294.9,83872.6,21570.2,31.6,75413.5,24.7,46.2
6387,r017,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of the Army",All agencies,Departments,"Department of Defense, total experimental development",Department of the Army,,4,10179275.4,3602853.5,5490935.8,952.1,625086.5,12535.3,202445.9,195007.7,0.0,49458.5
6387,r018,"All agencies -> Departments -> Department of Defense, total experimental development -> Department of the Navy",All agencies,Departments,"Department of Defense, total experimental development",Department of the Navy,,4,16943610.7,6819573.4,9377643.4,25672.3,352607.4,35221.6,205040.5,96054.8,250.8,31546.4
6387,r019,"All agencies -> Departments -> Department of Defense, total experimental development -> U.S. Space Force",All agencies,Departments,"Department of Defense, total experimental development",U.S. Space Force,,4,5038943.1,217870.0,4526503.1,5139.7,14530.5,34765.1,9166.0,209725.8,5972.8,15270.1
6387,r020,"All agencies -> Departments -> Department of Defense, total experimental development -> Other defense agencies",All agencies,Departments,"Department of Defense, total experimental development",Other defense agencies,,4,14558717.1,5554550.9,7650632.5,170713.3,466115.4,165742.9,258212.5,211504.9,1035.0,80209.8
6387,r021,"All agencies -> Departments -> Department of Defense, advanced technology",All agencies,Departments,"Department of Defense, advanced technology",,,3,9363569.3,2380338.4,4364026.7,69402.0,1201877.4,40667.5,1038217.9,133360.9,1406.3,134272.3
