table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_sales_r_d_performers_or_fundersa_worldwide,field_sales_r_d_performers_or_fundersa_domestic,field_sales_r_d_performers_or_fundersa_foreign,field_sales_domestic_r_d_performersb_worldwide,field_sales_domestic_r_d_performersb_domestic,field_sales_domestic_r_d_performersb_foreign
2702,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['129,583', '  ']","['84,629', '  ']","['44,954', '  ']","['129,583', '  ']","['84,629', '  ']","['44,954', '  ']"
2702,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['509,575', '  ']","['302,091', '  ']","['207,483', '  ']","['509,139', '  ']","['301,760', '  ']","['207,379', '  ']"
2702,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['268,195', '  ']","['180,130', '  ']","['88,064', '  ']","['268,074', '  ']","['180,010', '  ']","['88,064', '  ']"
2702,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['47,582', '  ']","['27,781', '  ']","['19,801', '  ']","['47,582', '  ']","['27,781', '  ']","['19,801', '  ']"
2702,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['110,565', '  ']","['78,873', '  ']","['31,692', '  ']","['110,565', '  ']","['78,873', '  ']","['31,692', '  ']"
2702,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['110,047', '  ']","['73,476', '  ']","['36,571', '  ']","['109,927', '  ']","['73,356', '  ']","['36,571', '  ']"
2702,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['547,675', '  ']","['254,771', '  ']","['292,904', '  ']","['547,675', '  ']","['254,771', '  ']","['292,904', '  ']"
2702,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['211,615', '  ']","['131,419', '  ']","['80,196', '  ']","['211,342', '  ']","['131,162', '  ']","['80,180', '  ']"
2702,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['1,592,282', '  ']","['1,310,128', '  ']","['282,154', '  ']","['1,532,353', '  ']","['1,250,199', '  ']","['282,154', '  ']"
2702,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['1,071,646', '  ']","['871,129', '  ']","['200,517', '  ']","['1,011,717', '  ']","['811,201', '  ']","['200,517', '  ']"
2702,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['433,748', '  ']","['369,214', '  ']","['64,534', '  ']","['433,748', '  ']","['369,214', '  ']","['64,534', '  ']"
2702,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['408,554', '  ']","['352,038', '  ']","['56,516', '  ']","['408,554', '  ']","['352,038', '  ']","['56,516', '  ']"
2702,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['25,194', '  ']","['17,176', '  ']","['8,018', '  ']","['25,194', '  ']","['17,176', '  ']","['8,018', '  ']"
2702,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['406', '  ']","['406', '  ']","['0', '  ']","['406', '  ']","['406', '  ']","['0', '  ']"
2702,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['86,482', '  ']","['69,379', '  ']","['17,103', '  ']","['86,482', '  ']","['69,379', '  ']","['17,103', '  ']"
2702,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['44,786', '  ']","['41,001', '  ']","['3,786', '  ']","['44,215', '  ']","['40,456', '  ']","['3,759', '  ']"
2702,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['461,840', '  ']","['301,250', '  ']","['160,591', '  ']","['461,565', '  ']","['300,974', '  ']","['160,591', '  ']"
2702,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['310,045', '  ']","['204,749', '  ']","['105,296', '  ']","['309,844', '  ']","['204,548', '  ']","['105,296', '  ']"
2702,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['151,795', '  ']","['96,501', '  ']","['55,295', '  ']","['151,720', '  ']","['96,426', '  ']","['55,295', '  ']"
2702,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['5,872,656', '  ']","['4,746,894', '  ']","['1,125,762', '  ']","['5,366,095', '  ']","['4,294,889', '  ']","['1,071,206', '  ']"
2702,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['372,844', '  ']","['198,666', '  ']","['174,178', '  ']","['365,711', '  ']","['191,532', '  ']","['174,178', '  ']"
2702,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['349,586', '  ']","['343,289', '  ']","['6,297', '  ']","['274,599', '  ']","['268,302', '  ']","['6,297', '  ']"
2702,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['181,680', 'i ']","['151,009', 'i ']","['30,671', 'i ']","['176,495', 'i ']","['146,302', 'i ']","['30,193', 'i ']"
2702,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['179,392 - 325,998', '  ']","['179,393', '  ']","['0 - 146,605', '  ']","['176,809 - 323,414', '  ']","['176,810', '  ']","['0 - 146,605', '  ']"
2702,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['306,596', '  ']","['234,630', '  ']","['71,967', '  ']","['306,596', '  ']","['234,630', '  ']","['71,967', '  ']"
2702,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['1,667,576', '  ']","['1,310,041', '  ']","['357,535', '  ']","['1,648,942', '  ']","['1,296,193', '  ']","['352,749', '  ']"
2702,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['330,176', '  ']","['224,147', '  ']","['106,029', '  ']","['329,657', '  ']","['223,631', '  ']","['106,026', '  ']"
2702,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['4,262', '  ']","['3,759', '  ']","['502', 'i ']","['4,262', '  ']","['3,759', '  ']","['502', 'i ']"
2702,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['325,915', '  ']","['220,388', '  ']","['105,527', '  ']","['325,395', '  ']","['219,872', '  ']","['105,523', '  ']"
2702,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['493,873', '  ']","['480,548', '  ']","['13,325', '  ']","['492,404', '  ']","['479,111', '  ']","['13,293', '  ']"
2702,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['456,222', '  ']","['353,941', '  ']","['102,281', '  ']","['455,890', '  ']","['353,615', '  ']","['102,276', '  ']"
2702,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['387,305', '  ']","['251,405', '  ']","['135,900', '  ']","['370,991', '  ']","['239,837', '  ']","['131,154', '  ']"
2702,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['1,050,112', '  ']","['954,685', '  ']","['95,427', '  ']","['1,049,493', '  ']","['954,066', '  ']","['95,427', '  ']"
2702,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['9,170', '  ']","['6,147', '  ']","['3,022', '  ']","['9,165', '  ']","['6,142', '  ']","['3,022', '  ']"
2702,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['243', '  ']","['243', '  ']","['0', '  ']","['238', '  ']","['238', '  ']","['0', '  ']"
2702,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['8,926', '  ']","['5,904', '  ']","['3,022', '  ']","['8,926', '  ']","['5,904', '  ']","['3,022', '  ']"
2702,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['615,885', '  ']","['424,784', '  ']","['191,101', '  ']","['613,215', '  ']","['422,944', '  ']","['190,271', '  ']"
2702,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['126,497', '  ']","['102,179', '  ']","['24,318', '  ']","['125,962', '  ']","['101,645', '  ']","['24,318', '  ']"
2702,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['253,518', '  ']","['156,026', '  ']","['97,492', '  ']","['252,891', '  ']","['155,586', '  ']","['97,306', '  ']"
2702,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['91,330', '  ']","['71,852', '  ']","['19,479', 'i ']","['91,187', '  ']","['71,708', '  ']","['19,479', 'i ']"
2702,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['32,783', '  ']","['28,304', '  ']","['4,479', '  ']","['32,658', '  ']","['28,179', '  ']","['4,479', '  ']"
2702,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['57,608', '  ']","['42,616', '  ']","['14,992', 'i ']","['57,605', '  ']","['42,613', '  ']","['14,992', 'i ']"
2702,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['939', '  ']","['932', '  ']","['7', '  ']","['923', '  ']","['916', '  ']","['7', '  ']"
2702,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['144,540', '  ']","['94,727', '  ']","['49,812', 'i ']","['143,175', '  ']","['94,005', '  ']","['49,170', 'i ']"
2702,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['100,593', '  ']","['100,091', '  ']","['502', '  ']","['100,484', '  ']","['99,983', '  ']","['501', '  ']"
2702,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['892,615 - 1,039,226', '  ']","['844,159', '  ']","['48,456 - 195,066', '  ']","['497,985 - 644,590', '  ']","['497,986', '  ']","['0 - 146,605', '  ']"
2702,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['14,458,452', '  ']","['10,698,764', '  ']","['3,759,688', '  ']","['13,822,080', '  ']","['10,150,522', '  ']","['3,671,558', '  ']"
2702,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2702,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>c</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>c</sup>,,,3,–,"['21,096', '  ']","['20,349', '  ']","['747', '  ']","['20,187', '  ']","['19,439', '  ']","['747', '  ']"
2702,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['73,675', '  ']","['69,771', '  ']","['3,904', '  ']","['71,295', '  ']","['67,754', '  ']","['3,541', '  ']"
2702,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2702,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['136,900', '  ']","['126,982', '  ']","['9,918', '  ']","['133,180', '  ']","['123,747', '  ']","['9,433', '  ']"
2702,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['353,330', '  ']","['300,151', '  ']","['53,179', '  ']","['319,231', '  ']","['297,374', '  ']","['21,857', '  ']"
2702,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2702,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['325,558', '  ']","['279,802', '  ']","['45,757', '  ']","['320,412', '  ']","['274,801', '  ']","['45,611', '  ']"
2702,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['509,883', '  ']","['408,482', '  ']","['101,401', '  ']","['495,272', '  ']","['394,070', '  ']","['101,202', '  ']"
2702,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['1,967,720', '  ']","['1,450,957', '  ']","['516,763', '  ']","['1,947,769', '  ']","['1,431,658', '  ']","['516,110', '  ']"
2702,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['1,373,162', '  ']","['1,001,344', '  ']","['371,818', '  ']","['1,323,912', '  ']","['958,596', '  ']","['365,316', '  ']"
2702,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['3,287,271', '  ']","['2,262,566', '  ']","['1,024,705', '  ']","['3,254,697', '  ']","['2,229,992', '  ']","['1,024,705', '  ']"
2702,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['6,409,856', '  ']","['4,778,360', '  ']","['1,631,496', '  ']","['5,936,125', '  ']","['4,353,090', '  ']","['1,583,035', '  ']"
