table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients
1215,r001,All institutions ,All institutions ,,,1,7498
1215,r002,All institutions  -> Foreign or unknown institutions ,All institutions ,Foreign or unknown institutions ,,2,2068
1215,r003,All institutions  -> Top 50 U.S. institutions ,All institutions ,Top 50 U.S. institutions ,,2,2008
1215,r004,All institutions  -> Top 50 U.S. institutions  -> Howard U.,All institutions ,Top 50 U.S. institutions ,Howard U.,3,130
1215,r005,All institutions  -> Top 50 U.S. institutions  -> Spelman C.,All institutions ,Top 50 U.S. institutions ,Spelman C.,3,102
1215,r006,All institutions  -> Top 50 U.S. institutions  -> Florida A&M U.,All institutions ,Top 50 U.S. institutions ,Florida A&M U.,3,86
1215,r007,"All institutions  -> Top 50 U.S. institutions  -> U. Maryland, Baltimore County",All institutions ,Top 50 U.S. institutions ,"U. Maryland, Baltimore County",3,85
1215,r008,All institutions  -> Top 50 U.S. institutions  -> North Carolina Agricultural and Technical State U.,All institutions ,Top 50 U.S. institutions ,North Carolina Agricultural and Technical State U.,3,63
1215,r009,"All institutions  -> Top 50 U.S. institutions  -> U. Maryland, College Park",All institutions ,Top 50 U.S. institutions ,"U. Maryland, College Park",3,63
1215,r010,All institutions  -> Top 50 U.S. institutions  -> Hampton U.,All institutions ,Top 50 U.S. institutions ,Hampton U.,3,58
1215,r011,All institutions  -> Top 50 U.S. institutions  -> U. Florida,All institutions ,Top 50 U.S. institutions ,U. Florida,3,58
1215,r012,All institutions  -> Top 50 U.S. institutions  -> Morgan State U.,All institutions ,Top 50 U.S. institutions ,Morgan State U.,3,55
1215,r013,All institutions  -> Top 50 U.S. institutions  -> Morehouse C.,All institutions ,Top 50 U.S. institutions ,Morehouse C.,3,53
1215,r014,All institutions  -> Top 50 U.S. institutions  -> Jackson State U.,All institutions ,Top 50 U.S. institutions ,Jackson State U.,3,49
1215,r015,All institutions  -> Top 50 U.S. institutions  -> Xavier U. Louisiana,All institutions ,Top 50 U.S. institutions ,Xavier U. Louisiana,3,45
1215,r016,All institutions  -> Top 50 U.S. institutions  -> Florida State U.,All institutions ,Top 50 U.S. institutions ,Florida State U.,3,41
1215,r017,"All institutions  -> Top 50 U.S. institutions  -> Southern U. and A&M C., Baton Rouge",All institutions ,Top 50 U.S. institutions ,"Southern U. and A&M C., Baton Rouge",3,41
1215,r018,All institutions  -> Top 50 U.S. institutions  -> Tuskegee U.,All institutions ,Top 50 U.S. institutions ,Tuskegee U.,3,41
1215,r019,"All institutions  -> Top 50 U.S. institutions  -> U. North Carolina, Chapel Hill",All institutions ,Top 50 U.S. institutions ,"U. North Carolina, Chapel Hill",3,41
1215,r020,All institutions  -> Top 50 U.S. institutions  -> Yale U.,All institutions ,Top 50 U.S. institutions ,Yale U.,3,40
1215,r021,All institutions  -> Top 50 U.S. institutions  -> Massachusetts Institute of Technology,All institutions ,Top 50 U.S. institutions ,Massachusetts Institute of Technology,3,39
1215,r022,"All institutions  -> Top 50 U.S. institutions  -> U. Michigan, Ann Arbor",All institutions ,Top 50 U.S. institutions ,"U. Michigan, Ann Arbor",3,38
