table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013
10866,r001,All agencies,All agencies,,,,,1,107794,116069,122620,123855,129431,129050,144758,146968,139703,140670,127626
10866,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
10866,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,2136,2282,2319,2386,2372,2246,2345,2615,2377,2188,2031
10866,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,5,9,8,6,6,5,4,4,4,4,5
10866,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1143,1259,1227,1294,1241,1146,1187,1360,1152,1095,1017
10866,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,28,24,24,26,26,28,29,30,29,37,37
10866,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,68,71,74,75,92,78,79,86,81,77,71
10866,r008,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,2,2,2,1,1,0.05,0.05,0.05,1,1,1
10866,r009,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,307,315,316,322,345,316,376,426,370,341,337
10866,r010,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,5,7,7,7,7,7,7,6,7,7,6
10866,r011,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,6,6,6,7,7,7,7,7,7,7,7
10866,r012,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,568,586,652,645,627,655,652,690,724,614,546
10866,r013,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,4,4,4,4,21,4,4,5,2,4,4
10866,r014,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1267,1149,1094,1016,1145,1196,1533,1683,1309,1231,1294
10866,r015,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,23,24,23,22,23,25,29,47,59,102,131
10866,r016,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,1,0.05,0.05,0.05,1,21,28,19,16,NA,NA
10866,r017,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,525,482,463,429,508,517,606,925,597,548,609
10866,r018,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,695,619,600,558,607,627,863,685,629,573,547
10866,r019,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,24,24,7,7,7,7,7,8,8,8,7
10866,r020,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,52149,58068,63661,65934,72291,71997,75974,73624,75328,73974,63655
10866,r021,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,na,na,na,na,na,na,na,na,2846,2750,2372
10866,r022,All agencies -> Departments -> Department of Defense -> Defense agencies and activities,All agencies,Departments,Department of Defense,Defense agencies and activities,,4,12641,13189,15407,14338,15940,15947,16242,16265,na,na,na
10866,r023,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,18266,20338,20078,21699,25292,25339,28051,26649,26641,27688,23600
10866,r024,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,7610,9223,10208,11318,11629,11878,11908,10853,9832,9220,7883
10866,r025,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,13397,15019,17661,18399,19248,18649,19586,19660,17814,17753,15440
10866,r026,"All agencies -> Departments -> Department of Defense -> Operational Test and Evaluation, Director",All agencies,Departments,Department of Defense,"Operational Test and Evaluation, Director",,4,236,298,308,179,182,185,186,197,NA,NA,NA
10866,r027,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,na,na,na,na,na,na,na,na,18195,16563,14360
10866,r028,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,303,311,316,337,333,328,322,363,346,338,310
10866,r029,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,8436,8561,8597,8340,8630,8990,11562,11645,10680,10635,10397
10866,r030,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,NA,NA,NA,NA,NA,0,0,378,175,103,182
10866,r031,All agencies -> Departments -> Department of Energy -> Bonneville Power Administration,All agencies,Departments,Department of Energy,Bonneville Power Administration,,4,23,25,11,11,11,14,8,13,13,14,14
10866,r032,All agencies -> Departments -> Department of Energy -> Civilian Radioactive Waste Management,All agencies,Departments,Department of Energy,Civilian Radioactive Waste Management,,4,76,79,54,53,11,1,0.05,0,0,0,0
