table_id,row_id,time_period,value
1240,r001,All enrolled -> 2002,357324
1240,r002,All enrolled -> 2002,67455
1240,r003,All enrolled -> 2002,289869
1240,r004,All enrolled -> 2002,223457
1240,r005,All enrolled -> 2002,41268
1240,r006,All enrolled -> 2002,NA
1240,r007,All enrolled -> 2002,23517
1240,r008,All enrolled -> 2002,32991
1240,r009,All enrolled -> 2002,2197
1240,r010,All enrolled -> 2002,NA
1240,r011,All enrolled -> 2002,NA
1240,r012,All enrolled -> 2002,19455
1240,r013,All enrolled -> 2004,377211
1240,r014,All enrolled -> 2004,67015
1240,r015,All enrolled -> 2004,310196
1240,r016,All enrolled -> 2004,236219
1240,r017,All enrolled -> 2004,42434
1240,r018,All enrolled -> 2004,NA
1240,r019,All enrolled -> 2004,23832
1240,r020,All enrolled -> 2004,35933
1240,r021,All enrolled -> 2004,2330
1240,r022,All enrolled -> 2004,NA
1240,r023,All enrolled -> 2004,NA
1240,r024,All enrolled -> 2004,19899
1240,r025,All enrolled -> 2006,379004
1240,r026,All enrolled -> 2006,65169
1240,r027,All enrolled -> 2006,313835
1240,r028,All enrolled -> 2006,235423
1240,r029,All enrolled -> 2006,40746
1240,r030,All enrolled -> 2006,NA
1240,r031,All enrolled -> 2006,24123
1240,r032,All enrolled -> 2006,38595
1240,r033,All enrolled -> 2006,2893
1240,r034,All enrolled -> 2006,NA
1240,r035,All enrolled -> 2006,NA
1240,r036,All enrolled -> 2006,19827
1240,r037,All enrolled -> 2008,415673
1240,r038,All enrolled -> 2008,73337
1240,r039,All enrolled -> 2008,342336
1240,r040,All enrolled -> 2008,257372
1240,r041,All enrolled -> 2008,42748
1240,r042,All enrolled -> 2008,NA
1240,r043,All enrolled -> 2008,24230
1240,r044,All enrolled -> 2008,42590
1240,r045,All enrolled -> 2008,2580
1240,r046,All enrolled -> 2008,NA
1240,r047,All enrolled -> 2008,NA
1240,r048,All enrolled -> 2008,23531
1240,r049,All enrolled -> 2010,456783
1240,r050,All enrolled -> 2010,83346
1240,r051,All enrolled -> 2010,373437
1240,r052,All enrolled -> 2010,276238
1240,r053,All enrolled -> 2010,NA
1240,r054,All enrolled -> 2010,46770
1240,r055,All enrolled -> 2010,25766
1240,r056,All enrolled -> 2010,49615
1240,r057,All enrolled -> 2010,2288
1240,r058,All enrolled -> 2010,819
1240,r059,All enrolled -> 2010,7213
1240,r060,All enrolled -> 2010,29573
1240,r061,All enrolled -> 2012,506916
1240,r062,All enrolled -> 2012,95888
1240,r063,All enrolled -> 2012,411028
1240,r064,All enrolled -> 2012,298808
1240,r065,All enrolled -> 2012,NA
1240,r066,All enrolled -> 2012,50833
1240,r067,All enrolled -> 2012,26451
1240,r068,All enrolled -> 2012,59095
1240,r069,All enrolled -> 2012,2297
1240,r070,All enrolled -> 2012,972
1240,r071,All enrolled -> 2012,13215
1240,r072,All enrolled -> 2012,39464
1240,r073,All enrolled -> 2014,582149
1240,r074,All enrolled -> 2014,116505
1240,r075,All enrolled -> 2014,465644
1240,r076,All enrolled -> 2014,332687
1240,r077,All enrolled -> 2014,NA
1240,r078,All enrolled -> 2014,57984
1240,r079,All enrolled -> 2014,29347
1240,r080,All enrolled -> 2014,71676
1240,r081,All enrolled -> 2014,2149
1240,r082,All enrolled -> 2014,1037
1240,r083,All enrolled -> 2014,18495
1240,r084,All enrolled -> 2014,53152
1240,r085,All enrolled -> 2016,634096
1240,r086,All enrolled -> 2016,135414
1240,r087,All enrolled -> 2016,498682
1240,r088,All enrolled -> 2016,351164
1240,r089,All enrolled -> 2016,NA
1240,r090,All enrolled -> 2016,64504
1240,r091,All enrolled -> 2016,32566
1240,r092,All enrolled -> 2016,83669
1240,r093,All enrolled -> 2016,2141
1240,r094,All enrolled -> 2016,975
1240,r095,All enrolled -> 2016,21915
1240,r096,All enrolled -> 2016,60609
1240,r097,"All enrolled -> Full time, first year -> 2002",71309
1240,r098,"All enrolled -> Full time, first year -> 2002",12771
1240,r099,"All enrolled -> Full time, first year -> 2002",58538
1240,r100,"All enrolled -> Full time, first year -> 2002",47237
1240,r101,"All enrolled -> Full time, first year -> 2002",7913
1240,r102,"All enrolled -> Full time, first year -> 2002",NA
1240,r103,"All enrolled -> Full time, first year -> 2002",4917
1240,r104,"All enrolled -> Full time, first year -> 2002",6141
1240,r105,"All enrolled -> Full time, first year -> 2002",435
1240,r106,"All enrolled -> Full time, first year -> 2002",NA
1240,r107,"All enrolled -> Full time, first year -> 2002",NA
1240,r108,"All enrolled -> Full time, first year -> 2002",2181
1240,r109,"All enrolled -> Full time, first year -> 2004",76568
1240,r110,"All enrolled -> Full time, first year -> 2004",12987
1240,r111,"All enrolled -> Full time, first year -> 2004",63581
1240,r112,"All enrolled -> Full time, first year -> 2004",50897
1240,r113,"All enrolled -> Full time, first year -> 2004",7870
1240,r114,"All enrolled -> Full time, first year -> 2004",NA
1240,r115,"All enrolled -> Full time, first year -> 2004",4833
1240,r116,"All enrolled -> Full time, first year -> 2004",6858
1240,r117,"All enrolled -> Full time, first year -> 2004",478
1240,r118,"All enrolled -> Full time, first year -> 2004",NA
1240,r119,"All enrolled -> Full time, first year -> 2004",NA
1240,r120,"All enrolled -> Full time, first year -> 2004",2426
1240,r121,"All enrolled -> Full time, first year -> 2006",80045
1240,r122,"All enrolled -> Full time, first year -> 2006",13834
1240,r123,"All enrolled -> Full time, first year -> 2006",66211
1240,r124,"All enrolled -> Full time, first year -> 2006",51314
1240,r125,"All enrolled -> Full time, first year -> 2006",8341
1240,r126,"All enrolled -> Full time, first year -> 2006",NA
1240,r127,"All enrolled -> Full time, first year -> 2006",5393
1240,r128,"All enrolled -> Full time, first year -> 2006",8065
1240,r129,"All enrolled -> Full time, first year -> 2006",630
1240,r130,"All enrolled -> Full time, first year -> 2006",NA
1240,r131,"All enrolled -> Full time, first year -> 2006",NA
1240,r132,"All enrolled -> Full time, first year -> 2006",2968
1240,r133,"All enrolled -> Full time, first year -> 2008",90054
1240,r134,"All enrolled -> Full time, first year -> 2008",16882
1240,r135,"All enrolled -> Full time, first year -> 2008",73172
1240,r136,"All enrolled -> Full time, first year -> 2008",57265
1240,r137,"All enrolled -> Full time, first year -> 2008",8960
1240,r138,"All enrolled -> Full time, first year -> 2008",NA
1240,r139,"All enrolled -> Full time, first year -> 2008",5470
1240,r140,"All enrolled -> Full time, first year -> 2008",9108
1240,r141,"All enrolled -> Full time, first year -> 2008",584
1240,r142,"All enrolled -> Full time, first year -> 2008",NA
1240,r143,"All enrolled -> Full time, first year -> 2008",NA
1240,r144,"All enrolled -> Full time, first year -> 2008",3883
1240,r145,"All enrolled -> Full time, first year -> 2010",96301
1240,r146,"All enrolled -> Full time, first year -> 2010",18703
1240,r147,"All enrolled -> Full time, first year -> 2010",77598
1240,r148,"All enrolled -> Full time, first year -> 2010",59531
1240,r149,"All enrolled -> Full time, first year -> 2010",NA
1240,r150,"All enrolled -> Full time, first year -> 2010",9242
1240,r151,"All enrolled -> Full time, first year -> 2010",5785
1240,r152,"All enrolled -> Full time, first year -> 2010",10600
1240,r153,"All enrolled -> Full time, first year -> 2010",414
1240,r154,"All enrolled -> Full time, first year -> 2010",155
1240,r155,"All enrolled -> Full time, first year -> 2010",2618
1240,r156,"All enrolled -> Full time, first year -> 2010",4949
1240,r157,"All enrolled -> Full time, first year -> 2012",108709
1240,r158,"All enrolled -> Full time, first year -> 2012",22170
1240,r159,"All enrolled -> Full time, first year -> 2012",86539
1240,r160,"All enrolled -> Full time, first year -> 2012",65083
1240,r161,"All enrolled -> Full time, first year -> 2012",NA
